,rpm,speed,throt_pos,engine_load,bat_volt,duration,trip_id,utcdate
165,908.0,0.0,20,39,14.57,93842,27,2021-11-21
166,909.0,0.0,20,38,14.62,94117,27,2021-11-21
167,918.0,0.0,19,38,14.53,94392,27,2021-11-21
168,913.0,0.0,19,37,14.54,94672,27,2021-11-21
169,918.0,0.0,19,38,14.54,94943,27,2021-11-21
170,912.0,0.0,20,38,14.63,95216,27,2021-11-21
171,888.0,0.0,20,40,14.61,95488,27,2021-11-21
172,894.0,0.0,20,40,14.57,95760,27,2021-11-21
173,890.0,0.0,20,40,14.56,96044,27,2021-11-21
174,892.0,0.0,20,39,14.57,96308,27,2021-11-21
175,902.0,0.0,19,37,14.62,96585,27,2021-11-21
176,903.0,0.0,19,36,14.62,96859,27,2021-11-21
177,890.0,0.0,19,37,14.53,97137,27,2021-11-21
178,900.0,0.0,19,38,14.54,97408,27,2021-11-21
179,897.0,0.0,20,38,14.54,97682,27,2021-11-21
180,896.0,0.0,20,41,14.56,97964,27,2021-11-21
181,899.0,0.0,20,40,14.53,98234,27,2021-11-21
182,895.0,0.0,20,40,14.58,98514,27,2021-11-21
183,896.0,0.0,20,38,14.58,98790,27,2021-11-21
184,896.0,0.0,20,38,14.6,99058,27,2021-11-21
185,891.0,0.0,19,36,14.64,99331,27,2021-11-21
186,885.0,0.0,19,37,14.54,99598,27,2021-11-21
187,887.0,0.0,20,39,14.52,99889,27,2021-11-21
188,889.0,0.0,20,39,14.56,100155,27,2021-11-21
189,881.0,0.0,20,38,14.58,100428,27,2021-11-21
190,904.0,0.0,19,37,14.63,100692,27,2021-11-21
191,894.0,0.0,19,36,14.64,100974,27,2021-11-21
192,894.0,0.0,19,37,14.56,101238,27,2021-11-21
193,900.0,0.0,19,38,14.56,101512,27,2021-11-21
194,901.0,0.0,20,38,14.56,101786,27,2021-11-21
195,893.0,0.0,19,37,14.6,102049,27,2021-11-21
196,898.0,0.0,19,36,14.67,102319,27,2021-11-21
197,910.0,0.0,19,36,14.66,102588,27,2021-11-21
198,895.0,0.0,19,36,14.7,102855,27,2021-11-21
199,908.0,0.0,19,37,14.64,103128,27,2021-11-21
200,901.0,0.0,20,38,14.69,103400,27,2021-11-21
201,896.0,0.0,19,38,14.7,103663,27,2021-11-21
202,896.0,0.0,20,39,14.7,103927,27,2021-11-21
203,898.0,0.0,20,38,14.7,104202,27,2021-11-21
204,893.0,0.0,19,37,14.71,104471,27,2021-11-21
205,883.0,0.0,19,37,14.71,104739,27,2021-11-21
206,900.0,0.0,19,37,14.61,105003,27,2021-11-21
207,885.0,0.0,20,39,14.54,105284,27,2021-11-21
208,872.0,0.0,20,38,14.5,105552,27,2021-11-21
209,888.0,0.0,19,36,14.64,105834,27,2021-11-21
210,893.0,0.0,19,34,14.56,106118,27,2021-11-21
211,901.0,0.0,19,34,14.6,106390,27,2021-11-21
212,899.0,0.0,19,35,14.58,106667,27,2021-11-21
213,899.0,0.0,19,36,14.62,106930,27,2021-11-21
214,889.0,0.0,19,36,14.6,107204,27,2021-11-21
215,891.0,0.0,19,36,14.65,107473,27,2021-11-21
216,908.0,0.0,19,36,14.64,107745,27,2021-11-21
217,910.0,0.0,19,35,14.54,108011,27,2021-11-21
218,905.0,0.0,19,36,14.5,108295,27,2021-11-21
219,903.0,0.0,19,36,14.54,108562,27,2021-11-21
220,876.0,0.0,19,36,14.54,108836,27,2021-11-21
221,898.0,0.0,19,36,14.56,109108,27,2021-11-21
222,900.0,0.0,19,36,14.56,109379,27,2021-11-21
223,903.0,0.0,19,36,14.6,109669,27,2021-11-21
224,904.0,0.0,19,35,14.57,109932,27,2021-11-21
225,888.0,0.0,19,37,14.56,110197,27,2021-11-21
226,893.0,0.0,19,38,14.62,110471,27,2021-11-21
227,893.0,0.0,19,37,14.61,110752,27,2021-11-21
228,911.0,0.0,19,35,14.61,111021,27,2021-11-21
229,895.0,0.0,19,34,14.64,111289,27,2021-11-21
230,903.0,0.0,19,34,14.56,111559,27,2021-11-21
231,909.0,0.0,18,34,14.58,111835,27,2021-11-21
232,913.0,0.0,19,35,14.58,112109,27,2021-11-21
233,905.0,0.0,19,35,14.61,112372,27,2021-11-21
234,898.0,0.0,19,36,14.57,112648,27,2021-11-21
235,903.0,0.0,19,35,14.57,112910,27,2021-11-21
236,908.0,0.0,19,34,14.56,113191,27,2021-11-21
237,892.0,0.0,19,36,14.54,113461,27,2021-11-21
238,899.0,0.0,19,37,14.6,113734,27,2021-11-21
239,885.0,0.0,19,36,14.6,113998,27,2021-11-21
240,892.0,0.0,19,36,14.6,114268,27,2021-11-21
241,901.0,0.0,19,36,14.63,114537,27,2021-11-21
242,905.0,0.0,19,34,14.65,114812,27,2021-11-21
243,904.0,0.0,19,35,14.66,115087,27,2021-11-21
244,894.0,0.0,19,38,14.61,115350,27,2021-11-21
245,905.0,0.0,19,35,14.58,115632,27,2021-11-21
246,904.0,0.0,19,34,14.62,115907,27,2021-11-21
247,902.0,0.0,18,33,14.65,116184,27,2021-11-21
248,899.0,0.0,18,34,14.56,116451,27,2021-11-21
249,919.0,0.0,18,34,14.53,116733,27,2021-11-21
250,911.0,0.0,18,34,14.56,117001,27,2021-11-21
251,899.0,0.0,19,34,14.66,117271,27,2021-11-21
252,902.0,0.0,19,34,14.64,117548,27,2021-11-21
253,900.0,0.0,18,34,14.6,117817,27,2021-11-21
254,906.0,0.0,18,34,14.58,118100,27,2021-11-21
255,887.0,0.0,19,36,14.6,118366,27,2021-11-21
256,890.0,0.0,19,36,14.58,118642,27,2021-11-21
257,888.0,0.0,19,37,14.66,118910,27,2021-11-21
258,903.0,0.0,19,35,14.56,119193,27,2021-11-21
259,915.0,0.0,18,34,14.56,119468,27,2021-11-21
260,913.0,0.0,18,34,14.64,119743,27,2021-11-21
261,900.0,0.0,19,36,14.62,120011,27,2021-11-21
262,919.0,0.0,18,34,14.56,120288,27,2021-11-21
263,898.0,0.0,19,34,14.58,120568,27,2021-11-21
264,911.0,0.0,18,33,14.61,120840,27,2021-11-21
265,908.0,0.0,19,35,14.62,121112,27,2021-11-21
266,902.0,0.0,19,35,14.6,121381,27,2021-11-21
267,911.0,0.0,19,35,14.6,121663,27,2021-11-21
268,901.0,0.0,19,35,14.58,121931,27,2021-11-21
269,896.0,0.0,19,35,14.58,122199,27,2021-11-21
270,888.0,0.0,19,35,14.61,122470,27,2021-11-21
271,897.0,0.0,19,35,14.58,122752,27,2021-11-21
272,870.0,0.0,19,35,14.58,123029,27,2021-11-21
273,893.0,0.0,20,44,14.58,123297,27,2021-11-21
274,876.0,0.0,22,55,14.52,123581,27,2021-11-21
275,873.0,0.0,22,55,14.5,123846,27,2021-11-21
276,883.0,0.0,22,52,14.53,124123,27,2021-11-21
277,875.0,0.0,22,55,14.66,124391,27,2021-11-21
278,877.0,0.0,21,53,14.67,124663,27,2021-11-21
279,858.0,0.0,21,50,14.67,124939,27,2021-11-21
280,870.0,0.0,21,49,14.6,125215,27,2021-11-21
281,902.0,0.0,21,47,14.54,125487,27,2021-11-21
282,870.0,0.0,21,43,14.61,125760,27,2021-11-21
283,902.0,0.0,20,42,14.67,126038,27,2021-11-21
284,908.0,0.0,20,40,14.61,126311,27,2021-11-21
285,925.0,0.0,20,38,14.65,126592,27,2021-11-21
286,933.0,0.0,19,34,14.54,126862,27,2021-11-21
287,949.0,0.0,19,34,14.61,127142,27,2021-11-21
288,935.0,0.0,19,34,14.58,127412,27,2021-11-21
289,926.0,0.0,19,34,14.57,127685,27,2021-11-21
290,926.0,0.0,19,35,14.62,127949,27,2021-11-21
291,918.0,0.0,19,34,14.62,128227,27,2021-11-21
292,918.0,0.0,19,35,14.58,128579,27,2021-11-21
293,912.0,0.0,19,35,14.52,128850,27,2021-11-21
294,901.0,0.0,19,34,14.58,129127,27,2021-11-21
295,909.0,0.0,19,34,14.56,129396,27,2021-11-21
296,910.0,0.0,19,34,14.64,129668,27,2021-11-21
297,914.0,0.0,19,35,14.52,129933,27,2021-11-21
298,916.0,0.0,19,35,14.58,130214,27,2021-11-21
299,907.0,0.0,19,36,14.56,130490,27,2021-11-21
300,899.0,0.0,19,36,14.65,130792,27,2021-11-21
301,903.0,0.0,19,36,14.58,131059,27,2021-11-21
302,909.0,0.0,19,36,14.58,131328,27,2021-11-21
303,907.0,0.0,19,34,14.5,131604,27,2021-11-21
304,908.0,0.0,19,36,14.54,131872,27,2021-11-21
305,905.0,0.0,19,34,14.61,132157,27,2021-11-21
306,903.0,0.0,19,34,14.6,132428,27,2021-11-21
307,912.0,0.0,19,34,14.58,132698,27,2021-11-21
308,928.0,0.0,19,34,14.56,132967,27,2021-11-21
309,925.0,0.0,19,34,14.61,133234,27,2021-11-21
310,915.0,0.0,19,34,14.63,133498,27,2021-11-21
311,918.0,0.0,19,35,14.62,133768,27,2021-11-21
312,909.0,0.0,19,35,14.54,134043,27,2021-11-21
313,896.0,0.0,19,35,14.58,134319,27,2021-11-21
314,892.0,0.0,19,36,14.61,134599,27,2021-11-21
315,888.0,0.0,19,35,14.64,134868,27,2021-11-21
316,902.0,0.0,19,34,14.64,135138,27,2021-11-21
317,895.0,0.0,19,34,14.58,135406,27,2021-11-21
318,900.0,0.0,19,35,14.6,135674,27,2021-11-21
319,901.0,0.0,19,35,14.6,135945,27,2021-11-21
320,895.0,0.0,19,35,14.56,136213,27,2021-11-21
321,902.0,0.0,19,35,14.56,136483,27,2021-11-21
322,910.0,0.0,19,35,14.64,136759,27,2021-11-21
323,907.0,0.0,19,35,14.61,137033,27,2021-11-21
324,897.0,0.0,19,35,14.6,137303,27,2021-11-21
325,886.0,0.0,19,36,14.64,137577,27,2021-11-21
326,888.0,0.0,19,37,14.58,137846,27,2021-11-21
327,895.0,0.0,19,36,14.64,138114,27,2021-11-21
328,892.0,0.0,19,36,14.63,138385,27,2021-11-21
329,894.0,0.0,19,36,14.56,138662,27,2021-11-21
330,896.0,0.0,19,35,14.57,138930,27,2021-11-21
331,896.0,0.0,19,35,14.53,139198,27,2021-11-21
332,895.0,0.0,19,37,14.56,139473,27,2021-11-21
333,911.0,0.0,19,35,14.64,139742,27,2021-11-21
334,900.0,0.0,19,36,14.58,140021,27,2021-11-21
335,883.0,0.0,19,36,14.64,140288,27,2021-11-21
336,904.0,0.0,19,36,14.57,140567,27,2021-11-21
337,895.0,0.0,19,36,14.57,140831,27,2021-11-21
338,888.0,0.0,19,36,14.62,141106,27,2021-11-21
339,896.0,0.0,19,36,14.65,141369,27,2021-11-21
340,903.0,0.0,19,36,14.53,141638,27,2021-11-21
341,896.0,0.0,19,34,14.65,141907,27,2021-11-21
342,892.0,0.0,19,35,14.7,142182,27,2021-11-21
343,888.0,0.0,19,36,14.71,142457,27,2021-11-21
344,888.0,0.0,19,37,14.7,142722,27,2021-11-21
345,897.0,0.0,19,37,14.7,142994,27,2021-11-21
346,895.0,0.0,19,36,14.62,143258,27,2021-11-21
347,906.0,0.0,19,35,14.56,143533,27,2021-11-21
348,915.0,0.0,19,36,14.65,143809,27,2021-11-21
349,898.0,0.0,19,35,14.61,144089,27,2021-11-21
350,894.0,0.0,19,35,14.64,144355,27,2021-11-21
351,898.0,0.0,19,35,14.64,144628,27,2021-11-21
352,897.0,0.0,19,35,14.61,144898,27,2021-11-21
353,900.0,0.0,19,35,14.56,145166,27,2021-11-21
354,907.0,0.0,19,35,14.54,145438,27,2021-11-21
355,907.0,0.0,19,35,14.61,145704,27,2021-11-21
356,896.0,0.0,19,35,14.69,145973,27,2021-11-21
357,903.0,0.0,19,36,14.62,146243,27,2021-11-21
358,903.0,0.0,19,35,14.58,146515,27,2021-11-21
359,900.0,0.0,19,35,14.64,146780,27,2021-11-21
360,912.0,0.0,19,34,14.6,147049,27,2021-11-21
361,892.0,0.0,19,36,14.53,147329,27,2021-11-21
362,893.0,0.0,19,36,14.57,147601,27,2021-11-21
363,879.0,0.0,19,36,14.63,147880,27,2021-11-21
364,897.0,0.0,19,35,14.64,148144,27,2021-11-21
365,907.0,0.0,19,34,14.63,148431,27,2021-11-21
366,912.0,0.0,19,34,14.64,148696,27,2021-11-21
367,909.0,0.0,19,36,14.67,148974,27,2021-11-21
368,910.0,0.0,19,36,14.53,149244,27,2021-11-21
369,893.0,0.0,19,36,14.65,149514,27,2021-11-21
370,909.0,0.0,19,35,14.52,149784,27,2021-11-21
371,899.0,0.0,19,34,14.53,150059,27,2021-11-21
372,900.0,0.0,19,35,14.62,150335,27,2021-11-21
373,888.0,0.0,19,35,14.54,150608,27,2021-11-21
374,887.0,0.0,19,36,14.56,150891,27,2021-11-21
375,887.0,0.0,19,36,14.56,151160,27,2021-11-21
376,890.0,0.0,19,34,14.54,151435,27,2021-11-21
377,896.0,0.0,19,35,14.52,151698,27,2021-11-21
378,900.0,0.0,19,35,14.52,151972,27,2021-11-21
379,891.0,0.0,19,35,14.54,152236,27,2021-11-21
380,890.0,0.0,19,35,14.56,152499,27,2021-11-21
381,902.0,0.0,19,35,14.56,152777,27,2021-11-21
382,908.0,0.0,19,34,14.5,153049,27,2021-11-21
383,901.0,0.0,19,34,14.56,153325,27,2021-11-21
384,895.0,0.0,19,35,14.56,153600,27,2021-11-21
385,890.0,0.0,19,35,14.61,153873,27,2021-11-21
386,899.0,0.0,19,35,14.61,154143,27,2021-11-21
387,903.0,0.0,19,34,14.58,154414,27,2021-11-21
388,916.0,0.0,18,34,14.56,154689,27,2021-11-21
389,892.0,0.0,19,34,14.64,154970,27,2021-11-21
390,890.0,0.0,19,35,14.62,155245,27,2021-11-21
391,882.0,0.0,19,36,14.65,155507,27,2021-11-21
392,903.0,0.0,19,35,14.6,155785,27,2021-11-21
393,903.0,0.0,18,33,14.61,156052,27,2021-11-21
394,901.0,0.0,18,34,14.61,156320,27,2021-11-21
395,907.0,0.0,18,33,14.61,156605,27,2021-11-21
396,893.0,0.0,18,34,14.62,156877,27,2021-11-21
397,906.0,0.0,18,34,14.53,157147,27,2021-11-21
398,907.0,0.0,18,34,14.53,157429,27,2021-11-21
399,915.0,0.0,18,33,14.64,157698,27,2021-11-21
400,916.0,0.0,18,33,14.61,157967,27,2021-11-21
401,910.0,0.0,18,34,14.63,158241,27,2021-11-21
402,899.0,0.0,18,34,14.54,158504,27,2021-11-21
403,897.0,0.0,18,34,14.5,158780,27,2021-11-21
404,903.0,0.0,18,34,14.62,159048,27,2021-11-21
405,899.0,0.0,18,34,14.61,159331,27,2021-11-21
406,906.0,0.0,18,33,14.56,159605,27,2021-11-21
407,897.0,0.0,18,34,14.56,159882,27,2021-11-21
408,905.0,0.0,18,34,14.61,160149,27,2021-11-21
409,897.0,0.0,18,34,14.64,160424,27,2021-11-21
410,909.0,0.0,18,33,14.57,160695,27,2021-11-21
411,904.0,0.0,18,33,14.52,160969,27,2021-11-21
412,905.0,0.0,18,32,14.57,161245,27,2021-11-21
413,902.0,0.0,18,32,14.62,161508,27,2021-11-21
414,904.0,0.0,18,33,14.58,161789,27,2021-11-21
415,893.0,0.0,18,33,14.61,162058,27,2021-11-21
416,905.0,0.0,18,33,14.57,162325,27,2021-11-21
417,893.0,0.0,18,33,14.61,162595,27,2021-11-21
418,902.0,0.0,18,34,14.56,162865,27,2021-11-21
419,900.0,0.0,18,33,14.5,163134,27,2021-11-21
420,893.0,0.0,18,34,14.52,163396,27,2021-11-21
421,879.0,0.0,19,34,14.58,163672,27,2021-11-21
422,896.0,0.0,18,33,14.57,163936,27,2021-11-21
423,900.0,0.0,18,33,14.63,164210,27,2021-11-21
424,897.0,0.0,18,34,14.62,164486,27,2021-11-21
425,904.0,0.0,18,34,14.5,164765,27,2021-11-21
426,904.0,0.0,18,33,14.61,165036,27,2021-11-21
427,896.0,0.0,18,33,14.5,165304,27,2021-11-21
428,899.0,0.0,18,33,14.54,165576,27,2021-11-21
429,896.0,0.0,18,33,14.58,165846,27,2021-11-21
430,891.0,0.0,18,34,14.61,166124,27,2021-11-21
431,896.0,0.0,18,34,14.61,166387,27,2021-11-21
432,895.0,0.0,18,34,14.61,166664,27,2021-11-21
433,893.0,0.0,18,34,14.36,166931,27,2021-11-21
434,923.0,0.0,21,51,14.56,167218,27,2021-11-21
435,877.0,0.0,23,54,14.6,167488,27,2021-11-21
436,910.0,0.0,23,54,14.48,167770,27,2021-11-21
437,873.0,0.0,23,60,14.46,168049,27,2021-11-21
438,881.0,0.0,23,60,14.5,168318,27,2021-11-21
439,889.0,0.0,23,59,14.57,168589,27,2021-11-21
440,877.0,0.0,23,57,14.48,168865,27,2021-11-21
441,857.0,0.0,23,57,14.56,169139,27,2021-11-21
442,890.0,0.0,21,47,14.56,169408,27,2021-11-21
443,884.0,0.0,21,49,14.56,169722,27,2021-11-21
444,878.0,0.0,21,48,14.53,169990,27,2021-11-21
445,908.0,0.0,21,49,14.65,170261,27,2021-11-21
446,896.0,0.0,21,47,14.6,170528,27,2021-11-21
447,915.0,0.0,21,45,14.56,170809,27,2021-11-21
448,914.0,0.0,21,46,14.52,171077,27,2021-11-21
449,916.0,0.0,21,46,14.71,171350,27,2021-11-21
450,914.0,0.0,21,46,14.56,171626,27,2021-11-21
451,909.0,0.0,21,47,14.56,171894,27,2021-11-21
452,907.0,0.0,21,47,14.49,172178,27,2021-11-21
453,907.0,0.0,21,47,14.53,172443,27,2021-11-21
454,900.0,0.0,21,49,14.49,172710,27,2021-11-21
455,897.0,0.0,21,47,14.53,172981,27,2021-11-21
456,904.0,0.0,21,48,14.58,173255,27,2021-11-21
457,907.0,0.0,21,47,14.66,173519,27,2021-11-21
458,913.0,0.0,21,47,14.65,173794,27,2021-11-21
459,904.0,0.0,21,47,14.6,174065,27,2021-11-21
460,890.0,0.0,21,47,14.6,174333,27,2021-11-21
461,887.0,0.0,21,47,14.61,174607,27,2021-11-21
462,907.0,0.0,21,47,14.54,174870,27,2021-11-21
463,900.0,0.0,21,47,14.62,175139,27,2021-11-21
