,index,rpm,speed,throt_pos,engine_load,bat_volt,duration
74,49995,957.0,1.8641130000000001,20,37,14.1,49995
75,50259,940.0,1.8641130000000001,22,57,14.02,50259
76,50529,904.0,1.8641130000000001,26,65,14.09,50529
77,50805,1018.0,1.242742,26,51,14.09,50805
78,51073,1267.0,1.242742,26,44,14.06,51073
79,51353,1357.0,1.8641130000000001,19,22,14.1,51353
80,51620,1339.0,1.8641130000000001,20,30,14.09,51620
81,51892,1133.0,1.8641130000000001,20,34,14.13,51892
82,52161,1079.0,2.485484,20,36,14.09,52161
83,52439,1022.0,2.485484,20,38,14.06,52439
84,52711,982.0,2.485484,20,40,13.96,52711
85,52987,941.0,1.8641130000000001,20,42,14.04,52987
86,53262,915.0,1.242742,20,43,14.0,53262
87,53538,891.0,0.621371,20,44,14.0,53538
88,53817,870.0,0.0,20,45,14.04,53817
89,54087,872.0,0.0,20,45,14.09,54087
90,54363,883.0,0.0,20,44,14.09,54363
91,54643,887.0,0.0,20,43,13.98,54643
92,54913,927.0,0.0,20,38,13.21,54913
93,55182,925.0,0.0,22,56,13.85,55182
94,55450,870.0,0.621371,23,50,14.0,55450
95,55718,991.0,0.621371,23,45,14.04,55718
96,55990,1106.0,1.242742,23,46,14.04,55990
97,56270,1124.0,1.8641130000000001,25,50,14.16,56270
98,56540,1165.0,2.485484,25,47,14.11,56540
99,56817,1273.0,2.485484,27,47,14.2,56817
100,57090,1377.0,3.106855,27,47,14.17,57090
101,57353,1436.0,3.7282260000000003,27,46,14.17,57353
102,57622,1460.0,4.349597,27,46,14.24,57622
103,57891,1440.0,4.970968,26,41,14.23,57891
104,58173,1450.0,4.970968,25,38,14.25,58173
105,58442,1429.0,5.592339,24,36,14.19,58442
106,58726,1404.0,5.592339,24,36,14.16,58726
107,58992,1399.0,6.21371,24,37,14.15,58992
108,59273,1406.0,5.592339,24,38,14.17,59273
109,59541,1389.0,5.592339,26,42,14.17,59541
110,59820,1380.0,5.592339,28,53,14.16,59820
111,60094,1416.0,5.592339,27,47,14.19,60094
112,60368,1455.0,5.592339,27,46,14.11,60368
113,60650,1469.0,5.592339,27,40,14.08,60650
114,60926,1470.0,5.592339,16,16,14.12,60926
115,61201,1294.0,5.592339,17,19,14.14,61201
116,61470,1195.0,4.970968,17,22,14.02,61470
117,61751,1108.0,4.970968,18,26,14.06,61751
118,62027,1046.0,4.349597,18,30,14.0,62027
119,62297,967.0,3.7282260000000003,19,36,14.13,62297
120,62571,909.0,3.7282260000000003,19,38,14.04,62571
121,62846,885.0,3.106855,19,38,14.06,62846
122,63122,864.0,2.485484,19,40,14.09,63122
123,63397,865.0,2.485484,19,39,14.12,63397
124,63685,855.0,1.8641130000000001,20,40,14.1,63685
125,63960,870.0,1.8641130000000001,19,39,14.1,63960
126,64244,912.0,1.8641130000000001,19,35,14.08,64244
127,64510,985.0,1.8641130000000001,23,51,14.0,64510
128,64787,1025.0,1.8641130000000001,24,50,14.11,64787
129,65060,1071.0,2.485484,25,49,14.12,65060
130,65330,1166.0,3.106855,25,44,14.04,65330
131,65603,1242.0,3.7282260000000003,22,34,14.17,65603
132,65869,1287.0,3.7282260000000003,21,29,14.15,65869
133,66145,1235.0,3.7282260000000003,20,29,14.08,66145
134,66413,1158.0,3.7282260000000003,20,34,14.11,66413
135,66693,1074.0,4.349597,21,36,14.17,66693
136,66969,1088.0,3.7282260000000003,25,52,14.14,66969
137,67245,1166.0,4.349597,29,63,14.08,67245
138,67526,1303.0,4.349597,28,47,14.17,67526
139,67798,1474.0,4.970968,28,46,14.15,67798
140,68075,1514.0,5.592339,28,47,14.21,68075
141,68339,1536.0,5.592339,28,47,14.12,68339
142,68621,1577.0,6.21371,29,46,14.21,68621
143,68889,1603.0,6.835081,29,45,14.19,68889
144,69172,1660.0,6.835081,29,45,14.17,69172
145,69447,1709.0,7.4564520000000005,29,44,14.17,69447
146,69721,1768.0,8.077823,29,43,14.2,69721
147,69999,1843.0,8.077823,30,43,14.21,69999
148,70268,1902.0,8.699194,30,40,14.2,70268
149,70542,1960.0,8.699194,30,40,14.15,70542
150,70810,2019.0,9.320565,30,39,14.17,70810
151,71086,2077.0,9.320565,30,39,14.13,71086
152,71355,2111.0,9.941936,30,39,14.1,71355
153,71645,2016.0,9.941936,30,46,14.13,71645
154,71911,1700.0,9.941936,29,48,14.17,71911
155,72180,1600.0,10.563307,29,46,14.11,72180
156,72458,1624.0,10.563307,26,38,14.1,72458
157,72727,1601.0,10.563307,26,37,14.15,72727
158,73000,1592.0,11.184678,25,34,14.17,73000
159,73270,1593.0,11.184678,22,26,14.1,73270
160,73550,1550.0,11.184678,21,25,14.16,73550
161,73830,1532.0,11.184678,20,23,14.06,73830
162,74101,1509.0,11.184678,20,21,14.17,74101
163,74371,1480.0,11.184678,18,19,14.09,74371
164,74645,1452.0,11.184678,18,19,14.08,74645
165,74933,1409.0,10.563307,18,19,14.17,74933
166,75208,1387.0,11.184678,18,19,14.16,75208
167,75489,1398.0,11.184678,18,20,14.17,75489
168,75759,1388.0,11.184678,18,19,14.13,75759
169,76036,1384.0,10.563307,18,20,14.17,76036
170,76309,1354.0,10.563307,17,19,14.04,76309
171,76585,1307.0,9.941936,17,19,14.16,76585
172,76860,1219.0,8.699194,16,19,14.09,76860
173,77130,1112.0,8.077823,17,24,14.04,77130
174,77406,1061.0,7.4564520000000005,18,26,14.04,77406
175,77673,1006.0,6.835081,18,30,14.12,77673
176,77953,970.0,6.21371,19,33,14.04,77953
177,78224,944.0,5.592339,19,35,14.11,78224
178,78505,900.0,5.592339,19,38,14.02,78505
179,78776,854.0,4.970968,19,39,14.12,78776
180,79049,874.0,4.349597,19,37,14.0,79049
181,79321,897.0,3.7282260000000003,19,38,14.1,79321
182,79588,877.0,3.106855,19,39,14.15,79588
183,79864,860.0,3.106855,19,40,14.09,79864
184,80133,847.0,2.485484,19,40,14.03,80133
185,80406,851.0,2.485484,19,40,13.99,80406
186,80677,837.0,2.485484,20,42,14.13,80677
187,80951,840.0,1.8641130000000001,19,41,13.95,80951
188,81227,828.0,1.8641130000000001,19,40,14.06,81227
189,81498,834.0,1.8641130000000001,19,41,14.03,81498
190,81771,837.0,1.242742,19,40,14.0,81771
191,82045,851.0,1.242742,19,39,14.04,82045
192,82326,850.0,0.621371,19,39,14.0,82326
193,82591,855.0,0.0,19,40,14.11,82591
194,82867,870.0,0.0,19,40,14.13,82867
195,83141,861.0,0.0,19,39,14.09,83141
196,83409,851.0,0.0,19,39,14.12,83409
197,83684,838.0,0.0,19,40,14.09,83684
198,83956,844.0,0.0,19,41,14.14,83956
199,84234,829.0,0.0,19,40,13.99,84234
200,84505,839.0,0.0,19,41,14.17,84505
201,84773,854.0,0.0,19,40,14.1,84773
202,85043,847.0,0.0,19,40,14.09,85043
203,85311,854.0,0.0,19,39,14.19,85311
204,85593,841.0,0.0,19,38,14.0,85593
205,85856,832.0,0.0,19,39,14.12,85856
206,86125,849.0,0.0,19,40,14.0,86125
207,86395,829.0,0.0,19,39,14.12,86395
208,86669,835.0,0.0,19,39,14.17,86669
209,86950,842.0,0.0,19,38,14.11,86950
210,87226,835.0,0.0,19,39,14.06,87226
211,87501,827.0,0.0,19,38,14.15,87501
212,87771,837.0,0.0,19,39,13.98,87771
213,88045,839.0,0.0,19,39,14.09,88045
214,88328,827.0,0.0,19,39,14.1,88328
215,88596,827.0,0.621371,18,38,13.98,88596
216,88875,823.0,0.621371,18,38,14.11,88875
217,89147,821.0,0.621371,19,39,14.0,89147
218,89425,823.0,1.242742,18,38,14.1,89425
219,89699,837.0,1.8641130000000001,29,90,14.17,89699
220,89969,1107.0,3.106855,30,60,14.15,89969
221,90248,1472.0,4.349597,30,53,14.09,90248
222,90523,1568.0,5.592339,30,56,14.17,90523
223,90799,1665.0,6.835081,31,55,14.13,90799
224,91076,1801.0,7.4564520000000005,31,51,14.16,91076
225,91356,1932.0,8.699194,31,49,14.15,91356
226,91626,2054.0,9.320565,32,54,14.23,91626
227,91902,2186.0,9.941936,33,54,14.17,91902
228,92177,2296.0,10.563307,33,54,14.19,92177
229,92456,2331.0,11.184678,33,64,14.12,92456
230,92726,1978.0,11.184678,33,66,14.17,92726
231,92998,1933.0,11.806049,33,63,14.15,92998
232,93271,1967.0,12.42742,34,69,13.83,93271
233,93548,2033.0,13.048791,34,64,14.06,93548
234,93827,2078.0,13.670162,34,65,14.12,93827
235,94100,2103.0,14.291533,35,73,14.11,94100
236,94371,2210.0,14.912904000000001,36,72,14.13,94371
237,94650,2271.0,15.534275000000001,35,70,14.06,94650
238,94926,2342.0,16.155646,36,69,14.13,94926
239,95191,2408.0,16.777017,36,69,14.1,95191
240,95471,2489.0,17.398388,35,68,14.16,95471
241,95750,2513.0,18.019759,35,66,14.1,95750
242,96022,2562.0,18.019759,35,68,14.06,96022
243,96306,2416.0,18.64113,36,91,14.09,96306
244,96574,1851.0,18.64113,38,92,14.09,96574
245,96857,1762.0,19.262501,38,100,14.12,96857
246,97130,1713.0,19.883872,38,100,14.09,97130
247,97412,1719.0,20.505243,38,100,14.12,97412
248,97686,1722.0,21.126614,38,100,14.06,97686
249,97961,1768.0,21.126614,38,100,14.09,97961
250,98232,1816.0,21.747985,37,100,14.02,98232
251,98506,1857.0,22.369356,37,98,14.07,98506
252,98782,1870.0,22.990727,36,94,14.1,98782
253,99050,1912.0,22.990727,36,91,14.11,99050
254,99328,1941.0,23.612098,36,89,14.14,99328
255,99598,1962.0,23.612098,36,87,14.11,99598
256,99872,1983.0,24.233469,36,86,14.1,99872
257,100147,2007.0,24.233469,36,85,14.1,100147
258,100425,2030.0,24.233469,33,56,14.17,100425
259,100689,2017.0,24.85484,26,25,14.16,100689
260,100974,1993.0,24.233469,22,19,14.09,100974
261,101246,1966.0,24.233469,20,16,14.09,101246
262,101527,1930.0,23.612098,18,14,14.13,101527
263,101797,1806.0,22.990727,18,15,14.12,101797
264,102074,1690.0,22.369356,18,17,14.1,102074
265,102347,1470.0,22.369356,18,20,14.12,102347
266,102624,1336.0,21.126614,17,19,14.11,102624
267,102898,1314.0,21.126614,17,18,14.04,102898
268,103176,1294.0,20.505243,16,18,14.11,103176
269,103458,1254.0,20.505243,16,19,14.03,103458
270,103726,1216.0,19.262501,16,19,14.06,103726
271,104004,1178.0,18.019759,16,19,14.09,104004
272,104268,1198.0,16.777017,16,18,14.12,104268
273,104543,1260.0,14.912904000000001,16,19,14.02,104543
274,104812,1217.0,14.291533,16,19,14.11,104812
275,105092,1174.0,11.806049,16,19,14.03,105092
276,105363,1232.0,11.184678,17,18,14.06,105363
277,105638,1274.0,9.941936,17,19,14.07,105638
278,105921,1239.0,9.320565,16,20,14.14,105921
279,106189,1098.0,7.4564520000000005,18,29,14.09,106189
280,106467,957.0,6.21371,19,40,14.04,106467
281,106736,922.0,4.970968,19,34,14.1,106736
282,107021,960.0,4.970968,27,74,14.17,107021
283,107290,1127.0,4.970968,30,65,14.15,107290
284,107571,1514.0,4.970968,30,54,14.1,107571
285,107847,1634.0,5.592339,30,54,14.17,107847
286,108128,1694.0,6.835081,31,53,14.09,108128
287,108404,1757.0,7.4564520000000005,31,52,14.12,108404
288,108677,1852.0,8.077823,31,50,14.12,108677
289,108948,1949.0,8.699194,30,40,14.09,108948
290,109225,1999.0,9.320565,29,38,14.1,109225
291,109505,2098.0,9.941936,30,37,14.11,109505
292,109780,2142.0,9.941936,30,37,14.1,109780
293,110063,2149.0,10.563307,30,38,14.16,110063
294,110337,1949.0,10.563307,29,44,14.11,110337
295,110606,1706.0,11.184678,29,44,14.12,110606
296,110877,1712.0,11.806049,29,43,14.1,110877
297,111166,1775.0,12.42742,29,41,14.13,111166
298,111432,1849.0,13.048791,29,42,14.15,111432
299,111708,1902.0,13.670162,30,41,14.13,111708
300,111982,1970.0,14.291533,30,40,14.17,111982
301,112268,2025.0,14.912904000000001,31,44,14.12,112268
302,112545,2102.0,14.912904000000001,31,42,14.17,112545
303,112827,2154.0,15.534275000000001,32,52,14.16,112827
304,113097,2268.0,16.155646,33,55,14.11,113097
305,113375,2346.0,16.777017,33,54,14.12,113375
306,113647,2380.0,16.777017,34,56,14.15,113647
307,113926,2375.0,17.398388,34,64,14.1,113926
308,114191,2041.0,17.398388,35,78,14.11,114191
309,114464,1769.0,18.019759,37,92,14.15,114464
310,114729,1623.0,18.64113,36,81,14.15,114729
311,115004,1665.0,19.262501,36,83,14.08,115004
312,115273,1681.0,19.883872,36,86,14.17,115273
313,115553,1725.0,20.505243,36,84,14.09,115553
314,115825,1756.0,21.126614,36,82,14.1,115825
315,116099,1778.0,21.747985,34,62,14.11,116099
316,116372,1798.0,21.747985,33,63,14.17,116372
317,116637,1837.0,22.369356,32,57,14.12,116637
318,116912,1876.0,22.990727,31,50,14.17,116912
319,117187,1905.0,22.990727,30,46,14.1,117187
320,117463,1833.0,23.612098,30,54,14.13,117463
321,117732,1584.0,23.612098,30,56,14.17,117732
322,118020,1577.0,24.233469,30,54,14.2,118020
323,118289,1589.0,24.233469,30,54,14.11,118289
324,118573,1604.0,24.85484,30,54,14.12,118573
325,118848,1616.0,24.85484,30,56,14.04,118848
326,119123,1632.0,24.85484,30,55,14.1,119123
327,119390,1628.0,24.85484,30,54,14.04,119390
328,119671,1633.0,25.476211,30,54,14.12,119671
329,119940,1630.0,25.476211,30,54,14.16,119940
330,120213,1636.0,26.097582,30,54,14.09,120213
331,120484,1628.0,26.097582,27,41,14.04,120484
332,120761,1605.0,26.097582,24,30,14.15,120761
333,121029,1609.0,26.097582,20,19,14.04,121029
334,121304,1611.0,26.097582,20,21,14.08,121304
335,121586,1617.0,25.476211,29,49,14.06,121586
336,121854,1720.0,25.476211,29,45,14.1,121854
337,122130,1747.0,25.476211,29,44,14.04,122130
338,122404,1759.0,25.476211,29,43,14.17,122404
339,122680,1744.0,25.476211,29,44,14.11,122680
340,122950,1739.0,25.476211,29,44,14.14,122950
341,123233,1728.0,25.476211,25,29,14.08,123233
342,123506,1687.0,26.097582,23,27,14.14,123506
343,123783,1651.0,26.097582,23,28,14.1,123783
344,124051,1620.0,26.097582,23,29,14.13,124051
345,124325,1617.0,26.097582,23,28,14.12,124325
346,124596,1621.0,26.097582,23,29,14.07,124596
347,124870,1642.0,26.097582,23,29,14.16,124870
348,125147,1644.0,26.718953,23,28,14.19,125147
349,125424,1662.0,26.718953,23,28,14.17,125424
350,125689,1673.0,26.718953,23,28,14.17,125689
351,125959,1680.0,27.340324,23,28,14.11,125959
352,126235,1695.0,27.340324,23,28,14.2,126235
353,126509,1708.0,27.340324,23,28,14.13,126509
354,126784,1706.0,27.340324,24,28,14.1,126784
355,127055,1714.0,27.340324,21,20,14.2,127055
356,127329,1717.0,27.340324,17,14,14.07,127329
357,127604,1664.0,26.718953,18,15,14.1,127604
358,127880,1636.0,27.340324,18,16,14.19,127880
359,128148,1599.0,26.718953,18,17,14.11,128148
360,128428,1527.0,26.718953,18,18,14.17,128428
361,128699,1421.0,26.097582,18,19,14.1,128699
362,128980,1302.0,26.097582,16,19,14.14,128980
363,129250,1154.0,26.097582,16,20,14.09,129250
364,129529,1052.0,25.476211,16,22,14.04,129529
365,129806,993.0,25.476211,16,23,14.04,129806
366,130084,962.0,25.476211,16,23,14.04,130084
367,130364,958.0,26.097582,16,23,14.1,130364
368,130636,978.0,26.097582,16,22,14.06,130636
369,130900,1017.0,26.097582,16,21,14.08,130900
370,131176,1079.0,26.097582,16,19,14.0,131176
371,131451,1143.0,26.097582,16,18,14.13,131451
372,131727,1221.0,26.718953,16,16,14.07,131727
373,132001,1310.0,26.718953,16,15,14.16,132001
374,132286,1411.0,26.718953,16,14,14.09,132286
375,132560,1503.0,26.718953,16,14,14.17,132560
376,132828,1566.0,26.718953,16,14,14.04,132828
377,133108,1616.0,27.340324,16,13,14.17,133108
378,133389,1648.0,26.718953,17,13,14.08,133389
379,133660,1673.0,27.340324,17,13,14.15,133660
380,133929,1694.0,27.961695,17,14,14.09,133929
381,134209,1728.0,28.583066,17,14,14.17,134209
382,134488,1758.0,28.583066,18,14,14.06,134488
383,134761,1785.0,29.204437,18,14,14.06,134761
384,135045,1820.0,29.825808000000002,18,14,14.09,135045
385,135311,1817.0,29.825808000000002,18,14,14.12,135311
386,135580,1834.0,29.825808000000002,18,14,14.16,135580
387,135857,1851.0,29.825808000000002,18,14,14.1,135857
388,136131,1843.0,29.825808000000002,18,14,14.13,136131
389,136407,1844.0,29.825808000000002,18,14,14.09,136407
390,136686,1836.0,29.825808000000002,18,14,14.11,136686
391,136950,1821.0,29.825808000000002,18,14,14.1,136950
392,137225,1810.0,29.204437,18,14,14.12,137225
393,137489,1803.0,29.204437,18,14,14.17,137489
394,137772,1790.0,29.204437,18,14,14.14,137772
395,138046,1778.0,29.204437,18,14,14.1,138046
396,138327,1773.0,29.204437,18,14,14.09,138327
397,138596,1766.0,28.583066,18,14,14.13,138596
398,138866,1758.0,28.583066,18,14,14.14,138866
399,139146,1753.0,28.583066,18,14,14.1,139146
400,139410,1756.0,28.583066,18,14,14.14,139410
401,139684,1759.0,28.583066,18,14,14.17,139684
402,139947,1760.0,28.583066,18,14,14.14,139947
403,140229,1755.0,28.583066,18,14,14.17,140229
404,140497,1741.0,28.583066,18,14,14.1,140497
405,140781,1729.0,28.583066,17,14,14.16,140781
406,141048,1718.0,27.961695,17,14,14.04,141048
407,141329,1707.0,27.961695,17,14,14.17,141329
408,141597,1705.0,27.961695,17,14,14.17,141597
409,141874,1695.0,27.961695,17,14,14.16,141874
410,142149,1688.0,27.961695,17,13,14.12,142149
411,142425,1686.0,27.961695,17,14,14.14,142425
412,142700,1685.0,27.961695,18,14,14.17,142700
413,142969,1707.0,27.961695,17,14,14.13,142969
414,143247,1684.0,27.961695,17,14,14.14,143247
415,143516,1670.0,27.961695,17,14,14.07,143516
416,143789,1645.0,27.961695,17,14,14.04,143789
417,144064,1661.0,28.583066,17,14,14.1,144064
418,144339,1643.0,28.583066,17,13,14.0,144339
419,144624,1652.0,28.583066,17,14,14.09,144624
420,144894,1675.0,28.583066,18,16,14.06,144894
421,145165,1680.0,29.204437,18,15,14.09,145165
422,145445,1700.0,29.204437,18,15,14.0,145445
423,145724,1718.0,29.204437,18,15,14.06,145724
424,145995,1713.0,29.204437,19,18,14.04,145995
425,146266,1750.0,29.204437,21,21,14.09,146266
426,146541,1813.0,29.204437,21,20,14.09,146541
427,146810,1811.0,29.204437,21,21,14.09,146810
428,147086,1839.0,29.825808000000002,21,20,14.08,147086
429,147360,1841.0,29.825808000000002,21,20,14.1,147360
430,147630,1844.0,29.825808000000002,21,22,14.1,147630
431,147911,1866.0,30.447179000000002,23,24,14.12,147911
432,148180,1901.0,30.447179000000002,25,27,14.09,148180
433,148474,1968.0,30.447179000000002,25,26,14.14,148474
434,148744,1955.0,30.447179000000002,25,26,14.17,148744
435,149023,1970.0,31.068550000000002,25,26,14.12,149023
436,149302,1970.0,31.068550000000002,25,26,14.15,149302
437,149574,1976.0,31.068550000000002,25,26,14.11,149574
438,149844,1970.0,31.068550000000002,25,26,14.1,149844
439,150126,1965.0,31.068550000000002,25,26,14.11,150126
440,150395,1957.0,31.068550000000002,25,25,14.15,150395
441,150671,1944.0,31.068550000000002,25,26,14.17,150671
442,150945,1940.0,31.068550000000002,22,21,14.11,150945
443,151221,1914.0,31.068550000000002,21,20,14.12,151221
444,151504,1905.0,31.068550000000002,20,18,14.11,151504
445,151775,1898.0,31.068550000000002,18,13,14.17,151775
446,152047,1825.0,30.447179000000002,18,14,14.12,152047
447,152323,1818.0,30.447179000000002,18,14,14.19,152323
448,152596,1784.0,30.447179000000002,18,14,14.16,152596
449,152866,1771.0,30.447179000000002,18,15,14.17,152866
450,153140,1749.0,30.447179000000002,18,15,14.13,153140
451,153410,1682.0,30.447179000000002,18,16,14.15,153410
452,153693,1622.0,29.825808000000002,18,16,14.06,153693
453,153963,1557.0,29.825808000000002,18,17,14.09,153963
454,154235,1501.0,29.825808000000002,16,13,14.11,154235
455,154507,1529.0,29.825808000000002,16,14,14.09,154507
456,154780,1596.0,29.204437,16,13,14.11,154780
457,155057,1664.0,29.204437,17,13,14.08,155057
458,155326,1722.0,29.204437,18,14,14.04,155326
459,155600,1758.0,29.204437,17,14,14.11,155600
460,155870,1769.0,28.583066,17,14,14.04,155870
461,156144,1762.0,28.583066,17,14,14.09,156144
462,156416,1755.0,28.583066,17,14,14.09,156416
463,156688,1748.0,28.583066,17,14,14.1,156688
464,156958,1739.0,27.961695,17,14,14.09,156958
465,157233,1728.0,27.961695,17,14,14.06,157233
466,157502,1714.0,27.961695,17,14,14.12,157502
467,157779,1703.0,27.961695,17,14,14.09,157779
468,158053,1692.0,27.340324,17,14,14.12,158053
469,158323,1674.0,27.340324,17,14,14.08,158323
470,158604,1663.0,27.340324,17,14,14.14,158604
471,158875,1654.0,26.718953,17,13,14.12,158875
472,159161,1641.0,26.718953,17,13,14.12,159161
473,159429,1627.0,26.718953,17,14,14.19,159429
474,159716,1618.0,26.097582,17,14,14.12,159716
475,159993,1609.0,26.097582,16,14,14.13,159993
476,160272,1600.0,26.097582,16,13,14.14,160272
477,160548,1588.0,26.097582,16,14,14.11,160548
478,160831,1563.0,25.476211,16,14,14.1,160831
479,161105,1538.0,24.85484,16,14,14.1,161105
480,161387,1489.0,24.233469,16,14,14.14,161387
481,161667,1428.0,23.612098,16,14,14.09,161667
482,161939,1416.0,22.990727,16,15,14.07,161939
483,162206,1308.0,21.747985,16,16,14.09,162206
484,162488,1235.0,21.126614,16,17,14.13,162488
485,162757,1165.0,19.883872,15,18,14.07,162757
486,163034,1098.0,18.64113,15,19,14.08,163034
487,163320,1040.0,17.398388,15,19,14.09,163320
488,163595,1066.0,16.155646,15,18,14.03,163595
489,163874,1127.0,14.912904000000001,15,17,14.17,163874
490,164146,1116.0,14.291533,15,18,14.09,164146
491,164428,1103.0,13.048791,15,17,14.1,164428
492,164697,1145.0,11.806049,15,16,14.17,164697
493,164971,1215.0,11.184678,15,16,14.07,164971
494,165235,1260.0,10.563307,16,16,14.0,165235
495,165509,1244.0,9.941936,16,18,14.04,165509
496,165774,1202.0,9.941936,16,18,14.03,165774
497,166052,1160.0,9.320565,16,18,14.06,166052
498,166329,1132.0,9.320565,15,18,14.08,166329
499,166605,1106.0,8.699194,16,21,14.11,166605
500,166886,1059.0,8.699194,16,23,14.06,166886
501,167155,1039.0,8.699194,21,35,14.06,167155
502,167430,1135.0,8.699194,26,54,14.09,167430
503,167699,1183.0,8.699194,30,73,14.17,167699
504,167974,1230.0,8.077823,30,67,14.12,167974
505,168244,1375.0,8.699194,31,54,14.12,168244
506,168519,1718.0,8.699194,31,52,14.15,168519
507,168787,1781.0,9.941936,31,54,14.17,168787
508,169063,1770.0,10.563307,32,63,14.1,169063
509,169338,1784.0,11.184678,33,62,14.11,169338
510,169628,1879.0,11.806049,33,61,14.07,169628
511,169902,1920.0,12.42742,34,63,14.11,169902
512,170179,1997.0,13.048791,36,66,14.17,170179
513,170445,2159.0,14.291533,35,67,14.1,170445
514,170728,2219.0,14.912904000000001,35,69,14.09,170728
515,171002,2305.0,16.155646,35,69,14.16,171002
516,171282,2390.0,16.777017,36,68,14.11,171282
517,171559,2484.0,17.398388,35,65,14.15,171559
518,171829,2531.0,18.019759,35,65,14.09,171829
519,172104,2609.0,18.64113,35,65,14.1,172104
520,172380,2511.0,19.262501,36,80,14.17,172380
521,172655,2061.0,19.883872,38,100,14.16,172655
522,172928,1896.0,20.505243,37,94,14.09,172928
523,173199,1874.0,21.747985,37,96,14.11,173199
524,173468,1866.0,22.369356,37,95,14.11,173468
525,173743,1928.0,22.990727,37,92,14.14,173743
526,174017,1981.0,24.233469,37,89,14.17,174017
527,174286,2034.0,24.85484,37,87,14.17,174286
528,174557,2084.0,25.476211,32,52,14.1,174557
529,174832,2120.0,26.097582,33,55,14.2,174832
530,175107,2162.0,26.718953,33,54,14.2,175107
531,175386,2200.0,26.718953,33,58,14.14,175386
