,index,acc1,acc2,acc3,acc4,duration
154,50805,0;-1;1,0;-3;0,-1;-3;-2,-1;-2;1,50805
155,51069,,,,,51069
156,51073,0;-3;0,1;0;1,2;-4;2,2;-5;0,51073
157,51350,,,,,51350
158,51353,1;-6;3,1;-7;1,4;-4;1,2;-3;0,51353
159,51617,,,,,51617
160,51620,2;-3;0,2;-5;2,0;-1;1,-1;-4;0,51620
161,51885,,,,,51885
162,51892,0;-3;0,0;-2;0,0;-4;0,0;-2;-4,51892
163,52158,,,,,52158
164,52161,-1;-1;1,0;-3;1,0;-4;0,-2;-3;-3,52161
165,52435,,,,,52435
166,52439,-3;-2;0,0;0;1,1;-1;0,0;2;0,52439
167,52708,,,,,52708
168,52711,-6;1;7,-9;3;4,-10;5;-1,-7;0;-9,52711
169,52984,,,,,52984
170,52987,-13;-1;-8,-14;3;-8,-15;4;-8,-17;5;-6,52987
171,53260,,,,,53260
172,53262,-13;3;0,-11;0;0,-12;0;-3,-12;0;-2,53262
173,53535,,,,,53535
174,53538,-14;1;-6,-15;1;-6,-14;1;-4,-14;0;-1,53538
175,53809,,,,,53809
176,53817,-15;0;-2,-15;0;-4,-13;0;-4,-7;-1;-2,53817
177,54085,,,,,54085
178,54087,-1;-5;-1,-4;-4;-2,-7;-3;-2,-12;-1;2,54087
179,54355,,,,,54355
180,54363,-2;-1;1,-4;-2;-1,-6;-1;0,-5;-5;-1,54363
181,54641,,,,,54641
182,54643,-4;-4;-1,-4;-5;0,-5;-5;2,-4;-4;0,54643
183,54909,,,,,54909
184,54913,-8;1;-1,-6;-3;1,-6;-5;0,-6;-4;0,54913
185,55179,,,,,55179
186,55182,-11;0;-5,-15;-1;-3,-13;-3;-2,-13;-4;-1,55182
187,55448,,,,,55448
188,55450,-12;0;-3,-12;-2;-2,-11;-3;0,-10;-5;0,55450
189,55715,,,,,55715
190,55718,-12;-4;-2,-13;-4;-1,-11;-5;-1,-13;-8;-3,55718
191,55988,,,,,55988
192,55990,-14;-4;-5,-15;-6;-4,-13;-6;-2,-11;-10;-1,55990
193,56262,,,,,56262
194,56270,-12;-7;0,-10;-9;-1,-12;-5;-3,-11;-7;0,56270
195,56538,,,,,56538
196,56540,-9;-7;-1,-11;-11;-4,-10;-11;-2,-11;-6;-4,56540
197,56810,,,,,56810
198,56817,-10;-9;-4,-14;-6;-1,-14;-6;0,-15;-5;1,56817
199,57088,,,,,57088
200,57090,-16;-8;0,-15;-7;0,-16;-9;0,-15;-9;-3,57090
201,57351,,,,,57351
202,57353,-16;-11;0,-15;-9;-2,-17;-10;-4,-17;-7;-7,57353
203,57619,,,,,57619
204,57622,-16;-7;-2,-19;-8;-3,-18;-5;-4,-22;-2;-4,57622
205,57888,,,,,57888
206,57891,-18;-5;-5,-19;-5;-5,-19;-2;-5,-18;-3;0,57891
207,58170,,,,,58170
208,58173,-14;-4;-2,-14;-5;-3,-14;-3;1,-12;-2;-1,58173
209,58439,,,,,58439
210,58442,-14;2;-6,-12;-5;0,-8;-12;5,-11;-13;1,58442
211,58723,,,,,58723
212,58726,-9;-13;-3,-8;-8;-6,-6;-12;-5,-5;-8;1,58726
213,58989,,,,,58989
214,58992,-5;-17;6,-6;-17;1,-8;-8;-2,-13;-6;-5,58992
215,59266,,,,,59266
216,59273,-6;-9;0,-7;-10;-1,-8;-6;4,-12;-4;0,59273
217,59538,,,,,59538
218,59541,-6;-18;-1,-6;-20;-1,-4;-17;-5,-10;-19;-8,59541
219,59817,,,,,59817
220,59820,-4;-22;-4,-9;-26;4,-10;-12;-2,-11;-6;4,59820
221,60091,,,,,60091
222,60094,-15;0;-2,-14;-4;-5,-13;-12;-5,-14;-21;-17,60094
223,60366,,,,,60366
224,60368,-17;-19;-5,-11;-13;-2,-13;-8;-4,-16;-10;-1,60368
225,60647,,,,,60647
226,60650,-17;-5;-4,-13;-17;-7,-13;-9;-5,-13;-11;-6,60650
227,60924,,,,,60924
228,60926,-11;-5;-6,-15;-3;2,-12;-2;2,-12;-1;-1,60926
229,61198,,,,,61198
230,61201,-9;-3;-6,-4;-10;-10,-3;-14;-4,-1;-16;-8,61201
231,61467,,,,,61467
232,61470,-2;-6;4,-3;-8;7,-7;-2;6,-2;0;3,61470
233,61744,,,,,61744
234,61751,0;-5;0,2;-7;-3,1;-8;-5,0;-5;-3,61751
235,62025,,,,,62025
236,62027,0;0;-6,0;0;-6,-2;0;0,1;3;3,62027
237,62294,,,,,62294
238,62297,3;0;4,-3;5;0,0;1;1,-1;2;-3,62297
239,62568,,,,,62568
240,62571,0;-1;-2,-1;1;0,-1;3;-1,-4;6;3,62571
241,62844,,,,,62844
242,62846,-2;6;2,0;4;-1,-2;6;-2,-2;6;4,62846
243,63119,,,,,63119
244,63122,-2;7;6,0;8;5,-2;12;-2,0;10;0,63122
245,63395,,,,,63395
246,63397,5;-2;0,5;-1;-1,0;3;0,3;5;-1,63397
247,63666,,,,,63666
248,63685,3;1;9,-2;7;-1,-15;12;-6,-8;10;-2,63685
249,63956,,,,,63956
250,63960,-3;2;0,-6;0;0,-6;0;-4,-5;2;-3,63960
251,64237,,,,,64237
252,64244,-5;3;0,-8;6;0,-10;6;-2,-11;6;-4,64244
253,64508,,,,,64508
254,64510,-7;5;0,-6;3;0,-8;3;-1,-12;6;-2,64510
255,64784,,,,,64784
256,64787,-11;5;-4,-11;5;-3,-12;8;-4,-13;8;-10,64787
257,65058,,,,,65058
258,65060,-15;7;-9,-15;7;-8,-14;9;-7,-12;13;-1,65060
259,65327,,,,,65327
260,65330,-22;13;9,-18;26;10,-14;32;13,-18;39;16,65330
261,65600,,,,,65600
262,65603,-20;8;-10,-12;-18;-10,1;-22;-11,1;-27;-2,65603
263,65867,,,,,65867
264,65869,-17;0;-7,-19;38;-5,-15;40;4,-14;40;-1,65869
265,66136,,,,,66136
266,66145,-15;16;-3,-9;2;-11,-9;0;-9,-10;-2;-7,66145
267,66410,,,,,66410
268,66413,-9;12;-2,-6;23;-1,-9;29;1,-7;24;-7,66413
269,66684,,,,,66684
270,66693,-6;20;-5,-4;12;-6,1;19;3,2;19;16,66693
271,66967,,,,,66967
272,66969,-15;25;10,-6;20;-8,-8;6;-10,-8;7;-10,66969
273,67241,,,,,67241
274,67245,-6;7;-7,-7;6;-1,-7;11;1,-14;7;1,67245
275,67524,,,,,67524
276,67526,-11;11;1,-9;25;-4,-10;31;-3,-10;24;0,67526
277,67794,,,,,67794
278,67798,-14;15;-3,-16;15;-6,-16;16;0,-14;16;-2,67798
279,68072,,,,,68072
280,68075,-15;19;-2,-10;20;-3,-10;20;-5,-10;20;-1,68075
281,68337,,,,,68337
282,68339,-11;16;-3,-11;18;-5,-11;17;-6,-14;18;-2,68339
283,68612,,,,,68612
284,68621,-12;20;-3,-13;16;-2,-12;16;-2,-9;19;0,68621
285,68887,,,,,68887
286,68889,-13;9;-2,-14;10;-2,-10;11;-3,-12;14;-3,68889
287,69165,,,,,69165
288,69172,-10;12;-1,-9;10;-3,-12;8;1,-12;9;0,69172
289,69445,,,,,69445
290,69447,-10;6;-3,-11;3;-4,-10;2;-5,-13;2;-6,69447
291,69718,,,,,69718
292,69721,-12;5;-4,-14;5;-3,-9;6;-3,-11;7;-3,69721
293,69997,,,,,69997
294,69999,-16;8;-1,-11;6;-1,-13;8;-4,-14;7;-2,69999
295,70265,,,,,70265
296,70268,-11;4;-4,-11;5;0,-13;7;-4,-14;7;1,70268
297,70539,,,,,70539
298,70542,-11;7;-4,-12;8;-6,-13;9;-3,-11;7;-3,70542
299,70808,,,,,70808
300,70810,-10;4;-1,-12;3;-2,-11;5;-1,-11;9;-1,70810
301,71076,,,,,71076
302,71086,-13;7;0,-14;7;-1,-11;9;0,-10;6;-3,71086
303,71352,,,,,71352
304,71355,-7;6;-1,-9;8;3,-10;9;-2,-11;11;-4,71355
305,71623,,,,,71623
306,71645,-9;7;-2,-6;7;-4,-9;5;-1,-11;14;-4,71645
307,71909,,,,,71909
308,71911,-9;4;-2,-11;3;-4,-8;13;-3,-13;7;-2,71911
309,72177,,,,,72177
310,72180,-13;8;-5,-10;5;-4,-12;11;0,-10;6;1,72180
311,72455,,,,,72455
312,72458,-9;4;-2,-10;7;-10,-11;3;-3,-11;6;-4,72458
313,72725,,,,,72725
314,72727,-8;4;-1,-11;9;-1,-10;7;1,-8;3;-1,72727
315,72997,,,,,72997
316,73000,-8;0;0,-7;5;-10,-6;7;-4,-7;5;-3,73000
317,73267,,,,,73267
318,73270,-8;8;-4,-8;6;-3,-5;7;-5,-7;2;-2,73270
319,73541,,,,,73541
320,73550,-5;7;-2,-6;6;1,-6;10;-4,-7;2;0,73550
321,73828,,,,,73828
322,73830,-4;7;-2,-5;-1;-2,-4;0;-3,-1;0;-2,73830
323,74094,,,,,74094
324,74101,-6;3;-1,-3;2;0,-4;2;-5,-1;6;1,74101
325,74368,,,,,74368
326,74371,-3;4;-2,0;2;-4,-2;3;-1,0;0;-3,74371
327,74643,,,,,74643
328,74645,0;5;-1,-5;1;1,0;0;-4,-3;3;-2,74645
329,74931,,,,,74931
330,74933,-2;1;-5,-2;3;-1,-4;5;2,-6;2;2,74933
331,75205,,,,,75205
332,75208,2;5;0,0;0;-2,-1;1;-5,0;-3;-4,75208
333,75486,,,,,75486
334,75489,0;-5;-4,0;-9;3,0;5;-3,-1;0;0,75489
335,75756,,,,,75756
336,75759,-3;3;0,0;-3;5,2;3;0,5;3;-1,75759
337,76027,,,,,76027
338,76036,4;-1;-1,5;-4;0,9;0;1,8;-4;-1,76036
339,76307,,,,,76307
340,76309,11;-1;5,13;-1;3,11;-1;3,11;-5;4,76309
341,76582,,,,,76582
342,76585,12;-4;1,12;-4;0,12;-1;4,14;-5;3,76585
343,76858,,,,,76858
344,76860,13;0;1,13;-4;1,14;-6;0,11;-3;6,76860
345,77127,,,,,77127
346,77130,11;-2;3,16;0;-1,13;-1;4,14;-2;1,77130
347,77404,,,,,77404
348,77406,15;0;1,14;-1;1,14;-3;2,13;-2;0,77406
349,77670,,,,,77670
350,77673,14;-1;2,13;-2;3,13;-1;1,13;-1;5,77673
351,77945,,,,,77945
352,77953,14;0;4,13;-1;2,12;-2;0,13;1;0,77953
353,78222,,,,,78222
354,78224,12;0;2,15;0;2,14;0;3,16;-2;2,78224
355,78496,,,,,78496
356,78505,16;-1;2,18;-2;2,14;-1;0,15;-1;1,78505
357,78774,,,,,78774
358,78776,14;-1;4,12;-1;2,14;-3;1,14;-3;3,78776
359,79046,,,,,79046
360,79049,13;0;1,12;0;0,12;0;0,16;-3;4,79049
361,79319,,,,,79319
362,79321,14;-1;4,11;-1;2,11;0;3,12;0;3,79321
363,79586,,,,,79586
364,79588,12;-3;1,11;-1;1,13;-1;0,11;-2;1,79588
365,79856,,,,,79856
366,79864,10;-2;2,9;-2;2,11;-2;1,11;-4;2,79864
367,80131,,,,,80131
368,80133,12;0;3,12;-2;1,9;-2;1,8;0;1,80133
369,80399,,,,,80399
370,80406,7;0;1,9;-1;0,8;-2;0,8;-2;0,80406
371,80674,,,,,80674
372,80677,7;-2;1,9;-2;0,10;-1;2,9;-1;3,80677
373,80949,,,,,80949
374,80951,9;-1;3,8;-3;0,8;-1;0,9;0;2,80951
375,81224,,,,,81224
376,81227,10;-3;2,10;-2;2,9;0;1,9;0;2,81227
377,81496,,,,,81496
378,81498,11;-1;2,10;0;4,10;-1;2,9;-1;0,81498
379,81764,,,,,81764
380,81771,13;-2;4,10;-2;1,11;0;4,10;1;1,81771
381,82043,,,,,82043
382,82045,12;-1;2,12;-1;0,13;-2;1,10;-1;1,82045
383,82317,,,,,82317
384,82326,12;-3;5,13;-1;1,11;-2;0,11;-2;2,82326
385,82588,,,,,82588
386,82591,11;-1;2,10;-1;4,13;-3;-3,11;-2;1,82591
387,82865,,,,,82865
388,82867,9;-1;2,8;-3;3,10;-1;1,8;-1;2,82867
389,83138,,,,,83138
390,83141,8;0;2,7;-1;1,6;-1;1,7;-1;0,83141
391,83406,,,,,83406
392,83409,6;0;1,6;-2;1,6;0;1,6;-1;1,83409
393,83682,,,,,83682
394,83684,5;-1;1,7;-1;1,6;-1;3,5;0;1,83684
395,83953,,,,,83953
396,83956,6;-1;1,7;-1;1,5;-1;0,6;-3;0,83956
397,84227,,,,,84227
398,84234,7;0;2,4;-2;0,5;-1;0,6;-2;-1,84234
399,84503,,,,,84503
400,84505,6;-1;1,6;-2;0,6;-1;2,7;0;1,84505
401,84770,,,,,84770
402,84773,6;-1;2,3;-2;2,6;-2;1,6;-2;-1,84773
403,85040,,,,,85040
404,85043,5;-2;0,6;-1;0,5;-1;0,6;-1;2,85043
405,85309,,,,,85309
406,85311,6;-2;1,7;-2;2,6;0;1,6;-2;1,85311
407,85585,,,,,85585
408,85593,6;-1;2,8;-2;1,7;0;0,6;0;0,85593
409,85853,,,,,85853
410,85856,6;-1;1,8;-2;1,6;0;3,5;-3;1,85856
411,86122,,,,,86122
412,86125,5;-1;2,5;-1;1,5;-1;2,7;-2;1,86125
413,86392,,,,,86392
414,86395,6;0;0,6;-1;0,6;-1;0,5;0;2,86395
415,86667,,,,,86667
416,86669,6;-2;1,6;-1;1,6;0;1,7;-2;1,86669
417,86947,,,,,86947
418,86950,7;-1;1,5;-1;2,5;-1;1,9;-3;0,86950
419,87224,,,,,87224
420,87226,7;0;3,9;-1;0,7;-2;0,7;0;1,87226
421,87492,,,,,87492
422,87501,7;-1;0,6;-2;1,7;0;0,4;-1;1,87501
423,87768,,,,,87768
424,87771,3;-1;1,2;0;0,0;-1;0,0;-1;0,87771
425,88042,,,,,88042
426,88045,1;-1;-2,4;-1;0,2;-3;0,1;-1;-1,88045
427,88325,,,,,88325
428,88328,4;-2;0,3;-2;0,3;-1;3,2;-2;0,88328
429,88594,,,,,88594
430,88596,4;0;1,2;-2;0,4;-2;0,4;-2;0,88596
431,88871,,,,,88871
432,88875,4;0;0,4;-3;1,2;-1;1,4;-2;1,88875
433,89144,,,,,89144
434,89147,6;0;0,3;-1;1,0;-1;1,-3;-2;0,89147
435,89418,,,,,89418
436,89425,-6;0;-2,-4;-2;-1,-4;-2;0,-5;-3;-1,89425
437,89696,,,,,89696
438,89699,-4;-4;-2,-4;-3;-2,-4;-3;-2,-4;-4;-1,89699
439,89967,,,,,89967
440,89969,-10;-5;-1,-12;-7;-2,-12;-10;1,-13;-10;-2,89969
441,90245,,,,,90245
442,90248,-14;-14;-3,-14;-6;-6,-10;-16;-4,-9;-24;0,90248
443,90521,,,,,90521
444,90523,-13;-7;-6,-10;-23;-2,-8;-27;-4,-8;-21;-11,90523
445,90797,,,,,90797
446,90799,-2;-28;-1,-7;-22;-10,-5;-24;6,-2;-24;3,90799
447,91073,,,,,91073
448,91076,-10;-18;7,-6;-22;-5,-10;-27;0,-3;-21;-2,91076
449,91353,,,,,91353
450,91356,-3;-26;1,-5;-31;-2,-5;-28;-2,6;-21;-2,91356
451,91623,,,,,91623
452,91626,-9;-31;-6,-5;-30;0,-5;-38;0,-13;-40;11,91626
453,91895,,,,,91895
454,91902,-10;-26;0,-8;-19;0,-14;-16;3,-17;-22;6,91902
455,92174,,,,,92174
456,92177,-12;-22;-3,-11;-24;-3,-11;-24;-2,-9;-22;-1,92177
457,92448,,,,,92448
458,92456,-10;-23;2,-6;-24;0,-9;-24;-2,-12;-18;-2,92456
459,92723,,,,,92723
460,92726,-14;-22;-4,-13;-20;-3,-19;-22;1,-14;-15;-4,92726
461,92996,,,,,92996
462,92998,-13;-20;-7,-17;-15;-1,-16;-15;0,-19;-19;-4,92998
463,93267,,,,,93267
464,93271,-16;-15;-3,-19;-15;-5,-17;-14;-1,-22;-8;0,93271
465,93545,,,,,93545
466,93548,-18;-9;-2,-18;-7;-7,-19;-7;-2,-24;-5;-5,93548
467,93824,,,,,93824
468,93827,-23;1;-5,-17;-1;-8,-17;0;-3,-18;0;0,93827
469,94097,,,,,94097
470,94100,-15;0;-3,-20;2;-3,-20;0;-6,-18;-1;-3,94100
471,94368,,,,,94368
472,94371,-17;3;-5,-18;-4;-4,-22;0;-4,-20;2;-6,94371
473,94647,,,,,94647
474,94650,-16;0;0,-20;0;-4,-20;-1;-4,-18;-3;-4,94650
475,94918,,,,,94918
476,94926,-20;-2;-4,-22;-1;-6,-15;-2;-5,-20;0;-6,94926
477,95187,,,,,95187
478,95191,-20;0;-1,-19;-2;-4,-20;-5;-4,-18;-1;-8,95191
479,95464,,,,,95464
480,95471,-17;-5;-3,-17;0;-6,-16;1;-5,-17;-5;0,95471
481,95747,,,,,95747
482,95750,-16;-4;3,-10;-1;-2,-13;0;-3,-15;-5;0,95750
483,96020,,,,,96020
484,96022,-15;-3;-3,-11;0;-3,-10;-3;0,-12;-1;0,96022
485,96303,,,,,96303
486,96306,-15;2;-3,-17;-1;-4,-15;0;1,-15;2;-3,96306
487,96571,,,,,96571
488,96574,-12;3;-7,-19;-5;-3,-19;-3;-7,-18;0;-4,96574
489,96854,,,,,96854
490,96857,-18;-4;-10,-19;0;-5,-20;0;-5,-18;2;-3,96857
491,97127,,,,,97127
492,97130,-19;3;-7,-25;1;-5,-20;2;1,-14;-7;-4,97130
493,97403,,,,,97403
494,97412,-17;1;-11,-20;-2;-6,-24;7;-5,-26;6;1,97412
495,97684,,,,,97684
496,97686,-17;0;-6,-26;2;-4,-16;0;2,-22;4;-10,97686
497,97953,,,,,97953
498,97961,-18;2;-12,-20;4;-5,-25;2;0,-14;-1;-5,97961
499,98229,,,,,98229
500,98232,-19;3;-6,-19;7;-10,-16;14;-12,-19;5;-1,98232
501,98504,,,,,98504
502,98506,-24;5;0,-17;-2;-6,-24;4;-1,-15;5;-7,98506
503,98779,,,,,98779
504,98782,-25;11;-5,-27;4;-4,-21;2;-5,-20;6;0,98782
505,99048,,,,,99048
506,99050,-16;3;-6,-20;3;-4,-19;-2;-3,-12;-1;-4,99050
507,99324,,,,,99324
508,99328,-15;10;-1,-18;6;0,-21;-2;-4,-17;2;2,99328
509,99595,,,,,99595
510,99598,-17;11;-10,-15;-4;-6,-21;-8;-5,-19;-3;1,99598
511,99869,,,,,99869
512,99872,-20;-4;5,-19;-1;-13,-17;-1;-1,-18;3;-2,99872
513,100144,,,,,100144
514,100147,-14;0;-5,-16;-8;-9,-17;0;-9,-10;-1;-6,100147
515,100418,,,,,100418
516,100425,-18;-2;-4,-12;-9;-9,-8;-5;-4,-1;-22;0,100425
517,100686,,,,,100686
518,100689,-12;0;-13,-10;2;-6,-5;-1;-5,-4;-3;-4,100689
519,100966,,,,,100966
520,100974,-4;-1;-2,-2;2;-3,-7;3;-3,-4;-1;-3,100974
521,101243,,,,,101243
522,101246,-5;3;0,-3;0;0,-3;1;-2,-16;10;-10,101246
523,101520,,,,,101520
524,101527,-1;5;2,0;-2;-4,10;1;3,-11;-8;6,101527
525,101794,,,,,101794
526,101797,1;1;1,-2;-1;5,2;-1;-2,-2;2;-1,101797
527,102065,,,,,102065
528,102074,-4;0;2,-3;5;0,-2;0;-1,-4;3;0,102074
529,102344,,,,,102344
530,102347,0;2;-1,-4;2;3,-1;3;0,-2;0;-6,102347
531,102621,,,,,102621
532,102624,0;3;-1,-4;5;1,-3;5;0,0;0;-3,102624
533,102896,,,,,102896
534,102898,-4;-1;3,-1;6;2,-5;1;1,0;-1;0,102898
535,103173,,,,,103173
536,103176,0;0;-6,0;2;-5,-1;2;0,-2;0;-1,103176
537,103455,,,,,103455
538,103458,-1;-1;-2,-1;0;4,3;0;-1,5;0;-3,103458
539,103723,,,,,103723
540,103726,10;1;1,12;1;6,16;3;1,10;-3;-1,103726
541,104001,,,,,104001
542,104004,15;4;0,17;-7;1,14;-1;2,17;3;8,104004
543,104265,,,,,104265
544,104268,15;1;6,13;2;7,16;3;2,20;3;6,104268
545,104535,,,,,104535
546,104543,17;0;4,17;-5;2,12;-1;1,13;1;-5,104543
547,104810,,,,,104810
548,104812,11;-2;8,12;4;4,9;0;0,14;-1;1,104812
549,105084,,,,,105084
550,105092,12;0;-4,20;-1;2,12;1;8,14;7;1,105092
551,105361,,,,,105361
552,105363,14;0;3,12;3;-1,13;-1;4,10;0;3,105363
553,105629,,,,,105629
554,105638,15;0;2,8;-1;3,12;4;3,17;0;3,105638
555,105918,,,,,105918
556,105921,17;-2;7,12;0;5,15;3;-4,11;0;2,105921
557,106186,,,,,106186
558,106189,10;3;4,14;0;2,12;-2;0,13;3;2,106189
559,106465,,,,,106465
560,106467,10;3;3,11;0;2,12;1;5,11;0;-1,106467
561,106733,,,,,106733
562,106736,6;-1;7,0;1;0,-3;0;0,-3;2;-2,106736
563,107019,,,,,107019
564,107021,-1;5;-3,-2;-2;-1,-2;1;-1,-2;-1;-4,107021
565,107287,,,,,107287
