,index,acc1,acc2,acc3,acc4,duration,utcdate
80,75102,0;0;0,0;0;0,0;0;0,-3;0;-1,75102,2021-11-19
81,75369,,,,,75369,2021-11-19
82,75371,-1;0;2,0;0;0,0;1;-2,0;1;0,75371,2021-11-19
83,75637,,,,,75637,2021-11-19
84,75640,0;0;1,0;0;1,1;1;1,0;0;0,75640,2021-11-19
85,75915,,,,,75915,2021-11-19
86,75923,0;0;0,0;0;0,0;-1;0,1;0;-2,75923,2021-11-19
87,76197,,,,,76197,2021-11-19
88,76200,0;0;0,1;0;0,0;0;1,-1;1;0,76200,2021-11-19
89,76465,,,,,76465,2021-11-19
90,76468,2;0;-2,1;0;-2,1;0;0,1;2;0,76468,2021-11-19
91,76746,,,,,76746,2021-11-19
92,76749,0;0;0,0;0;-1,0;0;0,0;1;-2,76749,2021-11-19
93,77014,,,,,77014,2021-11-19
94,77017,0;0;0,0;0;-2,0;0;-1,0;1;-1,77017,2021-11-19
95,77282,,,,,77282,2021-11-19
96,77285,0;1;0,0;0;-4,-1;0;0,-1;0;0,77285,2021-11-19
97,77551,,,,,77551,2021-11-19
98,77554,0;0;-2,1;1;0,0;-2;-1,0;0;0,77554,2021-11-19
99,77814,,,,,77814,2021-11-19
100,77957,0;0;0,-1;-1;0,1;0;0,0;0;-1,77957,2021-11-19
101,78221,,,,,78221,2021-11-19
102,78223,0;0;-1,0;1;-1,0;1;0,0;1;0,78223,2021-11-19
103,78496,,,,,78496,2021-11-19
104,78499,0;0;-1,0;0;0,0;-1;-2,-3;0;0,78499,2021-11-19
105,78778,,,,,78778,2021-11-19
106,78780,0;1;0,-2;0;1,2;-2;0,0;0;1,78780,2021-11-19
107,79040,,,,,79040,2021-11-19
108,79043,-2;0;0,1;0;0,0;0;0,0;0;1,79043,2021-11-19
109,79306,,,,,79306,2021-11-19
110,79313,0;0;0,0;0;2,0;0;0,0;1;0,79313,2021-11-19
111,79579,,,,,79579,2021-11-19
112,79581,0;0;-1,0;0;0,1;0;0,3;0;0,79581,2021-11-19
113,79854,,,,,79854,2021-11-19
114,79857,0;0;0,0;0;0,1;0;0,0;1;0,79857,2021-11-19
115,80130,,,,,80130,2021-11-19
116,80133,0;0;0,1;0;0,1;0;1,1;0;0,80133,2021-11-19
117,80406,,,,,80406,2021-11-19
118,80409,3;0;0,1;0;-2,1;1;0,0;3;0,80409,2021-11-19
119,80679,,,,,80679,2021-11-19
120,80681,0;0;-2,3;1;0,0;0;-1,1;-3;-1,80681,2021-11-19
121,80955,,,,,80955,2021-11-19
122,80957,0;0;-1,0;-1;0,0;0;0,1;3;0,80957,2021-11-19
123,81217,,,,,81217,2021-11-19
124,81226,0;2;0,0;0;0,2;0;-1,0;0;-1,81226,2021-11-19
125,81494,,,,,81494,2021-11-19
126,81496,0;0;0,1;0;0,0;0;-1,0;1;-1,81496,2021-11-19
127,81756,,,,,81756,2021-11-19
128,81758,0;1;-1,0;2;-1,0;1;-2,0;0;0,81758,2021-11-19
129,82030,,,,,82030,2021-11-19
130,82033,0;0;2,0;0;1,0;0;0,1;1;0,82033,2021-11-19
131,82315,,,,,82315,2021-11-19
132,82317,0;0;0,0;0;0,0;2;1,0;0;0,82317,2021-11-19
133,82581,,,,,82581,2021-11-19
134,82589,1;0;0,2;0;1,0;0;0,-2;0;0,82589,2021-11-19
135,82856,,,,,82856,2021-11-19
136,82860,1;0;0,0;2;0,0;1;0,0;0;-2,82860,2021-11-19
137,83120,,,,,83120,2021-11-19
138,83127,0;0;0,0;2;1,0;0;0,1;0;0,83127,2021-11-19
139,83394,,,,,83394,2021-11-19
140,83397,-1;0;0,0;0;0,0;0;0,0;0;-1,83397,2021-11-19
141,83658,,,,,83658,2021-11-19
142,83661,0;0;1,0;0;-1,0;0;0,0;0;0,83661,2021-11-19
143,83939,,,,,83939,2021-11-19
144,83942,-2;4;0,-1;0;0,0;1;0,2;0;-1,83942,2021-11-19
145,84215,,,,,84215,2021-11-19
146,84218,0;1;-1,1;0;-1,7;-4;-2,1;2;-1,84218,2021-11-19
147,84485,,,,,84485,2021-11-19
148,84492,1;-1;-2,-1;0;-1,0;0;0,0;0;1,84492,2021-11-19
149,84758,,,,,84758,2021-11-19
150,84761,0;0;-1,1;1;-1,0;0;-1,0;0;0,84761,2021-11-19
151,85021,,,,,85021,2021-11-19
152,85024,0;1;0,-1;0;0,0;1;0,1;0;0,85024,2021-11-19
153,85292,,,,,85292,2021-11-19
154,85294,1;0;0,0;1;2,0;0;0,-2;0;-3,85294,2021-11-19
155,85559,,,,,85559,2021-11-19
156,85562,1;0;0,0;0;0,0;1;0,0;1;0,85562,2021-11-19
157,85829,,,,,85829,2021-11-19
158,85831,0;0;-1,0;0;0,1;0;1,1;0;0,85831,2021-11-19
159,86097,,,,,86097,2021-11-19
160,86099,0;1;0,0;0;0,0;0;0,0;2;2,86099,2021-11-19
161,86361,,,,,86361,2021-11-19
162,86369,2;0;-2,0;0;1,1;-1;0,1;1;0,86369,2021-11-19
163,86635,,,,,86635,2021-11-19
164,86638,1;0;1,0;0;0,0;-1;-2,0;-1;-1,86638,2021-11-19
165,86918,,,,,86918,2021-11-19
166,86920,2;2;-1,2;0;-3,0;1;0,1;1;1,86920,2021-11-19
167,87193,,,,,87193,2021-11-19
168,87196,3;0;1,2;2;0,2;0;0,2;0;-1,87196,2021-11-19
169,87461,,,,,87461,2021-11-19
170,87464,5;0;-1,2;0;-2,2;0;0,2;0;1,87464,2021-11-19
171,87725,,,,,87725,2021-11-19
172,87733,2;0;1,3;0;-2,2;1;2,2;0;-3,87733,2021-11-19
173,87999,,,,,87999,2021-11-19
174,88002,3;1;1,2;0;0,3;0;0,3;0;1,88002,2021-11-19
175,88264,,,,,88264,2021-11-19
176,88267,3;-1;0,5;-1;0,4;1;0,4;0;1,88267,2021-11-19
177,88538,,,,,88538,2021-11-19
178,88541,6;-1;1,6;0;0,6;0;0,2;-2;0,88541,2021-11-19
179,88814,,,,,88814,2021-11-19
180,88816,7;-5;2,6;-3;2,3;-1;1,5;-1;0,88816,2021-11-19
181,89089,,,,,89089,2021-11-19
182,89092,5;-2;0,5;-3;-1,7;-2;0,4;-1;1,89092,2021-11-19
183,89358,,,,,89358,2021-11-19
184,89361,4;0;-1,5;0;0,8;-1;-2,5;-2;1,89361,2021-11-19
185,89627,,,,,89627,2021-11-19
186,89634,4;0;0,1;2;2,-2;4;6,1;4;2,89634,2021-11-19
187,89908,,,,,89908,2021-11-19
188,89911,1;1;1,1;-3;-7,-2;-3;-3,-1;-4;0,89911,2021-11-19
189,90177,,,,,90177,2021-11-19
190,90179,-1;2;2,3;2;-1,-1;7;0,4;1;0,90179,2021-11-19
191,90455,,,,,90455,2021-11-19
192,90458,3;0;-2,0;0;-2,0;-2;-2,-1;-2;1,90458,2021-11-19
193,90722,,,,,90722,2021-11-19
194,90724,0;-1;-1,-2;1;1,-1;0;0,5;0;-2,90724,2021-11-19
195,90996,,,,,90996,2021-11-19
196,90999,0;0;0,0;0;-2,0;0;-1,1;0;0,90999,2021-11-19
197,91272,,,,,91272,2021-11-19
198,91275,0;0;0,5;0;-1,1;2;0,3;0;0,91275,2021-11-19
199,91541,,,,,91541,2021-11-19
200,91549,4;-1;-1,5;3;0,4;2;1,5;1;0,91549,2021-11-19
201,91816,,,,,91816,2021-11-19
202,91820,2;-2;0,6;0;1,2;2;1,4;1;2,91820,2021-11-19
203,92092,,,,,92092,2021-11-19
204,92094,4;0;1,4;3;0,6;-2;0,5;-4;-2,92094,2021-11-19
205,92366,,,,,92366,2021-11-19
206,92369,4;1;0,7;-1;0,4;2;1,6;0;0,92369,2021-11-19
207,92645,,,,,92645,2021-11-19
208,92647,5;-3;2,2;0;0,1;0;0,4;0;-1,92647,2021-11-19
209,92920,,,,,92920,2021-11-19
210,92922,2;0;0,0;0;0,1;0;0,0;-1;-2,92922,2021-11-19
211,93194,,,,,93194,2021-11-19
212,93196,2;-2;0,1;0;1,0;0;0,0;1;0,93196,2021-11-19
213,93465,,,,,93465,2021-11-19
214,93473,2;1;0,0;-1;-3,0;-1;0,0;0;1,93473,2021-11-19
215,93744,,,,,93744,2021-11-19
216,93747,1;0;3,1;0;2,2;1;3,1;1;0,93747,2021-11-19
217,94016,,,,,94016,2021-11-19
218,94019,3;-1;-1,5;1;2,4;2;0,2;0;0,94019,2021-11-19
219,94289,,,,,94289,2021-11-19
220,94292,3;-2;-1,6;-1;-1,5;0;-3,2;0;0,94292,2021-11-19
221,94557,,,,,94557,2021-11-19
222,94559,2;0;0,2;0;1,1;0;3,0;-2;2,94559,2021-11-19
223,94836,,,,,94836,2021-11-19
224,94838,0;1;0,0;-4;0,2;-1;0,-1;-1;-3,94838,2021-11-19
225,95117,,,,,95117,2021-11-19
226,95119,-1;-1;0,-1;0;1,0;0;-2,-3;1;-1,95119,2021-11-19
227,95383,,,,,95383,2021-11-19
228,95392,-2;0;-2,-3;0;-5,-4;-2;-1,-4;-2;-1,95392,2021-11-19
229,95657,,,,,95657,2021-11-19
230,95661,-2;-1;0,-2;-2;-2,-3;-1;-3,-3;-2;0,95661,2021-11-19
231,95927,,,,,95927,2021-11-19
232,95929,0;0;-2,0;-3;0,0;-2;-3,-2;0;-1,95929,2021-11-19
233,96195,,,,,96195,2021-11-19
234,96198,0;-2;0,-2;-2;0,-1;-4;-3,0;-4;-1,96198,2021-11-19
235,96471,,,,,96471,2021-11-19
236,96474,0;-2;-2,-1;-2;0,-1;-1;-1,2;-1;0,96474,2021-11-19
237,96754,,,,,96754,2021-11-19
238,96757,0;0;-1,0;0;0,-2;0;6,-1;0;4,96757,2021-11-19
239,97021,,,,,97021,2021-11-19
240,97025,3;-3;0,0;-3;-2,3;-4;-3,1;-2;-1,97025,2021-11-19
241,97296,,,,,97296,2021-11-19
242,97304,1;-2;0,0;-4;1,0;-2;0,1;-4;0,97304,2021-11-19
243,97571,,,,,97571,2021-11-19
244,97574,0;-4;0,0;-3;0,-1;-1;0,-3;-2;2,97574,2021-11-19
245,97848,,,,,97848,2021-11-19
246,97850,0;-4;-4,-2;-1;-2,-2;-1;-2,0;-3;0,97850,2021-11-19
247,98209,,,,,98209,2021-11-19
248,98212,0;-2;-2,0;-2;-2,-2;-1;-2,1;-4;-1,98212,2021-11-19
249,98473,,,,,98473,2021-11-19
250,98477,0;-2;0,0;0;0,1;-4;-2,0;-1;0,98477,2021-11-19
251,98748,,,,,98748,2021-11-19
252,98751,0;-1;0,0;-1;1,-3;0;2,0;-2;1,98751,2021-11-19
253,99018,,,,,99018,2021-11-19
254,99021,2;-4;-1,0;-2;0,-1;-2;2,4;-3;0,99021,2021-11-19
255,99287,,,,,99287,2021-11-19
256,99295,7;-2;0,2;-2;0,4;-2;0,4;-3;1,99295,2021-11-19
257,99561,,,,,99561,2021-11-19
258,99564,2;-2;3,1;-3;0,0;-1;1,3;-4;0,99564,2021-11-19
259,99836,,,,,99836,2021-11-19
260,99844,3;-2;0,1;-1;0,2;-2;0,4;-3;4,99844,2021-11-19
261,100113,,,,,100113,2021-11-19
262,100116,5;-4;0,2;-2;1,4;-3;-1,4;-3;0,100116,2021-11-19
263,100395,,,,,100395,2021-11-19
264,100397,1;-5;0,4;-3;-1,2;0;1,1;-1;0,100397,2021-11-19
265,100669,,,,,100669,2021-11-19
266,100672,3;-2;2,3;-4;-3,4;-5;-1,3;-1;1,100672,2021-11-19
267,100937,,,,,100937,2021-11-19
268,100940,5;-3;-1,7;-3;1,7;-6;-3,7;-6;-1,100940,2021-11-19
269,101214,,,,,101214,2021-11-19
270,101216,12;0;3,9;2;5,9;2;5,8;1;3,101216,2021-11-19
271,101483,,,,,101483,2021-11-19
272,101486,2;-4;4,-9;-1;2,-12;-2;8,-7;-3;3,101486,2021-11-19
273,101756,,,,,101756,2021-11-19
274,101760,-9;-9;-7,-8;-14;-13,-2;-7;-12,0;0;-9,101760,2021-11-19
275,102026,,,,,102026,2021-11-19
276,102029,-2;6;1,-2;6;2,-1;0;1,-3;-1;-1,102029,2021-11-19
277,102295,,,,,102295,2021-11-19
278,102302,-3;-8;-3,-2;-7;-2,-1;-7;-2,-4;-2;-1,102302,2021-11-19
279,102572,,,,,102572,2021-11-19
280,102574,0;-1;0,-2;0;0,0;-1;0,0;-1;0,102574,2021-11-19
281,102839,,,,,102839,2021-11-19
282,102848,-2;-4;0,-1;-8;1,-1;-3;0,-3;-3;2,102848,2021-11-19
283,103115,,,,,103115,2021-11-19
284,103118,-5;0;-1,-7;0;-4,-6;0;-1,-5;-2;-1,103118,2021-11-19
285,103390,,,,,103390,2021-11-19
286,103398,-3;-2;-1,-6;-5;0,-4;-2;-2,-5;-2;-1,103398,2021-11-19
287,103665,,,,,103665,2021-11-19
288,103668,-3;0;-3,0;-1;-5,0;-5;0,2;-5;-6,103668,2021-11-19
289,103934,,,,,103934,2021-11-19
290,103937,3;-5;-6,0;-1;1,1;0;2,5;2;4,103937,2021-11-19
291,104209,,,,,104209,2021-11-19
292,104212,0;4;0,-6;9;10,-5;9;14,-14;15;10,104212,2021-11-19
293,104479,,,,,104479,2021-11-19
294,104482,-8;6;6,0;-3;-13,0;-11;-19,0;-14;-17,104482,2021-11-19
295,104760,,,,,104760,2021-11-19
296,104763,1;-10;-11,0;-2;-1,0;2;3,3;1;7,104763,2021-11-19
297,105035,,,,,105035,2021-11-19
298,105038,0;-6;5,-2;-8;0,-4;-8;-4,-5;-5;-4,105038,2021-11-19
299,105344,,,,,105344,2021-11-19
300,105347,-11;-2;0,-3;4;-3,-1;8;-3,0;6;1,105347,2021-11-19
301,105611,,,,,105611,2021-11-19
302,105614,-3;2;-2,-4;-2;-4,-4;-3;-2,-4;-2;0,105614,2021-11-19
303,105880,,,,,105880,2021-11-19
304,105888,-5;0;-3,-4;1;-1,-5;2;0,-3;1;-2,105888,2021-11-19
305,106149,,,,,106149,2021-11-19
306,106151,-5;1;-2,-6;2;-4,-8;0;-2,-6;-1;-1,106151,2021-11-19
307,106418,,,,,106418,2021-11-19
308,106427,-9;1;-5,-10;4;-2,-10;4;-1,-13;4;0,106427,2021-11-19
309,106693,,,,,106693,2021-11-19
310,106696,-12;3;-5,-11;2;-6,-12;3;-3,-12;3;-2,106696,2021-11-19
311,106966,,,,,106966,2021-11-19
312,106973,-12;4;-5,-12;3;-2,-13;5;-1,-13;4;-2,106973,2021-11-19
313,107237,,,,,107237,2021-11-19
314,107240,-13;1;-3,-14;5;-5,-17;2;-2,-17;3;-5,107240,2021-11-19
315,107513,,,,,107513,2021-11-19
316,107515,-18;0;-2,-18;5;-4,-16;1;-4,-14;1;-2,107515,2021-11-19
317,107788,,,,,107788,2021-11-19
318,107791,-11;1;-4,-14;2;-4,-8;-1;-3,-7;0;-3,107791,2021-11-19
319,108056,,,,,108056,2021-11-19
320,108059,-15;0;-3,-16;0;0,-12;0;-2,-8;0;3,108059,2021-11-19
321,108332,,,,,108332,2021-11-19
322,108335,-11;-1;-1,-12;-3;-2,-14;-1;-1,-14;-1;-1,108335,2021-11-19
323,108596,,,,,108596,2021-11-19
324,108599,-12;-2;-4,-15;-4;-5,-15;-3;-4,-16;-1;-3,108599,2021-11-19
325,108870,,,,,108870,2021-11-19
326,108873,-12;-2;-4,-16;-2;-2,-13;-2;-5,-12;-4;-2,108873,2021-11-19
327,109146,,,,,109146,2021-11-19
328,109149,-16;-4;-5,-17;-1;-1,-14;-6;-6,-15;-8;-2,109149,2021-11-19
329,109424,,,,,109424,2021-11-19
330,109427,-16;-7;-3,-16;-6;-4,-15;-2;-7,-16;-5;-3,109427,2021-11-19
331,109696,,,,,109696,2021-11-19
332,109699,-17;-3;-4,-16;-4;-4,-14;-8;-5,-16;-8;-4,109699,2021-11-19
333,109977,,,,,109977,2021-11-19
334,109980,-15;-3;-3,-13;-4;-4,-15;-7;-2,-15;0;-4,109980,2021-11-19
335,110247,,,,,110247,2021-11-19
336,110249,-17;-1;-2,-15;-1;-5,-15;-5;-5,-15;-4;-5,110249,2021-11-19
337,110521,,,,,110521,2021-11-19
338,110523,-16;-2;-5,-15;-1;-7,-16;-7;-5,-16;-4;-4,110523,2021-11-19
339,110785,,,,,110785,2021-11-19
340,110788,-14;-2;-3,-19;-3;-1,-15;0;-6,-18;0;-6,110788,2021-11-19
341,111062,,,,,111062,2021-11-19
342,111065,-19;-3;-4,-19;-1;-5,-20;1;-7,-20;1;-6,111065,2021-11-19
343,111335,,,,,111335,2021-11-19
344,111338,-19;0;-2,-18;1;-6,-17;1;-3,-21;2;-4,111338,2021-11-19
345,111611,,,,,111611,2021-11-19
346,111619,-18;0;-2,-18;0;-5,-17;2;-4,-19;0;-7,111619,2021-11-19
347,111886,,,,,111886,2021-11-19
348,111889,-20;2;-9,-21;-2;-4,-16;1;-4,-18;0;-4,111889,2021-11-19
349,112156,,,,,112156,2021-11-19
350,112164,-20;-2;-2,-14;-1;-3,-17;-1;-4,-15;-3;-5,112164,2021-11-19
351,112437,,,,,112437,2021-11-19
352,112440,-13;0;-3,-12;-4;-5,-15;-4;-6,-16;-1;-6,112440,2021-11-19
353,112713,,,,,112713,2021-11-19
354,112720,-18;2;-6,-17;0;-1,-16;2;-3,-17;4;0,112720,2021-11-19
355,112988,,,,,112988,2021-11-19
356,112991,-18;3;-4,-17;0;-4,-19;0;-5,-17;1;-5,112991,2021-11-19
357,113265,,,,,113265,2021-11-19
358,113273,-14;3;-9,-16;6;-3,-16;4;-7,-20;3;-3,113273,2021-11-19
359,113538,,,,,113538,2021-11-19
360,113541,-14;1;-7,-16;-1;-2,-16;1;-7,-16;0;-6,113541,2021-11-19
361,113813,,,,,113813,2021-11-19
362,113816,-16;5;-4,-16;4;-4,-14;2;-4,-14;7;-8,113816,2021-11-19
363,114087,,,,,114087,2021-11-19
364,114091,-13;0;-6,-13;3;-3,-10;1;0,-12;2;-1,114091,2021-11-19
365,114370,,,,,114370,2021-11-19
366,114373,-13;2;-2,-8;1;-3,-15;5;-2,-15;6;-6,114373,2021-11-19
367,114654,,,,,114654,2021-11-19
368,114657,-14;2;-4,-15;8;-3,-16;2;-4,-18;0;-4,114657,2021-11-19
369,114934,,,,,114934,2021-11-19
370,114937,-17;1;-4,-14;0;-4,-16;3;-2,-14;7;-5,114937,2021-11-19
371,115209,,,,,115209,2021-11-19
372,115212,-13;5;-8,-10;1;-3,-17;5;-1,-19;3;-5,115212,2021-11-19
373,115477,,,,,115477,2021-11-19
374,115480,-14;4;-4,-15;1;-6,-15;4;-3,-18;3;-7,115480,2021-11-19
375,115753,,,,,115753,2021-11-19
376,115757,-16;1;0,-18;4;0,-11;2;-5,-13;1;-2,115757,2021-11-19
377,116023,,,,,116023,2021-11-19
378,116026,-16;5;-2,-14;3;-6,-14;0;-2,-11;2;-3,116026,2021-11-19
379,116294,,,,,116294,2021-11-19
380,116297,-14;2;-5,-17;3;-2,-13;1;-5,-16;1;-1,116297,2021-11-19
381,116559,,,,,116559,2021-11-19
382,116562,-15;4;-1,-19;7;-2,-17;8;-2,-15;1;-4,116562,2021-11-19
383,116843,,,,,116843,2021-11-19
384,116845,-14;2;-1,-9;3;-10,-9;1;-8,-7;4;-4,116845,2021-11-19
385,117115,,,,,117115,2021-11-19
386,117118,-7;3;0,-6;6;2,-6;4;-3,-5;5;-9,117118,2021-11-19
387,117386,,,,,117386,2021-11-19
388,117393,-3;-1;-7,-4;5;-4,-4;5;0,-5;9;1,117393,2021-11-19
389,117654,,,,,117654,2021-11-19
390,117656,-2;3;0,0;3;-4,-2;2;0,-4;3;-1,117656,2021-11-19
391,117924,,,,,117924,2021-11-19
392,117934,-3;10;-4,-4;7;0,0;6;0,0;0;-1,117934,2021-11-19
393,118199,,,,,118199,2021-11-19
394,118202,-1;2;-1,-1;3;-3,-2;0;-2,-3;2;-6,118202,2021-11-19
395,118474,,,,,118474,2021-11-19
396,118481,-3;1;-2,-2;0;-2,-2;0;-3,-3;8;-7,118481,2021-11-19
397,118744,,,,,118744,2021-11-19
398,118747,-1;3;0,1;5;0,-3;6;2,0;0;-4,118747,2021-11-19
399,119015,,,,,119015,2021-11-19
400,119017,0;0;-4,2;0;-3,-1;3;-4,-4;9;-2,119017,2021-11-19
401,119287,,,,,119287,2021-11-19
402,119290,0;0;-3,-5;3;0,-3;3;-2,-3;0;-3,119290,2021-11-19
403,119556,,,,,119556,2021-11-19
404,119559,-4;-5;0,0;0;-4,-1;3;-2,0;3;1,119559,2021-11-19
405,119832,,,,,119832,2021-11-19
406,119834,4;6;-5,-4;1;-1,-2;0;-2,0;3;-2,119834,2021-11-19
407,120100,,,,,120100,2021-11-19
408,120103,-2;-1;0,0;0;-1,0;1;-2,1;3;2,120103,2021-11-19
409,120381,,,,,120381,2021-11-19
410,120384,2;0;0,3;0;-2,4;1;-2,4;-3;-2,120384,2021-11-19
411,120645,,,,,120645,2021-11-19
412,120647,3;0;3,5;0;0,2;0;0,0;0;-2,120647,2021-11-19
413,120920,,,,,120920,2021-11-19
414,120927,3;0;-1,6;5;0,9;0;0,11;2;2,120927,2021-11-19
415,121195,,,,,121195,2021-11-19
416,121197,7;3;-1,5;2;-1,11;0;0,11;0;0,121197,2021-11-19
417,121457,,,,,121457,2021-11-19
418,121466,12;0;2,11;-4;3,13;3;1,13;0;1,121466,2021-11-19
419,121734,,,,,121734,2021-11-19
420,121737,10;-2;1,14;-3;1,14;0;0,13;0;-2,121737,2021-11-19
421,122008,,,,,122008,2021-11-19
422,122035,15;0;1,14;-3;1,15;4;1,11;1;0,122035,2021-11-19
423,122297,,,,,122297,2021-11-19
424,122299,14;-3;2,11;1;0,14;-2;4,17;-3;5,122299,2021-11-19
425,122571,,,,,122571,2021-11-19
426,122574,16;0;5,15;0;0,13;-2;-1,12;0;1,122574,2021-11-19
427,122847,,,,,122847,2021-11-19
428,122850,12;2;3,12;0;1,16;0;2,12;-2;8,122850,2021-11-19
429,123122,,,,,123122,2021-11-19
430,123125,17;-2;1,16;0;4,15;-1;3,15;-2;0,123125,2021-11-19
431,123398,,,,,123398,2021-11-19
432,123401,12;-2;0,12;-3;0,12;-2;0,11;-4;1,123401,2021-11-19
433,123672,,,,,123672,2021-11-19
434,123675,13;-3;1,10;2;1,11;2;2,11;-2;0,123675,2021-11-19
435,123954,,,,,123954,2021-11-19
436,123957,14;-4;2,15;-1;1,13;-1;3,12;0;2,123957,2021-11-19
437,124229,,,,,124229,2021-11-19
438,124232,14;-3;6,10;0;0,9;-1;0,12;-2;3,124232,2021-11-19
439,124498,,,,,124498,2021-11-19
440,124506,13;-2;0,12;-1;-1,10;0;-1,10;-1;0,124506,2021-11-19
441,124773,,,,,124773,2021-11-19
442,124776,12;0;0,11;-3;2,11;-4;0,12;-3;2,124776,2021-11-19
443,125046,,,,,125046,2021-11-19
444,125054,12;-1;1,12;0;3,12;-1;5,13;0;2,125054,2021-11-19
445,125319,,,,,125319,2021-11-19
