,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
114,12;0;1,9;0;3,6;0;7,10;-2;14,72750,25,2021-11-19
115,,,,,73018,25,2021-11-19
116,13;-4;-2,8;-11;13,10;1;-1,4;3;9,73020,25,2021-11-19
117,,,,,73284,25,2021-11-19
118,6;1;15,10;-1;-7,12;-6;-1,6;0;1,73287,25,2021-11-19
119,,,,,73561,25,2021-11-19
120,6;-3;-9,7;-1;4,9;-8;12,15;0;15,73564,25,2021-11-19
121,,,,,73829,25,2021-11-19
122,3;-1;0,8;-3;2,12;-10;1,0;-5;12,73831,25,2021-11-19
123,,,,,74103,25,2021-11-19
124,4;-10;7,6;-5;3,9;-4;1,0;0;3,74106,25,2021-11-19
125,,,,,74382,25,2021-11-19
126,6;-4;5,1;-6;2,6;-9;1,6;-8;3,74384,25,2021-11-19
127,,,,,74648,25,2021-11-19
128,10;-5;7,1;0;9,9;-2;9,10;-4;5,74656,25,2021-11-19
129,,,,,74925,25,2021-11-19
130,3;-1;5,6;-7;3,4;-2;3,7;-4;2,74928,25,2021-11-19
131,,,,,75199,25,2021-11-19
132,4;-7;6,4;-2;15,5;-7;5,7;-10;6,75202,25,2021-11-19
133,,,,,75500,25,2021-11-19
134,9;-1;0,4;-7;5,4;1;6,8;0;7,75503,25,2021-11-19
135,,,,,75771,25,2021-11-19
136,13;-6;5,8;-10;6,14;0;7,13;-5;4,75774,25,2021-11-19
137,,,,,76042,25,2021-11-19
138,15;3;5,12;-3;5,10;3;7,14;-3;5,76045,25,2021-11-19
139,,,,,76312,25,2021-11-19
140,8;-8;13,10;0;11,6;3;-2,4;-4;11,76315,25,2021-11-19
141,,,,,76589,25,2021-11-19
142,10;3;9,12;1;1,9;-4;5,12;-5;7,76597,25,2021-11-19
143,,,,,76864,25,2021-11-19
144,4;-7;8,5;0;8,8;0;3,7;-7;6,76866,25,2021-11-19
145,,,,,77138,25,2021-11-19
146,12;-9;10,16;-6;5,11;0;9,5;-14;9,77142,25,2021-11-19
147,,,,,77414,25,2021-11-19
148,10;5;0,6;1;0,11;-9;7,13;-2;9,77416,25,2021-11-19
149,,,,,77691,25,2021-11-19
150,13;4;7,9;-1;6,4;4;12,9;3;5,77694,25,2021-11-19
151,,,,,77975,25,2021-11-19
152,18;3;1,10;-5;6,6;-2;9,9;-1;8,77978,25,2021-11-19
153,,,,,78240,25,2021-11-19
154,6;-3;4,14;-12;6,14;-11;-4,11;-1;20,78243,25,2021-11-19
155,,,,,78512,25,2021-11-19
156,11;4;-9,10;0;-1,3;3;-7,6;5;8,78519,25,2021-11-19
157,,,,,78789,25,2021-11-19
158,15;1;4,4;2;17,9;1;2,9;-7;27,78791,25,2021-11-19
159,,,,,79052,25,2021-11-19
160,5;-13;9,16;-9;8,9;-8;0,12;-5;1,79055,25,2021-11-19
161,,,,,79329,25,2021-11-19
162,0;-8;18,7;5;-2,18;-13;8,20;-3;11,79331,25,2021-11-19
163,,,,,79603,25,2021-11-19
164,11;0;-6,15;-3;-14,7;-2;-9,15;-11;-3,79606,25,2021-11-19
165,,,,,79879,25,2021-11-19
166,6;3;7,4;-1;0,7;-7;7,10;-2;7,79881,25,2021-11-19
167,,,,,80139,25,2021-11-19
168,14;-4;12,13;-2;7,8;-5;1,11;8;-1,80141,25,2021-11-19
169,,,,,80402,25,2021-11-19
170,13;-4;15,11;-12;16,10;-3;9,13;-6;13,80410,25,2021-11-19
171,,,,,80679,25,2021-11-19
172,18;-3;7,8;-1;4,13;0;-1,6;0;18,80681,25,2021-11-19
173,,,,,80940,25,2021-11-19
174,9;-1;13,7;-11;9,13;-13;7,6;-4;7,80943,25,2021-11-19
175,,,,,81216,25,2021-11-19
176,4;0;8,7;-1;4,13;-9;9,8;0;14,81218,25,2021-11-19
177,,,,,81479,25,2021-11-19
178,14;0;-3,14;-20;0,11;-7;12,1;-13;9,81481,25,2021-11-19
179,,,,,81741,25,2021-11-19
180,10;-3;4,9;-7;13,3;-5;4,5;7;19,81748,25,2021-11-19
181,,,,,82016,25,2021-11-19
182,14;-3;24,10;-18;2,19;3;11,18;-4;2,82018,25,2021-11-19
183,,,,,82279,25,2021-11-19
184,7;-17;22,11;-9;7,10;-8;-1,6;1;13,82281,25,2021-11-19
185,,,,,82550,25,2021-11-19
186,12;-3;3,8;-7;0,3;-10;12,9;-4;7,82552,25,2021-11-19
187,,,,,82818,25,2021-11-19
188,11;-12;0,18;1;2,5;-6;3,2;-12;21,82820,25,2021-11-19
189,,,,,83080,25,2021-11-19
190,18;0;1,11;1;5,6;0;12,4;2;9,83088,25,2021-11-19
191,,,,,83351,25,2021-11-19
192,3;-8;10,6;-1;11,6;-8;15,12;-9;2,83353,25,2021-11-19
193,,,,,83618,25,2021-11-19
194,7;-19;13,-3;-2;1,12;0;0,6;-1;9,83620,25,2021-11-19
195,,,,,83889,25,2021-11-19
196,-2;-19;3,-2;-15;18,6;-16;4,11;3;16,83891,25,2021-11-19
197,,,,,84156,25,2021-11-19
198,19;-13;7,5;-19;-9,-2;-21;10,-1;-3;5,84158,25,2021-11-19
199,,,,,84428,25,2021-11-19
200,17;-8;-3,-1;-11;9,8;-40;3,5;-25;0,84436,25,2021-11-19
201,,,,,84702,25,2021-11-19
202,13;-10;14,12;-27;5,5;-7;5,8;-20;-9,84705,25,2021-11-19
203,,,,,84978,25,2021-11-19
204,11;2;13,5;3;11,10;-1;19,5;2;-3,84981,25,2021-11-19
205,,,,,85260,25,2021-11-19
206,18;-5;15,9;-10;21,7;11;14,18;-2;15,85263,25,2021-11-19
207,,,,,85528,25,2021-11-19
208,21;6;24,8;-11;7,2;-7;12,22;4;-2,85531,25,2021-11-19
209,,,,,85815,25,2021-11-19
210,11;-5;5,12;10;3,-7;-17;8,2;-27;15,85818,25,2021-11-19
211,,,,,86083,25,2021-11-19
212,22;-1;-9,-5;5;22,1;-6;14,10;-1;15,86085,25,2021-11-19
213,,,,,86345,25,2021-11-19
214,15;-13;-17,18;-12;-9,12;3;10,2;-2;1,86351,25,2021-11-19
215,,,,,86621,25,2021-11-19
216,13;-4;-29,0;2;10,7;5;13,14;21;12,86623,25,2021-11-19
217,,,,,86883,25,2021-11-19
218,18;-1;24,4;2;23,-6;0;-2,34;12;1,86885,25,2021-11-19
219,,,,,87153,25,2021-11-19
220,12;13;12,4;-5;6,15;0;-4,11;-19;18,87155,25,2021-11-19
221,,,,,87421,25,2021-11-19
222,5;0;-4,10;3;6,3;7;19,5;10;6,87424,25,2021-11-19
223,,,,,87685,25,2021-11-19
224,-7;4;25,8;17;16,-1;-4;2,17;4;6,87692,25,2021-11-19
225,,,,,87960,25,2021-11-19
226,17;-6;-8,10;4;-13,13;5;0,23;-2;-2,87962,25,2021-11-19
227,,,,,88222,25,2021-11-19
228,18;-3;-12,9;-1;10,31;-28;18,22;-6;9,88224,25,2021-11-19
229,,,,,88498,25,2021-11-19
230,4;0;3,5;-18;13,-2;-4;24,23;-1;12,88500,25,2021-11-19
231,,,,,88761,25,2021-11-19
232,10;-16;17,17;5;17,9;0;8,12;-7;0,88763,25,2021-11-19
233,,,,,89023,25,2021-11-19
234,4;-4;4,6;3;12,9;-10;9,14;-5;-3,89029,25,2021-11-19
235,,,,,89297,25,2021-11-19
236,21;2;-2,9;-8;3,3;0;-3,11;-5;1,89299,25,2021-11-19
237,,,,,89561,25,2021-11-19
238,7;0;5,-1;-1;0,10;-3;-4,21;12;5,89563,25,2021-11-19
239,,,,,89836,25,2021-11-19
240,7;4;12,14;-7;13,16;15;0,9;7;3,89838,25,2021-11-19
241,,,,,90098,25,2021-11-19
242,3;-8;16,16;6;9,15;1;-1,10;10;8,90101,25,2021-11-19
243,,,,,90361,25,2021-11-19
244,11;-7;15,23;-3;12,17;15;8,24;0;5,90369,25,2021-11-19
245,,,,,90638,25,2021-11-19
246,13;1;13,2;-3;12,23;7;3,4;17;15,90640,25,2021-11-19
247,,,,,90900,25,2021-11-19
248,27;7;13,25;-2;12,6;-4;19,11;1;0,90902,25,2021-11-19
249,,,,,91174,25,2021-11-19
250,16;3;22,17;-21;20,29;-4;-2,21;-3;4,91176,25,2021-11-19
251,,,,,91438,25,2021-11-19
252,14;10;7,10;-3;22,17;-5;5,17;3;16,91440,25,2021-11-19
253,,,,,91701,25,2021-11-19
254,16;4;5,8;-24;21,18;-5;5,10;-1;7,91707,25,2021-11-19
255,,,,,91975,25,2021-11-19
256,24;6;12,9;-13;-2,14;-18;2,12;9;0,91978,25,2021-11-19
257,,,,,92238,25,2021-11-19
258,13;6;19,17;-13;18,19;-5;16,25;9;13,92240,25,2021-11-19
259,,,,,92510,25,2021-11-19
260,6;-2;3,4;-2;7,7;18;2,10;-1;7,92512,25,2021-11-19
261,,,,,92778,25,2021-11-19
262,20;-10;8,0;3;4,18;1;6,10;-6;2,92781,25,2021-11-19
263,,,,,93039,25,2021-11-19
264,21;-1;4,7;-4;4,10;-5;0,5;-5;4,93046,25,2021-11-19
265,,,,,93315,25,2021-11-19
266,16;-3;14,15;-9;5,7;0;5,19;-15;-2,93317,25,2021-11-19
267,,,,,93579,25,2021-11-19
268,8;-3;1,10;-10;20,17;-2;-5,14;5;5,93581,25,2021-11-19
269,,,,,93848,25,2021-11-19
270,27;8;0,12;-3;1,15;7;10,16;1;8,93851,25,2021-11-19
271,,,,,94115,25,2021-11-19
272,19;0;11,16;-3;18,2;-1;11,11;-10;7,94117,25,2021-11-19
273,,,,,94379,25,2021-11-19
274,16;0;13,13;-5;16,13;-5;20,21;1;5,94386,25,2021-11-19
275,,,,,94650,25,2021-11-19
276,10;8;28,14;-5;5,5;-1;30,18;-1;18,94652,25,2021-11-19
277,,,,,94917,25,2021-11-19
278,18;7;23,15;4;4,11;0;4,18;-5;4,94920,25,2021-11-19
279,,,,,95185,25,2021-11-19
280,11;-2;11,13;-2;2,13;-2;25,16;0;14,95187,25,2021-11-19
281,,,,,95454,25,2021-11-19
282,16;-2;7,15;-1;11,13;7;11,8;2;9,95456,25,2021-11-19
283,,,,,95717,25,2021-11-19
284,13;-13;15,17;-4;11,3;-13;-9,11;-15;-14,95744,25,2021-11-19
285,,,,,96005,25,2021-11-19
286,10;-18;15,23;-13;6,12;2;2,18;-4;23,96007,25,2021-11-19
287,,,,,96269,25,2021-11-19
288,23;14;4,12;-2;7,11;-20;-4,13;-9;14,96271,25,2021-11-19
289,,,,,96538,25,2021-11-19
290,12;-9;3,21;0;6,22;-13;-2,20;6;11,96540,25,2021-11-19
291,,,,,96805,25,2021-11-19
292,15;0;10,26;7;12,15;4;3,18;-5;-2,96807,25,2021-11-19
293,,,,,97069,25,2021-11-19
294,26;10;6,21;0;10,9;-4;4,17;2;9,97075,25,2021-11-19
295,,,,,97339,25,2021-11-19
296,15;-1;10,6;-1;18,6;2;18,17;1;11,97342,25,2021-11-19
297,,,,,97608,25,2021-11-19
298,11;-11;8,15;-1;14,11;-5;1,6;-9;-12,97610,25,2021-11-19
299,,,,,97878,25,2021-11-19
300,18;1;4,7;0;14,14;7;-6,14;9;-2,97881,25,2021-11-19
301,,,,,98147,25,2021-11-19
302,14;8;-3,4;10;-8,6;13;0,13;4;-6,98149,25,2021-11-19
303,,,,,98420,25,2021-11-19
304,8;5;14,10;5;9,12;2;6,10;-13;7,98423,25,2021-11-19
305,,,,,98684,25,2021-11-19
306,8;-7;14,6;-8;12,10;-4;12,8;6;3,98688,25,2021-11-19
307,,,,,98960,25,2021-11-19
308,2;-8;10,12;1;13,6;-6;9,6;-12;4,99010,25,2021-11-19
309,,,,,99280,25,2021-11-19
310,9;-3;4,4;-2;4,13;-6;0,9;3;7,99283,25,2021-11-19
311,,,,,99551,25,2021-11-19
312,8;8;13,7;0;6,13;0;5,9;0;9,99554,25,2021-11-19
313,,,,,99822,25,2021-11-19
314,5;0;14,9;-13;6,8;0;6,5;4;6,99825,25,2021-11-19
315,,,,,100093,25,2021-11-19
316,6;-1;-4,13;-1;3,5;-7;5,11;-10;11,100097,25,2021-11-19
317,,,,,100367,25,2021-11-19
318,10;-2;12,7;-7;12,6;-5;16,5;-7;22,100369,25,2021-11-19
319,,,,,100636,25,2021-11-19
320,12;-6;7,1;8;9,5;-2;16,14;-3;4,100639,25,2021-11-19
321,,,,,100916,25,2021-11-19
322,7;4;-6,14;-2;10,11;5;10,6;-2;2,100919,25,2021-11-19
323,,,,,101187,25,2021-11-19
324,10;6;9,1;11;14,13;-3;2,14;2;-6,101190,25,2021-11-19
325,,,,,101463,25,2021-11-19
326,14;9;8,11;7;7,5;-6;0,11;5;6,101471,25,2021-11-19
327,,,,,101735,25,2021-11-19
328,9;-3;3,12;-7;5,-5;-2;11,0;8;2,101738,25,2021-11-19
329,,,,,101998,25,2021-11-19
330,10;-6;5,11;15;16,9;9;7,1;-12;4,102000,25,2021-11-19
331,,,,,102274,25,2021-11-19
332,0;-1;9,6;-3;3,2;-2;15,3;4;19,102276,25,2021-11-19
333,,,,,102555,25,2021-11-19
334,2;0;7,16;-2;12,9;2;7,10;0;2,102557,25,2021-11-19
335,,,,,102832,25,2021-11-19
336,3;0;4,1;2;12,4;5;8,4;8;10,102834,25,2021-11-19
337,,,,,103102,25,2021-11-19
338,12;1;5,8;-7;3,0;0;19,0;-8;17,103104,25,2021-11-19
339,,,,,103376,25,2021-11-19
340,9;0;20,3;7;16,-3;1;14,12;-3;-1,103384,25,2021-11-19
341,,,,,103653,25,2021-11-19
342,1;-1;6,5;-5;1,5;-11;4,8;-8;8,103655,25,2021-11-19
343,,,,,103927,25,2021-11-19
344,-7;-3;24,8;7;17,-14;-12;29,12;11;18,103937,25,2021-11-19
345,,,,,104203,25,2021-11-19
346,3;19;-7,0;-3;10,9;10;13,2;12;18,104205,25,2021-11-19
347,,,,,104477,25,2021-11-19
348,3;2;9,-4;14;17,5;-8;7,-13;3;27,104485,25,2021-11-19
349,,,,,104760,25,2021-11-19
350,3;-1;25,8;0;18,2;-10;0,-3;2;-14,104762,25,2021-11-19
351,,,,,105030,25,2021-11-19
352,3;5;-6,1;-1;3,7;4;9,6;0;4,105032,25,2021-11-19
353,,,,,105302,25,2021-11-19
354,1;-3;12,4;-1;18,7;0;3,9;-3;0,105304,25,2021-11-19
355,,,,,105564,25,2021-11-19
356,0;-3;0,8;13;0,7;2;-7,3;7;1,105567,25,2021-11-19
357,,,,,105834,25,2021-11-19
358,4;7;-5,10;0;-1,-2;0;3,7;-8;-1,105836,25,2021-11-19
359,,,,,106102,25,2021-11-19
360,3;0;4,-1;-3;6,8;2;0,0;5;-1,106104,25,2021-11-19
361,,,,,106364,25,2021-11-19
362,14;-3;-3,10;13;-8,11;15;-12,14;7;-5,106373,25,2021-11-19
363,,,,,106640,25,2021-11-19
364,-1;-2;-5,7;21;-3,-1;3;-2,2;10;4,106642,25,2021-11-19
365,,,,,106903,25,2021-11-19
366,9;23;0,12;5;-4,6;15;9,-3;7;-1,106905,25,2021-11-19
367,,,,,107179,25,2021-11-19
368,16;20;-2,6;24;2,8;23;4,13;21;4,107181,25,2021-11-19
369,,,,,107441,25,2021-11-19
370,3;19;-5,11;19;-1,13;24;3,9;6;5,107444,25,2021-11-19
371,,,,,107709,25,2021-11-19
372,10;5;6,13;7;-14,5;6;1,14;14;4,107711,25,2021-11-19
373,,,,,107979,25,2021-11-19
374,16;30;5,14;13;-2,14;0;-1,5;5;9,107981,25,2021-11-19
375,,,,,108241,25,2021-11-19
376,14;3;2,8;0;3,8;6;2,18;2;3,108249,25,2021-11-19
377,,,,,108510,25,2021-11-19
378,13;13;-2,14;2;0,1;3;10,7;-3;5,108513,25,2021-11-19
379,,,,,108780,25,2021-11-19
380,9;10;0,9;9;-3,6;5;7,10;2;0,108782,25,2021-11-19
381,,,,,109052,25,2021-11-19
382,8;6;8,6;6;4,8;13;3,4;4;0,109054,25,2021-11-19
383,,,,,109318,25,2021-11-19
384,5;8;5,5;6;5,9;11;4,14;8;-5,109321,25,2021-11-19
385,,,,,109580,25,2021-11-19
386,10;10;5,7;11;2,6;12;-4,13;10;-2,109587,25,2021-11-19
387,,,,,109857,25,2021-11-19
388,11;14;0,10;20;2,16;12;-1,8;17;6,109859,25,2021-11-19
389,,,,,110118,25,2021-11-19
390,7;7;-3,8;11;-6,8;9;1,9;9;3,110120,25,2021-11-19
391,,,,,110394,25,2021-11-19
392,4;13;0,16;13;2,11;4;1,10;1;1,110396,25,2021-11-19
393,,,,,110663,25,2021-11-19
394,5;7;6,7;3;-5,10;8;-8,18;7;0,110665,25,2021-11-19
395,,,,,110937,25,2021-11-19
396,5;8;6,10;0;-2,10;0;6,8;5;3,110939,25,2021-11-19
397,,,,,111201,25,2021-11-19
398,11;1;4,12;6;-1,11;8;0,11;1;6,111203,25,2021-11-19
399,,,,,111464,25,2021-11-19
400,10;7;12,11;5;0,17;0;1,1;4;10,111472,25,2021-11-19
401,,,,,111738,25,2021-11-19
402,8;-8;5,17;-3;10,10;0;9,3;3;9,111741,25,2021-11-19
403,,,,,112002,25,2021-11-19
404,6;-1;3,7;0;0,11;1;17,7;2;16,112005,25,2021-11-19
405,,,,,112273,25,2021-11-19
406,6;-4;7,12;-3;8,11;2;6,0;1;13,112276,25,2021-11-19
407,,,,,112542,25,2021-11-19
408,8;1;1,7;5;2,13;3;3,8;-2;14,112545,25,2021-11-19
409,,,,,112818,25,2021-11-19
410,15;4;5,11;1;10,9;4;13,8;-1;10,112820,25,2021-11-19
411,,,,,113086,25,2021-11-19
412,7;1;6,12;-4;5,6;-5;18,-6;-5;18,113089,25,2021-11-19
413,,,,,113366,25,2021-11-19
414,6;-11;9,8;-3;7,2;2;17,9;-13;12,113369,25,2021-11-19
415,,,,,113636,25,2021-11-19
416,8;-6;16,15;-9;9,7;-2;4,17;-6;5,113639,25,2021-11-19
417,,,,,113906,25,2021-11-19
418,12;-5;5,12;0;7,9;-2;4,13;-1;9,113914,25,2021-11-19
419,,,,,114183,25,2021-11-19
420,13;-4;4,12;0;3,11;1;11,16;0;8,114185,25,2021-11-19
421,,,,,114458,25,2021-11-19
422,11;0;4,21;-8;4,24;-5;5,13;-2;6,114465,25,2021-11-19
423,,,,,114738,25,2021-11-19
424,21;-7;8,22;0;12,23;-2;5,25;2;3,114741,25,2021-11-19
425,,,,,115009,25,2021-11-19
426,12;-7;8,25;0;-6,20;-1;2,18;-5;2,115018,25,2021-11-19
427,,,,,115290,25,2021-11-19
428,23;0;-5,23;3;-2,26;-1;5,19;3;4,115292,25,2021-11-19
429,,,,,115563,25,2021-11-19
430,20;-12;8,17;-3;2,24;3;0,20;-8;4,115566,25,2021-11-19
431,,,,,115840,25,2021-11-19
432,28;6;3,11;0;3,25;1;0,21;-6;13,115842,25,2021-11-19
433,,,,,116111,25,2021-11-19
434,8;14;20,18;1;0,21;3;14,13;0;3,116114,25,2021-11-19
435,,,,,116383,25,2021-11-19
436,26;-3;0,17;5;-16,11;6;6,19;7;3,116386,25,2021-11-19
437,,,,,116663,25,2021-11-19
438,15;-5;7,21;0;1,14;-7;0,20;-2;4,116666,25,2021-11-19
439,,,,,116955,25,2021-11-19
440,19;-1;5,19;2;2,22;0;1,14;-11;11,116958,25,2021-11-19
441,,,,,117231,25,2021-11-19
442,24;3;11,16;-10;7,15;-5;1,12;-4;0,117234,25,2021-11-19
443,,,,,117509,25,2021-11-19
444,23;-6;9,16;-9;3,14;-1;12,18;-15;13,117512,25,2021-11-19
445,,,,,117780,25,2021-11-19
446,19;-15;2,17;-6;12,21;-17;15,26;-3;6,117783,25,2021-11-19
447,,,,,118054,25,2021-11-19
448,26;-9;23,22;-2;10,5;-11;-16,25;-14;29,118062,25,2021-11-19
449,,,,,118331,25,2021-11-19
450,-2;3;13,12;-23;20,11;-35;5,15;-23;11,118334,25,2021-11-19
451,,,,,118604,25,2021-11-19
452,17;-16;21,19;-22;4,27;-5;-10,-5;-17;12,118612,25,2021-11-19
453,,,,,118879,25,2021-11-19
454,19;-11;0,22;-4;-17,21;-3;5,23;-9;4,118882,25,2021-11-19
455,,,,,119155,25,2021-11-19
456,14;-26;12,15;-5;14,23;-6;15,17;-4;9,119162,25,2021-11-19
457,,,,,119436,25,2021-11-19
458,20;-4;4,18;-5;11,12;-6;15,19;0;3,119439,25,2021-11-19
459,,,,,119705,25,2021-11-19
460,13;-7;10,18;-15;7,17;-3;5,23;0;9,119713,25,2021-11-19
461,,,,,119981,25,2021-11-19
462,21;-5;15,22;-5;13,19;-8;12,18;-1;14,119984,25,2021-11-19
463,,,,,120256,25,2021-11-19
464,16;-3;15,23;6;10,21;-3;12,21;1;-2,120259,25,2021-11-19
465,,,,,120539,25,2021-11-19
466,30;-4;13,18;-6;10,20;1;-3,22;-5;2,120542,25,2021-11-19
467,,,,,120806,25,2021-11-19
468,13;3;9,14;2;8,16;-8;4,32;-9;3,120809,25,2021-11-19
469,,,,,121090,25,2021-11-19
470,15;1;25,28;-10;3,21;-2;-4,35;-14;6,121093,25,2021-11-19
471,,,,,121358,25,2021-11-19
472,17;15;12,28;0;9,36;-10;11,31;-5;16,121361,25,2021-11-19
473,,,,,121639,25,2021-11-19
474,27;0;17,32;5;13,23;-13;3,33;-6;-5,121641,25,2021-11-19
475,,,,,121909,25,2021-11-19
