,index,rpm,speed,throt_pos,engine_load,bat_volt,duration,utcdate
110,37573,919.0,1.8641130000000001,23,56,14.46,37573,2021-11-16
111,37849,921.0,1.8641130000000001,24,62,14.61,37849,2021-11-16
112,38117,910.0,1.8641130000000001,24,62,14.58,38117,2021-11-16
113,38386,885.0,1.8641130000000001,24,63,14.64,38386,2021-11-16
114,38664,903.0,1.8641130000000001,24,63,14.61,38664,2021-11-16
115,38936,888.0,1.242742,24,64,14.48,38936,2021-11-16
116,39216,899.0,1.242742,24,63,14.46,39216,2021-11-16
117,39484,897.0,0.621371,25,63,14.45,39484,2021-11-16
118,39756,891.0,0.0,25,63,14.44,39756,2021-11-16
119,40025,875.0,0.0,25,65,14.42,40025,2021-11-16
120,40292,904.0,0.0,25,60,14.58,40292,2021-11-16
121,40564,914.0,0.0,25,62,14.54,40564,2021-11-16
122,40838,982.0,0.0,26,58,14.5,40838,2021-11-16
123,41114,1133.0,0.621371,27,64,14.49,41114,2021-11-16
124,41385,1154.0,0.621371,29,65,14.58,41385,2021-11-16
125,41660,1232.0,1.242742,30,63,14.56,41660,2021-11-16
126,41936,1302.0,1.8641130000000001,30,69,14.65,41936,2021-11-16
127,42222,1398.0,2.485484,31,64,14.67,42222,2021-11-16
128,42490,1517.0,3.106855,32,67,14.7,42490,2021-11-16
129,42764,1536.0,4.349597,32,66,14.7,42764,2021-11-16
130,43028,1596.0,4.970968,32,68,14.7,43028,2021-11-16
131,43297,1635.0,5.592339,32,68,14.69,43297,2021-11-16
132,43573,1668.0,6.21371,33,68,14.65,43573,2021-11-16
133,43844,1728.0,6.835081,33,65,14.66,43844,2021-11-16
134,44118,1772.0,7.4564520000000005,33,65,14.67,44118,2021-11-16
135,44393,1840.0,8.077823,33,63,14.67,44393,2021-11-16
136,44669,1918.0,8.077823,33,63,14.71,44669,2021-11-16
137,44938,1996.0,8.699194,33,61,14.7,44938,2021-11-16
138,45215,2083.0,9.320565,33,60,14.71,45215,2021-11-16
139,45480,2144.0,9.941936,33,58,14.69,45480,2021-11-16
140,45762,2230.0,9.941936,33,58,14.7,45762,2021-11-16
141,46039,2247.0,10.563307,33,65,14.67,46039,2021-11-16
142,46314,1908.0,10.563307,33,70,14.74,46314,2021-11-16
143,46588,1780.0,11.184678,33,68,14.69,46588,2021-11-16
144,46857,1820.0,11.184678,33,67,14.69,46857,2021-11-16
145,47162,1845.0,11.806049,32,52,14.71,47162,2021-11-16
146,47440,1816.0,11.806049,31,52,14.71,47440,2021-11-16
147,47713,1809.0,12.42742,30,48,14.7,47713,2021-11-16
148,47984,1794.0,12.42742,29,45,14.71,47984,2021-11-16
149,48293,1772.0,12.42742,29,45,14.67,48293,2021-11-16
150,48558,1776.0,12.42742,30,47,14.67,48558,2021-11-16
151,48824,1776.0,12.42742,31,55,14.69,48824,2021-11-16
152,49107,1818.0,12.42742,31,54,14.64,49107,2021-11-16
153,49372,1829.0,13.048791,31,54,14.67,49372,2021-11-16
154,49652,1860.0,13.048791,31,54,14.64,49652,2021-11-16
155,49924,1872.0,13.048791,31,54,14.69,49924,2021-11-16
156,50202,1885.0,13.048791,31,54,14.69,50202,2021-11-16
157,50472,1916.0,13.670162,31,52,14.69,50472,2021-11-16
158,50754,1917.0,13.670162,30,41,14.71,50754,2021-11-16
159,51030,1900.0,13.670162,26,31,14.71,51030,2021-11-16
160,51299,1851.0,13.670162,25,29,14.69,51299,2021-11-16
161,51574,1804.0,13.670162,24,27,14.67,51574,2021-11-16
162,51847,1751.0,13.670162,23,26,14.65,51847,2021-11-16
163,52119,1686.0,13.670162,22,24,14.66,52119,2021-11-16
164,52386,1633.0,13.048791,21,23,14.64,52386,2021-11-16
165,52669,1537.0,13.048791,21,24,14.69,52669,2021-11-16
166,52938,1454.0,12.42742,21,25,14.65,52938,2021-11-16
167,53214,1398.0,11.806049,20,27,14.73,53214,2021-11-16
168,53489,1326.0,11.184678,20,27,14.63,53489,2021-11-16
169,53756,1247.0,9.941936,19,27,14.64,53756,2021-11-16
170,54037,1152.0,9.320565,20,34,14.67,54037,2021-11-16
171,54308,1070.0,8.699194,21,40,14.67,54308,2021-11-16
172,54583,1068.0,8.077823,21,39,14.64,54583,2021-11-16
173,54847,1056.0,7.4564520000000005,21,43,14.58,54847,2021-11-16
174,55114,997.0,6.835081,23,50,14.63,55114,2021-11-16
175,55390,945.0,6.21371,23,54,14.56,55390,2021-11-16
176,55654,903.0,5.592339,23,61,14.64,55654,2021-11-16
177,55928,899.0,4.349597,24,57,14.64,55928,2021-11-16
178,56197,916.0,3.7282260000000003,23,59,14.56,56197,2021-11-16
179,56478,901.0,3.106855,24,60,14.58,56478,2021-11-16
180,56750,896.0,2.485484,24,61,14.49,56750,2021-11-16
181,57023,897.0,1.8641130000000001,24,60,14.56,57023,2021-11-16
182,57291,894.0,1.242742,24,61,14.56,57291,2021-11-16
183,57554,900.0,0.621371,24,62,14.81,57554,2021-11-16
184,57830,900.0,1.242742,24,60,14.66,57830,2021-11-16
185,58099,977.0,2.485484,27,63,14.67,58099,2021-11-16
186,58381,1161.0,3.106855,30,69,14.63,58381,2021-11-16
187,58655,1293.0,4.349597,30,61,14.64,58655,2021-11-16
188,58930,1431.0,4.970968,30,60,14.63,58930,2021-11-16
189,59206,1504.0,6.21371,31,58,14.61,59206,2021-11-16
190,59483,1648.0,6.835081,31,54,14.65,59483,2021-11-16
191,59757,1755.0,7.4564520000000005,33,68,14.7,59757,2021-11-16
192,60033,1948.0,8.699194,34,64,14.67,60033,2021-11-16
193,60313,2028.0,8.699194,34,66,14.74,60313,2021-11-16
194,60589,2178.0,9.941936,34,62,14.71,60589,2021-11-16
195,60864,2246.0,9.941936,34,61,14.75,60864,2021-11-16
196,61139,2316.0,10.563307,34,66,14.7,61139,2021-11-16
197,61427,2107.0,11.184678,35,81,14.71,61427,2021-11-16
198,61709,1880.0,11.184678,36,76,14.7,61709,2021-11-16
199,61990,2003.0,11.806049,35,76,14.74,61990,2021-11-16
200,62260,2022.0,12.42742,35,76,14.67,62260,2021-11-16
201,62548,2071.0,13.048791,36,77,14.71,62548,2021-11-16
202,62823,2094.0,13.670162,36,81,14.65,62823,2021-11-16
203,63097,2200.0,14.291533,36,81,14.65,63097,2021-11-16
204,63373,2268.0,14.912904000000001,36,82,14.64,63373,2021-11-16
205,63636,2331.0,15.534275000000001,36,81,14.61,63636,2021-11-16
206,63912,2402.0,16.155646,36,79,14.66,63912,2021-11-16
207,64186,2468.0,16.777017,36,79,14.64,64186,2021-11-16
208,64470,2532.0,17.398388,37,78,14.64,64470,2021-11-16
209,64738,2604.0,18.019759,37,77,14.64,64738,2021-11-16
210,65017,2658.0,18.64113,37,76,14.64,65017,2021-11-16
211,65288,2712.0,19.262501,37,76,14.7,65288,2021-11-16
212,65559,2729.0,19.262501,37,75,14.67,65559,2021-11-16
213,65835,2743.0,19.262501,37,86,14.64,65835,2021-11-16
214,66104,2220.0,19.883872,39,90,14.62,66104,2021-11-16
215,66413,2314.0,20.505243,37,90,14.62,66413,2021-11-16
216,66685,2312.0,20.505243,37,90,14.65,66685,2021-11-16
217,66958,2308.0,21.126614,38,90,14.57,66958,2021-11-16
218,67226,2295.0,21.747985,38,92,14.58,67226,2021-11-16
219,67500,2287.0,21.747985,38,92,14.6,67500,2021-11-16
220,67766,2271.0,22.369356,36,78,14.58,67766,2021-11-16
221,68035,2165.0,22.369356,36,84,14.63,68035,2021-11-16
222,68311,2142.0,22.369356,36,83,14.62,68311,2021-11-16
223,68578,2097.0,22.369356,36,83,14.58,68578,2021-11-16
224,68864,2045.0,22.990727,35,78,14.58,68864,2021-11-16
225,69135,1997.0,22.990727,35,73,14.58,69135,2021-11-16
226,69417,1971.0,22.990727,34,70,14.56,69417,2021-11-16
227,69691,1957.0,22.990727,34,61,14.57,69691,2021-11-16
228,69968,1925.0,22.990727,29,37,14.61,69968,2021-11-16
229,70237,1854.0,22.369356,25,27,14.62,70237,2021-11-16
230,70519,1819.0,21.747985,22,22,14.58,70519,2021-11-16
231,70792,1764.0,21.126614,20,20,14.54,70792,2021-11-16
232,71065,1661.0,21.126614,21,25,14.56,71065,2021-11-16
233,71343,1585.0,20.505243,22,26,14.61,71343,2021-11-16
234,71613,1563.0,19.883872,20,23,14.6,71613,2021-11-16
235,71888,1515.0,19.262501,20,24,14.58,71888,2021-11-16
236,72157,1455.0,18.64113,20,24,14.63,72157,2021-11-16
237,72436,1424.0,18.64113,20,25,14.57,72436,2021-11-16
238,72707,1382.0,18.019759,20,25,14.56,72707,2021-11-16
239,72983,1344.0,17.398388,20,25,14.54,72983,2021-11-16
240,73257,1297.0,16.777017,19,25,14.62,73257,2021-11-16
241,73522,1234.0,15.534275000000001,19,26,14.61,73522,2021-11-16
242,73799,1162.0,14.912904000000001,18,27,14.62,73799,2021-11-16
243,74071,1075.0,13.670162,20,36,14.56,74071,2021-11-16
244,74348,1034.0,11.806049,20,35,14.57,74348,2021-11-16
245,74616,1081.0,10.563307,20,35,14.54,74616,2021-11-16
246,74884,1020.0,9.320565,21,40,14.5,74884,2021-11-16
247,75159,954.0,8.077823,21,47,14.56,75159,2021-11-16
248,75422,948.0,6.835081,21,50,14.5,75422,2021-11-16
249,75703,882.0,4.970968,23,57,14.5,75703,2021-11-16
250,75973,908.0,3.7282260000000003,23,54,14.42,75973,2021-11-16
251,76250,892.0,3.106855,23,58,14.46,76250,2021-11-16
252,76517,890.0,2.485484,23,58,14.42,76517,2021-11-16
253,76786,898.0,1.8641130000000001,23,59,14.56,76786,2021-11-16
254,77062,904.0,1.8641130000000001,25,61,14.42,77062,2021-11-16
255,77337,1053.0,1.8641130000000001,29,65,14.5,77337,2021-11-16
256,77618,1304.0,2.485484,31,71,14.48,77618,2021-11-16
257,77887,1412.0,3.106855,31,62,14.5,77887,2021-11-16
258,78161,1565.0,3.7282260000000003,32,64,14.48,78161,2021-11-16
259,78438,1600.0,4.970968,32,69,14.52,78438,2021-11-16
260,78717,1659.0,5.592339,33,67,14.5,78717,2021-11-16
261,78988,1732.0,6.21371,33,67,14.52,78988,2021-11-16
262,79273,1795.0,7.4564520000000005,33,65,14.52,79273,2021-11-16
263,79552,1872.0,8.077823,32,56,14.53,79552,2021-11-16
264,79822,1950.0,8.699194,32,54,14.5,79822,2021-11-16
265,80105,2038.0,9.320565,32,54,14.5,80105,2021-11-16
266,80376,2114.0,9.941936,32,50,14.53,80376,2021-11-16
267,80659,2173.0,9.941936,32,49,14.49,80659,2021-11-16
268,80942,2209.0,10.563307,32,51,14.54,80942,2021-11-16
269,81219,1906.0,11.184678,31,58,14.48,81219,2021-11-16
270,81484,1755.0,11.806049,31,57,14.45,81484,2021-11-16
271,81753,1784.0,12.42742,31,54,14.5,81753,2021-11-16
272,82029,1863.0,13.048791,31,53,14.46,82029,2021-11-16
273,82297,1924.0,13.670162,32,53,14.52,82297,2021-11-16
274,82574,1984.0,14.291533,32,53,14.49,82574,2021-11-16
275,82842,2038.0,14.291533,32,53,14.52,82842,2021-11-16
276,83117,2091.0,14.912904000000001,32,53,14.52,83117,2021-11-16
277,83383,2162.0,15.534275000000001,32,52,14.5,83383,2021-11-16
278,83653,2204.0,16.155646,33,58,14.46,83653,2021-11-16
279,83917,2279.0,16.155646,33,56,14.49,83917,2021-11-16
280,84193,2288.0,16.777017,34,70,14.48,84193,2021-11-16
281,84468,2333.0,16.777017,35,70,14.46,84468,2021-11-16
282,84744,1972.0,17.398388,38,100,14.45,84744,2021-11-16
283,85019,1676.0,17.398388,38,86,14.52,85019,2021-11-16
284,85295,1650.0,18.64113,36,100,14.53,85295,2021-11-16
285,85659,1658.0,19.262501,37,100,14.54,85659,2021-11-16
286,85933,1673.0,19.883872,37,100,14.5,85933,2021-11-16
287,86210,1691.0,20.505243,37,100,14.5,86210,2021-11-16
288,86477,1737.0,21.126614,37,100,14.49,86477,2021-11-16
289,86752,1772.0,21.747985,36,95,14.56,86752,2021-11-16
290,87021,1815.0,22.369356,36,91,14.54,87021,2021-11-16
291,87290,1873.0,22.990727,36,86,14.52,87290,2021-11-16
292,87572,1917.0,23.612098,36,83,14.52,87572,2021-11-16
293,87846,1958.0,24.233469,35,80,14.56,87846,2021-11-16
294,88163,2024.0,24.85484,36,78,14.53,88163,2021-11-16
295,88435,2063.0,24.85484,36,78,14.54,88435,2021-11-16
296,88717,2054.0,26.097582,38,100,14.52,88717,2021-11-16
297,88985,1706.0,26.097582,47,100,14.54,88985,2021-11-16
298,89268,1754.0,26.718953,37,100,14.54,89268,2021-11-16
299,89535,1724.0,27.340324,37,100,14.52,89535,2021-11-16
300,89811,1775.0,27.961695,37,100,14.5,89811,2021-11-16
301,90087,1785.0,28.583066,35,85,14.53,90087,2021-11-16
302,90356,1773.0,28.583066,33,66,14.54,90356,2021-11-16
303,90635,1784.0,28.583066,33,65,14.54,90635,2021-11-16
304,90903,1803.0,29.204437,33,66,14.53,90903,2021-11-16
305,91180,1793.0,29.204437,32,60,14.56,91180,2021-11-16
306,91451,1808.0,29.204437,32,60,14.58,91451,2021-11-16
307,91727,1820.0,29.204437,32,60,14.52,91727,2021-11-16
308,91995,1823.0,29.204437,32,60,14.57,91995,2021-11-16
309,92263,1823.0,29.825808000000002,31,53,14.54,92263,2021-11-16
310,92538,1823.0,29.825808000000002,31,49,14.56,92538,2021-11-16
311,92809,1816.0,29.204437,30,47,14.54,92809,2021-11-16
312,93086,1829.0,29.204437,30,47,14.53,93086,2021-11-16
313,93352,1845.0,29.825808000000002,30,47,14.5,93352,2021-11-16
314,93632,1868.0,29.825808000000002,30,47,14.58,93632,2021-11-16
315,93911,1886.0,29.825808000000002,30,45,14.56,93911,2021-11-16
316,94184,1884.0,29.825808000000002,30,45,14.54,94184,2021-11-16
317,94453,1895.0,29.825808000000002,30,45,14.54,94453,2021-11-16
318,94729,1908.0,30.447179000000002,30,45,14.58,94729,2021-11-16
319,95011,1909.0,30.447179000000002,30,44,14.58,95011,2021-11-16
320,95282,1918.0,31.068550000000002,30,44,14.54,95282,2021-11-16
321,95554,1935.0,31.068550000000002,25,26,14.58,95554,2021-11-16
322,95832,1915.0,31.068550000000002,20,16,14.53,95832,2021-11-16
323,96103,1882.0,31.068550000000002,20,18,14.54,96103,2021-11-16
324,96367,1796.0,31.068550000000002,20,21,14.54,96367,2021-11-16
325,96644,1609.0,31.068550000000002,20,25,14.54,96644,2021-11-16
326,96918,1366.0,31.068550000000002,23,35,14.56,96918,2021-11-16
327,97193,1307.0,30.447179000000002,23,34,14.56,97193,2021-11-16
328,97468,1337.0,30.447179000000002,21,29,14.58,97468,2021-11-16
329,97731,1320.0,30.447179000000002,21,29,14.53,97731,2021-11-16
330,97999,1276.0,29.825808000000002,20,29,14.54,97999,2021-11-16
331,98270,1252.0,29.825808000000002,20,29,14.56,98270,2021-11-16
332,98547,1225.0,29.825808000000002,19,26,14.57,98547,2021-11-16
333,98821,1184.0,29.825808000000002,19,26,14.53,98821,2021-11-16
334,99091,1137.0,29.825808000000002,18,27,14.52,99091,2021-11-16
335,99371,1105.0,29.825808000000002,18,27,14.54,99371,2021-11-16
336,99642,1081.0,29.825808000000002,18,28,14.48,99642,2021-11-16
337,99915,1033.0,29.825808000000002,18,29,14.53,99915,2021-11-16
338,100193,1025.0,29.204437,18,29,14.5,100193,2021-11-16
339,100467,1014.0,29.204437,18,29,14.5,100467,2021-11-16
340,100734,1006.0,29.204437,18,29,14.48,100734,2021-11-16
341,101015,1030.0,29.204437,18,29,14.5,101015,2021-11-16
342,101285,1030.0,29.825808000000002,18,30,14.53,101285,2021-11-16
343,101560,1035.0,29.825808000000002,18,29,14.52,101560,2021-11-16
344,101835,1054.0,29.825808000000002,18,29,14.54,101835,2021-11-16
345,102116,1039.0,29.825808000000002,18,30,14.5,102116,2021-11-16
346,102386,1034.0,30.447179000000002,18,28,14.48,102386,2021-11-16
347,102661,1056.0,31.068550000000002,18,29,14.46,102661,2021-11-16
348,102937,1054.0,31.068550000000002,18,29,14.48,102937,2021-11-16
349,103206,1052.0,31.689921000000002,18,28,14.49,103206,2021-11-16
350,103487,1071.0,31.689921000000002,18,28,14.48,103487,2021-11-16
351,103756,1039.0,32.311292,18,28,14.58,103756,2021-11-16
352,104032,1058.0,31.689921000000002,18,27,14.5,104032,2021-11-16
353,104303,1089.0,32.311292,18,29,14.52,104303,2021-11-16
354,104583,1053.0,32.311292,18,28,14.52,104583,2021-11-16
355,104851,1073.0,32.311292,18,27,14.48,104851,2021-11-16
356,105128,1114.0,31.689921000000002,18,23,14.38,105128,2021-11-16
357,105397,1303.0,31.068550000000002,18,21,14.49,105397,2021-11-16
358,105689,1305.0,30.447179000000002,18,22,14.57,105689,2021-11-16
359,105952,1283.0,30.447179000000002,18,23,14.5,105952,2021-11-16
360,106232,1273.0,29.204437,18,20,14.48,106232,2021-11-16
361,106498,1449.0,28.583066,18,17,14.56,106498,2021-11-16
362,106777,1686.0,27.340324,19,18,14.5,106777,2021-11-16
363,107041,1643.0,26.097582,19,18,14.48,107041,2021-11-16
364,107310,1592.0,25.476211,18,18,14.5,107310,2021-11-16
365,107585,1501.0,24.233469,18,19,14.45,107585,2021-11-16
366,107854,1446.0,23.612098,18,19,14.48,107854,2021-11-16
367,108135,1366.0,21.747985,18,21,14.46,108135,2021-11-16
368,108411,1281.0,21.126614,18,23,14.49,108411,2021-11-16
369,108686,1070.0,19.883872,18,33,14.52,108686,2021-11-16
370,108955,845.0,18.64113,19,40,14.57,108955,2021-11-16
371,109235,871.0,17.398388,19,35,14.46,109235,2021-11-16
372,109506,1000.0,15.534275000000001,20,35,14.5,109506,2021-11-16
373,109787,968.0,14.291533,20,39,14.52,109787,2021-11-16
374,110056,922.0,13.048791,20,39,14.48,110056,2021-11-16
375,110336,960.0,11.806049,20,36,14.42,110336,2021-11-16
376,110607,994.0,11.184678,20,38,14.49,110607,2021-11-16
377,110887,915.0,9.941936,20,42,14.48,110887,2021-11-16
378,111157,901.0,9.320565,20,40,14.32,111157,2021-11-16
379,111446,918.0,9.320565,20,40,14.42,111446,2021-11-16
380,111714,958.0,8.699194,20,41,14.46,111714,2021-11-16
381,111983,917.0,8.699194,20,41,14.46,111983,2021-11-16
382,112261,930.0,8.077823,20,41,14.53,112261,2021-11-16
383,112534,933.0,8.077823,20,41,14.53,112534,2021-11-16
384,112815,940.0,8.077823,20,40,14.54,112815,2021-11-16
385,113084,939.0,8.077823,20,43,14.53,113084,2021-11-16
386,113360,1026.0,7.4564520000000005,24,55,14.63,113360,2021-11-16
387,113635,1038.0,7.4564520000000005,30,81,14.56,113635,2021-11-16
388,113915,1148.0,6.835081,36,100,14.61,113915,2021-11-16
389,114185,1215.0,6.835081,34,61,14.57,114185,2021-11-16
390,114459,1965.0,7.4564520000000005,32,61,14.56,114459,2021-11-16
391,114729,1892.0,7.4564520000000005,33,65,14.6,114729,2021-11-16
392,115015,1953.0,8.077823,33,60,14.53,115015,2021-11-16
393,115283,2055.0,9.320565,34,62,14.52,115283,2021-11-16
394,115561,2187.0,9.941936,34,58,14.58,115561,2021-11-16
395,115831,2302.0,10.563307,34,57,14.54,115831,2021-11-16
396,116107,2384.0,10.563307,34,60,14.54,116107,2021-11-16
397,116375,2261.0,11.184678,34,71,14.54,116375,2021-11-16
398,116657,1981.0,11.806049,34,70,14.53,116657,2021-11-16
399,116939,2020.0,12.42742,34,68,14.54,116939,2021-11-16
400,117216,2069.0,13.670162,34,69,14.54,117216,2021-11-16
401,117488,2135.0,14.291533,35,66,14.71,117488,2021-11-16
402,117768,2222.0,14.912904000000001,35,67,14.61,117768,2021-11-16
403,118040,2321.0,16.155646,34,64,14.56,118040,2021-11-16
404,118313,2404.0,16.777017,35,63,14.56,118313,2021-11-16
405,118590,2456.0,17.398388,35,62,14.54,118590,2021-11-16
406,118861,2507.0,18.019759,35,66,14.54,118861,2021-11-16
407,119147,2189.0,18.64113,34,73,14.56,119147,2021-11-16
408,119415,1895.0,19.262501,33,67,14.5,119415,2021-11-16
409,119691,1777.0,19.262501,31,50,14.54,119691,2021-11-16
410,119963,1737.0,19.883872,25,27,14.57,119963,2021-11-16
411,120235,1792.0,19.883872,22,23,14.56,120235,2021-11-16
412,120504,1756.0,19.883872,20,19,14.54,120504,2021-11-16
413,120784,1687.0,19.883872,21,25,14.54,120784,2021-11-16
414,121055,1625.0,19.883872,24,31,14.49,121055,2021-11-16
415,121335,1718.0,20.505243,29,43,14.56,121335,2021-11-16
