,acc1,acc2,acc3,acc4,duration
58881,-1;0;-1,1;0;2,0;0;3,0;0;0,58881
59151,,,,,59151
59154,0;0;0,0;-1;0,0;1;0,2;-1;1,59154
59424,,,,,59424
59431,0;0;0,0;1;0,0;0;-1,0;0;0,59431
59697,,,,,59697
59699,-1;0;-2,-1;0;-1,0;0;-3,-1;0;0,59699
59973,,,,,59973
59976,0;0;0,2;1;7,1;-1;1,-1;1;0,59976
60248,,,,,60248
60250,1;0;2,1;1;2,0;0;2,13;15;-10,60250
60516,,,,,60516
60518,0;0;-1,0;0;0,1;0;1,0;0;0,60518
60783,,,,,60783
60785,0;0;1,0;1;1,0;0;0,1;-2;0,60785
61054,,,,,61054
61057,0;1;0,-1;0;-1,0;0;0,0;0;0,61057
61329,,,,,61329
61338,0;0;2,0;-1;0,0;0;2,0;1;-1,61338
61613,,,,,61613
61615,2;0;1,1;0;0,2;0;2,0;0;2,61615
61882,,,,,61882
61885,0;0;0,-1;0;-1,-2;1;0,0;0;0,61885
62164,,,,,62164
62167,1;0;1,0;1;-1,-1;0;0,-1;1;0,62167
62430,,,,,62430
62433,0;0;1,-1;1;-1,-1;0;0,0;0;0,62433
62693,,,,,62693
62701,2;0;0,2;0;3,0;2;0,0;0;-1,62701
62968,,,,,62968
62970,0;0;0,0;0;0,-2;0;0,0;0;0,62970
63232,,,,,63232
63234,1;0;1,0;0;0,1;0;0,-1;0;0,63234
63506,,,,,63506
63509,0;0;0,1;-1;0,0;0;0,1;-2;2,63509
63788,,,,,63788
63790,0;0;0,0;0;-3,0;0;-1,0;0;-1,63790
64062,,,,,64062
64065,1;0;1,0;1;-1,-1;0;0,-1;1;-1,64065
64332,,,,,64332
64334,1;0;2,0;-1;2,0;0;-1,-1;1;-1,64334
64605,,,,,64605
64612,-1;0;0,0;0;-2,0;0;1,1;0;1,64612
64877,,,,,64877
64880,0;0;-2,0;0;0,1;0;-1,1;0;1,64880
65145,,,,,65145
65147,0;1;-1,0;1;0,-2;0;-1,-2;0;0,65147
65430,,,,,65430
65433,2;-1;2,0;0;0,0;1;0,0;0;-3,65433
65696,,,,,65696
65698,1;-2;2,0;0;1,-1;0;-1,0;0;-1,65698
65963,,,,,65963
65966,0;-1;1,1;-1;2,1;-1;1,1;-1;2,65966
66234,,,,,66234
66237,0;0;0,0;0;0,0;0;0,1;0;0,66237
66511,,,,,66511
66520,0;0;0,-1;0;0,0;0;0,0;0;-1,66520
66784,,,,,66784
66787,0;0;0,0;0;-1,-1;0;-1,0;0;0,66787
67047,,,,,67047
67050,0;1;0,1;1;-2,0;-1;0,0;0;0,67050
67316,,,,,67316
67318,0;0;1,-1;0;0,-1;1;-2,0;-1;-1,67318
67584,,,,,67584
67587,2;0;0,0;0;0,0;1;0,0;1;-1,67587
67849,,,,,67849
67857,0;-2;1,0;0;2,1;0;1,0;1;0,67857
68124,,,,,68124
68126,1;0;0,0;0;2,2;-2;3,0;0;1,68126
68391,,,,,68391
68395,0;0;1,1;-1;1,1;0;1,0;-1;0,68395
68667,,,,,68667
68670,-1;2;-1,0;0;-1,0;0;0,0;0;0,68670
68937,,,,,68937
68940,0;2;-2,-1;0;-1,0;1;0,0;0;0,68940
69212,,,,,69212
69215,0;0;0,1;0;0,-1;0;-1,-1;0;-2,69215
69487,,,,,69487
69489,0;0;0,1;-1;1,1;0;1,0;0;0,69489
69756,,,,,69756
69765,0;2;0,0;-1;0,0;0;2,1;0;0,69765
70034,,,,,70034
70037,0;1;-1,-1;2;0,0;0;0,-1;0;0,70037
70301,,,,,70301
70303,-1;1;0,0;1;0,0;0;0,0;1;0,70303
70576,,,,,70576
70579,1;0;1,-1;0;-1,-1;1;-1,-1;0;0,70579
70839,,,,,70839
70842,0;0;0,-1;0;-2,0;1;0,0;1;-1,70842
71106,,,,,71106
71109,0;0;0,0;0;1,0;0;0,-1;0;-1,71109
71376,,,,,71376
71379,0;1;2,0;0;3,1;0;1,-1;0;0,71379
71646,,,,,71646
71654,1;0;0,1;0;2,1;-1;0,0;1;0,71654
71915,,,,,71915
71917,0;0;3,0;0;1,1;0;1,1;-1;2,71917
72189,,,,,72189
72193,-1;0;0,0;0;0,0;0;1,1;-1;0,72193
72464,,,,,72464
72466,-1;1;-1,0;0;-1,0;0;-1,0;-1;0,72466
72728,,,,,72728
72730,-1;0;0,-1;0;-2,0;0;-1,-1;0;-2,72730
73031,,,,,73031
73034,-1;0;0,-1;0;-4,0;-1;-1,0;0;0,73034
73296,,,,,73296
73299,0;-3;-4,-1;0;0,-1;0;0,0;0;-1,73299
73573,,,,,73573
73581,1;0;1,-1;0;0,-1;-1;1,-3;2;0,73581
73841,,,,,73841
73844,0;1;1,-1;0;4,3;0;3,0;0;-1,73844
74113,,,,,74113
74116,1;0;3,0;1;1,0;0;0,0;0;-1,74116
74386,,,,,74386
74388,0;0;1,0;0;2,0;0;0,-1;1;0,74388
74654,,,,,74654
74657,0;0;1,-2;1;-1,0;0;0,0;-1;0,74657
74930,,,,,74930
74937,0;0;0,-1;0;2,0;0;-1,0;0;1,74937
75206,,,,,75206
75208,0;0;1,0;-1;0,0;0;3,-1;2;0,75208
75474,,,,,75474
75478,1;-1;-2,0;-1;1,0;0;-2,0;0;0,75478
75750,,,,,75750
75752,0;-1;1,0;0;1,0;0;0,0;-1;0,75752
76021,,,,,76021
76024,0;0;0,0;-1;1,0;0;1,0;1;0,76024
76302,,,,,76302
76304,0;0;0,0;0;-3,0;-2;2,-2;-1;0,76304
76570,,,,,76570
76573,-2;0;0,-4;0;-1,-4;0;-1,-4;0;0,76573
76843,,,,,76843
76851,-4;1;-2,-2;0;-2,-3;0;1,-5;0;-1,76851
77114,,,,,77114
77117,-4;0;0,-3;1;-2,-4;0;0,-5;-1;2,77117
77383,,,,,77383
77385,-4;0;1,-3;0;1,-3;-1;-1,-3;2;0,77385
77658,,,,,77658
77661,-4;1;0,-4;0;0,-1;0;0,-1;0;2,77661
77934,,,,,77934
77937,-1;0;2,-1;0;0,-4;1;0,-3;0;0,77937
78211,,,,,78211
78214,-3;0;-2,-3;1;0,-5;-1;0,-4;1;0,78214
78478,,,,,78478
78481,-5;0;0,-2;0;0,-3;-2;2,-4;0;-3,78481
78753,,,,,78753
78760,-4;0;2,-4;2;0,-2;1;-1,-2;0;2,78760
79022,,,,,79022
79025,-3;1;1,-3;0;0,-5;0;-3,-5;0;-4,79025
79293,,,,,79293
79296,-4;0;-2,-4;0;0,-5;1;-1,-4;0;-1,79296
79572,,,,,79572
79576,-3;0;0,-3;0;4,-5;2;-3,-4;1;0,79576
79848,,,,,79848
79851,-5;0;-1,-4;1;0,-2;0;0,-3;1;-2,79851
80131,,,,,80131
80134,-5;0;-1,-1;0;1,-3;-2;-2,-4;0;1,80134
80399,,,,,80399
80402,-2;1;-1,-4;0;0,-1;0;2,-2;0;2,80402
80674,,,,,80674
80683,-1;0;0,0;0;3,0;0;-1,2;-2;2,80683
80950,,,,,80950
80953,0;0;-3,0;0;0,2;0;0,2;2;1,80953
81218,,,,,81218
81225,2;0;2,4;-3;1,3;-1;2,5;0;3,81225
81494,,,,,81494
81497,4;0;1,5;1;1,5;0;1,6;3;2,81497
81771,,,,,81771
81774,5;0;0,6;1;2,7;0;2,3;3;-2,81774
82045,,,,,82045
82049,4;0;4,4;1;2,7;0;0,6;-1;4,82049
82313,,,,,82313
82316,5;0;3,5;0;2,5;1;2,6;1;1,82316
82588,,,,,82588
82595,4;0;0,5;0;1,5;1;2,5;0;0,82595
82872,,,,,82872
82875,7;0;0,5;0;1,3;1;1,5;0;1,82875
83141,,,,,83141
83143,4;0;1,5;0;0,6;0;3,5;0;0,83143
83414,,,,,83414
83417,4;0;2,6;0;-1,4;1;0,1;2;2,83417
83690,,,,,83690
83692,0;0;1,0;0;1,-1;0;2,-1;0;-5,83692
83970,,,,,83970
83972,-3;-1;0,-5;1;-2,-5;2;-2,-3;1;-2,83972
84241,,,,,84241
84243,-3;0;0,-5;0;-1,-4;0;0,-3;0;-5,84243
84514,,,,,84514
84524,-3;0;4,-4;0;-2,-2;1;0,-4;0;0,84524
84791,,,,,84791
84794,-3;1;-2,-4;0;0,-3;0;-2,-6;0;-1,84794
85064,,,,,85064
85066,-3;1;-3,-3;0;-4,-3;0;0,-4;-1;0,85066
85351,,,,,85351
85353,-3;0;1,-2;-1;2,-5;0;-2,-2;0;-1,85353
85616,,,,,85616
85618,-2;-1;1,-1;-2;3,-3;0;-4,-3;-1;0,85618
85884,,,,,85884
85888,-2;-2;-3,-2;0;0,-1;1;0,-3;0;-3,85888
86155,,,,,86155
86158,-3;-2;2,-2;-2;-2,-1;-3;-1,-2;0;-1,86158
86430,,,,,86430
86438,-2;-2;0,-1;-3;1,-2;-2;-3,-2;-3;0,86438
86706,,,,,86706
86709,-1;-5;2,0;-3;0,0;-3;0,0;-3;-4,86709
86983,,,,,86983
86991,0;-3;0,0;-8;3,0;-6;4,0;-3;0,86991
87256,,,,,87256
87259,0;-4;-1,0;-4;0,2;-7;-1,1;-4;5,87259
87531,,,,,87531
87533,3;-7;1,4;-7;-3,3;-3;0,3;-6;3,87533
87805,,,,,87805
87809,2;-2;0,3;-8;2,5;-2;0,2;-4;2,87809
88088,,,,,88088
88090,1;-4;-3,2;-3;-1,6;-5;-1,5;-4;3,88090
88363,,,,,88363
88366,0;-3;0,1;-1;0,0;-2;1,3;-8;0,88366
88632,,,,,88632
88634,0;0;0,0;-1;-3,2;-7;4,1;0;-2,88634
88903,,,,,88903
88911,0;0;4,0;-1;-2,0;-1;0,2;-3;-2,88911
89176,,,,,89176
89179,1;-2;0,0;-1;0,2;-1;1,1;0;1,89179
89445,,,,,89445
89447,-2;1;-3,0;1;-1,0;-3;1,2;-6;3,89447
89720,,,,,89720
89723,2;-3;-2,3;-1;4,3;-4;-6,3;0;-1,89723
89996,,,,,89996
89999,1;-2;0,1;-1;3,2;-2;6,3;-3;5,89999
90276,,,,,90276
90278,6;-4;-1,2;0;1,-1;2;-1,0;0;1,90278
90554,,,,,90554
90556,2;0;0,1;0;0,0;2;-1,1;0;-1,90556
90827,,,,,90827
90836,0;1;-1,-1;1;1,1;3;1,-1;0;0,90836
91112,,,,,91112
91114,0;0;-1,-1;0;-1,0;-2;0,0;0;0,91114
91384,,,,,91384
91387,0;2;0,-1;0;3,0;0;-1,-1;0;0,91387
91664,,,,,91664
91666,-1;2;-3,2;0;0,1;-5;5,0;1;-1,91666
91935,,,,,91935
91938,-1;2;1,0;0;0,0;2;1,1;0;0,91938
92218,,,,,92218
92220,1;0;1,0;0;0,0;3;-1,-1;1;0,92220
92485,,,,,92485
92488,-1;1;0,-1;0;0,0;0;2,-3;0;0,92488
92759,,,,,92759
92766,-2;0;1,-4;1;-3,-4;1;-1,-3;1;0,92766
93036,,,,,93036
93039,-4;0;-1,-4;0;0,-4;0;0,-4;0;0,93039
93300,,,,,93300
93303,-3;0;-1,-4;0;-1,-3;-1;3,-3;1;-5,93303
93575,,,,,93575
93577,-2;0;0,-5;1;0,-4;2;-2,-5;-2;4,93577
93844,,,,,93844
93846,-2;0;2,-4;1;-2,-4;0;1,-2;2;2,93846
94117,,,,,94117
94119,-2;0;0,-3;0;1,-4;0;0,-4;0;-1,94119
94388,,,,,94388
94390,-5;2;-1,-5;0;0,-4;2;1,-4;3;-3,94390
94664,,,,,94664
94673,-3;2;0,-4;0;-1,-2;1;-4,-3;1;1,94673
94941,,,,,94941
94943,-4;0;0,-4;2;0,-3;1;-1,-5;2;-1,94943
95214,,,,,95214
95216,-3;2;-2,-5;1;-3,-3;2;0,-4;2;1,95216
95496,,,,,95496
95498,-4;4;0,-5;2;-1,-4;0;-1,-3;3;0,95498
95770,,,,,95770
95773,-4;2;0,-4;4;0,-4;0;0,-5;3;-1,95773
96047,,,,,96047
96049,-2;2;0,-5;1;-1,-3;0;0,-5;-5;-4,96049
96315,,,,,96315
96317,-3;-1;2,-5;0;-2,-3;2;-5,-4;1;-3,96317
96590,,,,,96590
96598,0;2;-5,-4;0;2,-3;3;-1,-4;2;0,96598
96866,,,,,96866
96868,-4;1;-2,-3;0;0,-3;1;-3,-4;1;4,96868
97146,,,,,97146
97149,-3;0;0,-3;3;-1,-4;0;-3,-6;1;-5,97149
97429,,,,,97429
97432,-4;0;0,-4;1;2,-3;1;0,-3;0;0,97432
97697,,,,,97697
97700,-2;0;2,-4;1;-3,-3;1;0,-1;0;3,97700
97971,,,,,97971
97974,-2;4;2,-1;2;0,0;1;-1,1;1;3,97974
98235,,,,,98235
98238,-4;-4;3,1;2;0,1;0;0,0;0;6,98238
98504,,,,,98504
98513,-2;3;1,1;1;0,1;0;0,1;2;-1,98513
98781,,,,,98781
98783,1;2;0,1;1;1,-1;2;-8,2;1;2,98783
99055,,,,,99055
99058,-1;0;0,-2;1;0,-1;2;-1,-8;-2;15,99058
99337,,,,,99337
99339,-6;3;-3,0;1;-1,-4;2;0,-2;0;-2,99339
99605,,,,,99605
99608,-1;0;0,-2;1;-1,-3;1;-1,-3;0;1,99608
99880,,,,,99880
99883,-1;1;0,-1;0;1,-1;0;0,1;-2;3,99883
100144,,,,,100144
100146,-2;1;2,-2;0;3,-4;3;-1,-1;2;3,100146
100415,,,,,100415
100422,-2;1;0,1;0;2,2;1;0,2;1;2,100422
100695,,,,,100695
100697,2;1;1,2;1;0,2;0;1,3;1;2,100697
100969,,,,,100969
100978,1;2;1,2;1;0,1;1;3,3;0;1,100978
101244,,,,,101244
101248,1;1;0,1;1;2,2;0;3,1;1;0,101248
101515,,,,,101515
101517,3;0;3,1;0;1,1;2;-1,1;2;1,101517
101790,,,,,101790
101793,0;1;0,-2;1;0,-3;1;0,-3;3;-1,101793
102059,,,,,102059
102061,-5;1;-3,-4;1;-2,-4;2;0,-5;0;-1,102061
102341,,,,,102341
102344,-5;0;1,-6;0;0,-5;2;-1,-6;0;1,102344
102611,,,,,102611
102615,-6;2;-4,-5;1;-2,-5;0;0,-5;1;-7,102615
102882,,,,,102882
102885,-4;-2;1,-7;2;0,-5;1;1,-4;0;1,102885
103153,,,,,103153
103156,-4;0;-1,-6;0;2,-5;1;0,-4;0;2,103156
103422,,,,,103422
103431,-4;1;-1,-5;1;3,-3;0;1,-1;0;0,103431
103697,,,,,103697
103700,-1;-2;0,-2;0;1,-3;-1;2,0;1;0,103700
103972,,,,,103972
103980,-2;0;1,-1;1;-1,-4;1;-3,0;0;1,103980
104247,,,,,104247
104250,-1;1;0,-2;0;1,-4;2;-1,-3;4;-1,104250
104518,,,,,104518
104521,-3;5;-3,-3;0;4,0;2;-1,-5;4;2,104521
104800,,,,,104800
104803,-8;7;-3,-6;8;-2,-4;8;0,-6;8;-5,104803
105074,,,,,105074
105077,-4;4;-1,-4;6;1,-4;3;3,-6;8;-2,105077
105350,,,,,105350
105353,-4;4;0,-4;6;-3,-5;14;-4,-7;15;1,105353
105618,,,,,105618
105621,-4;9;0,-4;7;0,-4;6;0,-2;4;0,105621
105902,,,,,105902
105904,-4;7;0,-2;10;2,-2;5;3,-1;8;4,105904
106171,,,,,106171
106174,-1;8;-3,0;6;3,-5;6;-1,-3;10;-3,106174
106441,,,,,106441
106444,-2;7;-4,-3;7;-1,-5;7;0,-6;9;2,106444
106713,,,,,106713
106716,-5;7;1,-3;6;0,-4;12;-3,-2;12;-2,106716
106983,,,,,106983
106991,-2;6;-2,0;11;0,0;11;-4,-4;12;-2,106991
107257,,,,,107257
107259,-1;12;-5,-2;10;0,-2;13;-1,-2;15;2,107259
107532,,,,,107532
107539,-2;14;0,0;13;0,0;13;-2,1;13;0,107539
107801,,,,,107801
107804,-1;14;-4,-1;12;4,1;16;-1,0;11;1,107804
108072,,,,,108072
108082,0;10;-1,0;8;0,-1;8;-2,0;7;0,108082
108352,,,,,108352
108355,-3;6;3,-2;7;-2,-4;7;2,-3;7;-1,108355
108626,,,,,108626
108630,-2;7;-1,-6;3;3,-3;12;1,-1;13;-3,108630
108902,,,,,108902
108905,0;7;1,0;4;1,0;10;3,2;9;-1,108905
109178,,,,,109178
109180,0;9;2,-1;5;5,-4;11;6,0;9;3,109180
109465,,,,,109465
109468,-1;2;0,0;5;2,1;3;1,0;-1;-2,109468
109741,,,,,109741
109744,-1;0;-4,0;1;-6,-2;0;-2,-3;0;0,109744
110016,,,,,110016
110019,-2;0;2,-1;-2;3,-2;-1;3,0;0;2,110019
110290,,,,,110290
110294,-4;1;-4,-2;0;-5,0;0;-3,-2;2;1,110294
110573,,,,,110573
110575,0;2;2,-1;0;-2,-2;-1;-6,0;-2;0,110575
110841,,,,,110841
110844,-1;3;0,-2;-1;4,2;-2;-8,0;0;0,110844
111117,,,,,111117
111124,6;2;3,3;0;-4,2;-1;0,0;0;-1,111124
111392,,,,,111392
111394,0;2;-5,3;3;6,-2;4;4,0;0;6,111394
111668,,,,,111668
111677,1;-5;3,2;-4;0,3;-2;-1,3;-1;-1,111677
111943,,,,,111943
111945,3;-4;2,-1;1;1,1;3;0,2;3;0,111945
112220,,,,,112220
112223,0;-1;-4,0;-4;0,3;-1;0,-1;0;2,112223
112494,,,,,112494
112496,0;0;0,0;-3;5,1;1;-1,2;2;0,112496
112769,,,,,112769
112772,0;2;3,1;-1;1,1;0;2,0;0;1,112772
113056,,,,,113056
113059,1;0;1,5;1;-2,6;-2;1,3;2;-2,113059
113332,,,,,113332
113335,9;-1;0,4;-3;0,3;-2;-1,6;1;1,113335
113607,,,,,113607
113609,8;0;2,10;0;1,6;-1;10,3;-1;5,113609
113883,,,,,113883
113886,4;0;0,8;1;0,1;-1;5,7;-1;1,113886
114171,,,,,114171
114174,5;-1;0,5;-1;-2,3;0;5,2;0;0,114174
114441,,,,,114441
114444,2;1;-2,4;1;0,2;0;7,5;0;-7,114444
114712,,,,,114712
114719,0;-1;-5,0;2;-5,0;0;1,1;1;1,114719
114990,,,,,114990
114993,1;2;1,2;4;1,2;2;0,2;1;0,114993
115267,,,,,115267
115275,3;-2;-1,6;4;-3,0;0;4,3;0;1,115275
115547,,,,,115547
115550,0;4;2,0;6;-8,-2;4;0,5;-3;7,115550
115816,,,,,115816
115819,4;2;6,3;7;-4,3;3;0,1;-4;-1,115819
116090,,,,,116090
116093,2;0;4,2;0;2,2;0;1,7;-2;-7,116093
116364,,,,,116364
116367,-4;-4;0,2;3;-4,4;5;8,3;3;4,116367
116641,,,,,116641
116644,3;3;-5,3;-4;-1,6;-4;-3,2;-2;-3,116644
116912,,,,,116912
116915,3;5;2,4;-2;-7,1;3;-4,5;3;7,116915
117187,,,,,117187
117190,5;0;4,1;1;2,3;2;0,4;-4;-3,117190
117454,,,,,117454
117457,3;1;-3,2;9;6,4;4;3,8;-3;4,117457
117731,,,,,117731
117739,1;9;8,5;11;2,4;10;3,-2;11;-11,117739
118005,,,,,118005
118008,2;7;-3,-2;9;-5,0;9;2,3;10;4,118008
118275,,,,,118275
118282,6;22;-1,7;21;8,1;16;2,2;20;10,118282
118550,,,,,118550
118552,7;21;4,7;16;6,7;11;-1,2;15;-4,118552
118819,,,,,118819
118829,8;13;-1,6;18;-1,7;17;5,9;17;3,118829
119094,,,,,119094
119097,3;20;0,3;15;1,5;11;-3,1;19;8,119097
119369,,,,,119369
119372,8;20;3,0;16;2,7;18;-5,2;19;1,119372
119645,,,,,119645
