,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
44,0;-1;2,0;2;1,1;0;3,3;0;4,43666,5,2021-10-27
45,,,,,43933,5,2021-10-27
46,-3;0;-1,-3;0;-1,-4;-1;-2,-2;0;-1,43935,5,2021-10-27
47,,,,,44205,5,2021-10-27
48,1;-1;1,1;0;0,3;0;0,2;0;2,44208,5,2021-10-27
49,,,,,44470,5,2021-10-27
50,-2;0;-4,0;0;-2,0;1;-1,0;0;-1,44472,5,2021-10-27
51,,,,,44734,5,2021-10-27
52,2;0;2,2;0;3,1;0;3,1;-1;4,44742,5,2021-10-27
53,,,,,45008,5,2021-10-27
54,0;0;0,0;0;0,0;-1;3,0;1;2,45010,5,2021-10-27
55,,,,,45273,5,2021-10-27
56,0;1;-1,0;0;0,-1;0;0,0;0;-1,45276,5,2021-10-27
57,,,,,45541,5,2021-10-27
58,-1;0;0,-2;0;-1,-1;0;-1,-1;0;-1,45543,5,2021-10-27
59,,,,,45805,5,2021-10-27
60,1;-1;1,1;0;-1,-1;0;-1,0;-1;0,45807,5,2021-10-27
61,,,,,46066,5,2021-10-27
62,0;0;4,0;0;0,0;0;0,-1;-4;0,46074,5,2021-10-27
63,,,,,46334,5,2021-10-27
64,0;0;0,1;0;0,0;-2;0,0;0;0,46338,5,2021-10-27
65,,,,,46598,5,2021-10-27
66,1;0;1,0;0;0,0;0;0,0;0;0,46600,5,2021-10-27
67,,,,,46865,5,2021-10-27
68,0;0;0,0;0;2,0;0;0,0;-1;0,46867,5,2021-10-27
69,,,,,47136,5,2021-10-27
70,-1;0;-5,0;0;-1,0;0;0,0;-1;1,47138,5,2021-10-27
71,,,,,47398,5,2021-10-27
72,0;0;-2,0;0;-1,0;-1;0,0;0;0,47400,5,2021-10-27
73,,,,,47669,5,2021-10-27
74,0;-1;-2,0;0;0,-2;0;-1,0;0;-2,47671,5,2021-10-27
75,,,,,47936,5,2021-10-27
76,0;0;-1,-1;0;-1,0;1;-1,0;0;0,47938,5,2021-10-27
77,,,,,48199,5,2021-10-27
78,0;0;0,0;0;0,1;-1;-2,0;0;-3,48205,5,2021-10-27
79,,,,,48467,5,2021-10-27
80,0;1;1,0;0;0,0;-1;-1,0;0;-1,48471,5,2021-10-27
81,,,,,48737,5,2021-10-27
82,1;0;1,-1;-1;1,-1;-1;-2,0;-1;-1,48739,5,2021-10-27
83,,,,,49006,5,2021-10-27
84,1;0;3,1;1;2,0;-1;-1,-1;-2;-2,49008,5,2021-10-27
85,,,,,49269,5,2021-10-27
86,1;-1;0,1;-1;4,0;0;0,0;0;0,49271,5,2021-10-27
87,,,,,49538,5,2021-10-27
88,0;0;0,1;0;3,0;2;2,0;-1;1,49545,5,2021-10-27
89,,,,,49807,5,2021-10-27
90,0;0;0,0;0;2,0;0;3,0;-1;1,49809,5,2021-10-27
91,,,,,50070,5,2021-10-27
92,0;1;2,0;0;2,0;0;4,1;0;1,50072,5,2021-10-27
93,,,,,50344,5,2021-10-27
94,-1;0;-1,0;0;0,-1;0;1,-1;0;0,50347,5,2021-10-27
95,,,,,50608,5,2021-10-27
96,0;0;-1,-1;0;0,0;0;1,0;-1;2,50610,5,2021-10-27
97,,,,,50874,5,2021-10-27
98,0;0;-2,0;-2;-1,0;0;0,-1;0;0,50876,5,2021-10-27
99,,,,,51158,5,2021-10-27
100,0;0;0,0;0;0,0;0;1,-1;1;0,51160,5,2021-10-27
101,,,,,51422,5,2021-10-27
102,0;-1;0,0;-1;0,0;2;0,0;0;0,51424,5,2021-10-27
103,,,,,51684,5,2021-10-27
104,0;0;1,0;-2;-1,0;0;-2,-1;-1;-1,51692,5,2021-10-27
105,,,,,51957,5,2021-10-27
106,0;-1;0,0;0;0,-1;-1;0,0;0;-1,51959,5,2021-10-27
107,,,,,52222,5,2021-10-27
108,2;1;1,0;0;0,-1;2;-3,-1;0;-3,52225,5,2021-10-27
109,,,,,52494,5,2021-10-27
110,0;-1;3,2;0;3,0;-1;0,1;0;-1,52496,5,2021-10-27
111,,,,,52766,5,2021-10-27
112,0;0;0,1;-2;1,1;1;2,0;-2;-1,52768,5,2021-10-27
113,,,,,53028,5,2021-10-27
114,0;1;0,0;0;-1,0;0;1,0;0;0,53037,5,2021-10-27
115,,,,,53299,5,2021-10-27
116,0;0;0,0;0;1,0;0;3,0;-1;0,53301,5,2021-10-27
117,,,,,53567,5,2021-10-27
118,0;0;1,0;1;2,0;0;1,0;-1;0,53569,5,2021-10-27
119,,,,,53834,5,2021-10-27
120,0;-2;-1,0;1;1,0;0;0,1;0;1,53836,5,2021-10-27
121,,,,,54105,5,2021-10-27
122,0;-1;1,1;0;2,1;0;3,2;-1;0,54107,5,2021-10-27
123,,,,,54368,5,2021-10-27
124,0;0;0,1;0;1,1;0;1,1;0;3,54370,5,2021-10-27
125,,,,,54637,5,2021-10-27
126,0;0;-1,-1;0;1,0;0;1,-1;0;1,54639,5,2021-10-27
127,,,,,54905,5,2021-10-27
128,0;0;-3,0;0;-1,0;0;4,0;0;2,54907,5,2021-10-27
129,,,,,55169,5,2021-10-27
130,1;1;-1,0;1;-1,-1;0;-1,0;-1;-1,55176,5,2021-10-27
131,,,,,55444,5,2021-10-27
132,0;0;-2,0;-1;0,1;-1;-1,0;-2;0,55446,5,2021-10-27
133,,,,,55706,5,2021-10-27
134,0;0;-1,0;0;-1,0;0;0,0;-1;-3,55709,5,2021-10-27
135,,,,,55982,5,2021-10-27
136,1;0;-1,0;0;0,-1;-1;-1,0;0;0,55984,5,2021-10-27
137,,,,,56258,5,2021-10-27
138,0;0;3,0;1;2,1;0;1,0;-1;0,56260,5,2021-10-27
139,,,,,56526,5,2021-10-27
140,-1;0;2,-1;0;0,0;-1;3,0;0;3,56528,5,2021-10-27
141,,,,,56795,5,2021-10-27
142,-1;0;0,0;0;1,-1;0;1,0;0;3,56797,5,2021-10-27
143,,,,,57064,5,2021-10-27
144,0;0;0,0;0;0,-1;0;2,-1;1;2,57066,5,2021-10-27
145,,,,,57346,5,2021-10-27
146,0;0;-1,0;-1;-3,0;-1;1,-2;1;-1,57348,5,2021-10-27
147,,,,,57609,5,2021-10-27
148,0;-1;0,0;0;-2,1;1;1,-1;0;-1,57611,5,2021-10-27
149,,,,,57873,5,2021-10-27
150,-3;0;1,0;0;-1,-1;1;-1,0;0;-1,57875,5,2021-10-27
151,,,,,58139,5,2021-10-27
152,-1;0;-1,0;1;-1,0;0;-2,0;0;1,58142,5,2021-10-27
153,,,,,58409,5,2021-10-27
154,0;0;0,-1;0;-2,0;0;-1,0;0;0,58412,5,2021-10-27
155,,,,,58673,5,2021-10-27
156,2;0;0,0;0;2,0;-1;0,1;0;1,58681,5,2021-10-27
157,,,,,58959,5,2021-10-27
158,-1;0;-1,0;0;0,0;1;-1,0;0;1,58961,5,2021-10-27
159,,,,,59229,5,2021-10-27
160,0;0;-1,0;0;0,0;0;1,0;0;0,59231,5,2021-10-27
161,,,,,59507,5,2021-10-27
162,0;-2;-2,0;0;0,0;-1;1,0;0;0,59509,5,2021-10-27
163,,,,,59773,5,2021-10-27
164,0;-1;0,0;0;0,0;-1;0,-1;0;2,59776,5,2021-10-27
165,,,,,60036,5,2021-10-27
166,1;0;-2,-1;-1;-2,0;0;-1,1;0;0,60038,5,2021-10-27
167,,,,,60312,5,2021-10-27
168,0;-1;-1,0;-1;-3,0;1;-2,0;0;0,60315,5,2021-10-27
169,,,,,60573,5,2021-10-27
170,-1;-1;-2,0;0;-4,0;0;0,0;0;1,60575,5,2021-10-27
171,,,,,60841,5,2021-10-27
172,0;-1;-1,-1;0;-2,0;0;0,0;0;0,60844,5,2021-10-27
173,,,,,61113,5,2021-10-27
174,0;0;0,0;1;-3,0;0;-2,0;0;1,61115,5,2021-10-27
175,,,,,61374,5,2021-10-27
176,0;0;0,0;2;-2,0;0;-1,0;0;-2,61377,5,2021-10-27
177,,,,,61643,5,2021-10-27
178,0;-1;-3,0;0;-2,0;-1;0,-1;-1;0,61645,5,2021-10-27
179,,,,,61913,5,2021-10-27
180,-1;0;-1,0;-1;-1,0;0;0,0;0;0,61915,5,2021-10-27
181,,,,,62183,5,2021-10-27
182,0;0;3,1;0;1,-2;0;1,0;-1;-6,62190,5,2021-10-27
183,,,,,62458,5,2021-10-27
184,0;0;0,0;0;2,0;0;3,0;0;0,62460,5,2021-10-27
185,,,,,62726,5,2021-10-27
186,-1;-1;1,0;0;1,-1;0;-5,-1;0;0,62728,5,2021-10-27
187,,,,,62994,5,2021-10-27
188,0;0;2,1;0;8,0;0;3,-1;0;0,62997,5,2021-10-27
189,,,,,63263,5,2021-10-27
190,6;0;26,0;0;2,-1;0;1,3;0;18,63265,5,2021-10-27
191,,,,,63526,5,2021-10-27
192,-2;-2;-2,0;0;0,0;-1;0,0;0;1,63534,5,2021-10-27
193,,,,,63803,5,2021-10-27
194,-1;0;-2,-4;0;0,0;-1;3,-1;-1;0,63806,5,2021-10-27
195,,,,,64064,5,2021-10-27
196,-2;-2;-1,0;-1;1,0;1;4,0;-2;0,64067,5,2021-10-27
197,,,,,64333,5,2021-10-27
198,0;0;0,0;-1;-1,0;1;0,-1;0;-3,64335,5,2021-10-27
199,,,,,64605,5,2021-10-27
200,0;-1;-1,0;-1;0,-1;0;0,0;-1;2,64607,5,2021-10-27
201,,,,,64866,5,2021-10-27
202,0;0;0,-1;0;-2,0;-1;1,0;0;1,64868,5,2021-10-27
203,,,,,65141,5,2021-10-27
204,0;0;-2,0;0;0,0;0;0,-1;0;0,65143,5,2021-10-27
205,,,,,65404,5,2021-10-27
206,-2;-1;0,-1;-1;0,0;1;0,-1;2;1,65406,5,2021-10-27
207,,,,,65667,5,2021-10-27
208,0;0;-1,-1;-1;-2,-2;-1;0,0;0;0,65675,5,2021-10-27
209,,,,,65941,5,2021-10-27
210,0;0;-3,-1;0;0,0;0;-1,-1;0;-2,65943,5,2021-10-27
211,,,,,66204,5,2021-10-27
212,0;0;1,-2;0;-1,0;-1;0,1;1;1,66206,5,2021-10-27
213,,,,,66467,5,2021-10-27
214,-1;0;-2,0;0;3,0;0;5,0;0;3,66469,5,2021-10-27
215,,,,,66734,5,2021-10-27
216,0;-1;0,0;0;0,-1;-1;0,0;0;1,66736,5,2021-10-27
217,,,,,67005,5,2021-10-27
218,-2;-2;0,0;0;0,1;0;-2,-2;0;0,67013,5,2021-10-27
219,,,,,67281,5,2021-10-27
220,0;-1;0,2;0;0,-1;-2;-1,0;0;0,67283,5,2021-10-27
221,,,,,67549,5,2021-10-27
222,0;0;0,0;0;0,-1;0;0,-1;0;-2,67552,5,2021-10-27
223,,,,,67820,5,2021-10-27
224,0;0;1,0;0;0,0;0;0,-1;-1;0,67822,5,2021-10-27
225,,,,,68081,5,2021-10-27
226,0;0;1,-1;0;1,0;1;2,-2;0;-1,68083,5,2021-10-27
227,,,,,68343,5,2021-10-27
228,0;-1;1,0;0;0,0;0;0,-1;0;1,68345,5,2021-10-27
229,,,,,68619,5,2021-10-27
230,0;0;0,1;0;1,1;0;2,0;1;0,68622,5,2021-10-27
231,,,,,68882,5,2021-10-27
232,0;0;0,1;0;0,0;0;0,-1;-1;-1,68884,5,2021-10-27
233,,,,,69144,5,2021-10-27
234,0;0;2,1;0;1,0;0;0,0;0;2,69151,5,2021-10-27
235,,,,,69421,5,2021-10-27
236,1;0;0,0;0;1,-1;0;-1,0;0;0,69423,5,2021-10-27
237,,,,,69683,5,2021-10-27
238,-1;-1;0,0;0;0,0;-1;2,0;-1;2,69686,5,2021-10-27
239,,,,,69964,5,2021-10-27
240,0;0;2,0;0;-2,0;0;0,-2;0;0,69966,5,2021-10-27
241,,,,,70227,5,2021-10-27
242,0;0;-4,-1;0;-1,-1;0;-2,-1;0;-1,70230,5,2021-10-27
243,,,,,70496,5,2021-10-27
244,1;0;2,0;-1;-3,-2;-1;-3,0;-1;-4,70503,5,2021-10-27
245,,,,,70772,5,2021-10-27
246,0;-2;1,0;0;1,1;0;0,0;-1;0,70774,5,2021-10-27
247,,,,,71034,5,2021-10-27
248,1;1;5,1;0;0,0;0;1,0;0;-2,71036,5,2021-10-27
249,,,,,71302,5,2021-10-27
250,0;0;2,0;1;2,1;0;3,0;-1;0,71304,5,2021-10-27
251,,,,,71566,5,2021-10-27
252,0;0;-1,-1;0;1,-1;0;2,1;0;0,71568,5,2021-10-27
253,,,,,71835,5,2021-10-27
254,0;0;-1,2;0;0,0;0;0,0;0;0,71837,5,2021-10-27
255,,,,,72112,5,2021-10-27
256,1;-1;1,-2;-2;-1,-2;0;0,0;0;0,72115,5,2021-10-27
257,,,,,72373,5,2021-10-27
258,-1;0;0,0;0;0,-2;0;0,-1;0;2,72375,5,2021-10-27
259,,,,,72635,5,2021-10-27
260,-1;0;0,0;0;-1,0;-1;0,0;0;0,72643,5,2021-10-27
261,,,,,72912,5,2021-10-27
262,1;-1;0,0;0;-1,0;-1;0,1;0;0,72914,5,2021-10-27
263,,,,,73172,5,2021-10-27
264,0;0;0,-1;-2;0,0;0;-2,-1;0;0,73176,5,2021-10-27
265,,,,,73443,5,2021-10-27
266,0;0;1,-1;-1;-1,0;-1;0,0;-1;0,73445,5,2021-10-27
267,,,,,73712,5,2021-10-27
268,1;0;2,0;0;-1,-1;0;-2,-2;1;0,73714,5,2021-10-27
269,,,,,73974,5,2021-10-27
270,0;0;0,0;-1;3,0;0;1,-1;-1;-1,73982,5,2021-10-27
271,,,,,74257,5,2021-10-27
272,0;0;-3,-1;0;-2,0;0;0,0;0;0,74259,5,2021-10-27
273,,,,,74525,5,2021-10-27
274,0;0;-2,0;-1;0,-1;0;1,0;0;3,74527,5,2021-10-27
275,,,,,74792,5,2021-10-27
276,0;0;0,0;0;-1,0;0;-3,0;0;-2,74795,5,2021-10-27
277,,,,,75063,5,2021-10-27
278,-2;0;0,0;0;-1,0;0;-2,0;0;0,75065,5,2021-10-27
279,,,,,75326,5,2021-10-27
280,0;0;-1,-1;0;-2,0;0;-1,-1;0;0,75328,5,2021-10-27
281,,,,,75603,5,2021-10-27
282,0;0;3,0;0;0,0;0;0,0;0;0,75606,5,2021-10-27
283,,,,,75864,5,2021-10-27
284,0;-2;-1,-1;1;-1,0;1;-2,0;0;0,75866,5,2021-10-27
285,,,,,76126,5,2021-10-27
286,-1;0;1,-1;0;-1,0;-1;0,-1;-1;-3,76133,5,2021-10-27
287,,,,,76402,5,2021-10-27
288,0;0;0,-1;-1;-2,0;-1;1,-1;0;0,76404,5,2021-10-27
289,,,,,76664,5,2021-10-27
290,0;0;1,-1;0;0,0;0;-2,-1;-1;0,76666,5,2021-10-27
291,,,,,76943,5,2021-10-27
292,0;0;1,0;1;1,0;1;4,0;1;1,76945,5,2021-10-27
293,,,,,77211,5,2021-10-27
294,-1;0;2,-1;0;0,-2;0;0,-1;0;0,77213,5,2021-10-27
295,,,,,77486,5,2021-10-27
296,0;-1;-1,-1;0;-1,-1;-1;0,0;1;3,77493,5,2021-10-27
297,,,,,77761,5,2021-10-27
298,-2;-1;-1,0;0;0,0;0;0,1;-1;2,77763,5,2021-10-27
299,,,,,78025,5,2021-10-27
300,0;0;-2,0;0;0,0;-2;-1,-1;-1;0,78034,5,2021-10-27
301,,,,,78306,5,2021-10-27
302,0;0;0,0;1;0,-1;0;-1,0;-1;0,78308,5,2021-10-27
303,,,,,78568,5,2021-10-27
304,0;0;1,-2;-1;0,0;-1;-1,0;0;0,78570,5,2021-10-27
305,,,,,78836,5,2021-10-27
306,-2;0;0,0;0;0,-1;-1;0,-1;0;-1,78839,5,2021-10-27
307,,,,,79107,5,2021-10-27
308,0;0;1,0;0;0,-1;0;-1,0;0;-2,79110,5,2021-10-27
309,,,,,79383,5,2021-10-27
310,0;0;0,0;0;0,0;0;1,0;0;1,79391,5,2021-10-27
311,,,,,79663,5,2021-10-27
312,0;0;-2,-1;0;-1,0;-1;3,0;0;0,79666,5,2021-10-27
313,,,,,79929,5,2021-10-27
314,0;0;0,0;0;0,0;0;1,0;0;1,79931,5,2021-10-27
315,,,,,80203,5,2021-10-27
316,-1;0;-1,-1;-2;1,-1;0;-1,0;0;-1,80206,5,2021-10-27
317,,,,,80470,5,2021-10-27
318,0;-1;-1,-1;0;-3,1;1;0,-1;-1;0,80473,5,2021-10-27
319,,,,,80738,5,2021-10-27
320,0;1;-1,-1;0;-3,-2;0;-2,-1;0;-1,80741,5,2021-10-27
321,,,,,81007,5,2021-10-27
322,0;-1;-2,0;0;-1,0;0;0,0;0;0,81010,5,2021-10-27
323,,,,,81270,5,2021-10-27
324,-2;0;0,-1;0;0,-1;0;-1,0;1;0,81277,5,2021-10-27
325,,,,,81546,5,2021-10-27
326,-1;0;0,0;0;0,-1;0;-1,0;0;1,81548,5,2021-10-27
327,,,,,81809,5,2021-10-27
328,-1;0;-1,0;0;2,0;0;2,0;0;3,81811,5,2021-10-27
329,,,,,82091,5,2021-10-27
330,1;1;4,0;0;1,0;0;0,0;0;1,82094,5,2021-10-27
331,,,,,82360,5,2021-10-27
332,0;0;0,0;0;1,1;0;2,0;1;1,82362,5,2021-10-27
333,,,,,82635,5,2021-10-27
334,-1;0;0,-1;0;1,0;0;0,0;0;1,82637,5,2021-10-27
335,,,,,82907,5,2021-10-27
336,0;-1;-1,-2;-2;-1,0;0;1,-1;0;0,82909,5,2021-10-27
337,,,,,83174,5,2021-10-27
338,0;1;0,0;0;1,-1;0;0,0;0;0,83182,5,2021-10-27
339,,,,,83447,5,2021-10-27
340,1;0;1,0;0;0,0;-1;-3,-1;0;0,83450,5,2021-10-27
341,,,,,83710,5,2021-10-27
342,-1;-3;0,-1;0;-3,-1;0;-1,0;0;0,83714,5,2021-10-27
343,,,,,83981,5,2021-10-27
344,0;-1;1,1;0;0,-1;0;0,-1;1;-2,83983,5,2021-10-27
345,,,,,84248,5,2021-10-27
346,0;0;1,-1;-2;0,-2;-1;-1,0;0;0,84251,5,2021-10-27
347,,,,,84513,5,2021-10-27
348,0;0;1,0;0;1,0;0;0,-1;-1;-1,84521,5,2021-10-27
349,,,,,84787,5,2021-10-27
350,0;0;2,0;1;0,-1;-2;0,-2;0;-1,84789,5,2021-10-27
351,,,,,85050,5,2021-10-27
352,0;0;2,0;0;3,0;0;2,1;0;2,85057,5,2021-10-27
353,,,,,85325,5,2021-10-27
354,0;-1;0,-2;0;1,0;0;2,0;-1;-1,85328,5,2021-10-27
355,,,,,85601,5,2021-10-27
356,-2;-1;-3,0;0;0,1;1;-3,-2;0;-1,85603,5,2021-10-27
357,,,,,85883,5,2021-10-27
358,0;0;3,0;-1;0,0;0;0,-1;-1;-1,85886,5,2021-10-27
359,,,,,86158,5,2021-10-27
360,-1;-1;3,1;0;3,0;-1;1,0;0;1,86160,5,2021-10-27
361,,,,,86425,5,2021-10-27
362,0;-1;0,0;0;0,0;0;2,0;-1;2,86432,5,2021-10-27
363,,,,,86703,5,2021-10-27
364,-1;0;-1,0;-1;0,0;0;1,0;0;4,86705,5,2021-10-27
365,,,,,86969,5,2021-10-27
366,0;0;0,0;0;1,0;0;-1,0;0;0,86972,5,2021-10-27
367,,,,,87239,5,2021-10-27
368,-2;0;0,-1;-1;0,0;0;0,0;0;1,87242,5,2021-10-27
369,,,,,87508,5,2021-10-27
370,-2;-1;0,-1;0;0,0;0;0,0;0;0,87511,5,2021-10-27
371,,,,,87782,5,2021-10-27
372,0;0;0,0;0;0,-1;0;0,-1;0;-1,87784,5,2021-10-27
373,,,,,88046,5,2021-10-27
374,0;0;0,0;0;0,0;-1;0,0;-1;0,88049,5,2021-10-27
375,,,,,88315,5,2021-10-27
376,-1;-1;1,0;-1;-1,-1;0;0,-1;-1;0,88324,5,2021-10-27
377,,,,,88590,5,2021-10-27
378,1;0;0,0;0;0,-2;0;-1,0;1;1,88593,5,2021-10-27
379,,,,,88860,5,2021-10-27
380,0;0;3,0;0;4,-1;-1;1,0;0;2,88863,5,2021-10-27
381,,,,,89138,5,2021-10-27
382,0;0;-1,0;0;0,0;-1;0,0;0;1,89140,5,2021-10-27
383,,,,,89404,5,2021-10-27
384,0;0;-2,0;0;-1,0;-1;0,-2;1;-2,89407,5,2021-10-27
385,,,,,89686,5,2021-10-27
386,-1;0;0,-1;1;0,0;-1;-1,0;0;-1,89688,5,2021-10-27
387,,,,,89962,5,2021-10-27
388,-1;0;2,0;0;3,0;0;2,0;0;0,89965,5,2021-10-27
389,,,,,90229,5,2021-10-27
390,0;-1;2,-2;0;1,-1;0;1,0;0;0,90236,5,2021-10-27
391,,,,,90505,5,2021-10-27
392,0;0;1,0;0;0,0;0;3,0;0;3,90508,5,2021-10-27
393,,,,,90780,5,2021-10-27
394,-1;2;0,-3;0;0,0;0;0,1;0;0,90783,5,2021-10-27
395,,,,,91055,5,2021-10-27
396,0;1;1,-1;-1;0,-1;0;1,-1;0;0,91058,5,2021-10-27
397,,,,,91324,5,2021-10-27
398,0;-1;2,-2;0;-1,-1;0;-1,-1;0;2,91327,5,2021-10-27
399,,,,,91587,5,2021-10-27
400,1;0;0,0;0;-1,0;0;-1,0;-1;0,91594,5,2021-10-27
401,,,,,91856,5,2021-10-27
402,0;0;0,0;0;0,0;-1;0,0;0;-1,91858,5,2021-10-27
403,,,,,92125,5,2021-10-27
404,1;-1;0,0;0;1,0;0;1,-1;0;0,92128,5,2021-10-27
405,,,,,92394,5,2021-10-27
406,0;0;0,-1;-1;0,-1;0;0,1;-1;0,92397,5,2021-10-27
407,,,,,92657,5,2021-10-27
408,0;0;0,0;0;0,-1;0;1,1;0;0,92660,5,2021-10-27
409,,,,,92931,5,2021-10-27
410,0;0;3,-1;0;1,-1;-2;0,0;-2;0,92934,5,2021-10-27
411,,,,,93195,5,2021-10-27
412,0;0;2,0;-1;1,-2;0;0,0;0;-1,93198,5,2021-10-27
413,,,,,93457,5,2021-10-27
414,0;0;1,0;-1;2,-1;0;0,-1;0;0,93465,5,2021-10-27
415,,,,,93726,5,2021-10-27
416,0;0;3,0;0;3,0;0;2,1;0;2,93728,5,2021-10-27
417,,,,,94008,5,2021-10-27
418,-1;0;0,0;0;-3,0;-1;0,-2;0;0,94011,5,2021-10-27
419,,,,,94283,5,2021-10-27
420,0;0;-1,0;0;0,0;0;0,-1;0;1,94285,5,2021-10-27
421,,,,,94546,5,2021-10-27
422,0;0;0,0;-1;-1,0;0;-2,0;0;0,94548,5,2021-10-27
423,,,,,94827,5,2021-10-27
424,0;0;3,0;-1;2,0;0;0,-1;0;0,94829,5,2021-10-27
425,,,,,95096,5,2021-10-27
426,0;0;1,0;0;2,0;-1;2,0;0;2,95098,5,2021-10-27
427,,,,,95373,5,2021-10-27
428,-2;0;-1,0;0;0,0;0;1,-1;-1;1,95380,5,2021-10-27
429,,,,,95647,5,2021-10-27
430,0;0;-2,-1;-1;0,0;0;1,0;0;3,95649,5,2021-10-27
431,,,,,95912,5,2021-10-27
432,0;-1;-1,-1;-1;-3,-1;0;0,-2;-1;0,95915,5,2021-10-27
433,,,,,96194,5,2021-10-27
434,-1;0;2,0;0;0,0;-1;0,-1;0;-1,96196,5,2021-10-27
435,,,,,96462,5,2021-10-27
436,0;0;0,0;0;1,0;0;0,-1;-1;-2,96464,5,2021-10-27
437,,,,,96729,5,2021-10-27
438,-1;0;1,0;0;1,0;0;2,-1;0;0,96736,5,2021-10-27
439,,,,,96998,5,2021-10-27
440,1;0;2,0;0;0,-2;0;1,-1;0;1,97001,5,2021-10-27
441,,,,,97262,5,2021-10-27
442,0;0;2,0;0;-1,0;0;2,0;1;1,97264,5,2021-10-27
443,,,,,97537,5,2021-10-27
444,0;0;-2,0;0;1,0;0;1,0;0;1,97540,5,2021-10-27
445,,,,,97806,5,2021-10-27
446,0;0;0,-1;0;0,1;0;2,0;0;1,97809,5,2021-10-27
447,,,,,98079,5,2021-10-27
448,-2;0;-1,0;0;-3,0;0;-1,0;1;0,98082,5,2021-10-27
449,,,,,98355,5,2021-10-27
450,0;0;0,0;0;0,0;-1;0,1;0;0,98358,5,2021-10-27
451,,,,,98625,5,2021-10-27
452,0;0;4,-1;0;-1,0;0;0,0;0;-2,98633,5,2021-10-27
453,,,,,98903,5,2021-10-27
454,0;0;3,0;0;2,0;0;2,0;0;0,98906,5,2021-10-27
455,,,,,99169,5,2021-10-27
456,0;1;2,-1;0;1,0;0;2,0;0;2,99172,5,2021-10-27
457,,,,,99439,5,2021-10-27
458,0;-1;0,0;0;0,0;0;3,1;0;2,99441,5,2021-10-27
459,,,,,99706,5,2021-10-27
460,0;0;1,0;1;2,1;1;1,-1;0;0,99709,5,2021-10-27
461,,,,,99976,5,2021-10-27
462,0;0;0,0;0;0,0;0;2,1;0;1,99984,5,2021-10-27
463,,,,,100254,5,2021-10-27
464,-2;0;0,0;0;0,0;-1;0,-2;0;0,100256,5,2021-10-27
465,,,,,100521,5,2021-10-27
466,0;0;0,-1;0;0,-1;0;0,-1;-1;-1,100530,5,2021-10-27
467,,,,,100802,5,2021-10-27
468,0;1;1,0;1;2,-1;0;0,-2;0;0,100804,5,2021-10-27
469,,,,,101065,5,2021-10-27
470,0;0;3,0;0;1,0;0;0,-1;0;0,101067,5,2021-10-27
