,index,acc1,acc2,acc3,acc4,duration,utcdate
44,61087,-14;-8;3,-8;-15;-3,-19;-7;0,-13;-12;0,61087,2021-11-29
45,61361,,,,,61361,2021-11-29
46,61364,-8;-12;-4,-13;-13;-3,-10;-14;-7,-9;-11;0,61364,2021-11-29
47,61623,,,,,61623,2021-11-29
48,61625,-8;-15;0,-10;-8;1,-7;-10;0,-5;-7;1,61625,2021-11-29
49,61886,,,,,61886,2021-11-29
50,61894,0;-7;-6,-7;-3;-2,-4;-7;1,-4;-10;-1,61894,2021-11-29
51,62161,,,,,62161,2021-11-29
52,62163,-4;-11;3,-4;-7;-1,-5;-2;0,-7;-6;-6,62163,2021-11-29
53,62424,,,,,62424,2021-11-29
54,62427,-6;-9;2,0;-9;-3,0;-13;0,0;-6;0,62427,2021-11-29
55,62686,,,,,62686,2021-11-29
56,62688,0;-8;0,0;-4;0,2;-6;-2,1;-3;1,62688,2021-11-29
57,62957,,,,,62957,2021-11-29
58,62959,-1;-7;0,-1;-7;-3,-2;-5;0,0;-6;0,62959,2021-11-29
59,63224,,,,,63224,2021-11-29
60,63232,0;-5;0,1;0;1,-1;-3;2,1;-10;3,63232,2021-11-29
61,63503,,,,,63503,2021-11-29
62,63505,2;-9;0,1;-5;2,1;0;0,2;-7;6,63505,2021-11-29
63,63769,,,,,63769,2021-11-29
64,63771,0;-3;0,5;-4;0,2;-4;4,1;-6;-4,63771,2021-11-29
65,64038,,,,,64038,2021-11-29
66,64040,1;-2;0,0;-3;0,0;-7;1,0;-8;1,64040,2021-11-29
67,64303,,,,,64303,2021-11-29
68,64305,1;-7;-3,0;-5;0,0;-3;0,-2;-9;2,64305,2021-11-29
69,64563,,,,,64563,2021-11-29
70,64571,-5;-7;4,-2;-9;0,-2;-8;-5,1;-6;-4,64571,2021-11-29
71,64839,,,,,64839,2021-11-29
72,64841,2;-6;0,0;-3;0,8;-9;1,-2;-11;5,64841,2021-11-29
73,65105,,,,,65105,2021-11-29
74,65108,-2;-1;7,1;-3;0,4;-8;0,-1;-5;-1,65108,2021-11-29
75,65375,,,,,65375,2021-11-29
76,65377,0;-3;0,0;-4;0,-1;-7;-2,-1;-4;0,65377,2021-11-29
77,65642,,,,,65642,2021-11-29
78,65645,2;-6;0,0;-7;0,2;-5;-1,1;-6;6,65645,2021-11-29
79,65917,,,,,65917,2021-11-29
80,65920,1;-7;2,1;-6;2,1;-7;-1,0;-5;2,65920,2021-11-29
81,66187,,,,,66187,2021-11-29
82,66189,0;-4;-1,1;-2;3,3;-5;-5,1;-6;0,66189,2021-11-29
83,66458,,,,,66458,2021-11-29
84,66465,1;-6;0,1;-4;0,3;-4;0,0;-2;5,66465,2021-11-29
85,66731,,,,,66731,2021-11-29
86,66733,1;-5;6,-1;-3;3,1;-3;0,0;-6;0,66733,2021-11-29
87,67005,,,,,67005,2021-11-29
88,67008,1;-5;2,2;-5;-1,-1;-8;0,1;-6;-1,67008,2021-11-29
89,67306,,,,,67306,2021-11-29
90,67309,1;-6;-2,2;-7;3,1;-5;0,2;-7;1,67309,2021-11-29
91,67584,,,,,67584,2021-11-29
92,67586,2;-5;2,3;0;2,2;-6;1,1;-7;3,67586,2021-11-29
93,67855,,,,,67855,2021-11-29
94,67858,2;-7;1,0;-6;4,2;-9;3,2;-6;0,67858,2021-11-29
95,68125,,,,,68125,2021-11-29
96,68128,4;-5;1,3;-3;3,3;-5;2,6;-4;2,68128,2021-11-29
97,68395,,,,,68395,2021-11-29
98,68403,6;-3;0,3;-5;3,5;-3;3,7;-6;3,68403,2021-11-29
99,68664,,,,,68664,2021-11-29
100,68667,5;-4;0,5;-3;1,4;-7;0,7;-5;7,68667,2021-11-29
101,68934,,,,,68934,2021-11-29
102,68937,6;-7;4,7;-5;4,12;-4;-2,10;-5;0,68937,2021-11-29
103,69209,,,,,69209,2021-11-29
104,69211,12;-2;1,14;-2;2,9;-6;5,11;-4;6,69211,2021-11-29
105,69483,,,,,69483,2021-11-29
106,69486,11;-5;0,12;-3;4,12;-5;3,9;-3;0,69486,2021-11-29
107,69758,,,,,69758,2021-11-29
108,69761,9;-4;1,10;-2;2,9;-4;1,10;-3;2,69761,2021-11-29
109,70034,,,,,70034,2021-11-29
110,70037,11;-5;0,11;-6;1,9;-5;2,8;-2;2,70037,2021-11-29
111,70309,,,,,70309,2021-11-29
112,70317,9;-4;6,9;-2;2,9;-5;8,10;-2;1,70317,2021-11-29
113,70584,,,,,70584,2021-11-29
114,70587,9;-4;1,7;0;4,7;-2;0,7;-3;1,70587,2021-11-29
115,70847,,,,,70847,2021-11-29
116,70855,6;-2;1,6;-1;4,5;0;2,5;-3;4,70855,2021-11-29
117,71122,,,,,71122,2021-11-29
118,71124,5;-2;0,6;0;0,3;3;4,1;0;0,71124,2021-11-29
119,71394,,,,,71394,2021-11-29
120,71397,-1;-2;2,-1;-1;0,0;1;0,0;1;-1,71397,2021-11-29
121,71660,,,,,71660,2021-11-29
122,71663,-1;0;2,0;-2;3,-2;-1;3,-3;0;0,71663,2021-11-29
123,71936,,,,,71936,2021-11-29
124,71938,-2;2;1,-6;1;2,-4;0;0,-6;0;1,71938,2021-11-29
125,72198,,,,,72198,2021-11-29
126,72207,-4;-2;-1,-2;0;1,-1;3;0,-8;6;0,72207,2021-11-29
127,72473,,,,,72473,2021-11-29
128,72476,-12;2;-1,-17;3;0,-14;8;-4,-14;7;-3,72476,2021-11-29
129,72749,,,,,72749,2021-11-29
130,72756,-8;9;-4,-8;6;0,-10;10;1,-9;10;-1,72756,2021-11-29
131,73024,,,,,73024,2021-11-29
132,73027,-11;6;-6,-12;1;-6,-12;6;-3,-9;1;-3,73027,2021-11-29
133,73296,,,,,73296,2021-11-29
134,73298,-8;6;1,-10;6;-2,-10;8;1,-10;11;0,73298,2021-11-29
135,73567,,,,,73567,2021-11-29
136,73569,-8;6;-3,-9;6;-3,-4;7;-4,-9;11;-1,73569,2021-11-29
137,73835,,,,,73835,2021-11-29
138,73837,-7;9;-7,-10;6;0,-7;10;1,-7;13;3,73837,2021-11-29
139,74097,,,,,74097,2021-11-29
140,74104,-9;10;-11,-10;9;-8,-4;10;0,-5;12;2,74104,2021-11-29
141,74368,,,,,74368,2021-11-29
142,74370,-5;15;2,-5;8;-1,-4;10;-4,-5;6;-3,74370,2021-11-29
143,74631,,,,,74631,2021-11-29
144,74633,-10;12;-10,-8;4;-6,-8;9;-1,-11;11;1,74633,2021-11-29
145,74899,,,,,74899,2021-11-29
146,74901,-13;16;0,-8;14;5,-9;9;-7,-10;14;-9,74901,2021-11-29
147,75161,,,,,75161,2021-11-29
148,75163,-9;15;0,-10;8;1,-11;14;-2,-10;14;-1,75163,2021-11-29
149,75423,,,,,75423,2021-11-29
150,75430,-12;11;-2,-15;16;3,-5;8;-1,-9;18;0,75430,2021-11-29
151,75702,,,,,75702,2021-11-29
152,75704,-11;20;3,-12;18;0,-13;19;-2,-10;9;0,75704,2021-11-29
153,75962,,,,,75962,2021-11-29
154,75964,-10;9;-3,-14;12;-2,-8;9;-1,-10;10;-2,75964,2021-11-29
155,76237,,,,,76237,2021-11-29
156,76239,-10;8;3,-12;9;1,-10;8;0,-12;13;-2,76239,2021-11-29
157,76500,,,,,76500,2021-11-29
158,76503,-14;13;2,-12;9;-2,-12;10;1,-12;7;0,76503,2021-11-29
159,76767,,,,,76767,2021-11-29
160,76769,-12;1;0,-14;6;-1,-15;10;2,-15;5;1,76769,2021-11-29
161,77037,,,,,77037,2021-11-29
162,77040,-14;0;-4,-16;1;-3,-16;4;1,-16;0;-4,77040,2021-11-29
163,77301,,,,,77301,2021-11-29
164,77303,-15;0;-1,-18;2;4,-14;2;-4,-17;2;-1,77303,2021-11-29
165,77573,,,,,77573,2021-11-29
166,77575,-19;-3;1,-14;-2;-3,-14;-6;2,-17;-7;-1,77575,2021-11-29
167,77840,,,,,77840,2021-11-29
168,77842,-12;-8;3,-12;-11;-2,-14;-15;-2,-15;-10;-1,77842,2021-11-29
169,78106,,,,,78106,2021-11-29
170,78108,-11;-8;-5,-11;-8;-2,-13;-9;0,-12;-6;-1,78108,2021-11-29
171,78372,,,,,78372,2021-11-29
172,78374,-11;-9;-4,-10;-10;-6,-9;-9;-4,-9;-10;-2,78374,2021-11-29
173,78640,,,,,78640,2021-11-29
174,78642,-16;-11;-2,-20;-8;-3,-24;-3;-1,-25;-10;-3,78642,2021-11-29
175,78912,,,,,78912,2021-11-29
176,78914,-23;-10;-1,-25;-11;1,-23;-12;-9,-18;-8;-13,78914,2021-11-29
177,79184,,,,,79184,2021-11-29
178,79186,-20;-7;-3,-17;-12;-5,-12;-7;-2,-19;-14;-6,79186,2021-11-29
179,79453,,,,,79453,2021-11-29
180,79455,-23;-13;-6,-18;-3;-7,-17;0;-1,-13;-4;-4,79455,2021-11-29
181,79722,,,,,79722,2021-11-29
182,79725,-23;-9;-3,-21;-10;-5,-15;-5;-6,-20;-19;-7,79725,2021-11-29
183,79984,,,,,79984,2021-11-29
184,79992,-17;-8;0,-17;-11;-5,-20;-12;-2,-25;-7;3,79992,2021-11-29
185,80261,,,,,80261,2021-11-29
186,80263,-18;-10;-7,-18;-5;0,-16;-5;-5,-26;-8;-2,80263,2021-11-29
187,80523,,,,,80523,2021-11-29
188,80525,-26;-2;-2,-16;-9;-10,-19;-11;-5,-26;-15;1,80525,2021-11-29
189,80791,,,,,80791,2021-11-29
190,80794,-15;-13;-9,-19;-13;-10,-25;-9;1,-24;-11;0,80794,2021-11-29
191,81054,,,,,81054,2021-11-29
192,81056,-14;-13;-8,-18;-12;-6,-22;-11;-2,-19;-4;-1,81056,2021-11-29
193,81324,,,,,81324,2021-11-29
194,81326,-23;-5;2,-11;-8;-9,-26;-12;-1,-10;-9;0,81326,2021-11-29
195,81593,,,,,81593,2021-11-29
196,81595,-20;-11;-8,-19;-12;-7,-22;-8;3,-21;-4;1,81595,2021-11-29
197,81855,,,,,81855,2021-11-29
198,81862,-20;-5;-6,-23;-2;3,-25;-7;0,-23;-6;-2,81862,2021-11-29
199,82124,,,,,82124,2021-11-29
200,82126,-24;-12;3,-26;-12;0,-18;-8;-6,-20;-4;3,82126,2021-11-29
201,82386,,,,,82386,2021-11-29
202,82388,-16;-10;-6,-11;-13;-12,-19;-4;-6,-22;-9;-4,82388,2021-11-29
203,82657,,,,,82657,2021-11-29
204,82659,-22;-7;-1,-20;-8;-5,-25;-3;-7,-22;-10;-10,82659,2021-11-29
205,82925,,,,,82925,2021-11-29
206,82928,-16;-6;-21,-23;-2;-4,-11;-9;-19,-24;-3;-1,82928,2021-11-29
207,83190,,,,,83190,2021-11-29
208,83197,-12;-9;-16,-17;-6;-6,-19;-4;-3,-13;-12;-11,83197,2021-11-29
209,83460,,,,,83460,2021-11-29
210,83463,-19;-6;-8,-23;-1;-4,-23;4;-7,-26;-2;-4,83463,2021-11-29
211,83728,,,,,83728,2021-11-29
212,83736,-19;-6;-5,-18;-3;-6,-9;-4;-11,-13;-11;-7,83736,2021-11-29
213,84005,,,,,84005,2021-11-29
214,84008,-14;-6;-3,-16;-7;-5,-6;-11;-3,-5;-12;-6,84008,2021-11-29
215,84273,,,,,84273,2021-11-29
216,84276,-15;-11;-8,-9;-5;-14,-10;-8;-8,-8;-9;-8,84276,2021-11-29
217,84548,,,,,84548,2021-11-29
218,84550,-9;-9;-2,-9;-5;-2,-13;-7;-6,-13;-13;0,84550,2021-11-29
219,84830,,,,,84830,2021-11-29
220,84833,-17;-6;0,-7;-2;-1,-11;-4;-1,-11;-4;2,84833,2021-11-29
221,85113,,,,,85113,2021-11-29
222,85116,-3;-10;-4,-3;-3;-9,-9;-1;-9,-9;2;-9,85116,2021-11-29
223,85386,,,,,85386,2021-11-29
224,85389,-10;6;-3,-10;0;-10,-10;1;-8,-7;-1;-13,85389,2021-11-29
225,85666,,,,,85666,2021-11-29
226,85669,-5;-4;-6,-4;-3;-4,-5;-3;-6,-6;-5;-6,85669,2021-11-29
227,85937,,,,,85937,2021-11-29
228,85940,-6;0;0,-4;-17;-2,-4;-7;-5,-8;-7;-6,85940,2021-11-29
229,86212,,,,,86212,2021-11-29
230,86221,-7;-4;-7,-4;-6;-7,-7;-3;-1,0;-4;-7,86221,2021-11-29
231,86487,,,,,86487,2021-11-29
232,86490,-4;-1;-6,-6;-7;0,-5;-9;-1,-2;-6;-6,86490,2021-11-29
233,86768,,,,,86768,2021-11-29
234,86795,0;-3;-4,-4;-1;1,-2;-9;1,0;-9;-1,86795,2021-11-29
235,87063,,,,,87063,2021-11-29
236,87065,4;-9;-7,-6;-12;-1,-5;-11;0,-6;-8;-2,87065,2021-11-29
237,87335,,,,,87335,2021-11-29
238,87339,-1;-17;-2,-4;-17;-9,-3;-11;-7,0;-8;-2,87339,2021-11-29
239,87619,,,,,87619,2021-11-29
240,87622,-3;-9;0,-3;-7;1,-4;-12;5,1;-16;-12,87622,2021-11-29
241,87888,,,,,87888,2021-11-29
242,87891,-3;-10;-5,0;-9;-2,-4;-6;-7,-3;-4;-11,87891,2021-11-29
243,88168,,,,,88168,2021-11-29
244,88171,-2;-6;-1,1;-8;-1,-4;-10;1,0;-10;-3,88171,2021-11-29
245,88438,,,,,88438,2021-11-29
246,88441,-5;-5;-1,-2;-5;-7,-3;-7;-13,-4;-7;-10,88441,2021-11-29
247,88709,,,,,88709,2021-11-29
248,88717,-2;-5;-3,-1;-5;-6,-3;-11;-2,-3;-14;-3,88717,2021-11-29
249,88989,,,,,88989,2021-11-29
250,88992,1;-16;-1,-3;-7;0,-4;-9;-2,1;-11;0,88992,2021-11-29
251,89265,,,,,89265,2021-11-29
252,89272,0;-9;0,0;-7;0,0;-8;-4,-1;-10;-4,89272,2021-11-29
253,89539,,,,,89539,2021-11-29
254,89542,-2;-8;2,1;-10;-6,2;-1;-5,7;-8;3,89542,2021-11-29
255,89802,,,,,89802,2021-11-29
256,89805,1;-10;6,-1;-11;1,0;-9;-2,-1;-6;0,89805,2021-11-29
257,90079,,,,,90079,2021-11-29
258,90081,3;-6;2,0;-8;3,1;-8;2,1;-15;3,90081,2021-11-29
259,90362,,,,,90362,2021-11-29
260,90365,3;-8;2,2;-4;0,1;-1;0,3;-9;-4,90365,2021-11-29
261,90633,,,,,90633,2021-11-29
262,90636,1;-9;0,6;-10;-3,1;-4;5,0;-9;1,90636,2021-11-29
263,90903,,,,,90903,2021-11-29
264,90906,4;-10;2,6;-9;4,3;-9;1,1;-9;6,90906,2021-11-29
265,91180,,,,,91180,2021-11-29
266,91188,5;-10;-3,2;-5;0,0;-10;6,2;-9;42,91188,2021-11-29
267,91463,,,,,91463,2021-11-29
268,91466,1;-17;23,0;1;7,7;-11;-5,6;-16;-14,91466,2021-11-29
269,91734,,,,,91734,2021-11-29
270,91737,6;-7;-8,6;-7;1,4;-15;1,2;-4;1,91737,2021-11-29
271,92006,,,,,92006,2021-11-29
272,92008,3;-10;4,3;-13;6,3;-7;3,0;-8;6,92008,2021-11-29
273,92281,,,,,92281,2021-11-29
274,92284,-2;-10;4,2;-9;-1,-1;-7;4,0;-12;2,92284,2021-11-29
275,92556,,,,,92556,2021-11-29
276,92558,-2;-8;4,-1;-7;3,-1;-11;0,0;-11;-1,92558,2021-11-29
277,92833,,,,,92833,2021-11-29
278,92836,2;-6;1,1;-10;2,0;-11;4,0;-12;2,92836,2021-11-29
279,93100,,,,,93100,2021-11-29
280,93107,0;-7;1,0;-5;-1,0;-10;-1,1;-8;1,93107,2021-11-29
281,93369,,,,,93369,2021-11-29
282,93371,4;-8;5,4;-11;0,3;-8;5,0;-9;4,93371,2021-11-29
283,93644,,,,,93644,2021-11-29
284,93652,-15;6;-1,20;-43;-8,2;-6;0,0;-13;1,93652,2021-11-29
285,93920,,,,,93920,2021-11-29
286,93922,-7;-2;34,2;-8;3,-2;-15;9,0;-7;7,93922,2021-11-29
287,94188,,,,,94188,2021-11-29
288,94191,0;-6;2,4;-7;2,0;-10;0,0;-7;0,94191,2021-11-29
289,94470,,,,,94470,2021-11-29
290,94472,3;-9;1,3;-8;3,0;-10;1,2;-9;0,94472,2021-11-29
291,94739,,,,,94739,2021-11-29
292,94742,4;-9;0,2;-11;-5,-2;-10;1,2;-8;1,94742,2021-11-29
293,95014,,,,,95014,2021-11-29
294,95016,0;-9;2,0;-11;5,1;-9;2,0;-13;2,95016,2021-11-29
295,95284,,,,,95284,2021-11-29
296,95286,0;-7;-2,1;-9;3,2;-9;2,0;-10;3,95286,2021-11-29
297,95556,,,,,95556,2021-11-29
298,95563,0;-5;-3,3;-5;0,4;-8;-4,1;-7;0,95563,2021-11-29
299,95827,,,,,95827,2021-11-29
300,95830,0;-8;0,3;-7;-4,0;-10;0,4;-13;1,95830,2021-11-29
301,96104,,,,,96104,2021-11-29
302,96107,0;-10;2,3;-3;0,0;-11;2,6;-10;12,96107,2021-11-29
303,96422,,,,,96422,2021-11-29
304,96424,0;-11;8,11;-27;9,13;-7;9,-1;-11;6,96424,2021-11-29
305,96694,,,,,96694,2021-11-29
306,96697,15;-11;5,16;5;1,6;-17;11,-6;-11;-15,96697,2021-11-29
307,96967,,,,,96967,2021-11-29
308,96970,1;-9;-3,1;-12;-2,0;-14;4,1;-11;-1,96970,2021-11-29
309,97244,,,,,97244,2021-11-29
310,97246,3;-8;-2,0;-7;8,-7;-17;19,2;4;5,97246,2021-11-29
311,97518,,,,,97518,2021-11-29
312,97520,1;4;3,7;-4;-8,-11;1;13,-5;-8;0,97520,2021-11-29
313,97785,,,,,97785,2021-11-29
314,97787,-5;-4;0,-3;-6;0,0;-4;3,1;-3;3,97787,2021-11-29
315,98061,,,,,98061,2021-11-29
316,98069,2;-5;1,0;-5;2,2;-3;0,1;-8;6,98069,2021-11-29
317,98336,,,,,98336,2021-11-29
318,98339,0;-13;3,0;-11;4,0;-6;3,2;-6;0,98339,2021-11-29
319,98606,,,,,98606,2021-11-29
320,98608,0;-14;0,8;-13;1,3;-5;-3,1;-12;0,98608,2021-11-29
321,98882,,,,,98882,2021-11-29
322,98885,4;-9;2,3;-12;5,1;-13;4,5;-11;0,98885,2021-11-29
323,99149,,,,,99149,2021-11-29
324,99151,2;-12;0,7;-7;0,6;-5;0,8;-8;-2,99151,2021-11-29
325,99423,,,,,99423,2021-11-29
326,99426,8;-13;5,10;-5;3,9;-5;2,11;-8;0,99426,2021-11-29
327,99687,,,,,99687,2021-11-29
328,99690,8;-4;0,7;-7;0,10;-11;-1,8;-15;-1,99690,2021-11-29
329,99963,,,,,99963,2021-11-29
330,99972,6;-14;-3,8;-10;-3,6;-11;-5,8;-12;-6,99972,2021-11-29
331,100245,,,,,100245,2021-11-29
332,100248,5;-13;-1,5;-15;0,5;-13;-1,3;-12;-3,100248,2021-11-29
333,100523,,,,,100523,2021-11-29
334,100530,3;-15;4,4;-13;0,5;-19;-1,4;-12;0,100530,2021-11-29
335,100802,,,,,100802,2021-11-29
336,100805,7;-13;3,5;-15;3,4;-20;0,3;-14;2,100805,2021-11-29
337,101074,,,,,101074,2021-11-29
338,101076,6;-14;1,6;-13;2,5;-12;3,11;-14;4,101076,2021-11-29
339,101346,,,,,101346,2021-11-29
340,101349,8;-14;0,6;-16;0,5;-10;3,5;-15;5,101349,2021-11-29
341,101614,,,,,101614,2021-11-29
342,101617,7;-13;6,8;-13;6,10;-14;0,7;-19;5,101617,2021-11-29
343,101892,,,,,101892,2021-11-29
344,101895,9;-15;3,8;-9;-5,10;-5;0,10;-12;3,101895,2021-11-29
345,102165,,,,,102165,2021-11-29
346,102168,9;-10;6,11;-5;3,11;-7;1,12;-9;1,102168,2021-11-29
347,102441,,,,,102441,2021-11-29
348,102444,10;-10;0,9;-3;0,12;-2;1,10;-3;-1,102444,2021-11-29
349,102724,,,,,102724,2021-11-29
350,102727,9;-6;1,8;-3;0,10;1;0,12;-1;5,102727,2021-11-29
351,102996,,,,,102996,2021-11-29
352,103000,11;-3;0,9;0;3,9;-1;2,10;-4;1,103000,2021-11-29
353,103266,,,,,103266,2021-11-29
354,103269,13;-1;3,13;2;2,10;-4;8,15;0;4,103269,2021-11-29
355,103546,,,,,103546,2021-11-29
356,103549,14;1;3,14;0;4,14;-2;1,12;-3;4,103549,2021-11-29
357,103824,,,,,103824,2021-11-29
358,103827,13;1;4,12;-1;5,18;0;5,13;0;4,103827,2021-11-29
359,104092,,,,,104092,2021-11-29
360,104099,12;-3;4,11;0;2,11;-1;5,12;-2;1,104099,2021-11-29
361,104367,,,,,104367,2021-11-29
362,104370,13;-2;2,11;0;1,13;-3;4,9;0;0,104370,2021-11-29
363,104643,,,,,104643,2021-11-29
364,104651,8;-2;2,10;-2;0,9;-4;2,9;-5;1,104651,2021-11-29
365,104918,,,,,104918,2021-11-29
366,104921,9;-3;1,6;-2;2,6;-3;4,6;-2;2,104921,2021-11-29
367,105187,,,,,105187,2021-11-29
368,105190,8;-3;4,9;-3;2,11;-5;3,10;-3;2,105190,2021-11-29
369,105462,,,,,105462,2021-11-29
370,105464,12;-8;0,9;-4;3,8;-3;2,9;-6;2,105464,2021-11-29
371,105732,,,,,105732,2021-11-29
372,105735,14;-3;1,13;-3;0,13;-5;1,12;0;3,105735,2021-11-29
373,106006,,,,,106006,2021-11-29
374,106009,12;-3;1,12;-5;2,11;-2;3,9;-1;4,106009,2021-11-29
375,106281,,,,,106281,2021-11-29
376,106285,12;-2;3,14;-1;3,15;-3;2,16;-5;3,106285,2021-11-29
377,106557,,,,,106557,2021-11-29
378,106560,19;-4;1,19;-2;3,18;-3;5,18;-4;6,106560,2021-11-29
379,106826,,,,,106826,2021-11-29
380,106828,20;-3;4,19;-3;4,17;-4;5,16;-4;3,106828,2021-11-29
381,107110,,,,,107110,2021-11-29
382,107112,14;-3;4,15;-5;2,13;-5;2,14;-3;3,107112,2021-11-29
383,107383,,,,,107383,2021-11-29
384,107385,13;-3;5,15;-1;2,14;-3;2,14;-3;1,107385,2021-11-29
385,107656,,,,,107656,2021-11-29
386,107663,13;-3;5,13;-4;3,11;-3;2,9;-3;2,107663,2021-11-29
387,107933,,,,,107933,2021-11-29
388,107935,8;-2;1,8;-2;3,6;-2;1,8;-2;0,107935,2021-11-29
389,108204,,,,,108204,2021-11-29
390,108212,7;-2;2,7;-2;2,5;-4;1,6;-2;0,108212,2021-11-29
391,108483,,,,,108483,2021-11-29
392,108486,4;-3;2,2;-3;0,-1;-2;1,0;-2;0,108486,2021-11-29
393,108759,,,,,108759,2021-11-29
394,108761,3;-2;0,1;-2;-2,-1;-5;0,-1;-2;2,108761,2021-11-29
395,109021,,,,,109021,2021-11-29
396,109024,1;-2;0,0;-2;2,0;-3;1,0;-4;-1,109024,2021-11-29
397,109291,,,,,109291,2021-11-29
398,109294,1;-3;-1,0;-2;1,0;-3;1,1;-2;0,109294,2021-11-29
399,109565,,,,,109565,2021-11-29
400,109568,0;-2;0,0;-4;0,0;-3;0,0;-1;1,109568,2021-11-29
401,109834,,,,,109834,2021-11-29
402,109837,0;-3;3,0;-3;0,0;-5;0,-1;-3;1,109837,2021-11-29
403,110115,,,,,110115,2021-11-29
404,110118,2;-4;0,1;-4;0,0;-3;0,0;-3;0,110118,2021-11-29
405,110385,,,,,110385,2021-11-29
406,110388,0;-3;1,0;-2;0,0;-2;1,1;-4;-1,110388,2021-11-29
407,110660,,,,,110660,2021-11-29
408,110668,0;-2;0,0;-3;1,0;-3;0,0;-3;0,110668,2021-11-29
409,110932,,,,,110932,2021-11-29
410,110935,0;-4;1,0;-2;1,0;-2;2,0;-3;0,110935,2021-11-29
411,111198,,,,,111198,2021-11-29
412,111206,1;-5;0,1;-2;0,0;-1;0,0;-4;-1,111206,2021-11-29
413,111482,,,,,111482,2021-11-29
414,111484,0;-2;1,0;-3;-1,0;-2;0,1;-5;0,111484,2021-11-29
415,111754,,,,,111754,2021-11-29
416,111757,0;-3;0,1;-1;1,1;-3;0,0;-2;0,111757,2021-11-29
417,112034,,,,,112034,2021-11-29
418,112037,1;-3;3,0;-3;-2,0;-2;0,0;-2;2,112037,2021-11-29
419,112301,,,,,112301,2021-11-29
420,112303,1;-1;0,1;-4;2,0;-1;1,1;-4;-1,112303,2021-11-29
421,112574,,,,,112574,2021-11-29
422,112577,0;-4;1,0;-4;0,1;-3;0,0;-2;1,112577,2021-11-29
423,112852,,,,,112852,2021-11-29
424,112855,0;-1;1,0;-5;2,0;-4;0,1;-2;0,112855,2021-11-29
425,113125,,,,,113125,2021-11-29
426,113128,1;-6;-2,0;-3;0,-1;-4;0,0;-4;3,113128,2021-11-29
427,113401,,,,,113401,2021-11-29
428,113403,0;-4;0,0;-5;0,0;-2;-1,0;-2;1,113403,2021-11-29
429,113664,,,,,113664,2021-11-29
430,113689,0;-3;0,0;-2;0,1;-4;1,0;-4;0,113689,2021-11-29
431,113952,,,,,113952,2021-11-29
432,113954,0;-2;-1,0;-5;-3,0;-3;0,0;-3;1,113954,2021-11-29
