,index,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
38,50161,0;0;0,-1;0;0,-1;0;0,0;0;1,50161,23,2021-11-18
39,50422,,,,,50422,23,2021-11-18
40,50424,0;0;1,0;0;0,0;0;2,0;0;0,50424,23,2021-11-18
41,50684,,,,,50684,23,2021-11-18
42,50691,0;1;-1,0;0;0,0;0;0,1;0;0,50691,23,2021-11-18
43,50954,,,,,50954,23,2021-11-18
44,50956,0;0;0,0;0;0,0;0;1,0;0;-1,50956,23,2021-11-18
45,51223,,,,,51223,23,2021-11-18
46,51225,0;-1;0,0;0;-2,0;0;-1,0;-1;0,51225,23,2021-11-18
47,51492,,,,,51492,23,2021-11-18
48,51494,0;-1;0,-1;0;0,0;0;-2,-1;0;-2,51494,23,2021-11-18
49,51768,,,,,51768,23,2021-11-18
50,51770,1;0;0,0;-1;-1,0;0;0,-1;0;-1,51770,23,2021-11-18
51,52038,,,,,52038,23,2021-11-18
52,52040,0;-1;-1,0;0;-1,1;-1;0,1;0;0,52040,23,2021-11-18
53,52311,,,,,52311,23,2021-11-18
54,52314,1;-1;0,0;-2;0,0;0;-3,0;0;1,52314,23,2021-11-18
55,52574,,,,,52574,23,2021-11-18
56,52576,-1;0;0,0;0;-2,0;0;0,0;0;0,52576,23,2021-11-18
57,52838,,,,,52838,23,2021-11-18
58,52846,0;-1;0,0;0;0,1;0;0,-1;0;0,52846,23,2021-11-18
59,53112,,,,,53112,23,2021-11-18
60,53114,1;0;0,0;0;-1,0;0;-1,-1;0;0,53114,23,2021-11-18
61,53374,,,,,53374,23,2021-11-18
62,53378,0;0;0,0;-1;-1,0;0;1,0;0;1,53378,23,2021-11-18
63,53638,,,,,53638,23,2021-11-18
64,53640,-1;0;0,0;0;0,0;1;0,0;2;0,53640,23,2021-11-18
65,53900,,,,,53900,23,2021-11-18
66,53902,0;0;0,0;0;0,0;0;0,0;0;-2,53902,23,2021-11-18
67,54170,,,,,54170,23,2021-11-18
68,54178,0;-1;-1,0;0;1,-1;0;1,0;0;2,54178,23,2021-11-18
69,54447,,,,,54447,23,2021-11-18
70,54449,0;-1;0,0;0;0,0;0;0,0;1;0,54449,23,2021-11-18
71,54714,,,,,54714,23,2021-11-18
72,54716,0;0;0,-1;0;0,0;1;1,0;0;0,54716,23,2021-11-18
73,54988,,,,,54988,23,2021-11-18
74,54990,0;0;0,0;0;0,0;0;-2,0;0;0,54990,23,2021-11-18
75,55251,,,,,55251,23,2021-11-18
76,55254,-2;1;-2,0;-1;-1,-2;1;-3,0;0;-1,55254,23,2021-11-18
77,55515,,,,,55515,23,2021-11-18
78,55517,0;0;1,0;0;0,0;0;0,-1;1;-1,55517,23,2021-11-18
79,55784,,,,,55784,23,2021-11-18
80,55786,0;0;0,0;0;1,0;0;0,0;0;0,55786,23,2021-11-18
81,56054,,,,,56054,23,2021-11-18
82,56057,1;0;0,1;-1;0,0;0;1,1;0;0,56057,23,2021-11-18
83,56334,,,,,56334,23,2021-11-18
84,56337,0;0;0,0;0;0,0;0;0,0;0;1,56337,23,2021-11-18
85,56601,,,,,56601,23,2021-11-18
86,56604,0;0;-1,-1;0;0,-1;0;0,0;0;-1,56604,23,2021-11-18
87,56868,,,,,56868,23,2021-11-18
88,56878,0;-1;0,0;0;0,0;0;1,0;0;2,56878,23,2021-11-18
89,57152,,,,,57152,23,2021-11-18
90,57154,0;0;1,0;0;0,-1;0;0,0;0;1,57154,23,2021-11-18
91,57419,,,,,57419,23,2021-11-18
92,57422,0;0;0,0;0;-1,1;0;-1,0;0;1,57422,23,2021-11-18
93,57694,,,,,57694,23,2021-11-18
94,57696,-2;2;-1,-1;0;-2,0;0;-2,-1;1;-2,57696,23,2021-11-18
95,57968,,,,,57968,23,2021-11-18
96,57971,0;-1;-2,0;-1;-1,-1;1;0,0;0;0,57971,23,2021-11-18
97,58231,,,,,58231,23,2021-11-18
98,58255,0;0;0,0;0;-2,0;0;1,0;2;-1,58255,23,2021-11-18
99,58519,,,,,58519,23,2021-11-18
100,58522,0;-1;0,0;1;0,0;1;0,0;0;1,58522,23,2021-11-18
101,58788,,,,,58788,23,2021-11-18
102,58791,-1;0;0,0;0;0,0;0;0,-1;0;0,58791,23,2021-11-18
103,59070,,,,,59070,23,2021-11-18
104,59072,0;-1;0,0;1;1,-1;0;0,1;1;0,59072,23,2021-11-18
105,59332,,,,,59332,23,2021-11-18
106,59335,0;0;0,-1;-1;0,0;0;0,-1;0;0,59335,23,2021-11-18
107,59614,,,,,59614,23,2021-11-18
108,59617,0;0;1,-1;0;0,0;0;0,0;0;0,59617,23,2021-11-18
109,59889,,,,,59889,23,2021-11-18
110,59892,0;0;0,0;0;0,0;0;-1,0;0;1,59892,23,2021-11-18
111,60160,,,,,60160,23,2021-11-18
112,60167,0;0;0,-1;-1;0,0;0;-2,-1;1;0,60167,23,2021-11-18
113,60434,,,,,60434,23,2021-11-18
114,60436,-1;0;0,0;1;1,0;0;0,0;0;-1,60436,23,2021-11-18
115,60708,,,,,60708,23,2021-11-18
116,60711,0;-1;1,1;0;1,0;0;0,0;0;1,60711,23,2021-11-18
117,60985,,,,,60985,23,2021-11-18
118,60987,0;0;0,0;0;-1,-1;0;-1,0;0;-1,60987,23,2021-11-18
119,61253,,,,,61253,23,2021-11-18
120,61256,1;0;-1,0;0;-1,-1;0;-1,0;0;-2,61256,23,2021-11-18
121,61531,,,,,61531,23,2021-11-18
122,61538,0;0;0,0;0;0,0;1;0,0;0;0,61538,23,2021-11-18
123,61799,,,,,61799,23,2021-11-18
124,61802,0;0;-1,0;0;0,-1;-1;0,0;0;-3,61802,23,2021-11-18
125,62072,,,,,62072,23,2021-11-18
126,62081,-1;0;1,-1;0;1,0;0;0,0;0;2,62081,23,2021-11-18
127,62356,,,,,62356,23,2021-11-18
128,62359,1;0;0,2;-1;0,0;0;0,0;0;0,62359,23,2021-11-18
129,62623,,,,,62623,23,2021-11-18
130,62626,0;0;-1,-1;0;-1,0;0;0,-1;0;-1,62626,23,2021-11-18
131,62900,,,,,62900,23,2021-11-18
132,62902,1;-1;1,-1;-2;-1,0;0;-1,0;0;0,62902,23,2021-11-18
133,63173,,,,,63173,23,2021-11-18
134,63176,-1;1;-1,0;0;1,0;-2;0,0;0;-1,63176,23,2021-11-18
135,63436,,,,,63436,23,2021-11-18
136,63444,0;0;0,0;1;0,0;0;0,0;0;0,63444,23,2021-11-18
137,63712,,,,,63712,23,2021-11-18
138,63714,0;0;-1,0;0;0,-1;0;1,0;0;1,63714,23,2021-11-18
139,63974,,,,,63974,23,2021-11-18
140,63977,-1;0;-1,0;1;0,0;0;0,0;0;-2,63977,23,2021-11-18
141,64239,,,,,64239,23,2021-11-18
142,64242,0;-1;1,0;1;1,-1;0;0,0;0;1,64242,23,2021-11-18
143,64513,,,,,64513,23,2021-11-18
144,64515,0;-1;0,0;0;0,0;0;1,0;0;-1,64515,23,2021-11-18
145,64781,,,,,64781,23,2021-11-18
146,64784,0;0;-2,0;0;-1,0;0;1,0;1;0,64784,23,2021-11-18
147,65061,,,,,65061,23,2021-11-18
148,65063,1;0;0,0;0;1,0;0;0,0;0;0,65063,23,2021-11-18
149,65327,,,,,65327,23,2021-11-18
150,65334,0;0;0,0;-2;0,0;0;0,-1;0;0,65334,23,2021-11-18
151,65601,,,,,65601,23,2021-11-18
152,65604,0;0;0,0;0;-1,1;0;-2,0;0;3,65604,23,2021-11-18
153,65870,,,,,65870,23,2021-11-18
154,65873,0;0;0,-1;-1;-1,-1;0;1,0;0;-1,65873,23,2021-11-18
155,66146,,,,,66146,23,2021-11-18
156,66148,-1;0;0,0;0;0,0;0;-1,-1;0;0,66148,23,2021-11-18
157,66414,,,,,66414,23,2021-11-18
158,66417,-1;-1;0,0;0;0,0;0;0,0;0;0,66417,23,2021-11-18
159,66681,,,,,66681,23,2021-11-18
160,66689,0;-1;0,0;0;0,-1;0;0,0;0;0,66689,23,2021-11-18
161,66964,,,,,66964,23,2021-11-18
162,66967,0;0;0,0;0;1,0;1;0,0;1;-2,66967,23,2021-11-18
163,67229,,,,,67229,23,2021-11-18
164,67237,-1;0;-1,0;1;0,0;0;1,0;0;2,67237,23,2021-11-18
165,67504,,,,,67504,23,2021-11-18
166,67506,0;0;0,0;0;0,0;0;0,0;0;1,67506,23,2021-11-18
167,67772,,,,,67772,23,2021-11-18
168,67775,-2;0;-1,0;0;-1,0;-1;0,0;0;-1,67775,23,2021-11-18
169,68048,,,,,68048,23,2021-11-18
170,68051,0;-1;0,0;0;0,0;0;-1,0;0;-1,68051,23,2021-11-18
171,68317,,,,,68317,23,2021-11-18
172,68319,0;0;0,-2;0;1,0;0;0,0;0;0,68319,23,2021-11-18
173,68586,,,,,68586,23,2021-11-18
174,68594,-1;0;-1,0;0;0,0;0;-1,0;0;0,68594,23,2021-11-18
175,68869,,,,,68869,23,2021-11-18
176,68871,0;-1;-1,0;0;0,1;0;0,0;1;-1,68871,23,2021-11-18
177,69150,,,,,69150,23,2021-11-18
178,69153,-1;0;-2,0;0;-2,0;0;-4,0;0;-1,69153,23,2021-11-18
179,69430,,,,,69430,23,2021-11-18
180,69433,-1;-1;0,0;1;-1,1;0;1,0;1;-1,69433,23,2021-11-18
181,69693,,,,,69693,23,2021-11-18
182,69696,-2;0;-1,-1;1;0,0;0;0,0;-1;-1,69696,23,2021-11-18
183,69974,,,,,69974,23,2021-11-18
184,69977,1;0;1,0;0;0,0;-1;0,0;0;0,69977,23,2021-11-18
185,70256,,,,,70256,23,2021-11-18
186,70259,0;0;0,0;0;0,0;-1;0,0;0;0,70259,23,2021-11-18
187,70519,,,,,70519,23,2021-11-18
188,70526,0;0;0,0;0;0,0;0;1,0;0;0,70526,23,2021-11-18
189,70794,,,,,70794,23,2021-11-18
190,70797,0;0;0,0;0;0,0;0;-2,0;1;-1,70797,23,2021-11-18
191,71060,,,,,71060,23,2021-11-18
192,71063,-2;0;0,0;0;0,-1;0;-1,0;-1;0,71063,23,2021-11-18
193,71342,,,,,71342,23,2021-11-18
194,71344,0;0;0,-1;0;0,0;1;0,-1;0;-1,71344,23,2021-11-18
195,71608,,,,,71608,23,2021-11-18
196,71611,0;0;0,1;0;0,0;-2;3,-1;0;1,71611,23,2021-11-18
197,71885,,,,,71885,23,2021-11-18
198,71888,-1;0;0,0;0;-1,0;0;0,-1;0;-2,71888,23,2021-11-18
199,72160,,,,,72160,23,2021-11-18
200,72163,0;1;-1,1;1;0,0;0;0,1;-1;1,72163,23,2021-11-18
201,72434,,,,,72434,23,2021-11-18
202,72442,-2;0;-2,0;0;-2,0;1;0,0;-1;-1,72442,23,2021-11-18
203,72708,,,,,72708,23,2021-11-18
204,72711,-1;0;-1,-2;0;-3,0;0;0,0;0;-1,72711,23,2021-11-18
205,72971,,,,,72971,23,2021-11-18
206,72974,0;-1;-2,-1;0;-2,2;0;-1,-1;0;0,72974,23,2021-11-18
207,73234,,,,,73234,23,2021-11-18
208,73237,-1;0;-2,-2;0;-1,0;-2;1,0;0;0,73237,23,2021-11-18
209,73499,,,,,73499,23,2021-11-18
210,73501,0;-1;-1,0;0;1,0;1;-1,-1;0;-3,73501,23,2021-11-18
211,73773,,,,,73773,23,2021-11-18
212,73781,0;0;0,0;0;-2,0;0;-2,2;-1;0,73781,23,2021-11-18
213,74048,,,,,74048,23,2021-11-18
214,74051,0;0;-1,1;0;-3,0;0;-2,0;-2;0,74051,23,2021-11-18
215,74319,,,,,74319,23,2021-11-18
216,74327,1;0;0,-1;0;-1,0;-2;-2,1;0;0,74327,23,2021-11-18
217,74599,,,,,74599,23,2021-11-18
218,74602,0;0;-1,-2;0;-3,-1;0;-1,0;0;0,74602,23,2021-11-18
219,74873,,,,,74873,23,2021-11-18
220,74875,0;0;0,0;0;-3,0;0;-1,0;-1;0,74875,23,2021-11-18
221,75154,,,,,75154,23,2021-11-18
222,75157,0;-2;-1,0;1;-2,0;0;-1,0;0;0,75157,23,2021-11-18
223,75423,,,,,75423,23,2021-11-18
224,75425,0;0;0,-2;-1;1,0;0;0,0;0;0,75425,23,2021-11-18
225,75705,,,,,75705,23,2021-11-18
226,75712,0;1;-2,0;0;0,0;1;1,0;0;-2,75712,23,2021-11-18
227,75974,,,,,75974,23,2021-11-18
228,75976,-1;0;0,-1;0;-2,0;-2;-1,0;-1;0,75976,23,2021-11-18
229,76239,,,,,76239,23,2021-11-18
230,76241,0;0;-1,0;1;-2,0;0;0,0;2;-1,76241,23,2021-11-18
231,76512,,,,,76512,23,2021-11-18
232,76515,0;0;0,0;0;0,0;0;0,1;0;1,76515,23,2021-11-18
233,76788,,,,,76788,23,2021-11-18
234,76790,-1;2;-2,0;0;-1,0;0;0,0;0;3,76790,23,2021-11-18
235,77059,,,,,77059,23,2021-11-18
236,77062,0;0;-1,0;0;1,0;0;-2,1;0;-1,77062,23,2021-11-18
237,77326,,,,,77326,23,2021-11-18
238,77329,0;0;-1,0;1;-1,0;0;-2,0;0;-1,77329,23,2021-11-18
239,77594,,,,,77594,23,2021-11-18
240,77602,0;1;1,0;-1;-2,0;1;-2,0;0;-3,77602,23,2021-11-18
241,77863,,,,,77863,23,2021-11-18
242,77867,0;0;0,0;-1;-2,0;1;-2,0;-1;-1,77867,23,2021-11-18
243,78133,,,,,78133,23,2021-11-18
244,78136,0;2;-1,1;-1;-3,0;1;-1,1;0;-1,78136,23,2021-11-18
245,78429,,,,,78429,23,2021-11-18
246,78432,0;0;0,0;0;-2,0;0;-3,0;0;-1,78432,23,2021-11-18
247,78696,,,,,78696,23,2021-11-18
248,78698,0;-1;0,0;-2;0,0;0;-1,0;-2;-2,78698,23,2021-11-18
249,78970,,,,,78970,23,2021-11-18
250,78973,0;0;1,0;0;1,0;0;-1,0;1;-1,78973,23,2021-11-18
251,79240,,,,,79240,23,2021-11-18
252,79243,0;0;1,0;2;-1,0;1;0,0;0;0,79243,23,2021-11-18
253,79503,,,,,79503,23,2021-11-18
254,79510,0;0;1,-1;0;-1,0;0;-3,0;1;-1,79510,23,2021-11-18
255,79773,,,,,79773,23,2021-11-18
256,79775,0;-1;1,0;1;0,0;2;-2,0;0;-3,79775,23,2021-11-18
257,80040,,,,,80040,23,2021-11-18
258,80044,1;0;1,0;0;-2,2;0;0,1;0;0,80044,23,2021-11-18
259,80311,,,,,80311,23,2021-11-18
260,80314,1;2;0,2;0;1,0;0;0,0;-2;1,80314,23,2021-11-18
261,80586,,,,,80586,23,2021-11-18
262,80588,-3;1;-1,-1;0;-1,0;0;0,2;0;2,80588,23,2021-11-18
263,80859,,,,,80859,23,2021-11-18
264,80861,-2;0;-3,0;2;0,0;0;0,0;-1;-1,80861,23,2021-11-18
265,81129,,,,,81129,23,2021-11-18
266,81131,0;2;-3,0;0;-1,0;1;0,1;0;0,81131,23,2021-11-18
267,81392,,,,,81392,23,2021-11-18
268,81400,-1;3;-2,0;2;-2,0;1;-1,1;0;0,81400,23,2021-11-18
269,81668,,,,,81668,23,2021-11-18
270,81671,-1;-1;-3,-1;2;-2,-1;0;-3,-1;0;-2,81671,23,2021-11-18
271,81943,,,,,81943,23,2021-11-18
272,81945,0;0;2,0;0;0,0;0;-2,0;-1;-1,81945,23,2021-11-18
273,82219,,,,,82219,23,2021-11-18
274,82222,0;0;1,1;0;2,-1;0;0,0;0;-1,82222,23,2021-11-18
275,82489,,,,,82489,23,2021-11-18
276,82492,0;0;1,0;1;1,0;-1;-2,1;-1;-4,82492,23,2021-11-18
277,82758,,,,,82758,23,2021-11-18
278,82766,2;0;3,0;1;1,0;0;0,0;0;0,82766,23,2021-11-18
279,83032,,,,,83032,23,2021-11-18
280,83035,0;0;1,1;0;0,1;0;1,2;1;1,83035,23,2021-11-18
281,83308,,,,,83308,23,2021-11-18
282,83315,-1;1;-4,1;0;-3,0;0;-1,0;-1;0,83315,23,2021-11-18
283,83589,,,,,83589,23,2021-11-18
284,83592,1;0;2,0;-1;0,1;-1;0,0;0;-2,83592,23,2021-11-18
285,83859,,,,,83859,23,2021-11-18
286,83861,0;1;1,0;0;3,0;0;1,2;1;3,83861,23,2021-11-18
287,84132,,,,,84132,23,2021-11-18
288,84135,0;-2;-1,-1;-1;-2,-1;0;-1,-1;0;-3,84135,23,2021-11-18
289,84408,,,,,84408,23,2021-11-18
290,84410,0;0;2,-2;2;-3,-2;1;-1,0;1;-4,84410,23,2021-11-18
291,84671,,,,,84671,23,2021-11-18
292,84678,1;1;1,0;0;1,0;0;0,0;0;1,84678,23,2021-11-18
293,84952,,,,,84952,23,2021-11-18
294,84955,0;1;-2,0;1;-2,0;0;-1,0;1;0,84955,23,2021-11-18
295,85221,,,,,85221,23,2021-11-18
296,85223,-1;1;-3,-1;1;-3,0;0;-1,-2;0;0,85223,23,2021-11-18
297,85489,,,,,85489,23,2021-11-18
298,85492,0;0;-1,-1;1;-1,1;0;-2,0;0;0,85492,23,2021-11-18
299,85758,,,,,85758,23,2021-11-18
300,85762,0;0;0,-1;0;-2,-1;1;-3,0;-2;0,85762,23,2021-11-18
301,86031,,,,,86031,23,2021-11-18
302,86033,1;0;0,1;0;0,0;0;-3,-1;0;-2,86033,23,2021-11-18
303,86298,,,,,86298,23,2021-11-18
304,86301,1;-1;0,0;0;0,0;0;3,0;0;-2,86301,23,2021-11-18
305,86573,,,,,86573,23,2021-11-18
306,86581,0;0;0,1;0;0,0;0;-2,0;2;4,86581,23,2021-11-18
307,86848,,,,,86848,23,2021-11-18
308,86850,0;0;-2,0;0;-1,2;0;0,0;2;0,86850,23,2021-11-18
309,87110,,,,,87110,23,2021-11-18
310,87113,-1;0;-1,0;0;0,0;0;1,0;1;2,87113,23,2021-11-18
311,87410,,,,,87410,23,2021-11-18
312,87413,0;0;-1,0;0;1,0;0;2,0;0;1,87413,23,2021-11-18
313,87673,,,,,87673,23,2021-11-18
314,87676,0;0;0,1;0;2,0;0;0,0;0;1,87676,23,2021-11-18
315,87945,,,,,87945,23,2021-11-18
316,87948,-1;0;-4,-1;2;-2,0;0;0,2;-2;1,87948,23,2021-11-18
317,88211,,,,,88211,23,2021-11-18
318,88214,-2;0;-2,0;1;-1,-1;0;-2,0;1;-3,88214,23,2021-11-18
319,88487,,,,,88487,23,2021-11-18
320,88495,1;0;3,0;0;1,1;-1;1,0;0;-1,88495,23,2021-11-18
321,88762,,,,,88762,23,2021-11-18
322,88764,1;1;1,1;1;1,1;0;0,1;-2;-1,88764,23,2021-11-18
323,89031,,,,,89031,23,2021-11-18
324,89034,0;1;0,1;0;0,2;1;0,1;0;2,89034,23,2021-11-18
325,89308,,,,,89308,23,2021-11-18
326,89310,0;0;-3,0;1;-2,0;1;0,0;0;0,89310,23,2021-11-18
327,89587,,,,,89587,23,2021-11-18
328,89590,0;0;0,-1;0;-1,0;0;-2,1;0;0,89590,23,2021-11-18
329,89850,,,,,89850,23,2021-11-18
330,89858,1;0;-3,0;0;-2,-1;0;-3,0;0;-2,89858,23,2021-11-18
331,90129,,,,,90129,23,2021-11-18
332,90131,0;0;1,0;1;2,0;0;0,-1;1;-3,90131,23,2021-11-18
333,90394,,,,,90394,23,2021-11-18
334,90403,0;0;0,0;0;1,0;1;0,0;0;1,90403,23,2021-11-18
335,90670,,,,,90670,23,2021-11-18
336,90672,0;1;0,0;0;1,0;0;0,0;0;0,90672,23,2021-11-18
337,90933,,,,,90933,23,2021-11-18
338,90935,0;1;0,0;0;0,1;0;0,0;1;2,90935,23,2021-11-18
339,91209,,,,,91209,23,2021-11-18
340,91212,-1;0;0,0;1;-1,0;0;0,0;2;2,91212,23,2021-11-18
341,91481,,,,,91481,23,2021-11-18
342,91483,0;0;-2,0;1;-3,0;0;-2,0;-1;0,91483,23,2021-11-18
343,91748,,,,,91748,23,2021-11-18
344,91756,0;0;2,0;0;-1,0;0;-1,0;-1;0,91756,23,2021-11-18
345,92028,,,,,92028,23,2021-11-18
346,92032,0;-1;0,1;0;1,1;0;0,0;0;-2,92032,23,2021-11-18
347,92291,,,,,92291,23,2021-11-18
348,92293,0;1;4,1;1;2,1;-1;1,0;0;0,92293,23,2021-11-18
349,92567,,,,,92567,23,2021-11-18
350,92570,0;1;0,0;0;0,0;0;1,1;0;2,92570,23,2021-11-18
351,92835,,,,,92835,23,2021-11-18
352,92838,0;0;0,-1;1;-1,-1;0;-1,-1;0;-2,92838,23,2021-11-18
353,93124,,,,,93124,23,2021-11-18
354,93127,0;0;0,0;1;2,-1;0;0,-2;0;-2,93127,23,2021-11-18
355,93392,,,,,93392,23,2021-11-18
356,93395,1;2;2,2;0;0,0;0;2,1;0;4,93395,23,2021-11-18
357,93667,,,,,93667,23,2021-11-18
358,93675,0;0;-2,0;0;-2,-1;0;-2,0;1;-2,93675,23,2021-11-18
359,93955,,,,,93955,23,2021-11-18
360,93957,0;0;1,0;0;-1,0;-1;-1,-1;0;-2,93957,23,2021-11-18
361,94219,,,,,94219,23,2021-11-18
362,94221,0;0;1,2;-2;3,0;1;1,2;0;0,94221,23,2021-11-18
363,94492,,,,,94492,23,2021-11-18
364,94495,0;0;-2,0;0;0,1;0;2,0;1;0,94495,23,2021-11-18
365,94757,,,,,94757,23,2021-11-18
366,94759,0;1;0,0;0;-1,1;0;0,1;1;1,94759,23,2021-11-18
367,95036,,,,,95036,23,2021-11-18
368,95038,-1;1;-2,0;0;-3,0;0;0,-1;0;-3,95038,23,2021-11-18
369,95314,,,,,95314,23,2021-11-18
370,95316,1;0;0,0;-1;0,0;0;-1,-1;2;-2,95316,23,2021-11-18
371,95582,,,,,95582,23,2021-11-18
372,95590,1;0;1,0;1;1,0;0;1,2;-1;0,95590,23,2021-11-18
373,95857,,,,,95857,23,2021-11-18
374,95860,1;0;0,-1;0;-1,0;0;0,1;0;2,95860,23,2021-11-18
375,96129,,,,,96129,23,2021-11-18
376,96131,0;0;-2,0;0;0,0;0;0,0;0;0,96131,23,2021-11-18
377,96400,,,,,96400,23,2021-11-18
378,96403,0;0;-3,0;1;-2,-1;0;-1,-1;0;-2,96403,23,2021-11-18
379,96669,,,,,96669,23,2021-11-18
380,96672,0;0;-2,0;1;-2,0;0;-1,0;1;0,96672,23,2021-11-18
381,96932,,,,,96932,23,2021-11-18
382,96941,0;0;0,0;0;-1,-1;0;-2,0;1;0,96941,23,2021-11-18
383,97208,,,,,97208,23,2021-11-18
384,97211,0;0;0,0;0;-1,0;0;-1,0;0;0,97211,23,2021-11-18
385,97483,,,,,97483,23,2021-11-18
386,97485,1;1;0,0;0;0,0;0;2,1;0;0,97485,23,2021-11-18
387,97758,,,,,97758,23,2021-11-18
388,97761,0;1;0,0;-1;0,0;0;0,1;0;1,97761,23,2021-11-18
389,98021,,,,,98021,23,2021-11-18
390,98024,1;0;2,1;1;0,1;1;1,1;1;1,98024,23,2021-11-18
391,98297,,,,,98297,23,2021-11-18
392,98300,-1;1;-1,0;0;-1,-1;0;-1,-2;1;-1,98300,23,2021-11-18
393,98571,,,,,98571,23,2021-11-18
394,98574,-1;-1;0,0;0;0,0;0;0,0;0;-2,98574,23,2021-11-18
395,98847,,,,,98847,23,2021-11-18
396,98854,1;0;0,0;1;1,0;1;1,1;0;1,98854,23,2021-11-18
397,99122,,,,,99122,23,2021-11-18
398,99125,0;0;-2,0;0;0,0;0;1,0;0;0,99125,23,2021-11-18
399,99398,,,,,99398,23,2021-11-18
400,99401,-1;0;-3,-1;2;-2,0;0;-2,-1;0;-1,99401,23,2021-11-18
401,99685,,,,,99685,23,2021-11-18
402,99688,1;0;-2,2;0;2,0;0;1,1;0;1,99688,23,2021-11-18
403,99948,,,,,99948,23,2021-11-18
404,99951,2;0;0,0;0;0,3;0;0,1;0;0,99951,23,2021-11-18
405,100224,,,,,100224,23,2021-11-18
406,100227,-1;1;-2,0;0;0,0;1;0,-1;1;0,100227,23,2021-11-18
407,100499,,,,,100499,23,2021-11-18
408,100502,0;0;0,0;0;0,-1;1;-2,0;0;0,100502,23,2021-11-18
409,100769,,,,,100769,23,2021-11-18
410,100777,0;1;3,0;0;1,0;0;0,0;0;0,100777,23,2021-11-18
411,101049,,,,,101049,23,2021-11-18
412,101052,-1;0;0,-1;0;0,1;0;1,-1;1;-2,101052,23,2021-11-18
413,101312,,,,,101312,23,2021-11-18
414,101319,0;0;1,0;2;1,0;0;0,1;0;2,101319,23,2021-11-18
415,101588,,,,,101588,23,2021-11-18
416,101591,0;0;2,-1;1;0,0;0;3,0;1;2,101591,23,2021-11-18
417,101858,,,,,101858,23,2021-11-18
418,101861,0;0;-2,0;1;-2,0;1;0,-1;-1;-1,101861,23,2021-11-18
419,102131,,,,,102131,23,2021-11-18
420,102134,0;0;-4,0;0;0,-1;0;0,0;1;0,102134,23,2021-11-18
421,102407,,,,,102407,23,2021-11-18
422,102410,1;0;0,0;0;0,0;0;-2,-1;1;-2,102410,23,2021-11-18
423,102686,,,,,102686,23,2021-11-18
424,102689,1;0;0,0;0;2,1;0;1,0;0;1,102689,23,2021-11-18
425,102951,,,,,102951,23,2021-11-18
426,102953,0;0;-1,0;0;1,0;0;0,0;0;1,102953,23,2021-11-18
427,103228,,,,,103228,23,2021-11-18
428,103236,0;0;0,0;1;0,0;0;0,-1;1;0,103236,23,2021-11-18
429,103507,,,,,103507,23,2021-11-18
430,103511,0;0;3,0;1;2,0;-1;0,-1;0;0,103511,23,2021-11-18
