,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
94,0;0;1,0;0;1,0;0;-1,0;0;0,63262,9,2021-10-27
95,,,,,63528,9,2021-10-27
96,0;-1;-1,0;-1;0,0;0;1,0;0;0,63532,9,2021-10-27
97,,,,,63792,9,2021-10-27
98,0;0;-2,1;0;0,0;0;0,0;0;1,63799,9,2021-10-27
99,,,,,64069,9,2021-10-27
100,1;-1;0,0;-1;0,0;0;0,0;0;0,64072,9,2021-10-27
101,,,,,64335,9,2021-10-27
102,0;0;0,1;0;0,0;0;0,-1;0;0,64338,9,2021-10-27
103,,,,,64605,9,2021-10-27
104,0;-1;1,0;0;0,0;0;0,0;0;0,64607,9,2021-10-27
105,,,,,64869,9,2021-10-27
106,0;1;1,0;0;0,0;0;1,0;0;2,64871,9,2021-10-27
107,,,,,65138,9,2021-10-27
108,0;0;0,1;1;0,0;0;0,-1;1;0,65145,9,2021-10-27
109,,,,,65422,9,2021-10-27
110,1;1;0,0;1;0,1;0;-1,0;0;0,65424,9,2021-10-27
111,,,,,65687,9,2021-10-27
112,0;0;1,0;0;0,0;0;1,0;0;0,65690,9,2021-10-27
113,,,,,65969,9,2021-10-27
114,1;0;0,0;0;0,0;0;0,0;0;0,65971,9,2021-10-27
115,,,,,66232,9,2021-10-27
116,0;0;0,0;1;0,0;0;0,0;0;0,66234,9,2021-10-27
117,,,,,66498,9,2021-10-27
118,0;0;0,0;0;-1,0;1;0,0;1;0,66500,9,2021-10-27
119,,,,,66769,9,2021-10-27
120,0;0;0,0;0;0,0;1;0,0;0;0,66772,9,2021-10-27
121,,,,,67033,9,2021-10-27
122,1;0;0,1;0;0,0;0;1,0;1;0,67035,9,2021-10-27
123,,,,,67307,9,2021-10-27
124,0;0;1,1;0;0,0;0;0,0;0;0,67310,9,2021-10-27
125,,,,,67570,9,2021-10-27
126,0;0;0,0;0;1,0;0;0,0;0;0,67573,9,2021-10-27
127,,,,,67850,9,2021-10-27
128,0;0;1,0;0;0,0;0;0,0;0;0,67853,9,2021-10-27
129,,,,,68114,9,2021-10-27
130,0;0;0,-1;0;1,0;0;0,1;0;0,68117,9,2021-10-27
131,,,,,68377,9,2021-10-27
132,0;0;0,0;0;1,0;0;-1,0;0;0,68386,9,2021-10-27
133,,,,,68646,9,2021-10-27
134,1;0;-1,0;0;0,1;0;0,0;0;0,68649,9,2021-10-27
135,,,,,68909,9,2021-10-27
136,0;0;-1,1;0;0,0;0;2,0;0;0,68911,9,2021-10-27
137,,,,,69177,9,2021-10-27
138,0;1;0,0;0;0,0;0;0,0;0;0,69180,9,2021-10-27
139,,,,,69440,9,2021-10-27
140,0;0;1,0;0;0,0;0;0,0;0;0,69443,9,2021-10-27
141,,,,,69703,9,2021-10-27
142,0;0;0,0;0;0,0;0;0,0;0;0,69711,9,2021-10-27
143,,,,,69972,9,2021-10-27
144,0;1;0,-1;-1;0,0;0;0,0;0;1,69975,9,2021-10-27
145,,,,,70236,9,2021-10-27
146,1;0;0,0;1;1,0;0;0,0;0;0,70238,9,2021-10-27
147,,,,,70504,9,2021-10-27
148,0;0;0,0;-1;1,1;0;0,-1;0;0,70507,9,2021-10-27
149,,,,,70767,9,2021-10-27
150,0;0;0,0;0;1,0;0;0,0;0;0,70770,9,2021-10-27
151,,,,,71029,9,2021-10-27
152,0;0;0,0;0;0,0;0;0,0;0;0,71037,9,2021-10-27
153,,,,,71299,9,2021-10-27
154,0;0;0,0;0;0,0;0;0,0;0;0,71301,9,2021-10-27
155,,,,,71561,9,2021-10-27
156,1;0;-1,0;0;2,0;0;0,0;0;0,71564,9,2021-10-27
157,,,,,71824,9,2021-10-27
158,2;-1;0,0;0;1,0;1;0,1;0;0,71827,9,2021-10-27
159,,,,,72087,9,2021-10-27
160,0;-1;1,0;0;0,0;0;0,0;0;1,72090,9,2021-10-27
161,,,,,72355,9,2021-10-27
162,1;0;-1,1;0;0,0;0;0,0;0;1,72357,9,2021-10-27
163,,,,,72619,9,2021-10-27
164,0;0;0,0;0;0,1;0;0,1;0;0,72621,9,2021-10-27
165,,,,,72881,9,2021-10-27
166,0;0;0,1;1;0,0;0;0,0;0;0,72889,9,2021-10-27
167,,,,,73150,9,2021-10-27
168,0;0;0,0;1;-1,0;0;0,0;0;0,73153,9,2021-10-27
169,,,,,73413,9,2021-10-27
170,0;0;1,0;1;0,0;0;0,0;0;0,73416,9,2021-10-27
171,,,,,73682,9,2021-10-27
172,0;0;0,2;0;0,0;0;0,0;0;0,73684,9,2021-10-27
173,,,,,73946,9,2021-10-27
174,0;0;0,0;0;-1,0;1;0,0;1;0,73948,9,2021-10-27
175,,,,,74208,9,2021-10-27
176,0;0;0,0;0;0,0;1;0,0;0;0,74215,9,2021-10-27
177,,,,,74477,9,2021-10-27
178,0;0;1,0;1;1,0;-1;0,1;0;0,74480,9,2021-10-27
179,,,,,74739,9,2021-10-27
180,0;0;-1,0;0;0,0;0;-1,0;0;0,74741,9,2021-10-27
181,,,,,75009,9,2021-10-27
182,0;0;1,0;0;0,0;1;0,0;0;0,75011,9,2021-10-27
183,,,,,75271,9,2021-10-27
184,0;0;0,0;0;0,0;0;0,0;0;0,75274,9,2021-10-27
185,,,,,75534,9,2021-10-27
186,0;0;-1,0;0;0,0;0;0,0;0;1,75541,9,2021-10-27
187,,,,,75803,9,2021-10-27
188,0;0;1,0;-1;0,0;0;0,0;0;0,75805,9,2021-10-27
189,,,,,76066,9,2021-10-27
190,0;0;1,-1;0;0,0;1;0,-1;0;-1,76068,9,2021-10-27
191,,,,,76335,9,2021-10-27
192,0;0;0,0;0;1,0;0;0,0;0;0,76338,9,2021-10-27
193,,,,,76598,9,2021-10-27
194,1;0;1,0;0;0,0;0;0,0;0;0,76601,9,2021-10-27
195,,,,,77009,9,2021-10-27
196,0;0;0,0;0;0,1;0;0,0;0;0,77012,9,2021-10-27
