,acc1,acc2,acc3,acc4,duration
44849,,,,,44849
44852,8;8;-2,8;0;2,5;6;8,7;10;0,44852
45121,,,,,45121
45124,7;3;4,7;9;4,6;2;2,12;0;0,45124
45399,,,,,45399
45402,10;-1;-2,8;0;0,7;4;0,11;10;3,45402
45673,,,,,45673
45680,5;0;4,8;4;3,12;2;0,5;-1;-5,45680
45954,,,,,45954
45956,8;1;3,6;5;3,9;2;0,8;-2;-1,45956
46224,,,,,46224
46233,9;4;1,9;4;0,9;7;3,6;0;2,46233
46499,,,,,46499
46502,8;0;-1,8;4;4,7;2;7,11;4;1,46502
46775,,,,,46775
46777,9;4;4,8;4;3,8;2;9,9;6;3,46777
47048,,,,,47048
47051,7;10;3,5;2;-6,5;8;1,8;4;-5,47051
47319,,,,,47319
47321,4;4;4,10;12;1,15;-4;5,15;3;13,47321
47586,,,,,47586
47594,1;8;5,8;6;8,8;3;5,7;5;-1,47594
47855,,,,,47855
47858,7;4;-5,5;2;-17,14;8;-18,7;15;-1,47858
48131,,,,,48131
48138,8;4;0,1;5;5,16;8;2,8;-1;4,48138
48401,,,,,48401
48404,2;17;28,19;50;22,11;11;-1,1;0;-14,48404
48669,,,,,48669
48671,61;2;-4,26;-33;-62,16;10;-11,3;6;6,48671
48944,,,,,48944
48947,7;-4;1,6;6;3,4;1;5,5;-1;1,48947
49217,,,,,49217
49220,2;-1;5,4;1;1,5;6;0,0;2;2,49220
49488,,,,,49488
49491,0;3;2,5;3;6,4;6;2,3;2;-2,49491
49758,,,,,49758
49760,2;4;0,1;7;0,3;8;0,4;2;-1,49760
50033,,,,,50033
50041,5;1;1,8;6;-3,4;6;-2,7;2;-3,50041
50309,,,,,50309
50311,4;4;-2,1;0;1,4;2;0,4;6;0,50311
50584,,,,,50584
50587,2;0;-5,2;6;-3,4;5;2,5;4;-4,50587
50871,,,,,50871
50874,7;0;0,6;9;4,4;0;2,3;0;0,50874
51146,,,,,51146
51148,6;3;0,3;4;-1,2;0;2,5;7;1,51148
51427,,,,,51427
51429,7;2;5,1;6;0,5;3;0,5;-1;-1,51429
51697,,,,,51697
51699,0;1;0,4;7;0,4;5;-1,8;2;-9,51699
51973,,,,,51973
51981,5;4;0,6;8;0,2;0;0,5;3;6,51981
52247,,,,,52247
52250,6;2;3,4;4;6,4;4;4,4;12;-1,52250
52524,,,,,52524
52527,7;4;2,7;2;0,9;4;0,5;5;3,52527
52810,,,,,52810
52812,8;2;0,8;6;3,11;4;-1,10;3;-2,52812
53072,,,,,53072
53075,9;4;4,14;4;5,12;1;0,13;8;-2,53075
53353,,,,,53353
53356,12;6;-3,12;7;1,10;2;-4,11;3;7,53356
53624,,,,,53624
53626,10;1;5,10;2;1,8;5;5,8;8;2,53626
53899,,,,,53899
53907,8;10;2,10;6;2,9;4;7,10;7;1,53907
54174,,,,,54174
54176,9;2;-2,9;3;-2,9;8;0,7;1;2,54176
54445,,,,,54445
54448,9;5;7,13;4;-3,7;5;-1,10;0;2,54448
54718,,,,,54718
54721,7;5;1,8;4;1,8;0;1,11;5;3,54721
54993,,,,,54993
54996,10;2;1,7;3;5,9;3;1,9;6;0,54996
55275,,,,,55275
55277,9;7;0,9;2;0,8;3;5,7;0;5,55277
55538,,,,,55538
55540,11;2;-2,9;0;0,10;0;0,9;0;4,55540
55814,,,,,55814
55838,11;0;0,11;1;4,12;1;6,6;0;3,55838
56103,,,,,56103
56107,10;4;1,11;0;1,7;3;2,12;2;-4,56107
56376,,,,,56376
56379,9;1;3,4;1;4,12;3;0,0;0;8,56379
56652,,,,,56652
56655,4;5;-2,11;3;0,8;1;5,7;2;0,56655
56921,,,,,56921
56924,10;1;0,9;0;1,9;0;4,7;3;3,56924
57200,,,,,57200
57203,10;5;4,6;5;6,11;7;2,7;0;11,57203
57470,,,,,57470
57474,8;0;0,6;1;3,7;4;3,9;1;2,57474
57740,,,,,57740
57748,9;2;4,9;5;-1,9;2;4,9;1;2,57748
58014,,,,,58014
58017,8;1;5,7;0;5,7;2;3,8;5;5,58017
58277,,,,,58277
58280,11;4;6,11;5;6,11;6;2,10;-1;9,58280
58553,,,,,58553
58556,11;4;0,12;0;2,7;4;9,10;0;9,58556
58816,,,,,58816
58818,10;-2;14,12;4;12,8;0;5,9;3;1,58818
59091,,,,,59091
59095,8;7;1,12;1;4,8;1;10,5;6;11,59095
59361,,,,,59361
59364,11;5;2,6;7;0,7;12;1,7;4;7,59364
59635,,,,,59635
59643,6;3;0,10;2;0,8;1;6,6;0;6,59643
59915,,,,,59915
59917,10;3;3,5;4;3,7;2;0,9;6;2,59917
60181,,,,,60181
60183,5;3;4,6;7;9,8;1;6,6;3;5,60183
60468,,,,,60468
60471,8;0;4,6;-2;4,6;0;0,7;5;-3,60471
60743,,,,,60743
60746,10;6;2,10;2;-2,4;0;4,8;2;6,60746
61021,,,,,61021
61024,9;3;3,6;2;0,9;3;-1,7;0;0,61024
61294,,,,,61294
61296,6;3;1,10;5;6,10;2;0,8;5;-1,61296
61570,,,,,61570
61578,11;8;0,8;4;2,9;5;11,9;2;7,61578
61844,,,,,61844
61846,4;5;8,10;8;2,10;0;-1,7;4;3,61846
62119,,,,,62119
62123,9;6;0,5;4;1,3;2;2,8;0;0,62123
62401,,,,,62401
62403,2;6;3,10;1;0,5;-2;4,8;1;5,62403
62675,,,,,62675
62679,8;-1;3,5;4;-1,8;0;-2,5;4;4,62679
62945,,,,,62945
62948,10;1;0,9;1;-2,7;3;-6,7;4;-3,62948
63217,,,,,63217
63220,7;2;0,10;3;-3,10;4;0,5;7;-4,63220
63483,,,,,63483
63491,5;5;-1,4;8;2,9;6;-1,7;6;-5,63491
63759,,,,,63759
63761,8;4;0,7;10;-3,5;0;1,8;3;-3,63761
64033,,,,,64033
64036,9;8;-4,10;2;-7,7;3;0,7;2;2,64036
64309,,,,,64309
64311,8;3;7,8;0;1,7;7;-6,10;3;-10,64311
64573,,,,,64573
64575,7;1;1,13;0;-5,11;-4;1,14;5;-2,64575
64852,,,,,64852
64855,11;0;-4,9;3;1,11;1;-2,10;4;-8,64855
65124,,,,,65124
65126,13;3;-9,12;3;-2,12;3;1,12;7;-2,65126
65397,,,,,65397
65406,15;6;-3,12;-2;2,13;5;1,11;2;1,65406
65673,,,,,65673
65675,15;5;1,14;1;3,13;-1;-2,14;0;-5,65675
65944,,,,,65944
65952,13;2;-2,14;2;1,13;-1;3,14;3;-2,65952
66219,,,,,66219
66222,15;0;-3,13;5;0,14;1;-3,13;0;1,66222
66494,,,,,66494
66497,14;0;-2,16;3;-3,14;3;2,13;1;0,66497
66774,,,,,66774
66777,16;3;0,16;0;1,17;3;0,16;4;0,66777
67046,,,,,67046
67048,17;6;0,18;-1;6,17;1;10,18;-2;-2,67048
67319,,,,,67319
67321,14;-3;1,17;0;0,14;-2;3,18;-2;2,67321
67595,,,,,67595
67597,18;0;6,14;-3;1,18;0;-4,17;1;0,67597
67866,,,,,67866
67874,19;0;-2,21;0;0,18;0;0,19;4;-4,67874
68137,,,,,68137
68141,18;0;2,22;-6;-1,22;-1;-9,22;-4;0,68141
68414,,,,,68414
68417,23;-3;-4,21;-1;-1,25;-5;0,23;-2;0,68417
68695,,,,,68695
68698,21;-4;0,25;-5;5,21;-4;5,27;-7;0,68698
68966,,,,,68966
68969,30;-3;4,19;-1;4,28;1;1,23;-2;10,68969
69245,,,,,69245
69249,28;5;3,26;0;4,30;2;-4,30;3;5,69249
69515,,,,,69515
69517,28;0;12,31;1;7,31;-1;9,28;3;2,69517
69789,,,,,69789
69796,26;2;10,28;0;11,27;7;2,34;-1;9,69796
70066,,,,,70066
70069,29;-2;9,33;1;5,31;4;11,28;0;13,70069
70333,,,,,70333
70342,33;6;9,27;0;6,31;2;5,35;5;11,70342
70602,,,,,70602
70605,30;3;7,37;4;8,34;3;8,33;3;3,70605
70875,,,,,70875
70877,34;3;10,32;1;10,30;5;9,36;0;11,70877
71147,,,,,71147
71150,36;6;5,34;6;7,33;5;8,31;3;11,71150
71415,,,,,71415
71418,34;0;12,37;2;8,31;0;7,33;4;5,71418
71698,,,,,71698
71701,31;1;15,32;-2;9,34;-2;14,35;1;18,71701
71973,,,,,71973
71976,34;5;11,35;0;13,37;1;9,38;0;5,71976
72244,,,,,72244
72251,38;-1;8,37;0;11,36;1;10,36;-3;5,72251
72517,,,,,72517
72520,35;1;6,34;2;10,30;4;8,36;2;12,72520
72793,,,,,72793
72795,40;2;12,34;1;8,36;4;10,36;8;7,72795
73068,,,,,73068
73071,39;3;13,35;5;6,35;5;8,36;2;8,73071
73336,,,,,73336
73338,36;3;11,34;5;13,33;6;13,34;4;7,73338
73614,,,,,73614
73617,32;6;14,30;6;7,36;5;11,39;0;10,73617
73882,,,,,73882
73885,37;4;11,33;5;9,33;5;8,33;5;8,73885
74157,,,,,74157
74165,36;4;12,38;4;12,34;4;8,33;4;8,74165
74431,,,,,74431
74434,37;1;10,36;3;13,39;2;9,37;2;10,74434
74703,,,,,74703
74711,33;5;10,31;2;8,35;0;8,35;2;9,74711
74976,,,,,74976
74979,36;0;10,34;1;10,33;1;8,32;2;6,74979
75245,,,,,75245
75248,33;4;8,34;4;8,34;2;9,32;7;9,75248
75532,,,,,75532
75535,36;0;7,31;7;6,30;1;5,29;0;8,75535
75803,,,,,75803
75805,32;2;6,32;2;8,32;3;11,32;6;10,75805
76076,,,,,76076
76078,33;4;8,35;3;6,33;2;6,30;4;8,76078
76345,,,,,76345
76348,30;4;7,29;3;7,31;0;9,30;1;6,76348
76621,,,,,76621
76662,30;6;9,32;4;10,30;3;8,28;3;4,76662
76934,,,,,76934
76937,30;4;5,28;4;7,29;5;6,28;3;6,76937
77209,,,,,77209
77212,29;4;6,29;2;6,27;4;5,27;4;6,77212
77485,,,,,77485
77487,24;3;7,23;4;6,23;4;6,22;3;4,77487
77753,,,,,77753
77756,19;3;4,19;4;5,21;4;5,19;5;3,77756
78027,,,,,78027
78030,20;4;5,18;4;4,18;3;4,18;5;5,78030
78298,,,,,78298
78301,19;4;4,19;5;5,17;3;3,14;4;3,78301
78572,,,,,78572
78580,12;3;4,13;4;1,14;3;3,13;4;4,78580
78842,,,,,78842
78845,13;3;4,14;5;3,14;3;2,12;4;3,78845
79112,,,,,79112
79114,13;3;2,13;4;2,13;3;3,13;3;4,79114
79385,,,,,79385
79388,13;4;2,13;4;1,13;4;4,13;4;1,79388
79666,,,,,79666
79668,13;3;3,14;4;3,13;2;2,12;4;3,79668
79941,,,,,79941
79943,13;3;3,13;4;2,13;4;3,12;3;4,79943
80211,,,,,80211
80215,13;4;3,13;5;4,13;3;3,13;4;1,80215
80475,,,,,80475
80483,12;5;3,13;4;2,14;4;2,12;3;4,80483
80750,,,,,80750
80753,12;4;2,12;4;4,13;4;3,13;3;2,80753
81018,,,,,81018
81021,13;5;4,13;5;3,14;3;5,14;5;3,81021
81288,,,,,81288
81290,13;3;5,13;5;4,14;2;1,13;4;3,81290
81556,,,,,81556
81559,13;3;1,13;3;3,13;4;4,12;4;2,81559
81833,,,,,81833
81842,13;3;3,14;4;3,13;2;3,13;4;2,81842
82113,,,,,82113
82116,12;11;1,13;2;5,12;4;3,13;3;1,82116
82376,,,,,82376
82383,12;7;4,14;3;2,13;3;2,13;4;3,82383
82652,,,,,82652
82654,14;4;4,13;4;3,13;4;2,13;4;4,82654
82915,,,,,82915
82917,13;3;4,13;5;5,14;3;2,13;3;3,82917
83190,,,,,83190
83193,13;4;2,14;3;1,14;3;4,13;3;2,83193
83459,,,,,83459
83461,13;4;5,13;4;3,14;2;3,13;4;2,83461
83734,,,,,83734
83741,13;2;1,12;3;5,12;5;4,13;2;2,83741
84002,,,,,84002
84005,14;3;3,14;5;1,12;4;4,14;3;2,84005
84265,,,,,84265
84268,13;3;4,13;4;3,17;7;0,15;6;2,84268
84541,,,,,84541
84544,13;4;2,13;4;3,15;2;4,11;8;1,84544
84812,,,,,84812
84815,12;5;5,14;3;3,13;5;4,13;3;3,84815
85086,,,,,85086
85088,13;3;3,13;4;4,13;4;3,14;5;2,85088
85366,,,,,85366
85369,14;5;3,13;2;1,13;4;4,13;5;5,85369
85648,,,,,85648
85657,-10;17;0,12;3;5,13;0;0,12;4;2,85657
85917,,,,,85917
85920,13;5;4,14;4;5,13;4;4,13;2;1,85920
86193,,,,,86193
86195,13;5;3,13;3;2,13;3;4,12;4;6,86195
86468,,,,,86468
86471,13;3;5,13;5;4,13;2;2,13;4;3,86471
86737,,,,,86737
86739,13;3;2,13;3;3,13;4;3,14;4;2,86739
87011,,,,,87011
87014,13;3;2,13;3;1,13;3;4,15;3;3,87014
87282,,,,,87282
87285,12;4;4,14;5;3,12;2;1,14;4;2,87285
87557,,,,,87557
87564,12;3;1,12;3;3,13;3;4,13;4;3,87564
87831,,,,,87831
87834,13;5;3,13;3;2,13;4;5,13;4;3,87834
88094,,,,,88094
88097,15;4;4,13;5;3,13;3;2,14;3;3,88097
88370,,,,,88370
88373,12;3;2,13;4;4,12;5;5,13;2;2,88373
88644,,,,,88644
88647,14;2;1,14;3;2,13;5;4,13;4;1,88647
88911,,,,,88911
88914,12;3;2,14;4;2,13;4;4,13;4;3,88914
89182,,,,,89182
89185,14;5;4,14;4;1,13;3;4,14;4;5,89185
89445,,,,,89445
89454,12;4;4,14;3;3,13;4;2,14;4;4,89454
89721,,,,,89721
89723,13;4;3,12;2;4,13;4;4,13;3;2,89723
89996,,,,,89996
89999,13;4;2,13;5;2,13;4;3,13;3;5,89999
90277,,,,,90277
90279,14;5;4,13;3;4,13;5;4,14;2;2,90279
90553,,,,,90553
90556,13;2;1,13;4;2,13;5;4,13;4;3,90556
90828,,,,,90828
90830,12;6;4,14;3;1,13;4;4,13;5;4,90830
91097,,,,,91097
91100,12;3;5,13;2;1,13;5;2,13;4;3,91100
91363,,,,,91363
91370,13;4;3,13;4;4,13;4;1,13;4;4,91370
91635,,,,,91635
91637,13;4;2,13;3;4,13;5;4,13;3;2,91637
91911,,,,,91911
91914,13;4;1,13;2;1,13;4;3,13;5;3,91914
92185,,,,,92185
92188,12;4;5,14;4;2,14;3;1,13;4;2,92188
92467,,,,,92467
92470,13;3;1,13;4;1,13;4;3,12;4;3,92470
92740,,,,,92740
92743,13;5;5,13;4;1,14;3;3,13;5;3,92743
93011,,,,,93011
93015,14;2;4,13;4;2,13;3;2,13;3;5,93015
93282,,,,,93282
93291,14;3;0,12;3;5,14;5;4,14;4;2,93291
93569,,,,,93569
93572,12;4;5,13;4;4,13;4;1,12;3;4,93572
93837,,,,,93837
93840,14;3;4,13;4;2,13;3;0,13;4;3,93840
94106,,,,,94106
94108,13;3;3,13;3;4,13;4;3,12;3;1,94108
94375,,,,,94375
94377,13;3;1,14;4;3,12;2;5,13;5;1,94377
94656,,,,,94656
94658,13;2;4,13;5;3,13;2;1,14;3;4,94658
94926,,,,,94926
94928,13;4;5,13;4;4,13;3;2,13;2;2,94928
95207,,,,,95207
95233,13;3;2,13;3;5,13;2;1,13;4;2,95233
95496,,,,,95496
95499,12;3;0,12;5;3,13;4;3,13;3;2,95499
95764,,,,,95764
95767,13;3;2,13;3;2,13;3;5,14;3;5,95767
96041,,,,,96041
96045,13;4;4,13;4;4,14;4;1,13;4;3,96045
96308,,,,,96308
96311,13;4;4,12;4;3,12;3;1,14;3;4,96311
96577,,,,,96577
96584,12;2;1,14;3;4,13;5;4,14;4;0,96584
96852,,,,,96852
96856,13;2;0,13;5;2,14;5;3,13;5;2,96856
97128,,,,,97128
97136,12;4;4,12;4;2,13;3;2,12;3;5,97136
97402,,,,,97402
97405,12;4;4,13;5;4,13;3;0,13;4;2,97405
97666,,,,,97666
97669,12;4;3,13;4;3,13;4;1,13;3;3,97669
97942,,,,,97942
97944,13;4;1,15;3;1,13;3;6,13;4;3,97944
98216,,,,,98216
98220,13;5;4,13;4;3,13;3;2,14;5;3,98220
98492,,,,,98492
98500,14;2;1,13;4;3,13;3;4,13;4;4,98500
98781,,,,,98781
98784,14;4;3,13;5;3,13;3;1,12;4;5,98784
99055,,,,,99055
99057,13;4;3,13;4;4,13;4;3,15;3;1,99057
99330,,,,,99330
99333,13;1;3,13;4;4,13;5;3,13;3;0,99333
99593,,,,,99593
99596,13;3;1,13;3;4,13;6;5,13;2;2,99596
99861,,,,,99861
99864,12;4;3,13;4;3,12;3;5,12;4;4,99864
100130,,,,,100130
100133,13;4;4,13;2;2,13;3;5,14;4;5,100133
100393,,,,,100393
100401,14;4;5,12;4;2,13;4;3,14;3;5,100401
100670,,,,,100670
100672,13;5;3,13;4;4,13;4;4,13;3;1,100672
100943,,,,,100943
100953,13;5;1,13;3;1,14;3;5,12;5;3,100953
101221,,,,,101221
101224,13;6;5,14;3;2,13;4;3,13;3;4,101224
101494,,,,,101494
101497,13;4;3,13;3;3,13;5;4,13;4;1,101497
101770,,,,,101770
101773,13;2;2,13;3;3,14;5;4,14;3;1,101773
102033,,,,,102033
102036,13;2;0,13;3;2,13;4;4,13;3;1,102036
102302,,,,,102302
102305,14;4;3,14;2;1,13;3;3,13;4;4,102305
102571,,,,,102571
102574,12;3;4,13;3;2,14;3;2,13;5;4,102574
102838,,,,,102838
102841,13;3;3,14;3;3,13;3;2,13;4;4,102841
103104,,,,,103104
103106,13;3;4,13;4;4,13;3;1,14;4;3,103106
103371,,,,,103371
103380,13;3;0,13;3;4,12;5;3,14;2;1,103380
103647,,,,,103647
103650,14;4;2,13;3;4,13;5;4,14;4;2,103650
103911,,,,,103911
103919,13;4;5,14;4;1,14;3;3,13;4;3,103919
104184,,,,,104184
104187,13;4;4,12;4;2,13;3;2,13;4;5,104187
104456,,,,,104456
104459,12;4;4,12;4;3,13;2;4,13;5;5,104459
104748,,,,,104748
104751,14;3;4,12;2;1,13;4;3,13;5;3,104751
105011,,,,,105011
105014,13;4;4,13;3;2,13;4;2,13;4;3,105014
105292,,,,,105292
105295,14;4;1,13;4;3,13;5;4,14;4;2,105295
105568,,,,,105568
105570,13;5;4,13;3;1,13;4;3,13;5;3,105570
105842,,,,,105842
105845,13;3;3,12;3;4,12;4;2,13;4;3,105845
106112,,,,,106112
106115,13;3;1,12;4;5,13;5;2,14;2;0,106115
106375,,,,,106375
106382,13;4;2,15;3;3,14;4;4,13;4;1,106382
106649,,,,,106649
106652,13;5;4,13;5;3,13;4;5,13;3;1,106652
106912,,,,,106912
106921,12;4;5,12;4;1,13;4;4,13;5;3,106921
107188,,,,,107188
107190,12;4;4,13;3;2,12;4;4,13;4;6,107190
107452,,,,,107452
107454,13;3;5,13;4;4,13;3;0,14;4;3,107454
107732,,,,,107732
107736,13;3;1,13;4;2,13;6;4,13;2;1,107736
108002,,,,,108002
108004,13;4;3,14;4;1,12;4;3,13;4;4,108004
108276,,,,,108276
108279,13;4;4,13;3;5,13;2;2,14;3;2,108279
108552,,,,,108552
108554,13;3;1,13;2;4,13;3;2,13;4;2,108554
108819,,,,,108819
108822,13;3;1,13;4;4,13;3;4,13;4;1,108822
109089,,,,,109089
109092,12;5;2,14;2;0,12;5;3,12;4;3,109092
109365,,,,,109365
109373,14;4;2,13;5;4,13;2;0,14;2;2,109373
109646,,,,,109646
109649,13;4;2,13;4;2,13;3;5,13;3;1,109649
109916,,,,,109916
109923,12;5;5,13;2;1,14;4;2,12;4;4,109923
110190,,,,,110190
110193,14;3;3,13;4;5,13;3;2,14;4;3,110193
110467,,,,,110467
110469,14;3;2,14;4;3,13;3;4,13;5;4,110469
110747,,,,,110747
110750,13;2;4,14;5;5,13;3;2,14;3;4,110750
111016,,,,,111016
111020,13;3;5,13;5;3,14;2;1,13;3;3,111020
111286,,,,,111286
111288,14;4;3,13;4;5,13;4;2,14;3;2,111288
111554,,,,,111554
111557,14;3;1,14;3;4,13;3;3,14;4;3,111557
111823,,,,,111823
111825,13;3;1,13;3;1,13;3;5,13;4;4,111825
112093,,,,,112093
112095,14;4;3,13;3;2,13;4;2,13;4;4,112095
112367,,,,,112367
112374,13;4;3,14;3;4,13;3;0,13;2;4,112374
112636,,,,,112636
112640,13;4;5,13;4;5,14;3;2,13;4;3,112640
112906,,,,,112906
112915,13;2;1,12;4;3,13;4;4,13;2;0,112915
113181,,,,,113181
113184,13;4;2,13;3;2,13;5;4,12;2;2,113184
113451,,,,,113451
113454,13;5;2,13;3;2,13;4;3,13;4;4,113454
113732,,,,,113732
113735,13;4;3,13;4;4,13;2;1,13;3;2,113735
114008,,,,,114008
114010,13;1;2,14;3;3,14;4;2,12;4;5,114010
114294,,,,,114294
114297,8;4;2,6;4;2,5;5;0,5;6;1,114297
114565,,,,,114565
114567,5;3;1,5;5;2,2;5;1,5;4;1,114567
114838,,,,,114838
114841,6;4;0,6;4;0,4;3;1,4;3;1,114841
115110,,,,,115110
115113,3;4;0,-1;5;0,-2;4;0,-2;3;-2,115113
115378,,,,,115378
115386,-2;3;1,-5;2;0,-1;5;-1,-4;4;0,115386
115653,,,,,115653
115655,-4;3;-2,-6;4;0,-5;4;-1,-5;4;0,115655
115921,,,,,115921
115929,-6;4;0,-6;4;1,-6;7;-5,-5;1;-4,115929
116193,,,,,116193
116196,-3;4;-4,-6;4;1,-1;7;1,-2;4;0,116196
116463,,,,,116463
116555,-2;2;-2,-1;3;0,-2;4;0,-1;1;2,116555
116823,,,,,116823
116826,0;2;0,0;0;-2,-3;1;3,0;-1;-2,116826
117101,,,,,117101
117103,0;0;-3,-1;3;-2,-5;0;3,0;0;3,117103
117386,,,,,117386
117389,0;2;1,-1;1;0,1;0;2,4;-3;-1,117389
117671,,,,,117671
117675,2;-2;2,4;-6;-1,4;-6;0,1;-5;3,117675
117943,,,,,117943
117946,1;-6;1,4;-9;0,3;-5;0,4;-5;0,117946
118212,,,,,118212
118214,6;-7;0,6;-10;1,4;-11;1,3;-11;2,118214
118491,,,,,118491
118494,6;-9;4,6;-10;3,7;-16;5,5;-14;10,118494
118756,,,,,118756
118759,3;-14;3,4;-14;0,1;-12;-2,5;-12;-1,118759
119044,,,,,119044
119047,1;-12;0,6;-14;-2,3;-12;8,2;-10;5,119047
119313,,,,,119313
119316,6;-9;-7,2;-12;-3,7;-13;-2,8;-15;-1,119316
119589,,,,,119589
119598,1;-12;-1,3;-13;-1,3;-13;5,3;-17;0,119598
119874,,,,,119874
119876,2;-15;0,4;-15;0,4;-14;3,6;-15;0,119876
120140,,,,,120140
120150,4;-19;-2,3;-16;3,3;-21;-9,3;-20;-2,120150
120415,,,,,120415
120418,4;-16;1,4;-18;-1,4;-21;2,4;-16;0,120418
120684,,,,,120684
120691,5;-17;1,4;-21;6,6;-18;1,5;-21;0,120691
120951,,,,,120951
120954,6;-21;3,4;-23;5,6;-22;3,10;-21;-1,120954
121227,,,,,121227
121230,7;-26;3,9;-21;3,11;-22;1,8;-23;-6,121230
121502,,,,,121502
121505,6;-21;2,7;-24;2,9;-23;4,11;-22;0,121505
121775,,,,,121775
121778,7;-22;4,6;-20;4,5;-21;3,7;-22;1,121778
122048,,,,,122048
122050,7;-22;0,8;-22;3,5;-24;0,7;-20;0,122050
122315,,,,,122315
122318,4;-21;0,6;-20;2,0;-18;0,0;-19;2,122318
122602,,,,,122602
122604,0;-18;1,3;-16;-2,1;-16;2,1;-20;2,122604
122866,,,,,122866
122869,0;-19;1,0;-18;0,5;-18;0,1;-16;-2,122869
123146,,,,,123146
123149,3;-17;-1,-1;-13;-1,-1;-10;4,1;-12;-1,123149
123416,,,,,123416
123419,0;-10;-4,-1;-8;0,-1;-5;0,-1;0;1,123419
123699,,,,,123699
123701,0;-1;1,-5;7;2,-4;7;0,0;4;0,123701
123967,,,,,123967
123970,2;3;0,2;3;-5,2;0;0,0;2;1,123970
124242,,,,,124242
124250,0;5;0,-1;4;0,4;3;0,2;4;-1,124250
124520,,,,,124520
124523,4;0;-2,6;0;-3,4;5;-1,1;1;1,124523
124793,,,,,124793
124803,1;0;2,3;0;-2,2;2;6,11;2;2,124803
125070,,,,,125070
125072,8;0;1,7;-3;2,8;2;5,7;1;4,125072
125337,,,,,125337
125340,5;1;9,7;-1;7,7;-3;0,11;0;-1,125340
125621,,,,,125621
125623,7;0;0,10;1;0,8;3;4,8;-1;8,125623
125894,,,,,125894
125897,12;11;13,21;4;-13,13;-4;5,24;-8;9,125897
126171,,,,,126171
126174,14;-1;11,5;-10;3,10;7;3,12;0;8,126174
126441,,,,,126441
126443,12;3;4,11;12;0,11;0;1,13;4;0,126443
126713,,,,,126713
126716,12;4;0,10;4;1,16;0;2,17;-1;5,126716
126990,,,,,126990
126992,12;5;-1,15;5;2,10;7;-2,9;7;4,126992
127269,,,,,127269
127271,15;9;7,15;7;4,14;6;-2,18;2;3,127271
127534,,,,,127534
127537,15;7;2,17;8;1,19;8;2,23;9;0,127537
127810,,,,,127810
127817,21;8;-1,25;6;0,24;5;0,21;9;2,127817
128091,,,,,128091
128093,22;7;0,26;10;7,23;6;8,26;11;3,128093
128362,,,,,128362
128371,26;12;9,27;8;3,28;10;6,29;6;8,128371
128634,,,,,128634
128637,29;10;9,25;13;10,31;7;3,32;7;9,128637
128910,,,,,128910
128918,23;9;1,30;5;7,30;4;11,26;6;12,128918
