,utcdate,utctime,alt,speed_mph,n_sats,duration
110467,2021-11-16,22:32:23.600000,194,234.256867,12,110467
110747,2021-11-16,22:32:23.900000,194,200.702833,12,110747
111016,2021-11-16,22:32:24.100000,194,133.594765,12,111016
111286,2021-11-16,22:32:24.400000,194,267.810901,12,111286
111554,2021-11-16,22:32:24.700000,194,234.256867,12,111554
111823,2021-11-16,22:32:24.900000,195,32.932663,12,111823
112093,2021-11-16,22:32:25.200000,195,133.594765,12,112093
112367,2021-11-16,22:32:25.500000,195,234.256867,12,112367
112636,2021-11-16,22:32:25.700000,195,32.932663,12,112636
112906,2021-11-16,22:32:26,195,167.148799,12,112906
113181,2021-11-16,22:32:26.300000,195,133.594765,12,113181
113451,2021-11-16,22:32:26.600000,195,368.473003,12,113451
113732,2021-11-16,22:32:26.800000,195,267.810901,12,113732
114008,2021-11-16,22:32:27.100000,195,200.702833,12,114008
114294,2021-11-16,22:32:27.400000,195,100.04073100000001,12,114294
114565,2021-11-16,22:32:27.700000,195,838.229479,12,114565
114838,2021-11-16,22:32:27.900000,195,1240.877887,12,114838
115110,2021-11-16,22:32:28.200000,195,2784.363451,12,115110
115378,2021-11-16,22:32:28.500000,195,4730.497423,12,115378
115653,2021-11-16,22:32:28.800000,195,7045.725769,12,115653
115921,2021-11-16,22:32:29,195,9729.427118,12,115921
116193,2021-11-16,22:32:29.300000,195,13286.154722,12,116193
116463,2021-11-16,22:32:29.600000,195,16808.706921,12,116463
116823,2021-11-16,22:32:29.900000,195,19694.353845,12,116823
117101,2021-11-16,22:32:30.200000,195,22580.000769000002,12,117101
117386,2021-11-16,22:32:30.500000,195,25163.040016,12,117386
117671,2021-11-16,22:32:30.800000,195,27411.160294,12,117671
117943,2021-11-16,22:32:31,195,28853.983756,12,117943
118212,2021-11-16,22:32:31.300000,195,30531.685456,12,118212
118491,2021-11-16,22:32:31.600000,195,31470.577037,12,118491
118756,2021-11-16,22:32:31.900000,195,33316.048907000004,12,118756
119044,2021-11-16,22:32:32.100000,195,33215.386805,12,119044
119313,2021-11-16,22:32:32.400000,195,35664.831287,12,119313
119589,2021-11-16,22:32:32.700000,195,36772.114409,12,119589
119874,2021-11-16,22:32:33,195,37946.505599000004,12,119874
120140,2021-11-16,22:32:33.200000,195,37778.735429,12,120140
120415,2021-11-16,22:32:33.500000,195,478.45567,12,120415
120684,2021-11-16,22:32:33.800000,195,1753.508962,12,120684
120951,2021-11-16,22:32:34.100000,195,5176.0204300000005,12,120951
121227,2021-11-16,22:32:34.300000,195,5847.1011100000005,12,121227
121502,2021-11-16,22:32:34.600000,195,7054.424963,12,121502
121775,2021-11-16,22:32:34.900000,194,8396.586323,12,121775
122048,2021-11-16,22:32:35.200000,194,10040.733989,12,122048
122315,2021-11-16,22:32:35.400000,194,10476.936431,12,122315
122602,2021-11-16,22:32:35.700000,194,12355.962335,12,122602
122866,2021-11-16,22:32:36,194,14435.691072,12,122866
123146,2021-11-16,22:32:36.300000,194,15576.528228000001,12,123146
123416,2021-11-16,22:32:36.500000,194,16448.933112,12,123416
123699,2021-11-16,22:32:36.800000,194,19703.67441,12,123699
123967,2021-11-16,22:32:37.100000,193,21548.524909,12,123967
124242,2021-11-16,22:32:37.300000,193,22823.578201,12,124242
124520,2021-11-16,22:32:37.600000,193,24367.063765,12,124520
124793,2021-11-16,22:32:37.900000,193,25910.549329,12,124793
125070,2021-11-16,22:32:38.200000,193,27521.142961,12,125070
125337,2021-11-16,22:32:38.400000,192,28259.331709000002,12,125337
125621,2021-11-16,22:32:38.700000,192,27890.237335,12,125621
125894,2021-11-16,22:32:39,192,27990.899437,12,125894
126171,2021-11-16,22:32:39.300000,192,27890.237335,12,126171
126441,2021-11-16,22:32:39.500000,192,27185.602621,12,126441
126713,2021-11-16,22:32:39.800000,192,26648.738077,12,126713
126990,2021-11-16,22:32:40.100000,192,26212.535635,12,126990
127269,2021-11-16,22:32:40.400000,192,25340.130751,12,127269
127534,2021-11-16,22:32:40.600000,192,24232.847629,12,127534
127810,2021-11-16,22:32:40.900000,191,22823.578201,12,127810
128091,2021-11-16,22:32:41.200000,191,21045.83577,12,128091
128362,2021-11-16,22:32:41.500000,191,18697.05339,12,128362
128634,2021-11-16,22:32:41.700000,191,16180.50084,12,128634
128910,2021-11-16,22:32:42,191,12657.948641,12,128910
129185,2021-11-16,22:32:42.300000,191,8463.694391,12,129185
129455,2021-11-16,22:32:42.600000,191,4974.696226,12,129455
129730,2021-11-16,22:32:42.800000,191,2290.373506,12,129730
130001,2021-11-16,22:32:43.100000,191,38516.924177,12,130001
130273,2021-11-16,22:32:43.400000,191,34154.899757,12,130273
130549,2021-11-16,22:32:43.700000,191,29827.050742,12,130549
130824,2021-11-16,22:32:43.900000,191,26807.187682,12,130824
131100,2021-11-16,22:32:44.200000,191,23317.568146,12,131100
131379,2021-11-16,22:32:44.500000,191,19459.475607,12,131379
131650,2021-11-16,22:32:44.800000,191,16506.720615,12,131650
131922,2021-11-16,22:32:45,191,14057.897504,12,131922
132195,2021-11-16,22:32:45.300000,191,10736.048138,12,132195
132463,2021-11-16,22:32:45.600000,191,8286.603656,12,132463
132740,2021-11-16,22:32:45.800000,191,7716.806449,12,132740
133013,2021-11-16,22:32:46.100000,191,5804.226511,12,133013
133289,2021-11-16,22:32:46.400000,191,4462.065151,12,133289
133563,2021-11-16,22:32:46.700000,191,2784.363451,12,133563
133864,2021-11-16,22:32:47,191,1844.8504990000001,12,133864
134126,2021-11-16,22:32:47.200000,191,938.891581,12,134126
134395,2021-11-16,22:32:47.500000,191,905.337547,12,134395
134665,2021-11-16,22:32:47.800000,191,1375.094023,12,134665
134940,2021-11-16,22:32:48,191,2079.728737,12,134940
135216,2021-11-16,22:32:48.300000,191,2683.701349,12,135216
135491,2021-11-16,22:32:48.600000,191,3556.106233,12,135491
135766,2021-11-16,22:32:48.900000,191,4596.281287,12,135766
136036,2021-11-16,22:32:49.100000,191,5066.037763,12,136036
136316,2021-11-16,22:32:49.400000,191,6106.212817,12,136316
136592,2021-11-16,22:32:49.700000,191,7481.928211,12,136592
136868,2021-11-16,22:32:50,191,9997.85939,12,136868
137143,2021-11-16,22:32:50.200000,191,12413.749838,12,137143
137425,2021-11-16,22:32:50.500000,191,15433.612898,12,137425
137693,2021-11-16,22:32:50.800000,191,17412.679533,12,137693
137974,2021-11-16,22:32:51.100000,191,19325.259471,12,137974
138244,2021-11-16,22:32:51.300000,191,20734.528899,12,138244
138521,2021-11-16,22:32:51.600000,191,22412.230599,12,138521
138793,2021-11-16,22:32:51.900000,191,23217.527415,12,138793
139070,2021-11-16,22:32:52.200000,191,25330.810186,12,139070
139362,2021-11-16,22:32:52.500000,191,26840.741716,12,139362
139633,2021-11-16,22:32:52.700000,191,27646.038532,12,139633
139910,2021-11-16,22:32:53,191,27545.37643,12,139910
140179,2021-11-16,22:32:53.300000,191,29055.307960000002,12,140179
140452,2021-11-16,22:32:53.600000,191,29088.861994,12,140452
140722,2021-11-16,22:32:53.800000,191,28686.213586,12,140722
141000,2021-11-16,22:32:54.100000,191,30800.117728,12,141000
141272,2021-11-16,22:32:54.400000,191,32040.995615,12,141272
141549,2021-11-16,22:32:54.700000,191,32577.860159,12,141549
141815,2021-11-16,22:32:54.900000,192,33785.805383,12,141815
142097,2021-11-16,22:32:55.200000,192,35396.399015,12,142097
142372,2021-11-16,22:32:55.500000,192,36805.668443,12,142372
142656,2021-11-16,22:32:55.800000,192,37879.397531,12,142656
142929,2021-11-16,22:32:56,192,39355.153656,12,142929
143201,2021-11-16,22:32:56.300000,192,40428.882744,12,143201
143475,2021-11-16,22:32:56.600000,192,981.76618,12,143475
143750,2021-11-16,22:32:56.900000,192,1619.292826,12,143750
144030,2021-11-16,22:32:57.100000,192,3028.562254,12,144030
144301,2021-11-16,22:32:57.400000,192,3867.413104,12,144301
144575,2021-11-16,22:32:57.700000,192,5075.358328,12,144575
144844,2021-11-16,22:32:57.900000,192,3900.967138,12,144844
145126,2021-11-16,22:32:58.200000,193,4404.277648,12,145126
145399,2021-11-16,22:32:58.500000,193,4202.953444,12,145399
145664,2021-11-16,22:32:58.800000,193,3028.562254,12,145664
145933,2021-11-16,22:32:59,193,2525.251744,12,145933
146208,2021-11-16,22:32:59.300000,193,1921.2791320000001,12,146208
146480,2021-11-16,22:32:59.600000,193,1552.184758,12,146480
146753,2021-11-16,22:32:59.900000,193,1451.522656,12,146753
147027,2021-11-16,22:33:00.100000,193,1149.53635,12,147027
147311,2021-11-16,22:33:00.400000,193,1183.090384,12,147311
147591,2021-11-16,22:33:00.700000,193,881.104078,12,147591
147865,2021-11-16,22:33:01,193,780.441976,12,147865
148141,2021-11-16,22:33:01.200000,193,881.104078,12,148141
148416,2021-11-16,22:33:01.500000,194,948.212146,12,148416
148704,2021-11-16,22:33:01.800000,194,344.239534,12,148704
148979,2021-11-16,22:33:02.100000,194,512.009704,12,148979
149256,2021-11-16,22:33:02.400000,194,411.347602,12,149256
149529,2021-11-16,22:33:02.600000,194,75.807262,12,149529
149806,2021-11-16,22:33:02.900000,194,277.131466,12,149806
150080,2021-11-16,22:33:03.200000,194,8.699194,12,150080
150351,2021-11-16,22:33:03.500000,194,109.361296,12,150351
150631,2021-11-16,22:33:03.700000,194,40630.206948,12,150631
150906,2021-11-16,22:33:04,194,40160.450472,12,150906
151182,2021-11-16,22:33:04.300000,194,39623.585928,12,151182
151463,2021-11-16,22:33:04.600000,194,38684.694347,12,151463
151740,2021-11-16,22:33:04.800000,194,38214.937871,12,151740
152009,2021-11-16,22:33:05.100000,194,37141.208783,12,152009
152309,2021-11-16,22:33:05.400000,194,36168.141797000004,12,152309
152580,2021-11-16,22:33:05.700000,194,35027.304641,12,152580
152850,2021-11-16,22:33:06,194,33584.481179,12,152850
153114,2021-11-16,22:33:06.200000,194,32644.968227,12,153114
153384,2021-11-16,22:33:06.500000,194,30766.563694,12,153384
153665,2021-11-16,22:33:06.800000,194,28954.645858,12,153665
153934,2021-11-16,22:33:07,194,27444.714328000002,12,153934
154206,2021-11-16,22:33:07.300000,194,26001.890866,12,154206
154472,2021-11-16,22:33:07.600000,194,24156.418996,12,154472
154835,2021-11-16,22:33:07.900000,194,23049.757245,12,154835
155110,2021-11-16,22:33:08.200000,194,21976.028157,12,155110
155385,2021-11-16,22:33:08.500000,194,21405.609579,12,155385
155656,2021-11-16,22:33:08.800000,194,21170.731341,12,155656
155930,2021-11-16,22:33:09,194,20398.988559,12,155930
156211,2021-11-16,22:33:09.300000,194,20365.434525,12,156211
156474,2021-11-16,22:33:09.600000,194,19023.273165,12,156474
156743,2021-11-16,22:33:09.800000,194,18956.165097,12,156743
157018,2021-11-16,22:33:10.100000,194,18956.165097,12,157018
157287,2021-11-16,22:33:10.400000,194,18184.422315,12,157287
