,index,acc1,acc2,acc3,acc4,duration,utcdate
199,52484,,,,,52484,2021-11-16
200,52486,0;0;0,0;0;0,0;0;1,0;0;0,52486,2021-11-16
201,52746,,,,,52746,2021-11-16
202,52749,0;0;1,1;0;0,0;0;1,0;0;0,52749,2021-11-16
203,53022,,,,,53022,2021-11-16
204,53025,0;0;0,0;-1;0,0;0;0,0;0;0,53025,2021-11-16
205,53296,,,,,53296,2021-11-16
206,53298,0;0;-1,0;0;0,0;0;0,0;0;0,53298,2021-11-16
207,53560,,,,,53560,2021-11-16
208,53566,-1;-1;0,0;0;0,0;0;-1,0;0;-1,53566,2021-11-16
209,53828,,,,,53828,2021-11-16
210,53831,0;1;0,0;0;0,0;0;0,0;0;0,53831,2021-11-16
211,54091,,,,,54091,2021-11-16
212,54094,0;0;0,0;0;0,0;0;1,0;0;1,54094,2021-11-16
213,54361,,,,,54361,2021-11-16
214,54363,0;0;0,0;0;0,0;0;0,1;0;-1,54363,2021-11-16
215,54623,,,,,54623,2021-11-16
216,54626,0;0;-1,0;0;0,0;0;-1,0;1;0,54626,2021-11-16
217,54890,,,,,54890,2021-11-16
218,54892,0;0;-1,-1;0;0,0;0;0,0;0;0,54892,2021-11-16
219,55154,,,,,55154,2021-11-16
220,55157,0;0;0,0;0;0,0;-1;0,0;0;1,55157,2021-11-16
221,55417,,,,,55417,2021-11-16
222,55426,1;0;0,0;1;0,0;0;-1,0;0;1,55426,2021-11-16
223,55687,,,,,55687,2021-11-16
224,55689,0;0;0,0;0;0,0;-1;0,0;0;-1,55689,2021-11-16
225,55949,,,,,55949,2021-11-16
226,55952,0;0;0,0;-1;0,0;-1;-1,0;0;-1,55952,2021-11-16
227,56212,,,,,56212,2021-11-16
228,56215,1;0;-1,0;0;0,0;0;0,0;0;0,56215,2021-11-16
229,56474,,,,,56474,2021-11-16
230,56477,1;0;0,0;0;0,0;0;0,0;0;0,56477,2021-11-16
231,56737,,,,,56737,2021-11-16
232,56745,0;0;0,0;0;0,0;1;0,0;0;0,56745,2021-11-16
233,57007,,,,,57007,2021-11-16
234,57009,0;0;0,1;1;0,0;0;1,0;0;-2,57009,2021-11-16
235,57269,,,,,57269,2021-11-16
236,57272,0;0;0,0;0;1,0;0;0,0;0;0,57272,2021-11-16
237,57538,,,,,57538,2021-11-16
238,57541,0;0;0,0;0;0,1;0;0,0;0;0,57541,2021-11-16
239,57801,,,,,57801,2021-11-16
240,57803,0;0;0,0;0;0,0;0;0,0;0;0,57803,2021-11-16
241,58064,,,,,58064,2021-11-16
242,58073,0;-1;0,0;0;0,0;0;0,0;0;0,58073,2021-11-16
243,58333,,,,,58333,2021-11-16
244,58336,0;0;1,0;0;-1,0;0;0,0;0;0,58336,2021-11-16
245,58595,,,,,58595,2021-11-16
246,58598,0;0;0,1;0;1,0;0;0,0;0;0,58598,2021-11-16
247,58858,,,,,58858,2021-11-16
248,58861,0;0;0,0;0;1,0;0;0,0;1;0,58861,2021-11-16
249,59121,,,,,59121,2021-11-16
250,59123,1;0;0,0;-2;0,1;0;0,0;0;0,59123,2021-11-16
251,59389,,,,,59389,2021-11-16
252,59393,0;0;0,0;0;0,0;0;-2,0;0;0,59393,2021-11-16
253,59653,,,,,59653,2021-11-16
254,59656,0;0;0,0;0;-1,1;0;-1,0;0;-1,59656,2021-11-16
255,59915,,,,,59915,2021-11-16
256,59922,0;-1;0,0;0;1,0;0;-1,0;0;0,59922,2021-11-16
257,60184,,,,,60184,2021-11-16
258,60187,0;0;0,0;0;0,0;0;0,0;0;0,60187,2021-11-16
259,60447,,,,,60447,2021-11-16
260,60449,0;0;-1,0;0;0,0;0;0,0;0;0,60449,2021-11-16
261,60716,,,,,60716,2021-11-16
262,60719,0;0;0,0;0;0,0;0;0,0;1;0,60719,2021-11-16
263,60979,,,,,60979,2021-11-16
264,60982,0;0;0,0;0;0,0;0;1,0;0;0,60982,2021-11-16
265,61242,,,,,61242,2021-11-16
266,61249,0;0;0,0;0;0,0;0;-1,0;0;0,61249,2021-11-16
267,61511,,,,,61511,2021-11-16
268,61513,0;0;0,0;0;-1,0;-1;1,0;0;0,61513,2021-11-16
269,61773,,,,,61773,2021-11-16
270,61775,0;0;0,-1;0;-1,0;-1;0,0;0;0,61775,2021-11-16
271,62043,,,,,62043,2021-11-16
272,62046,1;0;0,1;0;1,0;0;0,-1;-1;0,62046,2021-11-16
273,62305,,,,,62305,2021-11-16
274,62308,-1;0;1,-1;-1;0,0;0;1,-1;0;1,62308,2021-11-16
275,62568,,,,,62568,2021-11-16
276,62575,0;0;-1,0;0;0,0;1;-1,1;0;-1,62575,2021-11-16
