,index,acc1,acc2,acc3,acc4,duration
99,22709,,,,,22709
100,22712,0;0;-1,0;0;0,0;-1;0,0;0;0,22712
101,22972,,,,,22972
102,22979,0;0;0,0;1;0,1;1;0,0;0;0,22979
103,23241,,,,,23241
104,23243,0;0;0,1;1;-2,0;0;1,-1;0;0,23243
105,23504,,,,,23504
106,23506,0;-2;2,0;0;0,0;0;0,1;0;1,23506
107,23773,,,,,23773
108,23776,0;0;0,0;-1;0,-1;-1;0,0;-2;1,23776
109,24036,,,,,24036
110,24039,2;1;0,1;1;0,0;0;-2,0;1;0,24039
111,24298,,,,,24298
112,24305,0;1;1,0;0;-2,0;0;0,0;0;0,24305
113,24567,,,,,24567
114,24569,0;1;1,0;0;0,-2;0;0,0;1;0,24569
115,24829,,,,,24829
116,24833,0;-1;0,0;0;-2,0;0;1,0;0;0,24833
117,25099,,,,,25099
118,25102,-1;0;1,0;0;0,0;0;0,0;0;0,25102
119,25362,,,,,25362
120,25365,0;0;0,0;1;0,0;-1;0,0;0;0,25365
121,25629,,,,,25629
122,25632,0;0;-1,0;0;0,0;0;1,0;0;0,25632
123,25893,,,,,25893
124,25896,0;0;0,0;0;1,0;0;0,0;0;-1,25896
125,26156,,,,,26156
126,26179,0;0;0,0;0;-1,0;0;0,0;-1;0,26179
127,26444,,,,,26444
128,26446,0;0;2,0;0;0,0;0;0,0;0;0,26446
129,26706,,,,,26706
130,26710,0;0;0,0;-1;-1,0;-1;1,0;0;0,26710
131,26970,,,,,26970
132,26973,0;0;0,0;0;-1,0;0;-1,0;0;-1,26973
133,27233,,,,,27233
134,27236,0;0;1,0;0;0,0;0;0,0;0;0,27236
135,27502,,,,,27502
136,27510,0;-1;0,0;0;0,0;-1;0,0;0;1,27510
137,27770,,,,,27770
138,27773,0;0;0,0;0;0,-1;0;0,0;0;0,27773
139,28040,,,,,28040
140,28043,0;0;0,0;0;0,0;0;0,0;0;0,28043
141,28302,,,,,28302
142,28304,0;0;-1,0;0;0,1;0;0,0;0;0,28304
143,28565,,,,,28565
144,28567,1;0;0,0;0;1,0;0;-1,0;0;0,28567
145,28828,,,,,28828
146,28836,0;0;0,0;0;0,-1;0;0,0;0;0,28836
147,29096,,,,,29096
148,29100,0;0;0,0;0;0,1;0;0,-1;0;0,29100
149,29360,,,,,29360
150,29363,0;0;0,0;0;0,0;0;0,0;0;0,29363
151,29629,,,,,29629
152,29631,0;0;0,1;0;0,0;1;0,0;0;0,29631
