,index,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
36,60010,0;1;0,0;1;0,0;1;0,0;0;0,60010,31,2021-11-28
37,60281,,,,,60281,31,2021-11-28
38,60283,0;0;2,0;0;-1,0;0;0,0;-1;0,60283,31,2021-11-28
39,60551,,,,,60551,31,2021-11-28
40,60553,0;0;0,0;0;1,0;0;-1,1;0;0,60553,31,2021-11-28
41,60814,,,,,60814,31,2021-11-28
42,60821,1;1;0,0;0;0,0;1;0,0;0;0,60821,31,2021-11-28
43,61089,,,,,61089,31,2021-11-28
44,61091,1;0;-1,0;0;0,0;0;0,0;1;0,61091,31,2021-11-28
45,61351,,,,,61351,31,2021-11-28
46,61353,0;-1;0,0;0;0,-1;0;1,-1;0;0,61353,31,2021-11-28
47,61621,,,,,61621,31,2021-11-28
48,61623,0;0;0,0;-1;0,0;0;-1,1;-1;0,61623,31,2021-11-28
49,61890,,,,,61890,31,2021-11-28
50,61892,0;0;1,1;-1;0,0;-1;0,-1;0;0,61892,31,2021-11-28
51,62152,,,,,62152,31,2021-11-28
52,62159,0;1;0,0;0;-1,1;1;-1,0;0;1,62159,31,2021-11-28
53,62429,,,,,62429,31,2021-11-28
54,62431,0;0;-1,-2;0;2,1;0;0,0;0;0,62431,31,2021-11-28
55,62690,,,,,62690,31,2021-11-28
56,62693,0;0;0,1;0;0,2;0;0,0;0;-1,62693,31,2021-11-28
57,62961,,,,,62961,31,2021-11-28
58,62963,0;0;0,-2;0;-1,-1;0;0,0;0;2,62963,31,2021-11-28
59,63232,,,,,63232,31,2021-11-28
60,63234,0;0;0,1;0;0,2;0;-1,0;0;0,63234,31,2021-11-28
61,63500,,,,,63500,31,2021-11-28
62,63507,1;-1;0,0;0;-1,0;-1;0,1;0;0,63507,31,2021-11-28
63,63774,,,,,63774,31,2021-11-28
64,63776,-2;0;0,0;-1;0,0;-1;1,0;-1;1,63776,31,2021-11-28
65,64037,,,,,64037,31,2021-11-28
66,64039,-2;0;1,-2;1;-2,0;0;2,0;0;-1,64039,31,2021-11-28
67,64306,,,,,64306,31,2021-11-28
68,64309,0;1;0,1;0;0,1;-1;0,3;0;0,64309,31,2021-11-28
69,64575,,,,,64575,31,2021-11-28
70,64578,-1;0;0,-3;0;0,-1;0;1,-1;0;0,64578,31,2021-11-28
71,64844,,,,,64844,31,2021-11-28
72,64847,-1;0;-2,0;0;1,2;-1;0,1;0;0,64847,31,2021-11-28
73,65125,,,,,65125,31,2021-11-28
74,65128,-2;0;0,-2;0;-2,0;0;1,-1;0;1,65128,31,2021-11-28
75,65389,,,,,65389,31,2021-11-28
76,65397,-2;0;0,-1;-2;0,-1;0;0,0;0;1,65397,31,2021-11-28
77,65664,,,,,65664,31,2021-11-28
78,65667,-2;1;0,-1;0;-1,-1;-1;-2,-2;0;-2,65667,31,2021-11-28
79,65933,,,,,65933,31,2021-11-28
80,65936,3;-2;4,1;0;2,3;1;2,-1;0;0,65936,31,2021-11-28
81,66209,,,,,66209,31,2021-11-28
82,66211,3;-2;1,3;0;2,1;0;4,2;0;1,66211,31,2021-11-28
83,66477,,,,,66477,31,2021-11-28
84,66480,-1;0;-3,-3;0;-3,-1;0;-5,0;0;-2,66480,31,2021-11-28
85,66740,,,,,66740,31,2021-11-28
86,66748,3;0;1,0;0;2,0;0;1,1;0;1,66748,31,2021-11-28
87,67015,,,,,67015,31,2021-11-28
88,67017,-1;0;0,-1;0;-1,-1;-2;-3,-3;0;-2,67017,31,2021-11-28
89,67280,,,,,67280,31,2021-11-28
90,67282,0;0;3,-1;0;-3,-2;0;-5,-2;-1;-2,67282,31,2021-11-28
91,67553,,,,,67553,31,2021-11-28
92,67556,3;0;2,3;0;2,-1;1;0,-1;0;0,67556,31,2021-11-28
93,67816,,,,,67816,31,2021-11-28
94,67819,-1;0;0,0;0;3,0;0;2,0;0;2,67819,31,2021-11-28
95,68100,,,,,68100,31,2021-11-28
96,68103,-1;0;-2,-3;1;-4,0;1;-1,0;0;1,68103,31,2021-11-28
97,68366,,,,,68366,31,2021-11-28
98,68369,-1;0;0,-2;0;-3,-2;0;-3,-2;-3;-4,68369,31,2021-11-28
99,68629,,,,,68629,31,2021-11-28
100,68636,0;0;2,1;0;0,2;0;2,4;-1;2,68636,31,2021-11-28
101,68901,,,,,68901,31,2021-11-28
102,68903,-1;0;-4,0;0;-3,-2;1;0,-2;-2;-2,68903,31,2021-11-28
103,69170,,,,,69170,31,2021-11-28
104,69173,0;0;0,3;0;1,3;-1;3,2;0;2,69173,31,2021-11-28
105,69450,,,,,69450,31,2021-11-28
106,69452,0;0;-5,-2;1;0,-1;1;-3,-1;0;-3,69452,31,2021-11-28
107,69722,,,,,69722,31,2021-11-28
108,69725,1;0;0,0;-2;3,2;0;2,0;0;0,69725,31,2021-11-28
109,69997,,,,,69997,31,2021-11-28
110,70000,-1;0;-1,0;0;1,0;0;2,0;0;2,70000,31,2021-11-28
111,70262,,,,,70262,31,2021-11-28
112,70264,-1;0;-3,0;0;1,0;0;0,1;0;3,70264,31,2021-11-28
113,70526,,,,,70526,31,2021-11-28
114,70536,0;0;-1,-1;0;-4,-1;0;-2,0;-1;-3,70536,31,2021-11-28
115,70806,,,,,70806,31,2021-11-28
116,70808,0;3;0,1;0;1,0;-1;2,0;0;1,70808,31,2021-11-28
117,71070,,,,,71070,31,2021-11-28
118,71072,0;0;0,0;0;1,-1;2;0,0;1;0,71072,31,2021-11-28
119,71344,,,,,71344,31,2021-11-28
120,71347,0;0;-2,-1;-1;0,-1;0;-1,0;0;-3,71347,31,2021-11-28
121,71613,,,,,71613,31,2021-11-28
122,71615,0;0;3,-1;0;0,0;0;-2,0;0;-3,71615,31,2021-11-28
123,71885,,,,,71885,31,2021-11-28
124,71888,-1;0;1,1;-1;0,0;-1;2,1;0;3,71888,31,2021-11-28
125,72160,,,,,72160,31,2021-11-28
126,72163,-1;0;-3,-1;0;-1,-1;0;0,0;0;3,72163,31,2021-11-28
127,72431,,,,,72431,31,2021-11-28
128,72438,0;0;1,0;0;0,0;-1;0,0;1;-2,72438,31,2021-11-28
129,72709,,,,,72709,31,2021-11-28
130,72712,0;1;2,0;0;0,0;-2;1,0;0;0,72712,31,2021-11-28
131,72982,,,,,72982,31,2021-11-28
132,72984,0;0;0,0;2;1,0;0;1,0;-1;-1,72984,31,2021-11-28
133,73265,,,,,73265,31,2021-11-28
134,73268,0;0;0,-2;1;1,0;0;2,0;0;-2,73268,31,2021-11-28
135,73534,,,,,73534,31,2021-11-28
136,73536,0;0;4,0;-2;2,-1;0;-1,0;0;-3,73536,31,2021-11-28
137,73797,,,,,73797,31,2021-11-28
138,73804,0;0;0,0;0;1,0;-1;0,-1;0;1,73804,31,2021-11-28
139,74072,,,,,74072,31,2021-11-28
140,74075,0;0;1,0;0;1,0;0;1,0;1;-3,74075,31,2021-11-28
141,74335,,,,,74335,31,2021-11-28
142,74338,0;-1;1,0;-2;0,0;-1;1,1;-1;1,74338,31,2021-11-28
143,74609,,,,,74609,31,2021-11-28
144,74612,0;0;-1,1;0;0,0;0;1,0;1;2,74612,31,2021-11-28
145,74872,,,,,74872,31,2021-11-28
146,74875,0;1;1,0;-2;1,1;0;1,-1;0;-2,74875,31,2021-11-28
147,75141,,,,,75141,31,2021-11-28
148,75143,-1;1;1,0;-1;1,-1;0;2,0;1;0,75143,31,2021-11-28
149,75405,,,,,75405,31,2021-11-28
150,75407,0;0;1,0;2;1,0;-2;1,0;0;3,75407,31,2021-11-28
151,75673,,,,,75673,31,2021-11-28
152,75682,0;0;-2,0;0;-1,0;0;1,0;2;1,75682,31,2021-11-28
153,75949,,,,,75949,31,2021-11-28
154,75952,0;0;-2,0;1;1,0;1;0,1;0;2,75952,31,2021-11-28
155,76212,,,,,76212,31,2021-11-28
156,76214,0;0;0,0;1;2,1;0;1,0;-2;1,76214,31,2021-11-28
157,76475,,,,,76475,31,2021-11-28
158,76477,0;0;1,0;1;0,-1;-1;0,-1;0;1,76477,31,2021-11-28
159,76749,,,,,76749,31,2021-11-28
160,76752,0;0;-2,-1;0;2,-1;0;2,1;-1;1,76752,31,2021-11-28
161,77019,,,,,77019,31,2021-11-28
162,77021,0;0;0,0;1;-1,0;0;-1,-1;0;0,77021,31,2021-11-28
163,77289,,,,,77289,31,2021-11-28
164,77291,0;-1;2,-1;1;0,0;0;-2,-2;0;-1,77291,31,2021-11-28
165,77559,,,,,77559,31,2021-11-28
166,77568,1;-1;1,0;0;2,1;0;1,2;-2;2,77568,31,2021-11-28
167,77834,,,,,77834,31,2021-11-28
168,77837,0;0;2,1;-1;1,2;-2;1,0;0;2,77837,31,2021-11-28
169,78102,,,,,78102,31,2021-11-28
170,78104,0;1;-1,0;1;1,1;-1;0,1;0;2,78104,31,2021-11-28
171,78376,,,,,78376,31,2021-11-28
172,78380,-3;0;-1,-1;0;-2,2;0;0,-2;0;0,78380,31,2021-11-28
173,78652,,,,,78652,31,2021-11-28
174,78654,0;0;0,0;-1;-2,-2;0;-1,-2;0;-1,78654,31,2021-11-28
175,78914,,,,,78914,31,2021-11-28
176,78922,0;0;0,0;-1;-1,0;-1;0,-1;0;0,78922,31,2021-11-28
177,79190,,,,,79190,31,2021-11-28
178,79193,1;0;1,0;0;0,0;-2;-1,0;0;-1,79193,31,2021-11-28
179,79453,,,,,79453,31,2021-11-28
180,79461,1;0;1,0;0;2,0;-1;0,0;0;1,79461,31,2021-11-28
181,79728,,,,,79728,31,2021-11-28
182,79731,1;1;1,0;0;1,0;-1;1,0;0;2,79731,31,2021-11-28
183,79996,,,,,79996,31,2021-11-28
184,80000,0;0;-1,-1;0;0,0;1;1,0;0;0,80000,31,2021-11-28
185,80272,,,,,80272,31,2021-11-28
186,80274,0;0;0,0;0;-4,-1;0;0,2;0;1,80274,31,2021-11-28
187,80535,,,,,80535,31,2021-11-28
188,80538,-1;0;-2,0;0;-2,0;0;0,-1;0;1,80538,31,2021-11-28
189,80803,,,,,80803,31,2021-11-28
190,80812,0;1;-1,0;0;0,0;0;-1,0;0;0,80812,31,2021-11-28
191,81080,,,,,81080,31,2021-11-28
192,81082,0;0;1,0;0;0,0;0;1,0;0;-1,81082,31,2021-11-28
193,81354,,,,,81354,31,2021-11-28
194,81357,1;0;2,0;0;0,0;0;1,0;0;2,81357,31,2021-11-28
195,81640,,,,,81640,31,2021-11-28
196,81642,0;-1;0,0;0;-4,-1;0;-2,0;0;0,81642,31,2021-11-28
197,81910,,,,,81910,31,2021-11-28
198,81913,0;-1;1,0;0;0,0;1;-1,0;0;-2,81913,31,2021-11-28
199,82192,,,,,82192,31,2021-11-28
200,82195,0;0;2,-1;0;-1,0;0;0,0;1;1,82195,31,2021-11-28
201,82469,,,,,82469,31,2021-11-28
202,82472,1;0;-1,0;0;-1,0;0;-1,0;-1;-3,82472,31,2021-11-28
203,82742,,,,,82742,31,2021-11-28
204,82749,0;0;3,1;0;1,1;0;2,0;0;1,82749,31,2021-11-28
205,83012,,,,,83012,31,2021-11-28
206,83015,-1;0;0,1;0;1,2;0;0,0;0;0,83015,31,2021-11-28
207,83281,,,,,83281,31,2021-11-28
208,83284,0;0;0,1;0;1,0;0;0,0;0;1,83284,31,2021-11-28
209,83556,,,,,83556,31,2021-11-28
210,83559,1;-1;0,-1;0;-2,0;0;0,0;0;0,83559,31,2021-11-28
211,83831,,,,,83831,31,2021-11-28
212,83834,0;-1;-2,0;0;-2,0;0;-2,-2;0;-1,83834,31,2021-11-28
213,84109,,,,,84109,31,2021-11-28
214,84116,0;0;3,0;0;2,0;0;0,0;1;2,84116,31,2021-11-28
215,84382,,,,,84382,31,2021-11-28
216,84385,0;-2;3,0;0;2,0;0;3,-1;0;0,84385,31,2021-11-28
217,84652,,,,,84652,31,2021-11-28
218,84660,0;0;0,1;0;2,0;0;1,0;-1;-2,84660,31,2021-11-28
219,84926,,,,,84926,31,2021-11-28
220,84929,-2;0;-2,0;1;2,0;0;1,0;0;0,84929,31,2021-11-28
221,85190,,,,,85190,31,2021-11-28
222,85193,0;0;0,-1;1;1,0;0;0,1;0;1,85193,31,2021-11-28
223,85465,,,,,85465,31,2021-11-28
224,85467,0;0;-1,-1;-1;-2,0;0;1,0;0;0,85467,31,2021-11-28
225,85734,,,,,85734,31,2021-11-28
226,85736,-2;0;-2,-1;1;0,-1;0;0,1;0;0,85736,31,2021-11-28
227,85996,,,,,85996,31,2021-11-28
228,86004,0;1;-4,-1;0;-1,0;0;-2,0;0;-1,86004,31,2021-11-28
229,86273,,,,,86273,31,2021-11-28
230,86275,0;0;0,1;0;0,0;0;-3,0;0;-1,86275,31,2021-11-28
231,86548,,,,,86548,31,2021-11-28
232,86551,2;0;0,0;0;0,0;0;2,1;-1;0,86551,31,2021-11-28
233,86831,,,,,86831,31,2021-11-28
234,86833,0;2;-1,0;-1;0,-1;0;-2,-2;2;1,86833,31,2021-11-28
235,87098,,,,,87098,31,2021-11-28
236,87101,-1;0;-2,0;0;-1,0;0;-1,0;0;-1,87101,31,2021-11-28
237,87378,,,,,87378,31,2021-11-28
238,87380,1;0;0,1;0;1,-1;0;1,0;0;-1,87380,31,2021-11-28
239,87648,,,,,87648,31,2021-11-28
240,87651,0;-1;1,1;0;0,1;-2;1,0;0;-2,87651,31,2021-11-28
241,87921,,,,,87921,31,2021-11-28
242,87946,-1;0;-1,0;0;0,0;-1;-2,0;0;-1,87946,31,2021-11-28
243,88211,,,,,88211,31,2021-11-28
244,88214,0;0;0,0;0;0,0;0;-1,0;2;-3,88214,31,2021-11-28
245,88486,,,,,88486,31,2021-11-28
246,88489,2;-1;1,0;0;2,0;0;1,0;0;1,88489,31,2021-11-28
247,88756,,,,,88756,31,2021-11-28
248,88758,0;1;1,-1;0;-1,0;0;1,1;-1;0,88758,31,2021-11-28
249,89024,,,,,89024,31,2021-11-28
250,89027,-1;1;0,0;0;0,0;1;3,0;-1;0,89027,31,2021-11-28
251,89291,,,,,89291,31,2021-11-28
252,89294,0;-1;0,-1;0;0,0;0;-3,-1;1;0,89294,31,2021-11-28
253,89563,,,,,89563,31,2021-11-28
254,89565,-1;0;0,0;0;-1,0;-1;-1,-5;3;0,89565,31,2021-11-28
255,89839,,,,,89839,31,2021-11-28
256,89847,1;0;0,1;0;1,0;-1;0,1;0;1,89847,31,2021-11-28
257,90114,,,,,90114,31,2021-11-28
258,90116,-1;0;0,0;2;2,0;1;2,0;0;3,90116,31,2021-11-28
259,90388,,,,,90388,31,2021-11-28
260,90391,0;0;-2,0;1;1,0;1;0,0;-1;1,90391,31,2021-11-28
261,90651,,,,,90651,31,2021-11-28
262,90654,0;1;0,0;0;2,-2;1;1,0;1;0,90654,31,2021-11-28
263,90913,,,,,90913,31,2021-11-28
264,90916,0;0;0,7;0;0,0;1;0,0;0;0,90916,31,2021-11-28
265,91176,,,,,91176,31,2021-11-28
266,91185,1;0;1,-1;-1;1,0;-1;1,-1;0;-1,91185,31,2021-11-28
267,91452,,,,,91452,31,2021-11-28
268,91455,0;0;2,0;0;0,0;-1;0,0;0;0,91455,31,2021-11-28
269,91729,,,,,91729,31,2021-11-28
270,91737,-1;0;0,0;0;-3,1;0;-1,0;0;-1,91737,31,2021-11-28
271,92002,,,,,92002,31,2021-11-28
272,92005,0;0;-1,0;0;-1,0;-1;0,0;0;-1,92005,31,2021-11-28
273,92280,,,,,92280,31,2021-11-28
274,92282,1;0;1,0;0;2,0;0;-1,0;1;0,92282,31,2021-11-28
275,92561,,,,,92561,31,2021-11-28
276,92564,0;0;-1,-1;-1;-1,-1;0;-1,0;0;0,92564,31,2021-11-28
277,92828,,,,,92828,31,2021-11-28
278,92831,-1;1;0,0;0;0,0;0;1,1;0;0,92831,31,2021-11-28
279,93100,,,,,93100,31,2021-11-28
280,93107,-1;0;0,0;0;-3,0;-1;-1,0;0;-1,93107,31,2021-11-28
281,93385,,,,,93385,31,2021-11-28
282,93387,0;0;1,0;-1;1,-1;0;2,-1;0;1,93387,31,2021-11-28
283,93654,,,,,93654,31,2021-11-28
284,93657,0;0;1,0;0;0,1;1;1,0;-1;2,93657,31,2021-11-28
285,93929,,,,,93929,31,2021-11-28
286,93932,-1;0;-1,0;0;0,0;0;1,0;0;1,93932,31,2021-11-28
287,94200,,,,,94200,31,2021-11-28
288,94202,-1;0;-2,0;-1;-1,0;-1;0,1;1;0,94202,31,2021-11-28
289,94474,,,,,94474,31,2021-11-28
290,94476,0;1;-1,0;0;-2,0;0;-1,0;-1;-2,94476,31,2021-11-28
291,94752,,,,,94752,31,2021-11-28
292,94754,2;0;0,1;0;2,0;0;1,-1;0;0,94754,31,2021-11-28
293,95020,,,,,95020,31,2021-11-28
294,95029,-2;0;0,-1;1;0,0;1;0,0;0;0,95029,31,2021-11-28
295,95293,,,,,95293,31,2021-11-28
296,95296,-1;0;0,0;1;0,0;2;0,0;0;0,95296,31,2021-11-28
297,95568,,,,,95568,31,2021-11-28
298,95570,-1;2;-2,0;0;0,0;0;1,-1;0;1,95570,31,2021-11-28
299,95839,,,,,95839,31,2021-11-28
300,95842,-1;-1;0,-1;0;-1,-1;-1;0,0;0;0,95842,31,2021-11-28
301,96106,,,,,96106,31,2021-11-28
302,96109,0;0;0,0;0;0,0;0;0,0;0;0,96109,31,2021-11-28
303,96374,,,,,96374,31,2021-11-28
304,96377,0;1;0,-2;0;0,-1;0;-2,-1;1;0,96377,31,2021-11-28
305,96652,,,,,96652,31,2021-11-28
306,96655,1;0;3,0;0;1,-1;0;0,0;0;-4,96655,31,2021-11-28
307,96926,,,,,96926,31,2021-11-28
308,96962,-1;0;0,1;0;0,0;0;1,1;0;2,96962,31,2021-11-28
309,97226,,,,,97226,31,2021-11-28
310,97228,-1;0;0,0;0;2,0;0;3,0;0;1,97228,31,2021-11-28
311,97495,,,,,97495,31,2021-11-28
312,97498,-1;0;0,0;0;2,0;0;0,2;1;1,97498,31,2021-11-28
313,97764,,,,,97764,31,2021-11-28
314,97767,-2;0;-2,0;0;0,0;0;1,0;0;0,97767,31,2021-11-28
315,98033,,,,,98033,31,2021-11-28
316,98035,0;0;0,0;1;0,0;0;1,0;0;2,98035,31,2021-11-28
317,98295,,,,,98295,31,2021-11-28
318,98304,0;0;-1,-1;0;-1,0;0;0,2;0;4,98304,31,2021-11-28
319,98571,,,,,98571,31,2021-11-28
320,98574,0;0;0,-1;0;1,0;2;0,0;2;2,98574,31,2021-11-28
321,98834,,,,,98834,31,2021-11-28
322,98837,0;0;0,0;0;0,0;0;-3,0;0;0,98837,31,2021-11-28
323,99108,,,,,99108,31,2021-11-28
324,99111,0;0;0,0;0;-1,0;-1;-2,0;0;0,99111,31,2021-11-28
325,99372,,,,,99372,31,2021-11-28
326,99375,0;0;0,0;0;1,0;0;1,0;0;0,99375,31,2021-11-28
327,99647,,,,,99647,31,2021-11-28
328,99650,0;1;1,0;0;1,0;0;0,0;0;0,99650,31,2021-11-28
329,99910,,,,,99910,31,2021-11-28
330,99912,1;1;0,0;0;0,0;0;2,0;0;0,99912,31,2021-11-28
331,100172,,,,,100172,31,2021-11-28
332,100182,0;0;-1,0;2;0,0;1;0,0;-1;0,100182,31,2021-11-28
333,100448,,,,,100448,31,2021-11-28
334,100451,0;-1;-1,0;2;0,-1;0;1,0;0;1,100451,31,2021-11-28
335,100711,,,,,100711,31,2021-11-28
336,100718,0;0;0,0;0;-1,0;0;0,0;0;0,100718,31,2021-11-28
337,100986,,,,,100986,31,2021-11-28
338,100989,0;0;1,0;0;1,0;0;0,0;0;-1,100989,31,2021-11-28
339,101262,,,,,101262,31,2021-11-28
340,101265,-1;0;0,-1;3;0,0;-1;-2,0;0;0,101265,31,2021-11-28
341,101538,,,,,101538,31,2021-11-28
342,101540,-1;0;1,0;0;0,0;1;-1,-1;0;-1,101540,31,2021-11-28
343,101812,,,,,101812,31,2021-11-28
344,101815,0;-1;2,0;0;0,2;0;2,-1;0;2,101815,31,2021-11-28
345,102091,,,,,102091,31,2021-11-28
346,102094,1;0;-1,0;1;-1,0;0;-3,-1;0;-1,102094,31,2021-11-28
347,102363,,,,,102363,31,2021-11-28
348,102366,-1;0;0,0;0;0,0;0;0,0;0;2,102366,31,2021-11-28
349,102638,,,,,102638,31,2021-11-28
350,102646,0;0;0,0;0;0,-1;2;0,0;1;1,102646,31,2021-11-28
351,102913,,,,,102913,31,2021-11-28
352,102916,0;0;-1,-1;0;-2,0;1;1,-1;0;0,102916,31,2021-11-28
353,103176,,,,,103176,31,2021-11-28
354,103183,0;0;0,-1;-1;2,-1;0;-2,0;-1;-1,103183,31,2021-11-28
355,103451,,,,,103451,31,2021-11-28
356,103453,0;0;0,1;-1;0,0;0;1,0;1;0,103453,31,2021-11-28
357,103713,,,,,103713,31,2021-11-28
358,103716,0;0;0,0;0;2,0;1;0,0;0;1,103716,31,2021-11-28
359,103989,,,,,103989,31,2021-11-28
360,103992,-1;0;-1,0;0;0,1;0;1,2;0;1,103992,31,2021-11-28
361,104252,,,,,104252,31,2021-11-28
362,104254,0;-1;-1,-1;-1;0,-1;0;0,0;-1;-1,104254,31,2021-11-28
363,104527,,,,,104527,31,2021-11-28
364,104530,0;-1;0,0;1;0,0;0;1,-1;0;-1,104530,31,2021-11-28
365,104798,,,,,104798,31,2021-11-28
366,104801,3;0;2,0;0;0,0;0;0,-1;0;0,104801,31,2021-11-28
367,105070,,,,,105070,31,2021-11-28
368,105073,0;0;0,-1;1;0,0;0;1,0;0;1,105073,31,2021-11-28
369,105340,,,,,105340,31,2021-11-28
370,105344,0;0;0,0;0;-1,0;0;0,-1;0;0,105344,31,2021-11-28
371,105610,,,,,105610,31,2021-11-28
372,105617,0;0;-1,0;0;0,-2;-1;0,0;1;-1,105617,31,2021-11-28
373,105884,,,,,105884,31,2021-11-28
374,105887,1;-1;1,-1;0;3,0;0;1,0;0;0,105887,31,2021-11-28
375,106153,,,,,106153,31,2021-11-28
376,106162,-2;-1;-1,-1;0;-1,-1;0;-1,0;1;1,106162,31,2021-11-28
377,106429,,,,,106429,31,2021-11-28
378,106431,-1;-1;-2,0;0;0,0;0;0,0;0;0,106431,31,2021-11-28
379,106691,,,,,106691,31,2021-11-28
380,106694,0;0;-1,-2;0;-1,-1;0;-2,0;0;0,106694,31,2021-11-28
381,106969,,,,,106969,31,2021-11-28
382,106972,0;0;1,0;1;0,-1;0;0,1;0;-3,106972,31,2021-11-28
383,107239,,,,,107239,31,2021-11-28
384,107241,0;1;0,0;0;0,-1;0;0,1;0;2,107241,31,2021-11-28
385,107511,,,,,107511,31,2021-11-28
386,107514,-1;0;0,0;-2;-3,-1;0;1,0;0;1,107514,31,2021-11-28
387,107781,,,,,107781,31,2021-11-28
388,107784,-1;-1;-2,1;-3;0,-1;0;0,-1;0;-1,107784,31,2021-11-28
389,108054,,,,,108054,31,2021-11-28
390,108057,0;0;2,0;0;0,-1;0;0,-1;0;1,108057,31,2021-11-28
391,108324,,,,,108324,31,2021-11-28
392,108327,0;-1;-1,0;0;0,0;0;1,1;0;0,108327,31,2021-11-28
393,108594,,,,,108594,31,2021-11-28
394,108602,0;0;-1,0;0;-2,-1;0;-3,0;0;-1,108602,31,2021-11-28
395,108868,,,,,108868,31,2021-11-28
396,108871,0;0;-1,0;0;-2,0;0;-1,0;0;1,108871,31,2021-11-28
397,109131,,,,,109131,31,2021-11-28
398,109139,0;0;0,0;0;-1,0;0;-1,0;0;0,109139,31,2021-11-28
399,109408,,,,,109408,31,2021-11-28
400,109410,0;0;1,0;1;0,0;0;0,0;-1;0,109410,31,2021-11-28
401,109677,,,,,109677,31,2021-11-28
402,109680,0;0;0,0;0;0,0;-1;2,0;0;0,109680,31,2021-11-28
403,109952,,,,,109952,31,2021-11-28
404,109955,0;0;0,1;0;1,0;0;0,10;-3;-5,109955,31,2021-11-28
405,110227,,,,,110227,31,2021-11-28
406,110229,0;0;-1,0;0;0,0;1;1,0;2;0,110229,31,2021-11-28
407,110495,,,,,110495,31,2021-11-28
408,110498,-1;0;0,-1;0;0,0;0;0,-1;0;0,110498,31,2021-11-28
409,110771,,,,,110771,31,2021-11-28
410,110773,0;-1;2,0;0;0,0;-1;-1,0;0;0,110773,31,2021-11-28
411,111040,,,,,111040,31,2021-11-28
412,111043,1;3;0,0;0;1,0;0;-1,-2;0;-1,111043,31,2021-11-28
413,111308,,,,,111308,31,2021-11-28
414,111311,0;0;1,0;0;0,0;0;1,-1;1;-2,111311,31,2021-11-28
415,111571,,,,,111571,31,2021-11-28
416,111579,0;0;0,0;0;0,0;-1;0,-1;0;-1,111579,31,2021-11-28
417,111847,,,,,111847,31,2021-11-28
418,111850,2;0;0,5;0;4,-1;0;1,-1;-1;2,111850,31,2021-11-28
419,112120,,,,,112120,31,2021-11-28
420,112130,0;0;-1,0;-1;0,0;1;1,0;0;2,112130,31,2021-11-28
421,112398,,,,,112398,31,2021-11-28
422,112401,0;0;-3,0;0;-1,-1;-1;0,-1;0;-1,112401,31,2021-11-28
423,112669,,,,,112669,31,2021-11-28
424,112672,0;0;-1,0;0;0,0;1;-1,0;-1;0,112672,31,2021-11-28
425,112942,,,,,112942,31,2021-11-28
426,112945,0;0;0,0;0;-1,1;0;0,0;0;0,112945,31,2021-11-28
427,113210,,,,,113210,31,2021-11-28
428,113213,-1;0;0,1;-1;0,0;0;0,0;-1;0,113213,31,2021-11-28
429,113480,,,,,113480,31,2021-11-28
