,index,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
112,57815,0;0;-1,0;0;0,-1;0;-2,0;1;0,57815,6,2021-10-27
113,58084,,,,,58084,6,2021-10-27
114,58086,1;0;-1,1;0;0,0;0;-1,0;0;0,58086,6,2021-10-27
115,58364,,,,,58364,6,2021-10-27
116,58366,0;0;1,0;0;1,2;-1;1,0;0;-1,58366,6,2021-10-27
117,58634,,,,,58634,6,2021-10-27
118,58636,2;2;0,1;-1;0,0;0;0,0;1;-1,58636,6,2021-10-27
119,58897,,,,,58897,6,2021-10-27
120,58904,-1;0;0,0;0;0,0;-1;0,0;0;0,58904,6,2021-10-27
121,59171,,,,,59171,6,2021-10-27
122,59173,0;0;0,0;1;2,0;0;0,0;1;-1,59173,6,2021-10-27
123,59446,,,,,59446,6,2021-10-27
124,59449,0;0;-1,0;0;-4,0;0;0,0;0;-2,59449,6,2021-10-27
125,59718,,,,,59718,6,2021-10-27
126,59721,0;0;1,0;0;0,0;0;0,-1;0;0,59721,6,2021-10-27
127,59992,,,,,59992,6,2021-10-27
128,59994,1;0;2,1;0;1,0;-3;1,0;0;0,59994,6,2021-10-27
129,60272,,,,,60272,6,2021-10-27
130,60274,0;0;0,-1;0;0,0;1;0,0;0;2,60274,6,2021-10-27
131,60538,,,,,60538,6,2021-10-27
132,60540,0;1;0,0;0;-1,0;0;-1,0;0;1,60540,6,2021-10-27
133,60810,,,,,60810,6,2021-10-27
134,60819,0;0;0,0;0;0,0;0;-1,0;0;0,60819,6,2021-10-27
135,61086,,,,,61086,6,2021-10-27
136,61089,1;-1;-1,0;0;0,0;0;1,-1;0;0,61089,6,2021-10-27
137,61355,,,,,61355,6,2021-10-27
138,61357,1;0;1,0;0;0,0;-1;0,0;0;0,61357,6,2021-10-27
139,61624,,,,,61624,6,2021-10-27
140,61627,0;0;1,0;0;1,1;0;1,1;-1;0,61627,6,2021-10-27
141,61893,,,,,61893,6,2021-10-27
142,61896,0;0;2,0;0;1,1;0;0,0;0;0,61896,6,2021-10-27
143,62161,,,,,62161,6,2021-10-27
144,62170,-1;1;-3,-1;0;-1,-1;0;-1,0;0;0,62170,6,2021-10-27
145,62438,,,,,62438,6,2021-10-27
146,62441,0;0;-1,0;0;-2,0;0;-3,0;-1;0,62441,6,2021-10-27
147,62707,,,,,62707,6,2021-10-27
148,62714,0;-1;1,-1;0;0,0;0;-1,0;0;-1,62714,6,2021-10-27
149,62978,,,,,62978,6,2021-10-27
150,62980,0;0;1,-1;0;0,0;0;1,0;1;2,62980,6,2021-10-27
151,63250,,,,,63250,6,2021-10-27
152,63253,0;0;1,-1;0;0,0;-1;0,0;0;0,63253,6,2021-10-27
153,63520,,,,,63520,6,2021-10-27
154,63522,0;1;0,0;0;2,1;0;1,0;1;0,63522,6,2021-10-27
155,63790,,,,,63790,6,2021-10-27
156,63792,0;0;2,0;0;1,0;0;1,0;-1;0,63792,6,2021-10-27
157,64063,,,,,64063,6,2021-10-27
158,64070,0;0;-2,0;0;0,0;0;0,0;1;1,64070,6,2021-10-27
159,64339,,,,,64339,6,2021-10-27
160,64342,0;0;-1,0;0;0,0;-1;1,0;-1;1,64342,6,2021-10-27
161,64601,,,,,64601,6,2021-10-27
162,64604,0;0;-3,0;1;0,-1;0;-1,-1;0;1,64604,6,2021-10-27
163,64877,,,,,64877,6,2021-10-27
164,64880,0;1;0,-1;0;-1,0;0;0,0;0;1,64880,6,2021-10-27
165,65139,,,,,65139,6,2021-10-27
166,65141,0;1;-1,0;0;-1,-1;0;-2,0;0;-1,65141,6,2021-10-27
167,65422,,,,,65422,6,2021-10-27
168,65424,0;0;2,1;0;2,1;0;0,0;0;0,65424,6,2021-10-27
169,65690,,,,,65690,6,2021-10-27
170,65692,0;0;0,2;-2;0,0;1;-1,0;1;0,65692,6,2021-10-27
171,65953,,,,,65953,6,2021-10-27
172,65961,-1;1;0,0;0;3,1;-1;1,0;-1;0,65961,6,2021-10-27
173,66228,,,,,66228,6,2021-10-27
174,66231,0;0;-1,0;-1;1,1;0;1,0;1;0,66231,6,2021-10-27
175,66491,,,,,66491,6,2021-10-27
176,66494,0;0;1,0;0;1,1;2;-1,1;1;1,66494,6,2021-10-27
177,66767,,,,,66767,6,2021-10-27
178,66769,0;0;-3,0;1;0,0;0;-2,1;1;0,66769,6,2021-10-27
179,67037,,,,,67037,6,2021-10-27
180,67040,0;0;1,-1;1;0,0;0;-3,0;1;-1,67040,6,2021-10-27
181,67304,,,,,67304,6,2021-10-27
182,67312,0;-1;1,-1;1;1,0;0;-1,1;0;-3,67312,6,2021-10-27
183,67573,,,,,67573,6,2021-10-27
184,67575,0;0;0,0;0;0,-1;0;2,0;1;0,67575,6,2021-10-27
185,67843,,,,,67843,6,2021-10-27
186,67846,0;0;0,0;0;2,-1;2;0,-1;1;0,67846,6,2021-10-27
187,68111,,,,,68111,6,2021-10-27
188,68114,0;-1;1,0;0;0,0;0;0,0;-1;0,68114,6,2021-10-27
189,68388,,,,,68388,6,2021-10-27
190,68390,1;0;2,0;1;2,0;1;0,0;0;1,68390,6,2021-10-27
191,68662,,,,,68662,6,2021-10-27
192,68665,-1;-1;1,0;0;0,-1;0;0,1;0;3,68665,6,2021-10-27
193,68931,,,,,68931,6,2021-10-27
194,68933,-1;0;-1,-2;0;-4,0;0;-3,0;1;-1,68933,6,2021-10-27
195,69207,,,,,69207,6,2021-10-27
196,69214,3;-1;0,2;-1;2,2;0;-1,0;0;0,69214,6,2021-10-27
197,69481,,,,,69481,6,2021-10-27
198,69484,0;0;1,1;0;1,0;0;1,1;0;0,69484,6,2021-10-27
199,69752,,,,,69752,6,2021-10-27
200,69754,0;0;-2,0;0;1,0;1;0,1;0;1,69754,6,2021-10-27
201,70026,,,,,70026,6,2021-10-27
202,70029,1;0;0,0;1;-2,0;0;0,0;1;0,70029,6,2021-10-27
203,70298,,,,,70298,6,2021-10-27
204,70300,-1;0;-1,-1;2;0,0;1;-2,0;0;-1,70300,6,2021-10-27
205,70575,,,,,70575,6,2021-10-27
206,70577,0;-1;1,1;-1;0,0;-1;0,0;0;2,70577,6,2021-10-27
207,70846,,,,,70846,6,2021-10-27
208,70848,0;0;0,0;0;0,0;0;2,0;0;1,70848,6,2021-10-27
209,71117,,,,,71117,6,2021-10-27
210,71127,0;1;-1,0;0;-1,0;0;-2,0;0;-2,71127,6,2021-10-27
211,71397,,,,,71397,6,2021-10-27
212,71400,0;0;-3,0;0;0,0;2;0,-1;0;-3,71400,6,2021-10-27
213,71667,,,,,71667,6,2021-10-27
214,71669,0;0;0,0;0;-1,0;0;-1,0;0;-2,71669,6,2021-10-27
215,71933,,,,,71933,6,2021-10-27
216,71937,-1;1;-1,-1;1;0,0;0;-3,-1;1;1,71937,6,2021-10-27
217,72203,,,,,72203,6,2021-10-27
218,72206,1;0;0,0;1;0,-1;0;-1,0;0;-1,72206,6,2021-10-27
219,72472,,,,,72472,6,2021-10-27
220,72480,0;1;0,1;0;0,0;0;0,0;0;0,72480,6,2021-10-27
221,72747,,,,,72747,6,2021-10-27
222,72750,1;0;0,0;0;0,0;0;0,0;1;-2,72750,6,2021-10-27
223,73010,,,,,73010,6,2021-10-27
224,73013,2;0;4,1;0;2,1;0;2,0;-1;0,73013,6,2021-10-27
225,73286,,,,,73286,6,2021-10-27
226,73288,-1;0;-2,0;1;-1,0;1;1,0;-1;0,73288,6,2021-10-27
227,73560,,,,,73560,6,2021-10-27
228,73563,0;0;0,-1;0;-3,0;0;0,0;0;1,73563,6,2021-10-27
229,73830,,,,,73830,6,2021-10-27
230,73832,-2;0;0,0;0;0,0;-1;-3,-1;0;0,73832,6,2021-10-27
231,74099,,,,,74099,6,2021-10-27
232,74101,0;0;0,0;0;-1,-1;0;-1,2;0;0,74101,6,2021-10-27
233,74368,,,,,74368,6,2021-10-27
234,74375,0;-1;1,0;0;0,-1;0;0,0;1;-3,74375,6,2021-10-27
235,74637,,,,,74637,6,2021-10-27
236,74639,0;0;2,-1;0;-1,0;1;-3,-1;0;-2,74639,6,2021-10-27
237,74900,,,,,74900,6,2021-10-27
238,74902,0;0;0,0;0;0,0;0;0,0;1;0,74902,6,2021-10-27
239,75176,,,,,75176,6,2021-10-27
240,75180,1;1;2,0;1;0,0;0;2,0;-1;2,75180,6,2021-10-27
241,75450,,,,,75450,6,2021-10-27
242,75452,0;0;0,0;1;0,0;0;0,1;0;1,75452,6,2021-10-27
243,75717,,,,,75717,6,2021-10-27
244,75720,-1;-1;-1,0;0;1,0;0;-2,0;1;-1,75720,6,2021-10-27
245,75994,,,,,75994,6,2021-10-27
246,75997,0;1;0,0;0;-1,0;0;-3,0;0;-1,75997,6,2021-10-27
247,76264,,,,,76264,6,2021-10-27
248,76272,1;0;2,0;0;3,1;0;0,0;0;-1,76272,6,2021-10-27
249,76538,,,,,76538,6,2021-10-27
250,76541,0;0;1,1;-1;1,1;-1;-1,0;0;0,76541,6,2021-10-27
251,76810,,,,,76810,6,2021-10-27
252,76812,0;0;0,0;0;1,1;0;2,1;0;2,76812,6,2021-10-27
253,77082,,,,,77082,6,2021-10-27
254,77085,-1;0;-1,0;0;-1,0;0;-1,2;1;-1,77085,6,2021-10-27
255,77352,,,,,77352,6,2021-10-27
256,77356,0;0;-1,0;1;-3,1;0;1,-1;0;0,77356,6,2021-10-27
257,77628,,,,,77628,6,2021-10-27
258,77636,1;0;-1,0;0;0,0;1;0,0;0;0,77636,6,2021-10-27
259,77902,,,,,77902,6,2021-10-27
260,77905,0;0;0,-1;1;1,0;1;0,0;0;-2,77905,6,2021-10-27
261,78166,,,,,78166,6,2021-10-27
262,78169,0;0;0,0;0;-1,0;-1;-2,0;-1;0,78169,6,2021-10-27
263,78441,,,,,78441,6,2021-10-27
264,78443,1;0;0,0;0;2,1;0;2,0;0;1,78443,6,2021-10-27
265,78709,,,,,78709,6,2021-10-27
266,78712,0;0;0,0;0;1,0;1;2,0;0;2,78712,6,2021-10-27
267,78985,,,,,78985,6,2021-10-27
268,78987,0;0;-1,0;0;0,0;0;-1,0;0;0,78987,6,2021-10-27
269,79254,,,,,79254,6,2021-10-27
270,79256,0;0;0,0;-1;0,0;0;1,0;0;2,79256,6,2021-10-27
271,79516,,,,,79516,6,2021-10-27
272,79524,0;0;-2,0;0;1,0;1;-1,0;0;-3,79524,6,2021-10-27
273,79792,,,,,79792,6,2021-10-27
274,79795,0;0;-1,0;0;0,-1;0;0,0;0;-2,79795,6,2021-10-27
275,80067,,,,,80067,6,2021-10-27
276,80070,1;-1;2,1;1;0,2;-1;-1,0;1;0,80070,6,2021-10-27
277,80343,,,,,80343,6,2021-10-27
278,80346,0;0;1,1;-1;0,1;0;-1,0;1;1,80346,6,2021-10-27
279,80607,,,,,80607,6,2021-10-27
280,80609,2;0;2,0;0;2,0;0;0,0;0;0,80609,6,2021-10-27
281,80873,,,,,80873,6,2021-10-27
282,80880,0;0;0,0;1;-1,0;0;0,1;0;-1,80880,6,2021-10-27
283,81143,,,,,81143,6,2021-10-27
284,81146,0;0;-3,-1;0;-1,0;0;3,0;0;0,81146,6,2021-10-27
285,81413,,,,,81413,6,2021-10-27
286,81415,-1;0;-1,0;0;-3,-1;0;-1,0;-1;-2,81415,6,2021-10-27
287,81687,,,,,81687,6,2021-10-27
288,81690,0;0;0,0;0;-2,0;1;-1,0;0;-2,81690,6,2021-10-27
289,81958,,,,,81958,6,2021-10-27
290,81961,0;-1;1,0;0;0,0;1;0,0;1;0,81961,6,2021-10-27
291,82232,,,,,82232,6,2021-10-27
292,82234,1;0;1,0;0;0,0;0;-1,0;0;0,82234,6,2021-10-27
293,82507,,,,,82507,6,2021-10-27
294,82510,1;1;1,1;0;2,0;0;0,0;0;0,82510,6,2021-10-27
295,82778,,,,,82778,6,2021-10-27
296,82786,-1;0;-2,0;0;0,0;1;0,0;0;0,82786,6,2021-10-27
297,83067,,,,,83067,6,2021-10-27
298,83070,0;0;-1,0;0;0,0;1;0,0;0;-1,83070,6,2021-10-27
299,83333,,,,,83333,6,2021-10-27
300,83335,1;-1;2,0;0;0,0;0;0,-1;0;-2,83335,6,2021-10-27
301,83597,,,,,83597,6,2021-10-27
302,83599,1;0;-1,1;0;0,0;1;0,-1;1;0,83599,6,2021-10-27
303,83870,,,,,83870,6,2021-10-27
304,83873,0;1;0,1;0;2,1;0;1,0;0;1,83873,6,2021-10-27
305,84152,,,,,84152,6,2021-10-27
306,84155,0;0;0,0;0;-1,1;0;1,0;0;1,84155,6,2021-10-27
307,84419,,,,,84419,6,2021-10-27
308,84422,0;0;-1,0;2;-1,0;1;0,-2;0;0,84422,6,2021-10-27
309,84692,,,,,84692,6,2021-10-27
310,84700,0;0;0,-1;0;0,-1;1;0,0;0;-1,84700,6,2021-10-27
311,84969,,,,,84969,6,2021-10-27
312,84972,1;-1;0,0;0;-1,0;1;1,1;1;-2,84972,6,2021-10-27
313,85236,,,,,85236,6,2021-10-27
314,85239,0;0;0,0;0;1,0;0;1,0;0;-1,85239,6,2021-10-27
315,85528,,,,,85528,6,2021-10-27
316,85531,1;1;-2,-1;0;0,-1;1;0,0;0;-1,85531,6,2021-10-27
317,85792,,,,,85792,6,2021-10-27
318,85795,0;1;0,0;0;-1,0;0;-1,0;0;0,85795,6,2021-10-27
319,86062,,,,,86062,6,2021-10-27
320,86070,0;0;2,1;0;4,-1;-1;-1,0;0;0,86070,6,2021-10-27
321,86336,,,,,86336,6,2021-10-27
322,86339,1;0;0,0;0;0,0;0;0,-1;1;0,86339,6,2021-10-27
323,86607,,,,,86607,6,2021-10-27
324,86609,0;1;0,1;1;1,0;0;-3,0;0;-3,86609,6,2021-10-27
325,86886,,,,,86886,6,2021-10-27
326,86889,0;2;0,0;0;-2,0;0;-1,0;0;1,86889,6,2021-10-27
327,87149,,,,,87149,6,2021-10-27
328,87152,-1;0;0,-1;0;-4,0;1;1,0;0;1,87152,6,2021-10-27
329,87416,,,,,87416,6,2021-10-27
330,87419,0;0;-2,0;0;-1,0;0;0,1;-2;-1,87419,6,2021-10-27
331,87688,,,,,87688,6,2021-10-27
332,87690,0;0;0,0;0;-1,0;-1;-2,0;-1;0,87690,6,2021-10-27
333,87950,,,,,87950,6,2021-10-27
334,87959,-1;0;1,0;0;0,0;0;-2,-1;0;0,87959,6,2021-10-27
335,88225,,,,,88225,6,2021-10-27
336,88228,0;0;-1,-1;1;2,0;0;0,0;0;-1,88228,6,2021-10-27
337,88488,,,,,88488,6,2021-10-27
338,88491,-1;1;0,-1;0;0,0;0;-1,-1;0;0,88491,6,2021-10-27
339,88751,,,,,88751,6,2021-10-27
340,88753,-1;0;1,0;1;-1,0;0;0,0;1;0,88753,6,2021-10-27
341,89013,,,,,89013,6,2021-10-27
342,89016,0;0;-3,-1;0;-1,0;0;0,0;0;1,89016,6,2021-10-27
343,89283,,,,,89283,6,2021-10-27
344,89285,0;0;0,0;0;0,1;0;0,-1;0;0,89285,6,2021-10-27
345,89551,,,,,89551,6,2021-10-27
346,89553,0;1;1,0;1;-1,-1;0;-1,-1;1;0,89553,6,2021-10-27
347,89818,,,,,89818,6,2021-10-27
348,89825,0;0;0,-1;0;-1,0;0;1,0;1;-3,89825,6,2021-10-27
349,90089,,,,,90089,6,2021-10-27
350,90092,0;0;0,0;0;0,1;0;-2,0;2;1,90092,6,2021-10-27
351,90352,,,,,90352,6,2021-10-27
352,90355,0;0;0,0;0;0,0;0;0,0;0;-2,90355,6,2021-10-27
353,90622,,,,,90622,6,2021-10-27
354,90625,0;0;1,-1;0;0,-1;0;0,-1;-1;-1,90625,6,2021-10-27
355,90891,,,,,90891,6,2021-10-27
356,90894,0;0;0,0;-1;0,0;1;1,1;-1;0,90894,6,2021-10-27
357,91166,,,,,91166,6,2021-10-27
358,91173,0;0;-4,-1;1;-2,-2;0;1,0;0;2,91173,6,2021-10-27
359,91441,,,,,91441,6,2021-10-27
360,91444,-1;0;-2,-1;-1;0,0;0;0,-1;1;-1,91444,6,2021-10-27
361,91710,,,,,91710,6,2021-10-27
362,91713,-1;0;-1,-1;0;-1,-2;0;1,0;1;0,91713,6,2021-10-27
363,91992,,,,,91992,6,2021-10-27
364,91995,2;-2;1,1;-1;-1,0;1;-1,0;0;0,91995,6,2021-10-27
365,92267,,,,,92267,6,2021-10-27
366,92270,0;0;0,0;0;-1,0;0;1,0;0;-1,92270,6,2021-10-27
367,92533,,,,,92533,6,2021-10-27
368,92536,1;0;2,0;0;-1,1;-1;0,0;0;1,92536,6,2021-10-27
369,92806,,,,,92806,6,2021-10-27
370,92809,0;-1;0,0;0;0,0;0;3,0;0;2,92809,6,2021-10-27
371,93077,,,,,93077,6,2021-10-27
372,93085,-1;0;1,0;0;-2,0;-1;-2,0;0;0,93085,6,2021-10-27
373,93349,,,,,93349,6,2021-10-27
374,93351,0;0;-1,-1;0;0,0;0;-2,0;0;-1,93351,6,2021-10-27
375,93618,,,,,93618,6,2021-10-27
376,93621,0;1;0,-1;1;-2,0;0;-1,0;0;-3,93621,6,2021-10-27
377,93887,,,,,93887,6,2021-10-27
378,93890,0;1;1,0;0;-2,0;-1;-2,1;0;0,93890,6,2021-10-27
379,94150,,,,,94150,6,2021-10-27
380,94152,0;0;1,0;0;-1,0;0;-2,0;0;-1,94152,6,2021-10-27
381,94433,,,,,94433,6,2021-10-27
382,94435,0;-1;2,0;0;0,0;0;2,0;-1;0,94435,6,2021-10-27
383,94700,,,,,94700,6,2021-10-27
384,94703,0;0;0,0;1;2,0;1;3,0;-1;2,94703,6,2021-10-27
385,94969,,,,,94969,6,2021-10-27
386,94977,-1;0;-1,-1;0;2,1;0;0,2;-1;3,94977,6,2021-10-27
387,95238,,,,,95238,6,2021-10-27
388,95241,-1;0;0,0;0;0,-1;1;2,0;0;3,95241,6,2021-10-27
389,95507,,,,,95507,6,2021-10-27
390,95510,0;1;-1,0;2;1,0;0;3,1;0;1,95510,6,2021-10-27
391,95779,,,,,95779,6,2021-10-27
392,95781,0;0;0,0;-1;-3,0;0;2,0;1;0,95781,6,2021-10-27
393,96046,,,,,96046,6,2021-10-27
394,96049,0;0;0,0;0;0,-1;0;-2,0;0;-2,96049,6,2021-10-27
395,96316,,,,,96316,6,2021-10-27
396,96323,1;0;-1,0;-1;0,0;0;0,0;0;-2,96323,6,2021-10-27
397,96590,,,,,96590,6,2021-10-27
398,96592,1;0;0,0;-2;1,0;0;0,1;-1;0,96592,6,2021-10-27
399,96867,,,,,96867,6,2021-10-27
400,96870,0;0;0,-1;0;-2,0;0;-1,-1;0;-2,96870,6,2021-10-27
401,97146,,,,,97146,6,2021-10-27
402,97149,0;1;1,-2;0;1,0;0;-1,0;1;0,97149,6,2021-10-27
403,97422,,,,,97422,6,2021-10-27
404,97425,1;-1;2,0;0;0,-1;0;1,0;0;1,97425,6,2021-10-27
405,97689,,,,,97689,6,2021-10-27
406,97692,0;-1;0,0;0;3,0;0;0,0;0;0,97692,6,2021-10-27
407,97959,,,,,97959,6,2021-10-27
408,97963,1;0;3,0;0;3,1;-1;3,0;-1;2,97963,6,2021-10-27
409,98230,,,,,98230,6,2021-10-27
410,98238,-1;0;-1,0;0;-2,0;0;1,-1;0;2,98238,6,2021-10-27
411,98507,,,,,98507,6,2021-10-27
412,98509,0;0;1,-1;0;-4,0;0;-1,0;0;0,98509,6,2021-10-27
413,98772,,,,,98772,6,2021-10-27
414,98776,0;1;0,0;0;-1,0;0;-2,0;1;-2,98776,6,2021-10-27
415,99043,,,,,99043,6,2021-10-27
416,99046,-1;1;1,0;0;-1,0;0;-1,0;0;-1,99046,6,2021-10-27
417,99311,,,,,99311,6,2021-10-27
418,99313,0;0;-2,0;0;-3,0;0;-2,1;0;0,99313,6,2021-10-27
419,99581,,,,,99581,6,2021-10-27
420,99585,2;0;-1,-1;0;-1,0;0;0,-2;0;-1,99585,6,2021-10-27
421,99850,,,,,99850,6,2021-10-27
422,99853,0;0;-1,0;1;0,0;1;0,0;0;0,99853,6,2021-10-27
423,100125,,,,,100125,6,2021-10-27
424,100132,0;0;0,0;1;2,0;0;2,0;-1;1,100132,6,2021-10-27
425,100400,,,,,100400,6,2021-10-27
426,100403,-1;0;-2,0;0;-3,0;1;-1,1;1;1,100403,6,2021-10-27
427,100669,,,,,100669,6,2021-10-27
428,100672,0;1;0,0;0;0,0;0;-1,0;1;-1,100672,6,2021-10-27
429,100951,,,,,100951,6,2021-10-27
430,100954,1;0;0,1;-1;0,-1;0;0,0;0;1,100954,6,2021-10-27
431,101226,,,,,101226,6,2021-10-27
432,101228,0;1;2,1;-1;0,0;0;0,0;0;0,101228,6,2021-10-27
