,index,acc1,acc2,acc3,acc4,duration
104,64284,0;0;0,0;1;-1,0;1;0,1;-1;2,64284
105,64550,,,,,64550
106,64553,0;0;-2,0;0;-1,-1;0;1,0;0;-1,64553
107,64821,,,,,64821
108,64898,0;0;0,0;1;0,0;-1;1,0;-1;0,64898
109,65164,,,,,65164
110,65166,0;0;0,-1;1;0,-1;0;1,0;0;-1,65166
111,65427,,,,,65427
112,65429,0;1;0,0;0;0,0;-1;0,0;1;0,65429
113,65697,,,,,65697
114,65700,0;0;2,0;0;0,0;0;1,1;0;0,65700
115,65965,,,,,65965
116,65968,1;0;1,0;0;0,0;0;0,0;0;0,65968
117,66232,,,,,66232
118,66235,3;0;1,0;2;1,0;-1;1,0;0;-1,66235
119,66503,,,,,66503
120,66505,0;0;0,1;-1;0,0;-2;-1,0;1;0,66505
121,66766,,,,,66766
122,66775,-1;1;-1,-1;1;-2,0;0;2,0;1;1,66775
123,67041,,,,,67041
124,67043,0;0;-1,0;0;-1,1;0;-2,-1;0;-2,67043
125,67316,,,,,67316
126,67319,-1;-1;-1,0;0;0,1;0;-1,0;0;-1,67319
127,67600,,,,,67600
128,67602,0;0;1,0;0;0,0;0;2,0;0;1,67602
129,67866,,,,,67866
130,67869,0;-1;-2,0;0;3,0;0;1,0;0;0,67869
131,68128,,,,,68128
132,68136,0;0;-2,0;0;0,-1;-1;0,2;-1;2,68136
133,68412,,,,,68412
134,68414,-1;0;-1,0;0;0,0;0;-1,0;0;-2,68414
135,68680,,,,,68680
136,68683,0;1;1,0;0;0,0;0;0,0;0;-1,68683
137,68959,,,,,68959
138,68961,0;0;0,0;0;0,0;0;0,0;0;-1,68961
139,69224,,,,,69224
140,69226,1;0;2,1;0;-1,0;0;1,0;0;1,69226
141,69506,,,,,69506
142,69508,0;0;-2,0;0;-1,0;1;2,0;1;-1,69508
143,69776,,,,,69776
144,69778,0;0;1,0;0;-2,0;0;0,0;0;-3,69778
145,70043,,,,,70043
146,70050,0;0;0,0;0;-2,-1;1;0,0;-1;0,70050
147,70319,,,,,70319
148,70321,1;0;0,0;0;0,0;0;0,0;0;0,70321
149,70582,,,,,70582
150,70584,0;0;0,0;0;0,2;-1;3,1;-1;0,70584
151,70858,,,,,70858
152,70861,0;0;0,1;0;0,0;-1;0,0;0;0,70861
153,71129,,,,,71129
154,71131,-1;0;1,0;0;0,0;-1;1,0;0;-1,71131
155,71396,,,,,71396
156,71403,-1;0;-1,0;-1;-1,0;0;-2,-1;1;-1,71403
157,71670,,,,,71670
158,71673,0;0;0,0;0;-1,0;0;-1,0;0;-1,71673
159,71940,,,,,71940
160,71948,0;0;0,0;1;0,0;0;0,-1;0;-1,71948
161,72215,,,,,72215
162,72218,2;0;0,0;0;0,-1;-2;-2,0;1;0,72218
163,72483,,,,,72483
164,72486,1;0;3,2;0;3,1;-1;-1,1;-1;3,72486
165,72766,,,,,72766
166,72769,0;0;-2,-1;1;-1,0;0;0,-1;0;-1,72769
167,73040,,,,,73040
168,73043,1;0;0,0;0;0,0;0;0,0;0;-3,73043
169,73311,,,,,73311
170,73319,1;0;1,1;0;1,0;-1;0,0;0;1,73319
171,73587,,,,,73587
172,73590,0;0;2,1;1;3,1;0;-1,0;-1;0,73590
173,73861,,,,,73861
174,73863,0;0;-2,1;0;0,0;0;-1,0;0;-1,73863
175,74136,,,,,74136
176,74139,0;0;0,-1;0;0,1;0;-1,0;0;0,74139
177,74404,,,,,74404
178,74406,0;0;0,0;-1;0,1;0;0,0;0;0,74406
179,74685,,,,,74685
180,74688,0;0;-2,1;0;0,0;0;-1,0;-1;0,74688
181,74948,,,,,74948
182,74951,1;0;2,0;0;0,-1;-2;0,0;-2;0,74951
183,75217,,,,,75217
184,75225,0;0;-3,0;0;0,1;1;0,0;0;0,75225
185,75487,,,,,75487
186,75490,0;0;0,0;0;0,1;0;0,0;0;1,75490
187,75761,,,,,75761
188,75764,1;0;2,1;1;0,-1;0;0,0;0;0,75764
189,76033,,,,,76033
190,76035,0;0;0,0;0;0,0;0;0,0;0;0,76035
191,76312,,,,,76312
192,76315,1;-2;1,1;0;3,1;-1;0,-2;-1;0,76315
193,76581,,,,,76581
194,76589,-1;0;-1,-1;1;2,-1;-1;-1,0;0;1,76589
195,76850,,,,,76850
196,76853,1;0;4,0;0;1,0;0;2,0;0;0,76853
197,77126,,,,,77126
198,77129,-1;0;-2,0;1;1,0;0;0,0;-1;-2,77129
199,77419,,,,,77419
200,77422,0;0;1,0;0;1,-1;0;0,0;0;-1,77422
201,77688,,,,,77688
202,77690,0;0;0,0;-1;1,0;0;-1,0;0;0,77690
203,77952,,,,,77952
204,77954,0;1;0,0;0;2,0;0;0,0;0;0,77954
205,78226,,,,,78226
206,78229,0;0;-1,2;0;1,0;0;0,-1;0;1,78229
207,78489,,,,,78489
208,78497,0;0;0,0;-1;1,0;0;1,0;0;0,78497
209,78767,,,,,78767
210,78769,0;0;-1,0;0;0,0;0;0,1;1;1,78769
211,79040,,,,,79040
212,79043,0;0;-1,0;0;-2,1;0;0,-1;-1;-1,79043
213,79315,,,,,79315
214,79318,0;-1;-2,0;-2;0,0;1;-2,0;0;-1,79318
215,79578,,,,,79578
216,79581,1;0;0,1;0;-2,0;0;-3,0;0;-2,79581
217,79859,,,,,79859
218,79861,1;-1;0,0;0;2,0;0;0,0;2;-1,79861
219,80130,,,,,80130
220,80132,0;0;0,0;-1;2,0;-1;-1,0;-1;-2,80132
221,80397,,,,,80397
222,80404,0;0;-1,0;0;0,1;-1;1,-1;0;0,80404
223,80666,,,,,80666
224,80669,0;1;-1,0;0;3,0;0;3,0;0;-1,80669
225,80937,,,,,80937
226,80940,-1;0;0,0;0;1,-2;0;-1,0;0;2,80940
227,81217,,,,,81217
228,81220,0;1;1,1;0;0,0;1;0,0;0;0,81220
229,81479,,,,,81479
230,81481,0;0;0,0;0;-1,0;0;1,1;0;1,81481
231,81743,,,,,81743
232,81751,0;0;1,0;-1;-1,0;0;0,0;0;-2,81751
233,82018,,,,,82018
234,82021,0;0;0,0;0;0,1;0;0,0;-1;0,82021
235,82293,,,,,82293
236,82295,1;0;-1,0;0;-1,0;0;0,0;0;-1,82295
237,82563,,,,,82563
238,82566,1;0;0,0;-1;-1,0;0;2,0;0;0,82566
239,82838,,,,,82838
240,82841,-1;0;-3,0;0;1,0;0;1,1;0;-1,82841
241,83113,,,,,83113
242,83117,0;0;0,0;0;0,-1;0;-1,0;0;2,83117
243,83382,,,,,83382
244,83385,1;0;0,0;0;1,0;0;0,0;0;-3,83385
245,83657,,,,,83657
246,83665,1;0;2,0;1;0,-1;1;1,0;0;1,83665
247,83938,,,,,83938
248,83941,-2;1;2,0;0;-2,0;1;1,2;0;3,83941
249,84214,,,,,84214
250,84216,0;1;0,0;0;0,-1;0;0,0;1;-1,84216
251,84489,,,,,84489
252,84492,0;0;0,-1;-1;0,0;0;-1,-1;1;1,84492
253,84758,,,,,84758
254,84760,0;0;-1,0;0;0,0;0;0,0;0;0,84760
255,85026,,,,,85026
256,85029,0;0;2,0;-1;-1,-1;0;0,-1;-1;0,85029
257,85296,,,,,85296
258,85299,0;1;2,0;-1;-1,0;1;0,0;0;0,85299
259,85559,,,,,85559
260,85566,1;0;2,0;0;-2,-1;1;0,0;0;0,85566
261,85828,,,,,85828
262,85830,1;0;2,1;-1;1,-1;0;0,0;0;-2,85830
263,86097,,,,,86097
264,86099,0;0;1,0;0;1,-1;0;1,0;0;1,86099
265,86372,,,,,86372
266,86375,0;0;-3,0;0;3,0;-1;1,0;1;-1,86375
267,86635,,,,,86635
268,86637,1;0;2,1;0;0,2;0;1,1;0;-2,86637
269,86908,,,,,86908
270,86916,0;0;-2,0;1;-1,0;0;-1,-1;0;1,86916
271,87179,,,,,87179
272,87182,0;0;-1,-1;-1;0,0;0;-3,0;1;0,87182
273,87448,,,,,87448
274,87450,0;0;0,0;0;0,0;0;-3,0;1;-1,87450
275,87717,,,,,87717
276,87720,0;0;0,0;0;-1,0;0;-1,0;0;-3,87720
277,87992,,,,,87992
278,87995,1;0;3,1;0;0,0;0;0,0;1;-2,87995
279,88265,,,,,88265
280,88268,0;0;1,1;-1;0,1;0;1,0;0;1,88268
281,88537,,,,,88537
282,88540,-1;1;0,0;1;-1,0;0;2,0;0;2,88540
283,88812,,,,,88812
284,88820,0;0;-2,0;0;0,0;0;0,0;0;0,88820
285,89086,,,,,89086
286,89090,-2;0;0,0;-1;0,0;0;0,0;0;-1,89090
287,89350,,,,,89350
288,89353,-1;0;-1,0;1;1,0;1;-2,0;1;0,89353
289,89626,,,,,89626
290,89628,2;0;2,1;1;3,0;0;3,1;0;0,89628
291,89900,,,,,89900
292,89903,0;0;0,0;0;-1,0;1;0,0;0;0,89903
293,90176,,,,,90176
294,90184,0;0;0,0;0;0,0;0;-2,-1;0;0,90184
295,90450,,,,,90450
296,90454,0;1;0,0;-1;-2,0;0;-1,0;0;0,90454
297,90733,,,,,90733
298,90740,1;0;-1,0;2;2,0;0;2,0;0;1,90740
299,91001,,,,,91001
300,91004,0;0;0,0;0;-1,0;1;0,0;0;2,91004
301,91277,,,,,91277
302,91279,0;0;0,0;1;-2,0;0;1,-1;0;-1,91279
303,91548,,,,,91548
304,91550,0;1;-2,0;0;0,-1;0;0,1;0;-3,91550
305,91814,,,,,91814
306,91817,0;0;0,-1;1;2,0;0;-2,0;0;0,91817
307,92078,,,,,92078
308,92085,0;0;0,0;0;0,0;0;-1,-1;1;0,92085
309,92353,,,,,92353
310,92355,0;0;0,-2;0;0,0;0;0,-1;0;-1,92355
311,92615,,,,,92615
312,92618,-1;0;0,0;1;2,0;0;2,1;0;1,92618
313,92897,,,,,92897
314,92899,-1;0;0,0;1;2,1;0;3,0;0;3,92899
315,93174,,,,,93174
316,93177,0;0;-2,0;0;-1,-1;1;0,0;0;1,93177
317,93447,,,,,93447
318,93450,0;0;0,0;0;1,1;2;-1,0;0;-2,93450
319,93717,,,,,93717
320,93719,-1;0;-1,0;0;0,0;0;-1,0;0;0,93719
321,93979,,,,,93979
322,93988,0;0;0,0;1;0,0;0;1,0;-1;0,93988
323,94256,,,,,94256
324,94259,0;0;5,0;0;0,0;0;-1,0;0;-1,94259
325,94527,,,,,94527
326,94529,0;0;0,-1;0;1,0;0;1,0;0;0,94529
327,94792,,,,,94792
328,94795,-1;0;0,1;-1;1,0;0;-1,0;0;-1,94795
329,95055,,,,,95055
330,95058,0;-1;1,1;0;2,-1;-2;-1,0;0;-1,95058
331,95328,,,,,95328
332,95336,-1;0;-2,0;0;2,0;0;2,0;0;4,95336
333,95611,,,,,95611
334,95614,0;1;0,0;0;0,0;0;0,0;0;0,95614
335,95881,,,,,95881
336,95884,-1;0;0,0;0;0,0;0;0,0;0;1,95884
337,96156,,,,,96156
338,96159,1;0;1,0;0;0,-1;0;-1,0;0;-2,96159
339,96419,,,,,96419
340,96422,0;0;0,0;0;1,-1;0;-2,0;0;0,96422
341,96702,,,,,96702
342,96704,-1;-1;-5,-1;0;0,0;0;3,-1;0;-1,96704
343,96977,,,,,96977
344,96980,0;1;0,0;0;-1,0;0;-1,0;-2;-1,96980
345,97252,,,,,97252
346,97259,1;0;1,0;0;0,0;0;-2,0;2;-2,97259
347,97520,,,,,97520
348,97523,0;0;0,0;-1;0,0;0;0,-1;0;0,97523
349,97796,,,,,97796
350,97799,1;0;1,1;0;0,1;0;0,0;0;1,97799
351,98067,,,,,98067
352,98069,0;-1;-1,0;0;0,0;1;0,1;0;2,98069
353,98335,,,,,98335
354,98338,0;0;0,0;0;0,0;1;0,0;0;0,98338
355,98612,,,,,98612
356,98615,0;1;0,1;1;1,0;0;0,0;0;0,98615
357,98886,,,,,98886
358,98889,0;-1;0,-1;0;1,0;0;1,1;0;0,98889
359,99155,,,,,99155
360,99164,0;0;0,0;0;1,2;-1;3,1;0;0,99164
361,99435,,,,,99435
362,99438,0;0;-1,0;0;-2,0;0;1,0;0;3,99438
363,99710,,,,,99710
364,99714,1;0;0,0;0;0,0;0;-1,0;0;0,99714
365,99986,,,,,99986
366,99989,0;0;0,0;0;-2,0;0;0,0;0;-2,99989
367,100257,,,,,100257
368,100260,0;0;0,0;0;0,0;0;0,0;0;0,100260
369,100531,,,,,100531
370,100534,0;0;1,1;0;0,0;1;1,1;-1;1,100534
371,100799,,,,,100799
372,100801,0;0;1,0;0;0,1;-1;0,0;-1;1,100801
373,101074,,,,,101074
374,101082,-1;0;0,0;0;-1,-2;0;0,0;0;1,101082
375,101358,,,,,101358
376,101361,0;0;-1,0;0;0,0;1;1,0;0;1,101361
377,101625,,,,,101625
378,101628,0;-2;0,0;1;-1,0;0;2,2;0;1,101628
379,101912,,,,,101912
380,101915,0;0;0,0;0;1,0;0;-3,-1;2;-2,101915
381,102182,,,,,102182
382,102185,0;0;0,0;0;0,0;0;0,0;0;0,102185
383,102458,,,,,102458
384,102460,1;0;0,1;0;-2,0;0;-1,0;0;0,102460
385,102731,,,,,102731
386,102734,0;0;2,-1;1;0,0;0;0,0;0;0,102734
387,103006,,,,,103006
388,103009,-1;0;0,0;0;-1,-1;0;0,0;0;1,103009
389,103275,,,,,103275
390,103278,-1;0;-1,-1;0;1,0;1;0,0;0;2,103278
391,103538,,,,,103538
392,103545,0;0;0,-1;0;-4,-1;0;0,-2;1;0,103545
393,103815,,,,,103815
394,103817,0;0;0,0;0;0,-1;-1;-2,-1;0;-3,103817
395,104087,,,,,104087
396,104096,0;1;1,0;-1;-1,0;-1;-1,1;0;2,104096
397,104359,,,,,104359
398,104363,0;0;2,2;0;2,-1;0;0,0;1;-1,104363
399,104628,,,,,104628
400,104630,1;0;-1,0;1;0,2;-1;1,1;0;0,104630
401,104907,,,,,104907
402,104910,0;0;-1,1;0;0,0;0;-2,0;0;-1,104910
403,105178,,,,,105178
404,105180,0;0;1,0;0;1,0;0;-1,0;0;-3,105180
405,105447,,,,,105447
406,105450,0;0;-1,0;0;0,0;0;0,0;0;-2,105450
407,105716,,,,,105716
408,105719,0;0;0,0;1;-1,1;0;0,0;0;-1,105719
409,105995,,,,,105995
410,105998,-1;1;3,1;-2;0,0;0;1,2;0;3,105998
411,106266,,,,,106266
412,106269,-1;-1;-2,1;0;2,0;1;3,0;0;1,106269
413,106529,,,,,106529
414,106537,-1;0;1,-1;0;0,-1;0;-2,0;-1;0,106537
415,106807,,,,,106807
416,106810,0;0;2,0;0;1,0;0;1,0;0;-2,106810
417,107079,,,,,107079
418,107088,1;0;0,2;0;0,1;0;1,-3;0;1,107088
419,107356,,,,,107356
420,107358,0;2;0,1;0;2,0;0;0,0;0;0,107358
421,107626,,,,,107626
422,107629,0;0;0,0;0;-1,1;0;1,0;0;0,107629
423,107926,,,,,107926
424,107929,1;1;-1,1;0;-1,1;0;3,0;-1;1,107929
425,108194,,,,,108194
426,108197,0;0;-3,1;0;0,1;0;3,1;0;5,108197
427,108468,,,,,108468
428,108471,0;0;0,1;0;0,0;-1;-1,0;0;-2,108471
429,108738,,,,,108738
430,108741,1;0;-1,0;1;2,1;0;-1,-1;0;0,108741
431,109020,,,,,109020
432,109023,0;1;2,1;0;1,1;0;1,2;-1;0,109023
433,109294,,,,,109294
434,109297,0;0;-1,3;0;0,0;0;2,0;0;-1,109297
435,109557,,,,,109557
436,109564,-1;0;-3,0;0;-3,0;0;-1,0;-1;0,109564
437,109839,,,,,109839
438,109842,1;1;0,0;1;0,0;0;0,0;0;0,109842
439,110115,,,,,110115
440,110117,0;0;2,0;0;2,0;0;2,0;0;2,110117
441,110395,,,,,110395
442,110398,0;0;-2,0;0;2,0;0;2,0;0;0,110398
443,110659,,,,,110659
444,110662,0;1;0,0;1;0,0;0;-1,0;1;2,110662
445,110935,,,,,110935
446,110937,0;0;1,0;0;-1,0;1;0,0;0;-1,110937
447,111207,,,,,111207
448,111210,0;0;0,0;1;1,-1;0;0,0;0;0,111210
449,111476,,,,,111476
450,111479,0;-1;2,0;0;0,0;0;1,0;0;0,111479
451,111747,,,,,111747
452,111750,1;0;1,1;0;2,1;0;3,0;0;-1,111750
453,112022,,,,,112022
454,112029,0;0;0,0;0;-1,0;0;-2,0;0;0,112029
455,112297,,,,,112297
456,112300,0;-1;0,0;0;-1,0;0;0,0;0;0,112300
457,112560,,,,,112560
458,112569,0;0;-1,0;0;0,0;1;-1,0;1;0,112569
459,112835,,,,,112835
460,112838,0;0;0,0;0;-1,0;1;0,-1;0;-2,112838
461,113099,,,,,113099
462,113102,0;0;-2,0;1;-1,0;-1;-2,0;1;-1,113102
463,113373,,,,,113373
464,113376,1;0;1,0;-1;0,-1;0;-1,0;0;-1,113376
465,113636,,,,,113636
466,113639,0;0;0,0;0;0,1;0;-1,0;0;1,113639
467,113911,,,,,113911
468,113913,0;1;-1,2;0;2,1;-1;1,-1;0;-2,113913
469,114174,,,,,114174
470,114177,-1;1;1,1;0;2,0;-1;-1,0;0;-1,114177
471,114442,,,,,114442
472,114444,0;1;0,2;0;-1,2;-1;1,0;0;-1,114444
473,114712,,,,,114712
474,114715,0;0;-2,1;0;3,1;-1;1,0;0;0,114715
475,114975,,,,,114975
476,114983,0;0;-1,0;0;0,0;1;0,0;0;3,114983
477,115250,,,,,115250
478,115253,-1;-1;2,0;0;1,0;0;2,1;0;3,115253
479,115514,,,,,115514
480,115521,0;0;0,1;0;0,0;0;-1,0;0;-1,115521
481,115788,,,,,115788
482,115790,-1;1;0,0;0;0,0;0;0,-1;0;-1,115790
483,116057,,,,,116057
484,116060,0;0;2,0;0;0,-1;1;0,0;0;1,116060
485,116326,,,,,116326
486,116329,-1;0;0,-1;0;0,0;0;0,-1;0;-1,116329
487,116589,,,,,116589
488,116592,-2;0;0,-1;1;0,1;0;0,-1;0;1,116592
489,116862,,,,,116862
490,116866,0;-1;0,0;0;0,0;0;0,0;0;0,116866
491,117127,,,,,117127
492,117130,0;1;0,1;0;0,1;-2;1,1;0;0,117130
493,117398,,,,,117398
494,117406,0;0;-1,0;0;0,0;1;0,1;-1;1,117406
495,117678,,,,,117678
496,117681,0;0;-3,0;0;-2,0;0;-2,-1;0;-2,117681
497,117947,,,,,117947
498,117954,2;0;0,0;0;0,-1;0;-3,0;0;-2,117954
499,118216,,,,,118216
500,118218,0;0;-1,1;0;-1,0;0;0,-3;0;0,118218
501,118491,,,,,118491
502,118494,1;0;1,0;0;0,0;0;0,0;0;0,118494
503,118760,,,,,118760
504,118763,0;1;0,0;0;2,1;0;3,0;-1;0,118763
505,119029,,,,,119029
506,119031,0;0;2,0;0;1,0;0;2,0;0;2,119031
507,119307,,,,,119307
508,119310,1;0;1,0;0;0,-1;0;-1,-1;0;1,119310
509,119575,,,,,119575
510,119577,0;0;1,0;0;0,0;1;0,0;0;0,119577
511,119849,,,,,119849
512,119853,0;1;0,0;0;0,-1;0;-1,0;0;0,119853
513,120117,,,,,120117
514,120120,0;0;2,0;1;1,0;0;1,0;-2;0,120120
515,120380,,,,,120380
516,120387,-1;0;0,0;0;-1,0;0;-1,0;0;0,120387
517,120655,,,,,120655
518,120658,1;0;2,-1;-1;0,0;0;-1,0;0;0,120658
519,120931,,,,,120931
520,120939,0;0;-2,0;0;-2,-1;1;0,0;0;1,120939
521,121213,,,,,121213
522,121217,0;0;0,0;1;0,0;1;-1,0;0;-2,121217
523,121481,,,,,121481
524,121484,0;0;-1,0;1;0,0;0;0,0;0;-1,121484
525,121751,,,,,121751
526,121753,0;0;0,0;0;0,1;0;0,0;0;-1,121753
527,122019,,,,,122019
528,122022,0;0;0,2;0;0,1;0;0,1;0;1,122022
529,122307,,,,,122307
530,122309,0;1;1,-1;0;-2,0;0;0,1;0;3,122309
531,122569,,,,,122569
532,122572,0;0;0,0;0;0,0;-1;0,0;0;0,122572
533,122843,,,,,122843
534,122846,0;1;-1,0;0;0,-1;0;0,-1;0;-1,122846
535,123108,,,,,123108
536,123111,0;0;0,0;0;-1,0;0;0,0;0;0,123111
537,123383,,,,,123383
538,123393,0;0;1,1;0;1,0;0;0,0;0;-1,123393
539,123659,,,,,123659
540,123662,-1;1;1,0;0;0,2;0;3,1;0;1,123662
541,123933,,,,,123933
542,123936,0;0;-2,0;0;-1,0;0;-1,0;0;0,123936
543,124209,,,,,124209
544,124212,0;0;0,0;0;-1,0;0;-1,0;2;-2,124212
545,124478,,,,,124478
546,124480,0;1;0,0;0;-1,1;0;0,0;-1;0,124480
547,124756,,,,,124756
548,124760,0;0;2,0;0;-1,0;0;1,1;0;-2,124760
549,125024,,,,,125024
550,125027,1;0;3,1;0;1,1;0;0,0;0;0,125027
551,125302,,,,,125302
552,125305,0;1;-1,0;-1;0,0;0;0,1;0;2,125305
553,125573,,,,,125573
554,125576,0;1;0,0;0;0,1;0;-3,1;0;2,125576
555,125845,,,,,125845
556,125853,0;0;-1,0;0;0,0;0;0,0;0;0,125853
557,126116,,,,,126116
558,126119,0;0;0,0;0;0,1;0;-1,0;2;0,126119
559,126381,,,,,126381
560,126407,-2;-1;0,0;1;-2,0;1;2,0;0;1,126407
561,126673,,,,,126673
562,126676,0;0;-1,0;0;1,0;0;1,0;-1;0,126676
563,126937,,,,,126937
564,126940,0;0;0,0;0;-3,0;0;-3,1;0;1,126940
565,127213,,,,,127213
566,127216,1;0;-2,0;0;-1,-1;-1;0,1;0;1,127216
567,127480,,,,,127480
568,127483,0;0;-2,1;0;-1,0;0;0,-1;0;-2,127483
569,127758,,,,,127758
570,127760,0;-1;0,0;0;0,1;0;-1,1;1;-2,127760
571,128024,,,,,128024
572,128027,0;1;-1,0;0;-2,0;0;-1,1;1;0,128027
573,128293,,,,,128293
574,128295,1;0;-3,0;0;-1,0;1;-1,0;0;0,128295
575,128558,,,,,128558
576,128561,0;0;0,0;0;0,0;0;-1,0;0;1,128561
577,128826,,,,,128826
578,128833,0;0;0,0;0;-1,0;1;0,0;0;-3,128833
579,129101,,,,,129101
580,129104,0;0;1,0;0;0,0;0;0,0;0;-1,129104
581,129377,,,,,129377
582,129385,0;1;-1,0;0;1,2;0;2,1;-2;1,129385
583,129654,,,,,129654
584,129657,0;0;-3,0;1;-2,0;0;3,1;0;3,129657
585,129921,,,,,129921
586,129924,0;-1;-2,0;0;4,0;0;1,1;0;0,129924
587,130189,,,,,130189
588,130192,-2;0;0,0;0;0,1;0;2,0;0;0,130192
589,130454,,,,,130454
590,130457,-1;1;0,1;1;0,0;0;2,0;0;2,130457
591,130729,,,,,130729
592,130732,0;0;1,0;0;0,0;0;-2,-1;0;-2,130732
593,130997,,,,,130997
594,130999,0;2;1,0;0;0,0;1;0,0;0;2,130999
595,131260,,,,,131260
596,131268,0;0;1,0;0;0,0;0;-1,0;0;0,131268
597,131528,,,,,131528
598,131531,0;1;0,0;0;2,0;0;0,0;0;0,131531
599,131798,,,,,131798
600,131820,0;0;1,0;1;1,1;0;2,-1;0;0,131820
601,132087,,,,,132087
602,132090,0;0;0,-1;0;1,0;0;2,0;0;0,132090
603,132355,,,,,132355
604,132357,0;1;0,0;0;1,1;0;0,1;0;1,132357
