,utcdate,utctime,alt,speed_mph,n_sats,duration
57022,2021-11-24,19:48:10.300000,228,200.702833,12,57022
57300,2021-11-24,19:48:10.500000,228,200.702833,12,57300
57568,2021-11-24,19:48:10.800000,228,234.256867,12,57568
57854,2021-11-24,19:48:11.100000,228,334.918969,12,57854
58124,2021-11-24,19:48:11.400000,228,267.810901,12,58124
58405,2021-11-24,19:48:11.600000,228,133.594765,12,58405
58680,2021-11-24,19:48:11.900000,228,536.243173,12,58680
58944,2021-11-24,19:48:12.200000,228,1375.094023,12,58944
59220,2021-11-24,19:48:12.500000,228,2213.944873,12,59220
59491,2021-11-24,19:48:12.700000,228,3321.227995,12,59491
59763,2021-11-24,19:48:13,227,4596.281287,12,59763
60040,2021-11-24,19:48:13.300000,227,7616.144347,12,60040
60313,2021-11-24,19:48:13.500000,227,10165.62956,12,60313
60582,2021-11-24,19:48:13.800000,227,12648.628076,12,60582
60863,2021-11-24,19:48:14.100000,227,15936.302037,12,60863
61139,2021-11-24,19:48:14.400000,227,18620.624757,12,61139
61413,2021-11-24,19:48:14.700000,227,19291.705437,12,61413
61690,2021-11-24,19:48:14.900000,227,19123.935267,12,61690
61961,2021-11-24,19:48:15.200000,227,19895.678049000002,12,61961
62230,2021-11-24,19:48:15.500000,227,20801.636967,12,62230
62503,2021-11-24,19:48:15.700000,227,21606.933783,12,62503
62779,2021-11-24,19:48:16,227,21908.920089,12,62779
63052,2021-11-24,19:48:16.300000,227,21640.487817,12,63052
63321,2021-11-24,19:48:16.600000,227,21741.149919,12,63321
63592,2021-11-24,19:48:16.800000,227,21506.271681000002,12,63592
63867,2021-11-24,19:48:17.100000,226,21170.731341,12,63867
64142,2021-11-24,19:48:17.400000,226,21338.501511,12,64142
64418,2021-11-24,19:48:17.700000,226,21506.271681000002,12,64418
64702,2021-11-24,19:48:17.900000,226,20734.528899,12,64702
64970,2021-11-24,19:48:18.200000,226,20231.218389,12,64970
65249,2021-11-24,19:48:18.500000,226,18150.868281,12,65249
65519,2021-11-24,19:48:18.800000,226,16741.598853,12,65519
65790,2021-11-24,19:48:19,226,16003.410105,12,65790
66070,2021-11-24,19:48:19.300000,226,14426.991878,12,66070
66345,2021-11-24,19:48:19.600000,226,12917.060348,12,66345
66620,2021-11-24,19:48:19.900000,226,11507.79092,12,66620
66891,2021-11-24,19:48:20.100000,226,12078.209498,12,66891
67159,2021-11-24,19:48:20.400000,226,12984.168416,12,67159
67433,2021-11-24,19:48:20.700000,226,13386.816824,12,67433
67712,2021-11-24,19:48:20.900000,226,13957.235402,12,67712
67984,2021-11-24,19:48:21.200000,226,15534.275,12,67984
68259,2021-11-24,19:48:21.500000,226,14796.086252000001,12,68259
68534,2021-11-24,19:48:21.800000,226,14930.302388,12,68534
68803,2021-11-24,19:48:22,226,15131.626592,12,68803
69085,2021-11-24,19:48:22.300000,226,14896.748354,12,69085
69360,2021-11-24,19:48:22.600000,226,14796.086252000001,12,69360
69633,2021-11-24,19:48:22.900000,226,14695.42415,12,69633
69904,2021-11-24,19:48:23.100000,226,14158.559606,12,69904
70184,2021-11-24,19:48:23.400000,226,13185.49262,12,70184
70455,2021-11-24,19:48:23.700000,226,13051.276484,12,70455
70724,2021-11-24,19:48:24,226,11373.574784,12,70724
71005,2021-11-24,19:48:24.200000,226,10031.413424,12,71005
71274,2021-11-24,19:48:24.500000,226,9830.08922,12,71274
71548,2021-11-24,19:48:24.800000,226,8320.15769,12,71548
71812,2021-11-24,19:48:25,226,7247.049973,12,71812
72082,2021-11-24,19:48:25.300000,226,5166.6998650000005,12,72082
72357,2021-11-24,19:48:25.600000,226,4797.605491,12,72357
72626,2021-11-24,19:48:25.900000,226,4160.078845,12,72626
72901,2021-11-24,19:48:26.100000,226,4562.727253,12,72901
73176,2021-11-24,19:48:26.400000,226,3723.876403,12,73176
73449,2021-11-24,19:48:26.700000,226,1576.4182270000001,12,73449
73721,2021-11-24,19:48:27,226,2113.282771,12,73721
73990,2021-11-24,19:48:27.200000,226,1073.107717,12,73990
74296,2021-11-24,19:48:27.500000,226,402.027037,12,74296
74564,2021-11-24,19:48:27.800000,226,234.256867,12,74564
74833,2021-11-24,19:48:28.100000,226,167.148799,12,74833
75103,2021-11-24,19:48:28.300000,226,167.148799,12,75103
75384,2021-11-24,19:48:28.600000,226,133.594765,12,75384
75654,2021-11-24,19:48:28.900000,226,167.148799,12,75654
75929,2021-11-24,19:48:29.200000,226,603.351241,12,75929
76205,2021-11-24,19:48:29.400000,226,1039.553683,12,76205
76480,2021-11-24,19:48:29.700000,226,1945.5126010000001,12,76480
76790,2021-11-24,19:48:30,226,2549.485213,12,76790
77070,2021-11-24,19:48:30.300000,226,3891.646573,12,77070
77348,2021-11-24,19:48:30.600000,226,3589.660267,12,77348
77619,2021-11-24,19:48:30.900000,226,3086.349757,12,77619
77893,2021-11-24,19:48:31.100000,226,3421.890097,12,77893
78169,2021-11-24,19:48:31.400000,226,3119.903791,12,78169
78444,2021-11-24,19:48:31.700000,226,2784.363451,12,78444
78718,2021-11-24,19:48:32,226,2650.147315,12,78718
78982,2021-11-24,19:48:32.200000,226,1341.539989,12,78982
79250,2021-11-24,19:48:32.500000,226,1106.661751,12,79250
79519,2021-11-24,19:48:32.800000,226,670.459309,12,79519
79782,2021-11-24,19:48:33,226,167.148799,12,79782
80058,2021-11-24,19:48:33.300000,226,234.256867,12,80058
80333,2021-11-24,19:48:33.600000,226,334.918969,12,80333
80609,2021-11-24,19:48:33.800000,226,536.243173,12,80609
80883,2021-11-24,19:48:34.100000,226,469.135105,12,80883
81150,2021-11-24,19:48:34.400000,226,469.135105,12,81150
81421,2021-11-24,19:48:34.700000,226,1073.107717,12,81421
81685,2021-11-24,19:48:34.900000,226,1609.9722610000001,12,81685
81960,2021-11-24,19:48:35.200000,226,2918.579587,12,81960
82236,2021-11-24,19:48:35.500000,226,3321.227995,12,82236
82510,2021-11-24,19:48:35.700000,226,4596.281287,12,82510
82781,2021-11-24,19:48:36,226,3992.308675,12,82781
83057,2021-11-24,19:48:36.300000,226,5468.686171,12,83057
83323,2021-11-24,19:48:36.600000,226,6240.428953,12,83323
83600,2021-11-24,19:48:36.800000,226,6911.509633,12,83600
83870,2021-11-24,19:48:37.100000,226,7448.374177,12,83870
84140,2021-11-24,19:48:37.400000,226,8353.711724,12,84140
84413,2021-11-24,19:48:37.600000,226,9192.562574,12,84413
84681,2021-11-24,19:48:37.900000,226,9192.562574,12,84681
84961,2021-11-24,19:48:38.200000,226,10098.521492,12,84961
85226,2021-11-24,19:48:38.500000,226,10299.845696,12,85226
85500,2021-11-24,19:48:38.700000,226,10333.399730000001,12,85500
85777,2021-11-24,19:48:39,226,10366.953764,12,85777
86045,2021-11-24,19:48:39.300000,226,8555.035928,12,86045
86321,2021-11-24,19:48:39.600000,226,6643.077361,12,86321
86596,2021-11-24,19:48:39.800000,226,5066.037763,12,86596
86871,2021-11-24,19:48:40.100000,226,3723.876403,12,86871
87140,2021-11-24,19:48:40.400000,226,1542.8641930000001,12,87140
87402,2021-11-24,19:48:40.600000,226,133.594765,12,87402
87672,2021-11-24,19:48:40.900000,226,167.148799,12,87672
87940,2021-11-24,19:48:41.200000,225,100.04073100000001,12,87940
88216,2021-11-24,19:48:41.500000,225,167.148799,12,88216
88491,2021-11-24,19:48:41.700000,225,133.594765,12,88491
88759,2021-11-24,19:48:42,225,100.04073100000001,12,88759
89023,2021-11-24,19:48:42.300000,225,66.486697,12,89023
89292,2021-11-24,19:48:42.500000,225,334.918969,12,89292
89569,2021-11-24,19:48:42.800000,226,200.702833,12,89569
89842,2021-11-24,19:48:43.100000,226,402.027037,12,89842
90118,2021-11-24,19:48:43.400000,226,402.027037,12,90118
90393,2021-11-24,19:48:43.600000,226,167.148799,12,90393
90674,2021-11-24,19:48:43.900000,226,167.148799,12,90674
90943,2021-11-24,19:48:44.200000,226,133.594765,12,90943
91206,2021-11-24,19:48:44.400000,226,66.486697,12,91206
91481,2021-11-24,19:48:44.700000,226,133.594765,12,91481
91744,2021-11-24,19:48:45,226,32.932663,12,91744
92019,2021-11-24,19:48:45.300000,226,32.932663,12,92019
92281,2021-11-24,19:48:45.500000,226,167.148799,12,92281
92562,2021-11-24,19:48:45.800000,226,133.594765,12,92562
92832,2021-11-24,19:48:46.100000,226,133.594765,12,92832
93109,2021-11-24,19:48:46.300000,226,200.702833,12,93109
93382,2021-11-24,19:48:46.600000,226,267.810901,12,93382
93645,2021-11-24,19:48:46.900000,226,167.148799,12,93645
93921,2021-11-24,19:48:47.200000,226,267.810901,12,93921
94184,2021-11-24,19:48:47.400000,226,100.04073100000001,12,94184
94456,2021-11-24,19:48:47.700000,226,133.594765,12,94456
94722,2021-11-24,19:48:48,226,234.256867,12,94722
94999,2021-11-24,19:48:48.200000,226,133.594765,12,94999
95299,2021-11-24,19:48:48.500000,226,66.486697,12,95299
95568,2021-11-24,19:48:48.800000,226,267.810901,12,95568
95842,2021-11-24,19:48:49.100000,226,133.594765,12,95842
96117,2021-11-24,19:48:49.400000,226,200.702833,12,96117
96390,2021-11-24,19:48:49.600000,226,301.364935,12,96390
96662,2021-11-24,19:48:49.900000,226,334.918969,12,96662
96937,2021-11-24,19:48:50.200000,226,234.256867,12,96937
97218,2021-11-24,19:48:50.500000,226,0.0,12,97218
97489,2021-11-24,19:48:50.700000,226,200.702833,12,97489
97763,2021-11-24,19:48:51,226,167.148799,12,97763
98038,2021-11-24,19:48:51.300000,226,368.473003,12,98038
98310,2021-11-24,19:48:51.500000,226,234.256867,12,98310
98589,2021-11-24,19:48:51.800000,226,234.256867,12,98589
98859,2021-11-24,19:48:52.100000,226,66.486697,12,98859
99138,2021-11-24,19:48:52.400000,226,167.148799,12,99138
99410,2021-11-24,19:48:52.600000,226,133.594765,12,99410
99683,2021-11-24,19:48:52.900000,226,234.256867,12,99683
99951,2021-11-24,19:48:53.200000,226,66.486697,12,99951
100228,2021-11-24,19:48:53.500000,226,167.148799,12,100228
100502,2021-11-24,19:48:53.700000,226,133.594765,12,100502
100765,2021-11-24,19:48:54,226,32.932663,12,100765
101041,2021-11-24,19:48:54.300000,226,66.486697,12,101041
101304,2021-11-24,19:48:54.500000,226,100.04073100000001,12,101304
101578,2021-11-24,19:48:54.800000,226,133.594765,12,101578
101841,2021-11-24,19:48:55.100000,226,100.04073100000001,12,101841
102122,2021-11-24,19:48:55.400000,226,100.04073100000001,12,102122
102392,2021-11-24,19:48:55.600000,226,234.256867,12,102392
102665,2021-11-24,19:48:55.900000,226,66.486697,12,102665
102930,2021-11-24,19:48:56.200000,226,200.702833,12,102930
103205,2021-11-24,19:48:56.400000,226,301.364935,12,103205
103480,2021-11-24,19:48:56.700000,226,200.702833,12,103480
103756,2021-11-24,19:48:57,226,100.04073100000001,12,103756
104032,2021-11-24,19:48:57.300000,226,32.932663,12,104032
104300,2021-11-24,19:48:57.500000,226,167.148799,12,104300
104582,2021-11-24,19:48:57.800000,226,100.04073100000001,12,104582
104856,2021-11-24,19:48:58.100000,226,66.486697,12,104856
105127,2021-11-24,19:48:58.400000,226,167.148799,12,105127
105395,2021-11-24,19:48:58.600000,226,234.256867,12,105395
105663,2021-11-24,19:48:58.900000,226,133.594765,12,105663
105932,2021-11-24,19:48:59.200000,226,133.594765,12,105932
106219,2021-11-24,19:48:59.500000,226,133.594765,12,106219
106498,2021-11-24,19:48:59.700000,226,234.256867,12,106498
106769,2021-11-24,19:49:00,226,0.0,12,106769
107049,2021-11-24,19:49:00.300000,226,536.243173,12,107049
107318,2021-11-24,19:49:00.600000,226,133.594765,12,107318
107598,2021-11-24,19:49:00.800000,226,167.148799,12,107598
107869,2021-11-24,19:49:01.100000,226,0.0,12,107869
108142,2021-11-24,19:49:01.400000,226,32.932663,12,108142
108419,2021-11-24,19:49:01.700000,226,100.04073100000001,12,108419
108692,2021-11-24,19:49:01.900000,226,167.148799,12,108692
108960,2021-11-24,19:49:02.200000,226,167.148799,12,108960
109223,2021-11-24,19:49:02.500000,226,267.810901,12,109223
109493,2021-11-24,19:49:02.700000,226,368.473003,12,109493
109761,2021-11-24,19:49:03,226,200.702833,12,109761
110038,2021-11-24,19:49:03.300000,226,334.918969,12,110038
110299,2021-11-24,19:49:03.500000,226,200.702833,12,110299
110575,2021-11-24,19:49:03.800000,225,670.459309,12,110575
110844,2021-11-24,19:49:04.100000,225,267.810901,12,110844
111121,2021-11-24,19:49:04.400000,225,133.594765,12,111121
111388,2021-11-24,19:49:04.600000,225,469.135105,12,111388
111663,2021-11-24,19:49:04.900000,225,267.810901,12,111663
111927,2021-11-24,19:49:05.100000,225,167.148799,12,111927
112198,2021-11-24,19:49:05.400000,225,402.027037,12,112198
112477,2021-11-24,19:49:05.700000,225,368.473003,12,112477
112750,2021-11-24,19:49:06,225,200.702833,12,112750
113022,2021-11-24,19:49:06.300000,225,435.581071,12,113022
113290,2021-11-24,19:49:06.500000,225,167.148799,12,113290
113568,2021-11-24,19:49:06.800000,225,234.256867,12,113568
113841,2021-11-24,19:49:07.100000,225,133.594765,12,113841
114134,2021-11-24,19:49:07.400000,225,100.04073100000001,12,114134
114400,2021-11-24,19:49:07.600000,225,502.689139,12,114400
114671,2021-11-24,19:49:07.900000,225,234.256867,12,114671
114941,2021-11-24,19:49:08.200000,224,32.932663,12,114941
115217,2021-11-24,19:49:08.500000,224,100.04073100000001,12,115217
115492,2021-11-24,19:49:08.700000,224,368.473003,12,115492
115761,2021-11-24,19:49:09,224,200.702833,12,115761
116030,2021-11-24,19:49:09.300000,224,301.364935,12,116030
116293,2021-11-24,19:49:09.500000,224,200.702833,12,116293
116643,2021-11-24,19:49:09.900000,224,32.932663,12,116643
116907,2021-11-24,19:49:10.100000,224,267.810901,12,116907
117194,2021-11-24,19:49:10.400000,224,100.04073100000001,12,117194
117469,2021-11-24,19:49:10.700000,224,100.04073100000001,12,117469
117737,2021-11-24,19:49:11,224,167.148799,12,117737
118001,2021-11-24,19:49:11.200000,224,100.04073100000001,12,118001
118277,2021-11-24,19:49:11.500000,224,66.486697,12,118277
118549,2021-11-24,19:49:11.800000,224,100.04073100000001,12,118549
118821,2021-11-24,19:49:12.100000,224,334.918969,12,118821
119097,2021-11-24,19:49:12.300000,224,334.918969,12,119097
119368,2021-11-24,19:49:12.600000,224,133.594765,12,119368
119649,2021-11-24,19:49:12.900000,224,66.486697,12,119649
119922,2021-11-24,19:49:13.200000,224,234.256867,12,119922
120197,2021-11-24,19:49:13.400000,224,66.486697,12,120197
120470,2021-11-24,19:49:13.700000,224,368.473003,12,120470
120745,2021-11-24,19:49:14,224,133.594765,12,120745
121017,2021-11-24,19:49:14.300000,224,267.810901,12,121017
121286,2021-11-24,19:49:14.500000,224,234.256867,12,121286
121561,2021-11-24,19:49:14.800000,224,200.702833,12,121561
121836,2021-11-24,19:49:15.100000,224,66.486697,12,121836
122124,2021-11-24,19:49:15.400000,224,301.364935,12,122124
122398,2021-11-24,19:49:15.600000,224,133.594765,12,122398
122674,2021-11-24,19:49:15.900000,224,334.918969,12,122674
122937,2021-11-24,19:49:16.200000,224,267.810901,12,122937
123208,2021-11-24,19:49:16.400000,224,32.932663,12,123208
123475,2021-11-24,19:49:16.700000,224,334.918969,12,123475
123749,2021-11-24,19:49:17,224,32.932663,12,123749
124013,2021-11-24,19:49:17.200000,224,167.148799,12,124013
124275,2021-11-24,19:49:17.500000,224,234.256867,12,124275
124551,2021-11-24,19:49:17.800000,223,133.594765,12,124551
124826,2021-11-24,19:49:18.100000,223,167.148799,12,124826
125102,2021-11-24,19:49:18.300000,223,100.04073100000001,12,125102
125376,2021-11-24,19:49:18.600000,223,66.486697,12,125376
125639,2021-11-24,19:49:18.900000,223,133.594765,12,125639
125917,2021-11-24,19:49:19.200000,223,66.486697,12,125917
126190,2021-11-24,19:49:19.400000,223,100.04073100000001,12,126190
126468,2021-11-24,19:49:19.700000,223,200.702833,12,126468
126745,2021-11-24,19:49:20,223,167.148799,12,126745
127016,2021-11-24,19:49:20.300000,223,469.135105,12,127016
127288,2021-11-24,19:49:20.500000,223,334.918969,12,127288
127567,2021-11-24,19:49:20.800000,223,502.689139,12,127567
127842,2021-11-24,19:49:21.100000,223,267.810901,12,127842
128116,2021-11-24,19:49:21.400000,223,267.810901,12,128116
128379,2021-11-24,19:49:21.600000,223,301.364935,12,128379
128655,2021-11-24,19:49:21.900000,223,0.0,12,128655
128923,2021-11-24,19:49:22.200000,223,133.594765,12,128923
129192,2021-11-24,19:49:22.400000,223,200.702833,12,129192
129463,2021-11-24,19:49:22.700000,223,234.256867,12,129463
129740,2021-11-24,19:49:23,223,234.256867,12,129740
130007,2021-11-24,19:49:23.200000,223,301.364935,12,130007
130286,2021-11-24,19:49:23.500000,223,200.702833,12,130286
130556,2021-11-24,19:49:23.800000,223,905.337547,12,130556
130820,2021-11-24,19:49:24.100000,223,1140.215785,12,130820
131097,2021-11-24,19:49:24.300000,223,905.337547,12,131097
131367,2021-11-24,19:49:24.600000,223,1509.310159,12,131367
131649,2021-11-24,19:49:24.900000,223,1844.8504990000001,12,131649
131917,2021-11-24,19:49:25.200000,223,2146.836805,12,131917
132191,2021-11-24,19:49:25.400000,223,2213.944873,12,132191
132459,2021-11-24,19:49:25.700000,223,1609.9722610000001,12,132459
132736,2021-11-24,19:49:26,224,1375.094023,12,132736
133004,2021-11-24,19:49:26.200000,224,1106.661751,12,133004
133284,2021-11-24,19:49:26.500000,224,670.459309,12,133284
133554,2021-11-24,19:49:26.800000,224,301.364935,12,133554
133818,2021-11-24,19:49:27.100000,224,66.486697,12,133818
134098,2021-11-24,19:49:27.300000,224,200.702833,12,134098
134373,2021-11-24,19:49:27.600000,223,66.486697,12,134373
134649,2021-11-24,19:49:27.900000,223,66.486697,12,134649
134923,2021-11-24,19:49:28.200000,223,301.364935,12,134923
135197,2021-11-24,19:49:28.400000,223,100.04073100000001,12,135197
135461,2021-11-24,19:49:28.700000,223,301.364935,12,135461
135730,2021-11-24,19:49:29,223,301.364935,12,135730
135999,2021-11-24,19:49:29.200000,223,234.256867,12,135999
136280,2021-11-24,19:49:29.500000,223,435.581071,12,136280
136550,2021-11-24,19:49:29.800000,223,100.04073100000001,12,136550
136819,2021-11-24,19:49:30.100000,223,200.702833,12,136819
137090,2021-11-24,19:49:30.300000,223,234.256867,12,137090
137357,2021-11-24,19:49:30.600000,223,334.918969,12,137357
137626,2021-11-24,19:49:30.900000,223,167.148799,12,137626
137889,2021-11-24,19:49:31.100000,223,234.256867,12,137889
138167,2021-11-24,19:49:31.400000,223,200.702833,12,138167
138439,2021-11-24,19:49:31.700000,223,167.148799,12,138439
138721,2021-11-24,19:49:32,223,66.486697,12,138721
138990,2021-11-24,19:49:32.200000,223,200.702833,12,138990
139265,2021-11-24,19:49:32.500000,223,0.0,12,139265
139528,2021-11-24,19:49:32.800000,223,301.364935,12,139528
139799,2021-11-24,19:49:33,223,402.027037,12,139799
140078,2021-11-24,19:49:33.300000,224,167.148799,12,140078
140342,2021-11-24,19:49:33.600000,224,234.256867,12,140342
140617,2021-11-24,19:49:33.900000,224,200.702833,12,140617
140892,2021-11-24,19:49:34.100000,224,133.594765,12,140892
141167,2021-11-24,19:49:34.400000,224,32.932663,12,141167
141442,2021-11-24,19:49:34.700000,224,402.027037,12,141442
141718,2021-11-24,19:49:35,224,234.256867,12,141718
141992,2021-11-24,19:49:35.200000,224,32.932663,12,141992
142261,2021-11-24,19:49:35.500000,224,66.486697,12,142261
142527,2021-11-24,19:49:35.800000,224,66.486697,12,142527
142796,2021-11-24,19:49:36,224,167.148799,12,142796
143069,2021-11-24,19:49:36.300000,224,66.486697,12,143069
143338,2021-11-24,19:49:36.600000,224,133.594765,12,143338
143607,2021-11-24,19:49:36.800000,224,66.486697,12,143607
143869,2021-11-24,19:49:37.100000,224,133.594765,12,143869
144148,2021-11-24,19:49:37.400000,224,100.04073100000001,12,144148
144415,2021-11-24,19:49:37.700000,224,32.932663,12,144415
144683,2021-11-24,19:49:37.900000,224,133.594765,12,144683
144953,2021-11-24,19:49:38.200000,224,100.04073100000001,12,144953
145226,2021-11-24,19:49:38.500000,224,167.148799,12,145226
145496,2021-11-24,19:49:38.700000,224,66.486697,12,145496
145760,2021-11-24,19:49:39,224,66.486697,12,145760
146034,2021-11-24,19:49:39.300000,224,267.810901,12,146034
146297,2021-11-24,19:49:39.500000,224,200.702833,12,146297
146579,2021-11-24,19:49:39.800000,224,200.702833,12,146579
146856,2021-11-24,19:49:40.100000,224,133.594765,12,146856
147136,2021-11-24,19:49:40.400000,224,200.702833,12,147136
147398,2021-11-24,19:49:40.600000,224,133.594765,12,147398
147706,2021-11-24,19:49:40.900000,224,100.04073100000001,12,147706
147975,2021-11-24,19:49:41.200000,224,435.581071,12,147975
148252,2021-11-24,19:49:41.500000,224,0.0,12,148252
148525,2021-11-24,19:49:41.800000,223,32.932663,12,148525
148797,2021-11-24,19:49:42,223,167.148799,12,148797
149074,2021-11-24,19:49:42.300000,223,301.364935,12,149074
149350,2021-11-24,19:49:42.600000,223,100.04073100000001,12,149350
149625,2021-11-24,19:49:42.900000,223,167.148799,12,149625
149897,2021-11-24,19:49:43.100000,223,133.594765,12,149897
150175,2021-11-24,19:49:43.400000,223,133.594765,12,150175
150438,2021-11-24,19:49:43.700000,223,234.256867,12,150438
150714,2021-11-24,19:49:44,223,167.148799,12,150714
150977,2021-11-24,19:49:44.200000,223,267.810901,12,150977
151245,2021-11-24,19:49:44.500000,223,234.256867,12,151245
151515,2021-11-24,19:49:44.800000,223,133.594765,12,151515
151782,2021-11-24,19:49:45,223,167.148799,12,151782
152052,2021-11-24,19:49:45.300000,223,200.702833,12,152052
152315,2021-11-24,19:49:45.600000,223,167.148799,12,152315
152591,2021-11-24,19:49:45.800000,223,32.932663,12,152591
152854,2021-11-24,19:49:46.100000,223,267.810901,12,152854
153128,2021-11-24,19:49:46.400000,223,267.810901,12,153128
153398,2021-11-24,19:49:46.600000,223,234.256867,12,153398
153673,2021-11-24,19:49:46.900000,223,66.486697,12,153673
153942,2021-11-24,19:49:47.200000,223,133.594765,12,153942
154212,2021-11-24,19:49:47.500000,223,100.04073100000001,12,154212
154480,2021-11-24,19:49:47.700000,223,32.932663,12,154480
154792,2021-11-24,19:49:48,223,32.932663,12,154792
155056,2021-11-24,19:49:48.300000,223,32.932663,12,155056
155319,2021-11-24,19:49:48.600000,223,66.486697,12,155319
155595,2021-11-24,19:49:48.800000,223,267.810901,12,155595
155867,2021-11-24,19:49:49.100000,223,66.486697,12,155867
156138,2021-11-24,19:49:49.400000,223,200.702833,12,156138
156407,2021-11-24,19:49:49.600000,223,100.04073100000001,12,156407
156683,2021-11-24,19:49:49.900000,222,200.702833,12,156683
156957,2021-11-24,19:49:50.200000,222,167.148799,12,156957
157227,2021-11-24,19:49:50.500000,222,267.810901,12,157227
157496,2021-11-24,19:49:50.700000,222,66.486697,12,157496
