,utcdate,utctime,alt,speed_mph,n_sats
63627,,20:19:34.800000,0,0.0,0
63895,,20:19:35.100000,0,0.0,0
64163,,20:19:35.400000,0,0.0,0
64435,,20:19:35.600000,0,0.0,0
64696,,20:19:35.900000,0,0.0,0
64971,,20:19:36.200000,0,0.0,0
65234,,20:19:36.400000,0,0.0,0
65503,,20:19:36.700000,0,0.0,0
65766,,20:19:37,0,0.0,0
66028,,20:19:37.200000,0,0.0,0
66307,,20:19:37.500000,0,0.0,0
66575,,20:19:37.800000,0,0.0,0
66841,,20:19:38,0,0.0,0
67106,,20:19:38.300000,0,0.0,0
67375,,20:19:38.600000,0,0.0,0
67642,,20:19:38.800000,0,0.0,0
67907,,20:19:39.100000,0,0.0,0
68179,,20:19:39.400000,0,0.0,0
68450,,20:19:39.700000,0,0.0,0
68714,,20:19:39.900000,0,0.0,0
69001,,20:19:40.200000,0,0.0,0
69264,,20:19:40.500000,0,0.0,0
69534,,20:19:40.700000,0,0.0,0
69800,,20:19:41,0,0.0,0
70064,,20:19:41.300000,0,0.0,0
70335,,20:19:41.500000,0,0.0,0
70601,,20:19:41.800000,0,0.0,0
70871,,20:19:42.100000,0,0.0,0
71137,,20:19:42.300000,0,0.0,0
71404,,20:19:42.600000,0,0.0,0
71671,,20:19:42.900000,0,0.0,0
71941,,20:19:43.100000,0,0.0,0
72209,,20:19:43.400000,0,0.0,0
72478,,20:19:43.700000,0,0.0,0
72741,,20:19:43.900000,0,0.0,0
73029,,20:19:44.200000,0,0.0,0
73305,,20:19:44.500000,0,0.0,0
73579,,20:19:44.800000,0,0.0,0
73866,,20:19:45.100000,0,0.0,0
74130,,20:19:45.300000,0,0.0,0
74405,,20:19:45.600000,0,0.0,0
74669,,20:19:45.900000,0,0.0,0
74939,,20:19:46.100000,0,0.0,0
75206,,20:19:46.400000,0,0.0,0
75469,,20:19:46.700000,0,0.0,0
75744,,20:19:46.900000,0,0.0,0
76007,,20:19:47.200000,0,0.0,0
76276,,20:19:47.500000,0,0.0,0
76539,,20:19:47.700000,0,0.0,0
76812,,20:19:48,0,0.0,0
77083,,20:19:48.300000,0,0.0,0
77346,,20:19:48.600000,0,0.0,0
77621,,20:19:48.800000,0,0.0,0
77884,,20:19:49.100000,0,0.0,0
78150,,20:19:49.400000,0,0.0,0
78422,,20:19:49.600000,0,0.0,0
78684,,20:19:49.900000,0,0.0,0
78960,,20:19:50.200000,0,0.0,0
79222,,20:19:50.400000,0,0.0,0
79491,,20:19:50.700000,0,0.0,0
79761,,20:19:51,0,0.0,0
80024,,20:19:51.200000,0,0.0,0
80294,,20:19:51.500000,0,0.0,0
80563,,20:19:51.800000,0,0.0,0
80828,,20:19:52,0,0.0,0
81096,,20:19:52.300000,0,0.0,0
81361,,20:19:52.600000,0,0.0,0
81633,,20:19:52.800000,0,0.0,0
81896,,20:19:53.100000,0,0.0,0
82167,,20:19:53.400000,0,0.0,0
82438,,20:19:53.600000,0,0.0,0
82701,,20:19:53.900000,0,0.0,0
82971,,20:19:54.200000,0,0.0,0
83238,,20:19:54.400000,0,0.0,0
83514,,20:19:54.700000,0,0.0,0
83783,,20:19:55,0,0.0,0
84045,,20:19:55.200000,0,0.0,0
84323,,20:19:55.500000,0,0.0,0
84590,,20:19:55.800000,0,0.0,0
84858,,20:19:56.100000,0,0.0,0
85128,,20:19:56.300000,0,0.0,0
85393,,20:19:56.600000,0,0.0,0
85665,,20:19:56.900000,0,0.0,0
85928,,20:19:57.100000,0,0.0,0
86205,,20:19:57.400000,0,0.0,0
86467,,20:19:57.700000,0,0.0,0
86729,,20:19:57.900000,0,0.0,0
87005,,20:19:58.200000,0,0.0,0
87268,,20:19:58.500000,0,0.0,0
87537,,20:19:58.700000,0,0.0,0
87805,,20:19:59,0,0.0,0
88069,,20:19:59.300000,0,0.0,0
88344,,20:19:59.500000,0,0.0,0
88606,,20:19:59.800000,0,0.0,0
88879,,20:20:00.100000,0,0.0,0
89145,,20:20:00.300000,0,0.0,0
89408,,20:20:00.600000,0,0.0,0
89682,,20:20:00.900000,0,0.0,0
89946,,20:20:01.200000,0,0.0,0
90215,,20:20:01.400000,0,0.0,0
90483,,20:20:01.700000,0,0.0,0
90746,,20:20:02,0,0.0,0
91022,,20:20:02.200000,0,0.0,0
91283,,20:20:02.500000,0,0.0,0
91556,,20:20:02.800000,0,0.0,0
91823,,20:20:03,0,0.0,0
92085,,20:20:03.300000,0,0.0,0
92386,,20:20:03.600000,0,0.0,0
92648,,20:20:03.900000,0,0.0,0
92916,,20:20:04.100000,0,0.0,0
93187,,20:20:04.400000,0,0.0,0
93449,,20:20:04.700000,0,0.0,0
93723,,20:20:04.900000,0,0.0,0
93986,,20:20:05.200000,0,0.0,0
94249,,20:20:05.500000,0,0.0,0
94513,,20:20:05.700000,0,0.0,0
94776,,20:20:06,0,0.0,0
95056,,20:20:06.300000,0,0.0,0
95326,,20:20:06.500000,0,0.0,0
95596,,20:20:06.800000,0,0.0,0
95863,,20:20:07.100000,0,0.0,0
96126,,20:20:07.300000,0,0.0,0
96402,,20:20:07.600000,0,0.0,0
96664,,20:20:07.900000,0,0.0,0
96934,,20:20:08.100000,0,0.0,0
97204,,20:20:08.400000,0,0.0,0
97465,,20:20:08.700000,0,0.0,0
97734,,20:20:08.900000,0,0.0,0
97997,,20:20:09.200000,0,0.0,0
98267,,20:20:09.500000,0,0.0,0
98528,,20:20:09.700000,0,0.0,0
98793,,20:20:10,0,0.0,0
99066,,20:20:10.300000,0,0.0,0
99330,,20:20:10.500000,0,0.0,0
99598,,20:20:10.800000,0,0.0,0
99867,,20:20:11.100000,0,0.0,0
100132,,20:20:11.300000,0,0.0,0
100405,,20:20:11.600000,0,0.0,0
100668,,20:20:11.900000,0,0.0,0
100932,,20:20:12.100000,0,0.0,0
101193,,20:20:12.400000,0,0.0,0
101462,,20:20:12.700000,0,0.0,0
101732,,20:20:12.900000,0,0.0,0
101994,,20:20:13.200000,0,0.0,0
102273,,20:20:13.500000,0,0.0,0
102545,,20:20:13.800000,0,0.0,0
102821,,20:20:14,0,0.0,0
103084,,20:20:14.300000,0,0.0,0
103351,,20:20:14.600000,0,0.0,0
103621,,20:20:14.800000,0,0.0,0
103884,,20:20:15.100000,0,0.0,0
104159,,20:20:15.400000,0,0.0,0
104422,,20:20:15.600000,0,0.0,0
104684,,20:20:15.900000,0,0.0,0
104947,,20:20:16.200000,0,0.0,0
105219,,20:20:16.400000,0,0.0,0
105485,,20:20:16.700000,0,0.0,0
105748,,20:20:17,0,0.0,0
106023,,20:20:17.200000,0,0.0,0
106286,,20:20:17.500000,0,0.0,0
106561,,20:20:17.800000,0,0.0,0
106824,,20:20:18,0,0.0,0
107091,,20:20:18.300000,0,0.0,0
107362,,20:20:18.600000,0,0.0,0
107625,,20:20:18.800000,0,0.0,0
107904,,20:20:19.100000,128,167.148799,3
108174,,20:20:19.400000,128,167.148799,3
108447,,20:20:19.600000,128,301.364935,3
108716,,20:20:19.900000,128,200.702833,3
108991,,20:20:20.200000,128,133.594765,3
109256,,20:20:20.500000,128,167.148799,3
109529,,20:20:20.700000,128,133.594765,3
109804,,20:20:21,128,200.702833,3
110083,,20:20:21.300000,128,133.594765,3
110349,,20:20:21.500000,128,100.04073100000001,3
110623,,20:20:21.800000,128,368.473003,3
110914,,20:20:22.100000,128,200.702833,3
111186,,20:20:22.400000,128,66.486697,3
111463,,20:20:22.700000,128,100.04073100000001,3
111733,,20:20:22.900000,128,66.486697,3
112007,,20:20:23.200000,128,0.0,3
112281,,20:20:23.500000,128,66.486697,3
112557,,20:20:23.700000,128,66.486697,3
112833,,20:20:24,128,100.04073100000001,3
113106,,20:20:24.300000,128,234.256867,3
113383,,20:20:24.600000,128,32.932663,3
113662,,20:20:24.900000,128,100.04073100000001,3
113934,,20:20:25.100000,242,871.783513,4
114206,,20:20:25.400000,242,569.797207,4
114484,,20:20:25.700000,242,469.135105,4
114758,,20:20:25.900000,243,301.364935,4
115034,,20:20:26.200000,243,368.473003,4
115298,,20:20:26.500000,244,200.702833,4
115572,,20:20:26.800000,244,234.256867,4
115848,,20:20:27,245,301.364935,4
116122,,20:20:27.300000,245,167.148799,4
116385,,20:20:27.600000,245,133.594765,4
116647,,20:20:27.800000,246,167.148799,4
116911,,20:20:28.100000,246,167.148799,4
117180,,20:20:28.400000,246,200.702833,4
117448,,20:20:28.600000,246,133.594765,4
117718,,20:20:28.900000,247,0.0,4
117987,,20:20:29.200000,247,1240.877887,4
118263,,20:20:29.500000,247,2415.269077,4
118538,,20:20:29.700000,247,2448.823111,4
118814,,20:20:30,246,3925.200607,4
119088,,20:20:30.300000,246,6273.982987,4
119356,,20:20:30.500000,245,8420.819792,4
119635,,20:20:30.800000,245,10266.291662,4
119904,,20:20:31.100000,239,14292.775742,6
120177,,20:20:31.400000,232,16506.720615,6
120445,,20:20:31.600000,230,20801.636967,6
120722,,20:20:31.900000,227,21304.947477,6
120991,,20:20:32.200000,225,23955.094792,6
121270,,20:20:32.500000,223,23686.66252,6
121543,,20:20:32.700000,223,23619.554452,6
121817,,20:20:33,222,25397.918254,6
122085,,20:20:33.300000,221,25263.702118,6
122360,,20:20:33.600000,220,24290.635132,6
122629,,20:20:33.800000,219,24726.837574,6
122895,,20:20:34.100000,218,25196.59405,6
123168,,20:20:34.400000,217,25129.485982000002,6
123444,,20:20:34.600000,216,23720.216554,6
123723,,20:20:34.900000,215,24626.175472,6
124000,,20:20:35.200000,213,24089.310928,6
124282,,20:20:35.500000,213,24089.310928,6
124550,,20:20:35.700000,212,23887.986724,6
124833,,20:20:36,211,26102.552968,6
125107,,20:20:36.300000,210,27008.511886,6
125382,,20:20:36.600000,209,26236.769104,6
125655,,20:20:36.800000,209,27411.160294,6
125924,,20:20:37.100000,208,27411.160294,6
126189,,20:20:37.400000,208,30162.591082,6
126457,,20:20:37.600000,208,30196.145116,6
126734,,20:20:37.900000,208,31235.698799,6
127004,,20:20:38.200000,208,32242.319819,6
127285,,20:20:38.500000,208,34591.102199,6
127559,,20:20:38.800000,208,35060.858675,6
127835,,20:20:39,208,38147.829803,6
128109,,20:20:39.300000,209,39153.829452,6
128378,,20:20:39.600000,209,948.212146,6
128649,,20:20:39.800000,209,2726.575948,6
128997,,20:20:40.200000,209,3900.967138,6
129268,,20:20:40.500000,209,5813.547076,6
129549,,20:20:40.700000,209,8363.032289,6
129823,,20:20:41,209,10476.936431,6
130097,,20:20:40.300000,209,11114.463077,6
130369,,20:20:40.600000,209,13060.597049,6
130644,,20:20:40.800000,209,14569.907208,6
130924,,20:20:41.100000,209,16281.162942,6
131201,,20:20:41.400000,209,18428.621118,6
131501,,20:20:41.700000,208,22387.375759,6
131769,,20:20:42,208,24232.847629,6
132055,,20:20:42.200000,208,25205.914615,6
132324,,20:20:42.500000,208,27118.494553,6
132596,,20:20:42.800000,208,29265.331358,6
132865,,20:20:43.100000,208,31614.113738,6
133139,,20:20:43.300000,208,32520.072656,6
133414,,20:20:43.600000,207,34197.774356,6
133698,,20:20:43.900000,207,35875.476056,6
133965,,20:20:44.200000,207,38324.299167,6
134241,,20:20:44.400000,207,38659.839507,6
134525,,20:20:44.700000,207,1192.410949,6
134793,,20:20:45,207,3776.071567,6
135066,,20:20:45.300000,207,6359.110814,6
135342,,20:20:45.500000,206,7499.94797,6
135612,,20:20:45.800000,206,8439.460922,6
135880,,20:20:46.100000,206,9311.865806,6
136162,,20:20:46.400000,206,11157.337676000001,6
136432,,20:20:46.600000,206,11123.783642,6
136713,,20:20:46.900000,206,12096.229257,6
136987,,20:20:47.200000,206,13169.958345000001,6
137262,,20:20:47.500000,206,14243.687433000001,6
137532,,20:20:47.700000,206,14243.687433000001,6
137803,,20:20:48,206,14914.768113,6
138082,,20:20:48.300000,205,15652.956861,6
138355,,20:20:48.500000,205,15988.497201,6
138627,,20:20:48.800000,205,16525.361745000002,6
138904,,20:20:49.100000,205,17565.536799,6
139183,,20:20:49.400000,205,17968.185207,6
139455,,20:20:49.600000,205,18303.725547000002,6
139728,,20:20:49.900000,206,18203.063445,6
139997,,20:20:50.200000,206,19075.468329,6
140274,,20:20:50.500000,206,19444.562703,6
140541,,20:20:50.700000,206,18236.617479,6
140815,,20:20:51,206,17263.550493,6
141085,,20:20:51.300000,206,14814.106011,6
141360,,20:20:51.600000,207,14679.889875,6
141641,,20:20:51.800000,207,14075.917263,6
141912,,20:20:52.100000,207,13035.742209,6
142186,,20:20:52.400000,207,11827.796985,6
142461,,20:20:52.700000,207,10922.459438,6
142736,,20:20:52.900000,208,10654.027166,6
143006,,20:20:53.200000,207,11123.783642,6
143287,,20:20:53.500000,208,7567.056038,6
143562,,20:20:53.800000,208,6661.09712,6
143837,,20:20:54,207,4882.733318,6
144106,,20:20:54.300000,207,3272.761057,6
144382,,20:20:54.600000,207,320.006065,6
144654,,20:20:54.800000,207,39297.366153,6
144926,,20:20:55.100000,207,35976.138158,6
145202,,20:20:55.400000,207,33392.47754,6
145478,,20:20:55.700000,207,31345.681466000002,6
145744,,20:20:55.900000,207,32654.288792,6
146019,,20:20:56.200000,206,30808.816922,6
146284,,20:20:56.500000,206,29802.195902,6
146560,,20:20:56.800000,206,27957.345403,6
146841,,20:20:57,205,27051.386485,6
147112,,20:20:57.300000,204,25440.792853,6
147385,,20:20:57.600000,204,23192.672575,6
147662,,20:20:57.900000,203,22186.051555000002,6
147942,,20:20:58.100000,203,19770.782478,6
148213,,20:20:58.400000,202,18965.485662,6
148505,,20:20:58.700000,202,17187.12186,6
148781,,20:20:59,202,15106.771752,6
149055,,20:20:59.200000,201,15106.771752,6
149325,,20:20:59.500000,201,12993.488981,6
149599,,20:20:59.800000,201,9805.855751000001,6
149868,,20:21:00.100000,201,8161.708085,6
150150,,20:21:00.300000,200,9470.315411,6
150421,,20:21:00.600000,200,5041.8042940000005,6
150693,,20:21:00.900000,200,4538.493784,6
150963,,20:21:01.200000,200,3364.102594,6
151232,,20:21:01.400000,200,1854.1710640000001,6
151507,,20:21:01.700000,200,38785.356449,6
151783,,20:21:02,200,36134.587763,6
152057,,20:21:02.300000,200,32544.306125,6
152333,,20:21:02.500000,200,31336.360901,6
152608,,20:21:02.800000,200,29759.942674,6
152884,,20:21:03.100000,200,28451.335348,6
153158,,20:21:03.400000,200,27444.714328000002,6
153446,,20:21:03.600000,200,24491.959336,6
153715,,20:21:03.900000,200,22244.460429,6
153985,,20:21:04.200000,200,20197.664355,6
154261,,20:21:04.500000,200,19358.813505000002,6
154535,,20:21:04.700000,200,16875.814989,6
154809,,20:21:05,200,14863.19432,6
155073,,20:21:05.300000,200,11004.48041,6
155344,,20:21:05.500000,200,7012.171735,6
155625,,20:21:05.800000,201,4998.929695,6
155901,,20:21:06.100000,201,2381.715043,7
156180,,20:21:06.400000,201,1609.9722610000001,7
156453,,20:21:06.600000,200,267.810901,7
156724,,20:21:06.900000,200,66.486697,7
157001,,20:21:07.200000,200,0.0,7
157275,,20:21:07.500000,200,200.702833,7
157553,,20:21:07.700000,200,133.594765,7
157825,,20:21:08,200,32.932663,7
158101,,20:21:08.300000,199,234.256867,8
158379,,20:21:08.600000,199,66.486697,8
158647,,20:21:08.800000,199,133.594765,8
158914,,20:21:09.100000,199,234.256867,8
159190,,20:21:09.400000,199,234.256867,8
159458,,20:21:09.600000,199,66.486697,8
159739,,20:21:09.900000,198,100.04073100000001,8
160003,,20:21:10.200000,198,32.932663,8
160278,,20:21:10.500000,198,200.702833,8
160552,,20:21:10.700000,198,0.0,8
160831,,20:21:11,198,32.932663,8
161103,,20:21:11.300000,198,66.486697,8
161384,,20:21:11.600000,198,66.486697,8
161653,,20:21:11.800000,198,167.148799,8
161930,,20:21:12.100000,198,167.148799,8
162205,,20:21:12.400000,198,100.04073100000001,8
162480,,20:21:12.700000,198,167.148799,8
162755,,20:21:12.900000,198,32.932663,8
163023,,20:21:13.200000,198,234.256867,8
163303,,20:21:13.500000,198,167.148799,8
163570,,20:21:13.800000,198,32.932663,8
163856,,20:21:14,198,100.04073100000001,8
164121,,20:21:14.300000,198,32.932663,8
164396,,20:21:14.600000,198,100.04073100000001,8
164663,,20:21:14.900000,198,100.04073100000001,8
164926,,20:21:15.100000,198,66.486697,8
165194,,20:21:15.400000,198,301.364935,8
165464,,20:21:15.700000,198,133.594765,8
165740,,20:21:15.900000,198,66.486697,8
166010,,20:21:16.200000,198,167.148799,8
166284,,20:21:16.500000,199,200.702833,8
166559,,20:21:16.700000,199,133.594765,8
166847,,20:21:17,199,100.04073100000001,8
167110,,20:21:17.300000,199,100.04073100000001,8
167392,,20:21:17.600000,199,100.04073100000001,8
167660,,20:21:17.800000,199,32.932663,8
167928,,20:21:18.100000,199,0.0,8
168201,,20:21:18.400000,199,66.486697,8
168467,,20:21:18.700000,199,0.0,8
168741,,20:21:18.900000,199,133.594765,8
169006,,20:21:19.200000,199,167.148799,8
169306,,20:21:19.500000,199,133.594765,8
169575,,20:21:19.800000,199,66.486697,8
169852,,20:21:20,199,100.04073100000001,8
170120,,20:21:20.300000,199,301.364935,8
170393,,20:21:20.600000,199,100.04073100000001,8
170662,,20:21:20.800000,199,133.594765,8
170930,,20:21:21.100000,199,66.486697,8
171194,,20:21:21.400000,199,167.148799,8
171463,,20:21:21.700000,199,100.04073100000001,8
171739,,20:21:21.900000,199,100.04073100000001,8
172002,,20:21:22.200000,199,133.594765,8
172276,,20:21:22.500000,199,133.594765,8
172560,,20:21:22.700000,199,133.594765,8
172839,,20:21:23,199,100.04073100000001,8
173103,,20:21:23.300000,199,32.932663,8
173378,,20:21:23.600000,199,0.0,8
173646,,20:21:23.800000,199,167.148799,8
173922,,20:21:24.100000,199,133.594765,8
174191,,20:21:24.400000,199,66.486697,8
174471,,20:21:24.700000,199,167.148799,8
174741,,20:21:24.900000,200,200.702833,8
175004,,20:21:25.200000,200,133.594765,8
175280,,20:21:25.500000,200,267.810901,8
175542,,20:21:25.700000,200,267.810901,8
175818,,20:21:26,200,301.364935,8
176088,,20:21:26.300000,200,402.027037,8
176363,,20:21:26.500000,200,402.027037,8
176631,,20:21:26.800000,200,267.810901,8
176906,,20:21:27.100000,200,66.486697,8
177170,,20:21:27.400000,200,100.04073100000001,8
177444,,20:21:27.600000,201,100.04073100000001,8
177720,,20:21:27.900000,201,133.594765,8
177992,,20:21:28.200000,201,0.0,8
178276,,20:21:28.500000,201,100.04073100000001,8
178545,,20:21:28.700000,201,200.702833,8
178820,,20:21:29,201,66.486697,8
179083,,20:21:29.300000,201,100.04073100000001,8
179358,,20:21:29.500000,201,100.04073100000001,8
179621,,20:21:29.800000,201,100.04073100000001,8
179900,,20:21:30.100000,201,100.04073100000001,8
180169,,20:21:30.400000,202,234.256867,8
180441,,20:21:30.600000,202,32.932663,8
180711,,20:21:30.900000,202,66.486697,8
180990,,20:21:31.200000,202,66.486697,8
181261,,20:21:31.400000,202,133.594765,8
181536,,20:21:31.700000,202,167.148799,8
181805,,20:21:32,202,66.486697,8
182074,,20:21:32.300000,202,32.932663,9
182355,,20:21:32.500000,202,267.810901,9
182624,,20:21:32.800000,202,234.256867,9
182900,,20:21:33.100000,203,32.932663,9
183173,,20:21:33.400000,203,234.256867,9
183451,,20:21:33.600000,203,234.256867,9
183721,,20:21:33.900000,203,200.702833,9
183994,,20:21:34.200000,203,100.04073100000001,9
184263,,20:21:34.400000,204,200.702833,9
184526,,20:21:34.700000,204,234.256867,9
184801,,20:21:35,204,267.810901,9
185064,,20:21:35.200000,204,200.702833,9
185339,,20:21:35.500000,204,133.594765,9
185615,,20:21:35.800000,204,234.256867,9
185890,,20:21:36.100000,204,234.256867,10
186160,,20:21:36.300000,204,234.256867,10
186452,,20:21:36.600000,204,167.148799,10
186729,,20:21:36.900000,204,66.486697,10
187003,,20:21:37.200000,204,66.486697,10
187279,,20:21:37.500000,204,0.0,10
187546,,20:21:37.700000,204,167.148799,10
187817,,20:21:38,205,0.0,10
188086,,20:21:38.300000,205,167.148799,10
188355,,20:21:38.500000,205,100.04073100000001,10
188618,,20:21:38.800000,205,100.04073100000001,10
188893,,20:21:39.100000,205,100.04073100000001,10
189162,,20:21:39.300000,205,66.486697,10
189437,,20:21:39.600000,205,66.486697,10
189706,,20:21:39.900000,205,66.486697,10
189979,,20:21:40.200000,205,66.486697,10
190244,,20:21:40.400000,205,32.932663,10
190526,,20:21:40.700000,205,32.932663,10
190794,,20:21:41,205,200.702833,10
191057,,20:21:41.200000,205,133.594765,10
191333,,20:21:41.500000,205,133.594765,10
191608,,20:21:41.800000,206,435.581071,10
191884,,20:21:42.100000,206,167.148799,10
192158,,20:21:42.300000,206,66.486697,10
192430,,20:21:42.600000,206,0.0,10
192699,,20:21:42.900000,206,133.594765,10
192971,,20:21:43.200000,206,100.04073100000001,10
193241,,20:21:43.400000,206,66.486697,10
193510,,20:21:43.700000,206,66.486697,10
193773,,20:21:44,206,32.932663,10
194048,,20:21:44.200000,206,32.932663,10
194311,,20:21:44.500000,206,100.04073100000001,10
194574,,20:21:44.800000,206,133.594765,10
194842,,20:21:45,206,66.486697,10
195118,,20:21:45.300000,206,905.337547,10
195393,,20:21:45.600000,206,1777.7424310000001,10
195661,,20:21:45.800000,206,2918.579587,10
195938,,20:21:46.100000,206,3824.538505,10
196209,,20:21:46.400000,206,4059.416743,10
196489,,20:21:46.700000,206,5166.6998650000005,10
196758,,20:21:46.900000,206,3992.308675,10
197032,,20:21:47.200000,206,3455.444131,10
197302,,20:21:47.500000,206,4059.416743,10
197583,,20:21:47.800000,206,4260.740947,10
197859,,20:21:48,206,4797.605491,10
198129,,20:21:48.300000,206,4931.821627,10
198403,,20:21:48.600000,206,4663.389355,10
198678,,20:21:48.900000,206,4696.943389,10
198952,,20:21:49.100000,206,4529.173219,10
199222,,20:21:49.400000,206,5233.807933,10
199500,,20:21:49.700000,206,3287.673961,10
199769,,20:21:50,206,2515.931179,10
200053,,20:21:50.200000,206,1475.756125,10
200330,,20:21:50.500000,206,368.473003,10
200604,,20:21:50.800000,206,0.0,10
200880,,20:21:51.100000,207,66.486697,10
201148,,20:21:51.300000,207,100.04073100000001,10
201417,,20:21:51.600000,207,167.148799,10
201680,,20:21:51.900000,207,133.594765,10
201956,,20:21:52.100000,207,100.04073100000001,10
202218,,20:21:52.400000,207,32.932663,10
202493,,20:21:52.700000,207,200.702833,10
202758,,20:21:52.900000,207,469.135105,10
203031,,20:21:53.200000,207,334.918969,10
203309,,20:21:53.500000,207,368.473003,10
203594,,20:21:53.800000,207,301.364935,10
203857,,20:21:54,207,234.256867,10
204128,,20:21:54.300000,207,133.594765,10
204395,,20:21:54.600000,207,133.594765,10
204683,,20:21:54.900000,207,167.148799,10
204953,,20:21:55.100000,207,167.148799,10
205221,,20:21:55.400000,207,66.486697,10
205499,,20:21:55.700000,207,167.148799,10
205767,,20:21:56,207,66.486697,10
206052,,20:21:56.200000,207,938.891581,10
206322,,20:21:56.500000,207,2784.363451,10
206600,,20:21:56.800000,207,4831.159525,10
206870,,20:21:57.100000,207,6609.523327,10
207223,,20:21:57.400000,207,9830.08922,10
207500,,20:21:57.700000,207,14292.775742,10
207773,,20:21:58,207,17446.233567,10
208044,,20:21:58.200000,206,19761.461913,10
208325,,20:21:58.500000,206,23016.203211,10
208600,,20:21:58.800000,206,26102.552968,10
208875,,20:21:59.100000,206,28686.213586,10
209144,,20:21:59.300000,206,30431.023354,10
209414,,20:21:59.600000,206,30464.577388,10
209699,,20:21:59.900000,206,33550.927145,10
209965,,20:22:00.100000,206,34456.886063,10
210240,,20:22:00.400000,206,35832.601457,10
210509,,20:22:00.700000,205,36235.249865,10
210790,,20:22:01,205,36671.452307,10
211065,,20:22:01.200000,205,36134.587763,10
211353,,20:22:01.500000,205,36537.236171,10
211629,,20:22:01.800000,205,36268.803899,10
211904,,20:22:02.100000,205,36302.357933,10
212178,,20:22:02.400000,205,35161.520777,10
212459,,20:22:02.600000,204,33349.602941,10
212729,,20:22:02.900000,204,36872.776511000004,10
213006,,20:22:03.200000,204,37074.100715,10
213287,,20:22:03.500000,204,37610.965259,9
213559,,20:22:03.700000,204,38080.721735,10
213830,,20:22:04,203,39858.464166,9
214109,,20:22:04.300000,203,38382.708041,9
214380,,20:22:04.600000,203,39858.464166,10
214656,,20:22:04.800000,203,40395.32871,10
214930,,20:22:05.100000,203,109.361296,10
215193,,20:22:05.400000,202,344.239534,10
215470,,20:22:05.700000,202,545.5637380000001,10
215744,,20:22:05.900000,202,1250.198452,10
216019,,20:22:06.200000,202,1317.30652,10
216295,,20:22:06.500000,202,746.887942,10
216570,,20:22:06.800000,202,948.212146,10
216853,,20:22:07,202,40294.666608,10
217134,,20:22:07.300000,201,39153.829452,10
217404,,20:22:07.600000,201,38382.708041,10
217683,,20:22:07.900000,201,37074.100715,10
217952,,20:22:08.100000,201,37376.087021,10
218230,,20:22:08.400000,201,36268.803899,10
218499,,20:22:08.700000,201,35799.047423,10
218774,,20:22:09,201,35262.182879,10
219052,,20:22:09.200000,201,34389.777995,10
219328,,20:22:09.500000,201,34758.872369,10
219598,,20:22:09.800000,201,35161.520777,10
219874,,20:22:10.100000,201,36637.898273,10
220150,,20:22:10.300000,201,37141.208783,10
220425,,20:22:10.600000,201,38282.045939,10
220699,,20:22:10.900000,201,38952.505248,10
220976,,20:22:11.200000,201,39053.16735,10
221251,,20:22:11.400000,201,39388.70769,10
221519,,20:22:11.700000,201,38986.059282,10
221794,,20:22:12,201,38885.39718,10
222063,,20:22:12.200000,201,38114.275769,10
