,rpm,speed,throt_pos,engine_load,bat_volt,duration
74847,1920.0,26.097582,47,98,14.17,74847
75129,1776.0,26.718953,42,100,14.25,75129
75397,1804.0,27.340324,40,100,14.24,75397
75676,1829.0,27.340324,40,100,14.17,75676
75947,1834.0,27.961695,39,100,14.21,75947
76254,1873.0,29.204437,36,78,14.15,76254
76531,1854.0,29.825808000000002,32,56,14.21,76531
76810,1848.0,29.825808000000002,30,38,14.16,76810
77079,1854.0,29.825808000000002,20,15,14.19,77079
77348,1860.0,29.825808000000002,16,11,14.2,77348
77623,1818.0,29.204437,18,13,14.17,77623
77892,1818.0,29.825808000000002,18,14,14.17,77892
78167,1808.0,29.825808000000002,18,14,14.16,78167
78440,1816.0,29.204437,18,14,14.17,78440
78711,1797.0,29.204437,18,15,14.17,78711
78981,1778.0,28.583066,18,15,14.17,78981
79250,1743.0,28.583066,17,14,14.0,79250
79526,1672.0,27.961695,17,13,14.17,79526
79796,1634.0,27.961695,17,14,14.15,79796
80069,1626.0,27.340324,17,14,14.17,80069
80346,1606.0,27.340324,16,14,14.2,80346
80619,1595.0,26.718953,16,14,14.17,80619
80889,1579.0,26.718953,16,14,14.2,80889
81171,1558.0,26.097582,16,14,14.17,81171
81446,1541.0,25.476211,16,14,14.17,81446
81716,1528.0,25.476211,16,14,14.17,81716
81990,1521.0,25.476211,28,48,14.24,81990
82265,1597.0,24.85484,29,47,14.17,82265
82549,1594.0,24.85484,28,44,14.19,82549
82816,1643.0,25.476211,28,42,14.17,82816
83093,1621.0,25.476211,28,43,14.14,83093
83367,1615.0,25.476211,21,23,14.17,83367
83642,1596.0,25.476211,20,22,14.19,83642
83917,1592.0,25.476211,27,45,14.17,83917
84190,1620.0,26.097582,29,43,14.17,84190
84462,1665.0,26.097582,28,43,14.24,84462
84743,1669.0,26.097582,26,34,14.16,84743
85024,1641.0,26.097582,20,18,14.23,85024
85293,1740.0,26.718953,16,12,14.21,85293
85562,1634.0,26.097582,17,15,14.17,85562
85832,1563.0,26.718953,18,16,14.17,85832
86107,1539.0,26.097582,18,17,14.19,86107
86395,1511.0,26.097582,18,18,14.15,86395
86670,1480.0,26.097582,18,18,14.14,86670
86950,1494.0,25.476211,18,17,14.17,86950
87221,1493.0,25.476211,18,17,14.16,87221
87501,1491.0,25.476211,18,17,14.17,87501
87771,1496.0,25.476211,18,18,14.21,87771
88050,1498.0,25.476211,21,26,14.17,88050
88317,1534.0,24.85484,25,34,14.19,88317
88587,1592.0,25.476211,29,47,14.17,88587
88867,1679.0,24.85484,30,51,14.13,88867
89141,1706.0,24.85484,30,52,14.19,89141
89418,1721.0,25.476211,30,51,14.17,89418
89686,1698.0,25.476211,30,50,14.17,89686
89962,1679.0,25.476211,23,26,14.12,89962
90240,1614.0,25.476211,17,14,14.15,90240
90515,1691.0,26.097582,17,14,14.17,90515
90787,1589.0,25.476211,17,16,14.12,90787
91063,1514.0,25.476211,18,17,14.12,91063
91331,1494.0,25.476211,18,18,14.21,91331
91613,1484.0,24.85484,18,17,14.15,91613
91896,1483.0,24.85484,18,18,14.14,91896
92177,1448.0,23.612098,18,18,14.21,92177
92452,1400.0,22.369356,17,19,14.15,92452
92726,1336.0,20.505243,17,19,14.2,92726
93002,1234.0,19.262501,16,19,14.17,93002
93270,1124.0,17.398388,15,19,14.17,93270
93555,1099.0,16.777017,15,19,14.17,93555
93820,1145.0,16.155646,16,18,14.14,93820
94090,1186.0,16.155646,16,18,14.2,94090
94388,1210.0,15.534275000000001,16,18,14.25,94388
94653,1220.0,15.534275000000001,16,18,14.21,94653
94934,1208.0,15.534275000000001,16,18,14.25,94934
95204,1193.0,14.912904000000001,16,19,14.25,95204
95477,1154.0,14.912904000000001,16,19,14.21,95477
95756,1130.0,14.291533,16,19,14.17,95756
96028,1088.0,13.670162,15,20,14.17,96028
96305,1036.0,13.048791,15,21,14.19,96305
96577,1034.0,11.184678,15,20,14.25,96577
96855,1097.0,10.563307,15,19,14.14,96855
97118,1115.0,9.320565,16,20,14.25,97118
97398,1066.0,8.077823,17,25,14.19,97398
97669,1008.0,6.835081,18,30,14.25,97669
97948,959.0,5.592339,18,32,14.12,97948
98219,924.0,4.349597,19,35,14.21,98219
98495,893.0,3.106855,19,40,14.12,98495
98779,798.0,2.485484,19,44,14.15,98779
99044,792.0,1.8641130000000001,19,43,14.16,99044
99324,815.0,1.242742,19,42,14.04,99324
99595,818.0,1.242742,19,42,14.2,99595
99870,828.0,0.621371,19,41,14.15,99870
100146,830.0,0.621371,19,40,14.19,100146
100409,828.0,0.621371,19,40,14.06,100409
100687,826.0,0.0,19,40,14.25,100687
100957,822.0,0.0,19,40,14.17,100957
101234,819.0,0.0,19,39,14.17,101234
101509,822.0,0.0,19,40,14.13,101509
101790,815.0,0.0,19,40,14.04,101790
102066,820.0,0.0,19,40,14.19,102066
102344,826.0,0.0,19,40,14.12,102344
102609,821.0,0.0,18,40,14.15,102609
102892,812.0,0.0,18,39,14.08,102892
103166,814.0,0.0,18,38,14.09,103166
103430,812.0,0.0,18,39,14.19,103430
103706,812.0,0.0,18,38,14.15,103706
103975,814.0,0.0,18,38,14.25,103975
104262,811.0,0.0,18,39,14.19,104262
104532,809.0,0.0,18,40,14.32,104532
104813,797.0,0.0,22,58,14.14,104813
105089,865.0,0.0,23,54,14.34,105089
105369,1037.0,0.621371,30,90,14.25,105369
105646,1286.0,1.242742,33,63,14.27,105646
105921,1727.0,2.485484,34,63,14.25,105921
106189,1904.0,3.7282260000000003,35,70,14.29,106189
106470,1950.0,4.970968,36,74,14.28,106470
106740,2003.0,6.835081,37,73,14.25,106740
107016,2059.0,8.077823,38,81,14.27,107016
107288,2217.0,9.320565,39,88,14.25,107288
107559,2502.0,11.184678,60,100,14.21,107559
107841,2964.0,13.670162,68,100,14.24,107841
108118,3324.0,15.534275000000001,77,100,14.2,108118
108388,3651.0,17.398388,83,100,14.21,108388
108660,4090.0,19.883872,83,100,14.25,108660
108942,4462.0,21.747985,83,100,14.2,108942
109223,4788.0,23.612098,83,100,14.19,109223
109493,4639.0,24.85484,83,100,14.17,109493
109768,3819.0,27.340324,83,100,14.25,109768
110045,3846.0,28.583066,83,100,14.21,110045
110316,3994.0,29.825808000000002,83,100,14.17,110316
110588,4211.0,31.689921000000002,83,100,14.25,110588
110857,4417.0,32.932663,83,100,14.28,110857
111132,4595.0,34.796776,83,100,14.23,111132
111408,4788.0,36.039518,83,100,14.25,111408
111682,4940.0,37.28226,83,100,14.16,111682
111945,5122.0,39.146373,83,100,14.14,111945
112220,5302.0,40.389115000000004,83,100,14.17,112220
112491,5478.0,41.631857000000004,46,74,14.2,112491
112791,5475.0,42.253228,40,57,14.17,112791
113065,5018.0,43.49597,37,32,14.23,113065
113341,4015.0,43.49597,36,50,14.17,113341
113609,3696.0,44.117341,35,45,14.2,113609
113891,3728.0,44.117341,35,44,14.19,113891
114160,3731.0,44.738712,34,34,14.17,114160
114434,3697.0,44.738712,32,29,14.17,114434
114698,3680.0,44.738712,29,17,14.15,114698
115002,3562.0,45.360083,23,12,14.17,115002
115276,2882.0,44.738712,21,13,14.2,115276
115549,2634.0,44.738712,20,12,14.24,115549
115824,2632.0,44.117341,20,13,14.17,115824
116097,2472.0,44.738712,20,13,14.23,116097
116371,2002.0,44.117341,18,16,14.17,116371
116638,1534.0,44.117341,17,18,14.17,116638
116915,1351.0,43.49597,17,18,14.19,116915
117188,1351.0,44.117341,17,18,14.19,117188
117470,1351.0,44.117341,17,18,14.19,117470
117739,1345.0,43.49597,17,18,14.19,117739
118011,1338.0,43.49597,17,18,14.2,118011
118277,1332.0,43.49597,17,18,14.27,118277
118557,1332.0,43.49597,17,18,14.14,118557
118827,1330.0,43.49597,17,19,14.24,118827
119106,1346.0,42.874599,17,19,14.23,119106
119372,1353.0,42.874599,17,20,14.17,119372
119647,1346.0,42.874599,17,19,14.21,119647
119923,1336.0,42.874599,17,18,14.17,119923
120190,1335.0,42.874599,17,18,14.2,120190
120476,1326.0,42.874599,16,18,14.17,120476
120748,1298.0,42.253228,15,16,14.25,120748
121023,1335.0,42.253228,15,15,14.24,121023
121291,1332.0,42.253228,15,15,14.17,121291
121572,1325.0,42.253228,15,15,14.24,121572
121842,1311.0,41.631857000000004,15,16,14.17,121842
122131,1293.0,41.631857000000004,15,16,14.15,122131
122405,1293.0,41.631857000000004,15,16,14.19,122405
122682,1287.0,41.010486,15,16,14.19,122682
122950,1280.0,41.010486,15,16,14.14,122950
123219,1264.0,41.010486,15,16,14.16,123219
123495,1253.0,41.010486,15,16,14.17,123495
123769,1243.0,40.389115000000004,15,16,14.24,123769
124052,1228.0,39.767744,15,16,14.14,124052
124327,1255.0,38.525002,15,15,14.17,124327
124607,1440.0,37.903631,16,14,14.21,124607
124884,1557.0,36.660889,16,14,14.25,124884
125156,1508.0,35.418147,16,14,14.28,125156
125421,1477.0,34.796776,16,14,14.17,125421
125703,1452.0,34.175405,16,14,14.25,125703
125972,1413.0,33.554034,16,14,14.21,125972
126246,1388.0,33.554034,16,15,14.25,126246
126523,1374.0,32.932663,16,15,14.27,126523
126790,1365.0,32.311292,16,15,14.28,126790
127060,1334.0,31.689921000000002,16,16,14.25,127060
127331,1305.0,31.689921000000002,16,16,14.25,127331
127610,1284.0,31.068550000000002,16,16,14.17,127610
127875,1261.0,30.447179000000002,15,16,14.25,127875
128155,1227.0,29.825808000000002,15,18,14.17,128155
128424,1161.0,28.583066,16,18,14.19,128424
128702,1165.0,27.340324,15,17,14.17,128702
128974,1223.0,26.097582,15,16,14.21,128974
129251,1302.0,24.85484,16,15,14.2,129251
129525,1393.0,24.233469,16,15,14.2,129525
129796,1364.0,22.990727,16,14,14.21,129796
130069,1342.0,21.747985,16,16,14.25,130069
130339,1271.0,21.126614,16,17,14.17,130339
130616,1182.0,20.505243,16,19,14.17,130616
130885,1108.0,19.883872,16,20,14.13,130885
131159,1045.0,18.64113,16,22,14.13,131159
131428,1018.0,18.019759,16,21,14.15,131428
131709,1064.0,17.398388,15,18,14.13,131709
131979,1138.0,16.777017,15,17,14.11,131979
132317,1166.0,16.155646,15,18,14.21,132317
132590,1146.0,15.534275000000001,15,18,14.09,132590
132872,1102.0,14.912904000000001,16,20,14.17,132872
133141,1077.0,14.912904000000001,16,20,14.21,133141
133410,1050.0,14.291533,16,21,14.09,133410
133687,1029.0,13.670162,16,21,14.13,133687
133954,1011.0,13.670162,16,22,14.2,133954
134230,996.0,13.048791,16,22,14.17,134230
134505,1051.0,13.048791,16,22,14.17,134505
134780,989.0,12.42742,16,25,14.2,134780
135056,954.0,12.42742,17,28,14.2,135056
135330,911.0,11.806049,17,29,14.23,135330
135595,899.0,11.806049,17,29,14.25,135595
135874,944.0,11.184678,17,28,14.13,135874
136144,950.0,11.184678,17,28,14.21,136144
136417,954.0,11.184678,18,31,14.27,136417
136701,920.0,10.563307,18,30,14.27,136701
136970,979.0,10.563307,21,33,14.21,136970
137245,1305.0,10.563307,25,40,14.25,137245
137520,1427.0,10.563307,26,40,14.23,137520
137798,1468.0,10.563307,25,38,14.21,137798
138067,1496.0,10.563307,21,27,14.24,138067
138341,1483.0,10.563307,21,24,14.25,138341
138609,1475.0,10.563307,19,21,14.24,138609
138891,1456.0,10.563307,18,19,14.21,138891
139174,1422.0,10.563307,17,18,14.21,139174
139452,1371.0,10.563307,16,17,14.21,139452
139723,1308.0,10.563307,16,18,14.13,139723
139997,1273.0,10.563307,16,18,14.19,139997
140274,1238.0,10.563307,16,18,14.17,140274
140545,1183.0,9.941936,16,19,14.13,140545
140818,1129.0,9.941936,16,20,14.14,140818
141087,1112.0,9.941936,16,21,14.17,141087
141362,1082.0,9.941936,16,22,14.19,141362
141631,1078.0,9.320565,16,23,14.17,141631
141902,1025.0,9.320565,17,27,14.17,141902
142170,949.0,9.320565,18,30,13.99,142170
142444,936.0,8.699194,18,30,14.15,142444
142713,929.0,8.699194,18,31,14.19,142713
142989,923.0,8.077823,18,32,14.1,142989
143263,890.0,7.4564520000000005,18,33,14.11,143263
143537,902.0,7.4564520000000005,18,33,14.12,143537
143814,879.0,6.835081,18,34,14.15,143814
144076,866.0,6.21371,18,34,14.17,144076
144352,873.0,5.592339,18,37,14.13,144352
144616,863.0,4.970968,18,37,14.24,144616
144891,873.0,4.349597,18,37,14.2,144891
145166,871.0,3.7282260000000003,18,36,14.27,145166
145445,838.0,3.106855,18,38,14.0,145445
145717,816.0,2.485484,18,38,14.21,145717
145993,814.0,2.485484,18,39,14.04,145993
146267,810.0,1.8641130000000001,19,40,14.19,146267
146542,817.0,1.242742,19,40,14.04,146542
146818,827.0,0.621371,19,40,14.24,146818
147087,829.0,0.0,19,39,14.11,147087
147361,832.0,0.0,19,38,14.21,147361
147630,834.0,0.0,18,38,14.0,147630
147909,826.0,0.0,18,38,14.23,147909
148180,819.0,0.0,18,39,14.1,148180
148449,808.0,0.0,18,39,14.09,148449
148738,810.0,0.0,18,39,14.09,148738
149006,810.0,0.0,18,38,14.15,149006
149283,810.0,0.0,18,38,14.12,149283
149553,816.0,0.0,18,38,14.2,149553
149827,824.0,0.0,18,38,14.04,149827
150095,812.0,0.0,18,38,14.09,150095
150363,814.0,0.0,18,39,14.15,150363
150627,810.0,0.0,18,39,14.17,150627
150925,810.0,0.0,18,39,14.29,150925
151190,815.0,0.0,18,39,14.12,151190
151470,806.0,0.0,18,39,14.25,151470
151740,804.0,0.0,18,39,14.36,151740
152014,802.0,0.0,18,38,14.11,152014
152285,800.0,0.0,18,38,14.29,152285
152560,815.0,0.0,18,38,14.11,152560
152843,797.0,0.0,18,38,14.25,152843
153113,807.0,0.0,18,38,14.25,153113
153423,802.0,0.0,18,38,14.25,153423
153687,808.0,0.0,18,38,14.11,153687
153961,806.0,0.0,18,38,14.09,153961
154224,805.0,0.0,18,38,14.23,154224
154492,794.0,0.0,18,39,14.25,154492
154763,806.0,0.0,18,38,14.11,154763
155041,797.0,0.0,18,39,14.16,155041
155313,799.0,0.0,18,40,14.29,155313
155585,795.0,0.0,18,38,14.2,155585
155857,802.0,0.0,18,39,14.16,155857
156126,812.0,0.0,18,38,14.21,156126
156402,813.0,0.0,18,38,14.17,156402
156673,815.0,0.0,18,37,14.16,156673
156946,811.0,0.0,18,37,14.28,156946
157215,801.0,0.0,18,37,14.21,157215
157491,802.0,0.0,18,38,14.16,157491
157765,798.0,0.0,18,38,14.14,157765
158033,795.0,0.0,18,38,14.24,158033
158303,804.0,0.0,18,38,14.33,158303
158567,797.0,0.0,18,38,14.12,158567
158842,808.0,0.0,18,38,14.13,158842
159117,807.0,0.0,18,38,14.25,159117
159393,804.0,0.0,18,38,14.17,159393
159667,800.0,0.0,18,38,14.33,159667
159947,803.0,0.0,18,38,14.24,159947
160216,803.0,0.0,18,38,14.17,160216
160492,801.0,0.0,18,38,14.16,160492
160763,797.0,0.0,18,38,14.16,160763
161040,797.0,0.0,18,38,14.24,161040
161306,801.0,0.0,18,38,14.08,161306
161583,803.0,0.0,18,38,14.29,161583
161858,792.0,0.0,18,39,14.14,161858
162125,790.0,0.0,18,38,14.07,162125
162402,809.0,0.0,18,38,14.06,162402
162672,802.0,0.0,18,39,14.16,162672
162951,790.0,0.0,18,39,14.25,162951
163222,793.0,0.0,18,38,14.21,163222
163494,806.0,0.0,18,38,14.07,163494
163765,807.0,0.0,25,71,14.1,163765
164048,957.0,0.621371,25,50,14.19,164048
164322,1142.0,1.242742,17,20,14.13,164322
164599,1084.0,1.8641130000000001,19,36,14.27,164599
164869,946.0,2.485484,21,43,14.1,164869
165145,940.0,2.485484,22,53,14.17,165145
165423,918.0,3.106855,23,53,14.09,165423
165696,999.0,3.106855,24,46,14.23,165696
165974,1121.0,3.7282260000000003,24,43,14.28,165974
166249,1199.0,3.7282260000000003,24,40,14.21,166249
166536,1239.0,4.349597,16,18,14.24,166536
166813,1160.0,4.970968,16,19,14.19,166813
167093,1077.0,4.970968,17,24,14.24,167093
167363,1052.0,4.970968,25,55,14.25,167363
167644,1154.0,4.970968,25,46,14.19,167644
167913,1230.0,4.970968,26,48,14.21,167913
168180,1313.0,5.592339,25,41,14.21,168180
168453,1396.0,6.21371,27,47,14.25,168453
168733,1490.0,6.21371,30,52,14.23,168733
169001,1622.0,6.835081,31,61,14.21,169001
169275,1787.0,8.077823,32,54,14.25,169275
169552,1912.0,8.699194,32,52,14.2,169552
169825,2055.0,9.320565,32,49,14.25,169825
170098,2193.0,9.941936,32,48,14.19,170098
170365,2319.0,10.563307,34,53,14.17,170365
170654,2436.0,11.806049,34,63,14.25,170654
170927,2067.0,12.42742,34,66,14.2,170927
171200,2001.0,13.048791,34,63,14.24,171200
171467,2052.0,13.670162,34,63,14.2,171467
171747,2114.0,14.291533,34,61,14.25,171747
172018,2187.0,15.534275000000001,35,62,14.24,172018
172293,2273.0,16.155646,35,59,14.23,172293
172568,2344.0,16.777017,34,59,14.17,172568
172849,2403.0,17.398388,34,59,14.2,172849
173114,2412.0,18.019759,34,67,14.17,173114
173388,1966.0,18.64113,36,78,14.24,173388
173657,1795.0,19.262501,41,90,14.25,173657
173932,1815.0,19.883872,36,84,14.21,173932
174206,1800.0,20.505243,37,87,14.19,174206
174489,1872.0,21.126614,37,87,14.17,174489
174765,1906.0,22.369356,37,86,14.21,174765
175039,1944.0,22.990727,37,83,14.17,175039
175322,2000.0,23.612098,37,82,14.17,175322
175590,2006.0,24.233469,37,77,14.2,175590
175873,2053.0,24.85484,37,77,14.16,175873
176141,2100.0,25.476211,37,75,14.2,176141
176415,2142.0,26.097582,37,75,14.17,176415
176685,2092.0,26.718953,41,97,14.19,176685
176961,1811.0,27.340324,49,100,14.17,176961
177229,1877.0,27.961695,40,100,14.23,177229
177517,1894.0,28.583066,41,100,14.19,177517
177785,1908.0,29.204437,40,100,14.19,177785
178067,1938.0,29.825808000000002,38,96,14.23,178067
178336,1951.0,30.447179000000002,37,88,14.19,178336
178617,1912.0,31.068550000000002,33,61,14.25,178617
178886,1949.0,31.689921000000002,34,63,14.17,178886
179169,1972.0,31.689921000000002,34,61,14.17,179169
179443,1990.0,32.311292,34,62,14.24,179443
179723,2012.0,32.311292,34,61,14.21,179723
179988,2034.0,32.932663,34,60,14.17,179988
180263,2056.0,32.932663,34,66,14.2,180263
180539,1699.0,32.932663,38,80,14.21,180539
180807,1589.0,33.554034,37,78,14.17,180807
181085,1571.0,34.175405,36,72,14.17,181085
181352,1558.0,34.175405,34,65,14.19,181352
181641,1524.0,34.796776,33,63,14.19,181641
181909,1525.0,34.796776,33,63,14.17,181909
182181,1537.0,34.796776,33,64,14.23,182181
182447,1549.0,35.418147,32,63,14.23,182447
182722,1565.0,35.418147,32,62,14.16,182722
182992,1565.0,36.039518,32,61,14.24,182992
183271,1576.0,36.039518,32,62,14.15,183271
183541,1586.0,36.039518,32,61,14.17,183541
183819,1590.0,36.660889,31,52,14.2,183819
184086,1571.0,36.660889,18,15,14.17,184086
184358,1557.0,36.660889,15,12,14.21,184358
184636,1556.0,36.660889,17,15,14.2,184636
184905,1533.0,36.039518,17,16,14.17,184905
185183,1529.0,36.039518,17,17,14.15,185183
185453,1501.0,36.039518,17,17,14.2,185453
185718,1492.0,36.039518,17,17,14.2,185718
185989,1482.0,36.039518,17,17,14.16,185989
186262,1518.0,36.039518,16,14,14.17,186262
186534,1503.0,35.418147,16,14,14.17,186534
186806,1485.0,35.418147,16,14,14.16,186806
187082,1476.0,35.418147,16,14,14.13,187082
187360,1472.0,34.796776,16,14,14.23,187360
187627,1450.0,34.175405,16,15,14.15,187627
187913,1420.0,33.554034,16,15,14.14,187913
188183,1390.0,32.932663,16,15,14.15,188183
188460,1343.0,31.689921000000002,16,16,14.15,188460
188760,1302.0,31.068550000000002,16,16,14.15,188760
189043,1248.0,30.447179000000002,15,17,14.14,189043
189313,1193.0,29.204437,16,18,14.25,189313
189585,1195.0,27.961695,15,17,14.28,189585
189867,1239.0,27.340324,15,16,14.25,189867
190145,1272.0,26.097582,15,15,14.2,190145
190416,1328.0,24.85484,15,15,14.29,190416
190686,1362.0,24.233469,16,15,14.17,190686
190999,1374.0,22.990727,16,16,14.16,190999
191275,1276.0,22.369356,16,16,14.25,191275
191551,1243.0,21.126614,15,18,14.2,191551
191825,1124.0,19.883872,16,21,14.12,191825
192101,1029.0,19.262501,16,24,14.23,192101
192375,936.0,18.019759,17,28,14.17,192375
192647,982.0,17.398388,16,21,14.12,192647
192921,1084.0,16.777017,16,21,14.16,192921
193189,1062.0,16.155646,16,22,14.12,193189
193470,1003.0,16.155646,16,26,14.04,193470
193739,864.0,15.534275000000001,18,38,14.17,193739
194020,841.0,14.912904000000001,18,32,14.12,194020
194292,945.0,14.291533,18,30,14.17,194292
194571,931.0,13.670162,18,30,14.09,194571
194841,909.0,13.048791,18,31,14.17,194841
195117,906.0,12.42742,18,30,14.25,195117
195385,922.0,11.806049,17,29,14.21,195385
