,index,acc1,acc2,acc3,acc4,duration
77,46659,,,,,46659
78,46661,18;5;8,29;5;5,27;0;5,20;13;2,46661
79,46927,,,,,46927
80,46930,23;9;7,22;12;11,20;2;7,23;5;2,46930
81,47203,,,,,47203
82,47211,15;3;8,21;7;5,20;7;8,17;13;0,47211
83,47477,,,,,47477
84,47480,12;10;6,20;5;8,25;9;5,15;10;1,47480
85,47748,,,,,47748
86,47755,23;2;6,18;14;14,17;5;2,13;3;1,47755
87,48016,,,,,48016
88,48018,23;15;-1,17;10;2,12;11;7,18;13;1,48018
89,48286,,,,,48286
90,48289,15;9;9,17;5;4,10;3;5,20;14;5,48289
91,48561,,,,,48561
92,48564,22;7;2,20;6;4,20;5;5,14;5;8,48564
93,48830,,,,,48830
94,48832,16;6;9,17;4;4,13;12;1,18;10;1,48832
95,49110,,,,,49110
96,49112,20;8;2,13;12;0,13;-3;6,22;5;7,49112
97,49380,,,,,49380
98,49382,18;7;3,21;7;5,13;8;5,14;9;4,49382
99,49661,,,,,49661
100,49670,18;7;4,14;1;10,17;5;4,16;8;2,49670
101,49944,,,,,49944
102,49947,15;10;3,16;8;4,15;-1;3,19;1;0,49947
103,50219,,,,,50219
104,50222,10;6;4,11;4;4,13;5;4,12;4;4,50222
105,50495,,,,,50495
106,50497,14;7;0,10;5;2,19;2;4,10;8;2,50497
107,50768,,,,,50768
108,50771,11;4;0,12;4;6,13;3;0,9;6;1,50771
109,51050,,,,,51050
110,51053,11;0;1,12;4;3,9;3;3,13;0;2,51053
111,51319,,,,,51319
112,51322,10;5;5,8;1;-2,8;5;3,8;5;6,51322
113,51589,,,,,51589
114,51596,10;1;5,10;-1;6,12;0;2,13;0;4,51596
115,51864,,,,,51864
116,51867,8;3;2,9;2;2,7;1;5,10;7;0,51867
117,52137,,,,,52137
118,52141,10;5;0,10;0;0,10;0;2,9;-1;3,52141
119,52415,,,,,52415
120,52418,10;0;4,9;0;2,5;3;2,7;3;2,52418
121,52685,,,,,52685
122,52688,9;2;3,10;2;4,8;3;0,11;4;2,52688
123,52961,,,,,52961
124,52964,13;2;2,14;0;6,15;0;3,14;0;1,52964
125,53237,,,,,53237
126,53240,13;0;5,12;4;5,11;3;4,13;4;2,53240
127,53510,,,,,53510
128,53518,13;-1;3,13;0;5,11;1;5,12;0;1,53518
129,53785,,,,,53785
130,53788,12;1;2,11;1;2,12;0;3,12;2;2,53788
131,54057,,,,,54057
132,54061,12;0;1,11;0;4,11;0;2,11;1;2,54061
133,54358,,,,,54358
134,54360,11;1;2,11;0;3,12;0;3,11;0;2,54360
135,54637,,,,,54637
136,54640,8;0;3,9;1;1,8;1;0,9;2;3,54640
137,54913,,,,,54913
138,54916,6;0;2,6;1;2,6;0;2,4;1;1,54916
139,55179,,,,,55179
140,55182,3;1;0,5;2;0,3;-1;0,4;1;1,55182
141,55448,,,,,55448
142,55455,4;1;2,4;0;0,4;1;-1,0;1;0,55455
143,55717,,,,,55717
144,55720,-2;2;0,0;1;-1,0;1;-4,0;0;2,55720
145,55986,,,,,55986
146,55989,0;1;0,0;0;1,0;1;-1,-1;1;-1,55989
147,56261,,,,,56261
148,56263,0;0;1,0;1;1,0;0;0,-1;1;0,56263
149,56530,,,,,56530
150,56534,0;0;-2,-1;1;0,0;1;0,-1;1;0,56534
151,56803,,,,,56803
152,56806,1;2;-1,-1;1;1,-1;2;0,-1;2;1,56806
153,57075,,,,,57075
154,57078,0;1;0,0;0;0,0;2;0,0;0;-2,57078
155,57344,,,,,57344
156,57352,0;1;1,0;1;-2,0;2;0,-1;0;0,57352
157,57614,,,,,57614
158,57616,0;1;0,0;0;-1,0;1;0,0;2;2,57616
159,57887,,,,,57887
160,57890,0;0;-1,0;0;1,-1;1;0,0;0;-1,57890
161,58170,,,,,58170
162,58172,0;2;1,-1;1;-1,0;1;0,0;0;1,58172
163,58438,,,,,58438
164,58441,0;2;1,-1;0;0,0;2;0,0;0;0,58441
165,58720,,,,,58720
166,58728,0;1;1,0;2;0,-1;1;-1,0;1;1,58728
167,58989,,,,,58989
168,58991,0;2;-4,0;0;0,0;0;0,0;1;-2,58991
169,59254,,,,,59254
170,59257,0;1;0,0;0;-2,0;2;0,0;1;0,59257
171,59527,,,,,59527
172,59529,-1;0;0,0;1;0,0;3;-1,0;1;0,59529
173,59790,,,,,59790
174,59792,0;0;0,0;0;-2,0;1;0,0;1;0,59792
175,60060,,,,,60060
176,60063,0;0;2,0;1;1,0;1;-2,0;0;0,60063
177,60327,,,,,60327
178,60331,0;2;-2,0;1;0,0;0;0,0;2;0,60331
179,60604,,,,,60604
180,60611,0;0;1,-1;1;-2,0;1;1,0;0;1,60611
181,60878,,,,,60878
182,60881,0;0;1,0;2;-3,0;1;1,-1;2;1,60881
183,61148,,,,,61148
184,61151,0;2;0,1;0;-2,0;1;-1,0;2;1,61151
185,61423,,,,,61423
186,61426,0;2;0,0;1;1,0;1;0,0;2;0,61426
187,61694,,,,,61694
188,61698,0;1;-1,0;1;-1,0;0;0,0;1;0,61698
189,61971,,,,,61971
190,61974,-1;0;2,0;2;0,-1;0;0,0;1;0,61974
191,62243,,,,,62243
192,62246,0;1;-2,-1;3;0,0;0;0,0;0;0,62246
193,62524,,,,,62524
194,62533,0;2;-1,0;0;1,-1;2;0,-1;2;1,62533
195,62806,,,,,62806
196,62809,0;2;1,0;2;0,-1;0;1,0;1;0,62809
197,63068,,,,,63068
198,63070,0;2;0,0;0;0,0;1;0,-1;2;0,63070
199,63349,,,,,63349
200,63352,0;0;-1,-1;0;0,0;2;0,0;1;-3,63352
201,63619,,,,,63619
202,63621,0;1;0,0;2;-2,0;0;0,0;0;0,63621
203,63888,,,,,63888
204,63896,0;1;0,0;1;-2,0;2;-2,0;1;0,63896
205,64164,,,,,64164
206,64167,-1;0;1,-1;3;0,-1;1;-2,0;2;0,64167
207,64439,,,,,64439
208,64441,-1;0;-2,0;1;-1,0;0;0,0;2;0,64441
209,64716,,,,,64716
210,64719,0;1;0,0;0;-1,0;1;0,0;0;0,64719
211,64984,,,,,64984
212,64986,-1;0;0,0;1;1,-1;1;-3,0;1;0,64986
213,65260,,,,,65260
214,65262,0;0;0,0;2;0,0;0;0,0;0;0,65262
215,65526,,,,,65526
216,65529,-1;2;0,-1;1;-2,-1;0;1,0;2;1,65529
217,65789,,,,,65789
218,65797,0;1;0,0;1;1,-1;0;-1,-1;1;0,65797
219,66065,,,,,66065
220,66068,-3;4;-2,-6;2;0,-6;1;-1,-7;1;-1,66068
221,66336,,,,,66336
222,66339,-8;0;1,-9;1;-2,-7;1;-3,-7;1;-4,66339
223,66610,,,,,66610
224,66613,-10;1;-1,-10;1;-1,-14;2;-2,-15;3;-5,66613
225,66879,,,,,66879
226,66881,-17;0;-4,-18;0;-3,-21;0;-3,-21;5;-8,66881
227,67156,,,,,67156
228,67160,-24;0;-4,-24;0;-9,-21;3;-3,-24;1;-7,67160
229,67430,,,,,67430
230,67433,-21;0;-3,-23;0;-9,-20;3;-5,-22;0;-7,67433
231,67698,,,,,67698
232,67706,-22;-1;-6,-23;0;-10,-22;0;-9,-20;3;-4,67706
233,67974,,,,,67974
234,67977,-21;1;-6,-21;0;-4,-20;2;-6,-20;4;-10,67977
235,68244,,,,,68244
236,68251,-17;0;-4,-25;4;-4,-18;1;-5,-17;0;-6,68251
237,68524,,,,,68524
238,68527,-13;3;-4,-19;1;-4,-18;5;-7,-20;1;-6,68527
239,68796,,,,,68796
240,68799,-17;12;-7,-18;2;-2,-16;4;-5,-17;1;-4,68799
241,69069,,,,,69069
242,69072,-19;5;-1,-15;5;-9,-15;4;-7,-9;4;-3,69072
243,69345,,,,,69345
244,69348,-13;1;-5,-12;2;0,-16;4;-2,-14;0;-3,69348
245,69621,,,,,69621
246,69623,-11;14;-10,-4;12;-27,-1;3;-3,-26;12;30,69623
247,69888,,,,,69888
248,69891,-21;17;-10,-16;9;0,-14;2;-13,-14;3;-7,69891
249,70168,,,,,70168
250,70171,-18;12;-16,-6;7;4,-22;9;22,-17;4;10,70171
251,70438,,,,,70438
252,70441,-19;11;-3,-17;4;0,-13;9;-8,-4;18;-14,70441
253,70714,,,,,70714
254,70721,-9;8;-2,-11;7;-5,-14;-2;-3,-15;9;-7,70721
255,70988,,,,,70988
256,70991,-8;2;-5,-14;6;1,-15;19;-2,-21;4;-5,70991
257,71264,,,,,71264
258,71272,-8;6;-9,-10;4;-2,-12;7;-3,-7;12;0,71272
259,71546,,,,,71546
260,71549,-6;13;-2,-4;13;4,-11;5;-2,-15;9;-3,71549
261,71815,,,,,71815
262,71818,-10;1;-12,-21;13;-12,-14;2;3,-19;20;-3,71818
263,72090,,,,,72090
264,72092,-14;9;-5,-18;3;6,-17;8;7,-14;13;4,72092
265,72353,,,,,72353
266,72356,-12;4;-9,-18;3;6,-16;7;-7,-11;16;5,72356
267,72634,,,,,72634
268,72636,-14;10;0,-16;4;-8,-12;0;-16,-14;7;-25,72636
269,72904,,,,,72904
270,72906,-17;5;-2,-17;10;0,-16;14;-6,-21;2;-10,72906
271,73176,,,,,73176
272,73183,-13;12;-10,-11;5;-7,-16;8;-1,-9;18;1,73183
273,73460,,,,,73460
274,73463,-14;8;-9,-19;6;-6,-13;10;-4,-15;2;-7,73463
275,73729,,,,,73729
276,73752,-16;5;-2,-20;-6;-1,-13;12;-10,-8;5;-3,73752
277,74028,,,,,74028
278,74031,-15;6;-4,-8;15;5,-9;0;11,-11;5;-1,74031
279,74294,,,,,74294
280,74297,-10;6;-11,-8;5;-2,-6;6;-3,-4;2;0,74297
281,74567,,,,,74567
282,74570,-12;8;-2,-8;14;-4,-5;13;-13,-14;15;-37,74570
283,74844,,,,,74844
284,74847,-20;7;10,-17;9;0,3;5;-2,-7;16;-1,74847
285,75126,,,,,75126
286,75129,-15;19;0,-11;16;-4,-13;19;0,-11;22;-6,75129
287,75394,,,,,75394
288,75397,-6;22;-6,-11;19;-3,-10;17;-7,-8;18;4,75397
289,75673,,,,,75673
290,75676,-18;15;-7,-17;23;-1,-13;17;0,-28;22;-1,75676
291,75943,,,,,75943
292,75947,-7;22;-2,-12;15;-9,-11;15;-13,-3;12;-10,75947
293,76215,,,,,76215
294,76254,-15;16;6,-11;11;-5,-12;8;4,-4;16;-20,76254
295,76528,,,,,76528
296,76531,-4;15;2,-16;19;20,0;8;8,-6;21;2,76531
297,76802,,,,,76802
298,76810,-8;17;1,-7;20;-2,-5;20;-2,-1;23;4,76810
299,77077,,,,,77077
300,77079,-4;14;6,0;22;-4,-3;23;-3,2;17;-2,77079
301,77345,,,,,77345
302,77348,0;20;-6,-2;16;-1,1;20;-1,0;24;-6,77348
303,77621,,,,,77621
304,77623,1;25;-2,0;24;0,1;29;3,1;27;1,77623
305,77889,,,,,77889
306,77892,0;28;1,4;26;0,5;23;3,1;29;1,77892
307,78164,,,,,78164
308,78167,4;27;1,1;29;-4,3;37;-14,4;42;-8,78167
309,78438,,,,,78438
310,78440,4;38;-7,3;37;-1,6;36;4,3;27;5,78440
311,78703,,,,,78703
312,78711,2;35;9,2;29;3,0;34;-1,1;39;0,78711
313,78979,,,,,78979
314,78981,5;43;2,4;31;-8,0;33;3,5;45;3,78981
315,79247,,,,,79247
316,79250,3;37;5,0;41;2,9;37;1,3;30;3,79250
317,79523,,,,,79523
318,79526,8;38;-5,3;28;-2,9;28;-3,3;31;2,79526
319,79794,,,,,79794
320,79796,14;30;-1,8;27;-4,6;38;0,5;27;3,79796
321,80066,,,,,80066
322,80069,11;31;1,11;34;2,6;36;1,14;30;5,80069
323,80344,,,,,80344
324,80346,10;31;4,3;40;11,5;37;11,11;14;-1,80346
325,80612,,,,,80612
326,80619,8;22;3,6;29;5,-8;37;-2,7;31;-13,80619
327,80886,,,,,80886
328,80889,6;29;5,11;28;4,3;26;-5,12;25;8,80889
329,81163,,,,,81163
330,81171,5;34;1,6;30;-3,8;31;3,1;26;5,81171
331,81443,,,,,81443
332,81446,4;28;-5,8;32;-7,5;32;-5,4;30;6,81446
333,81714,,,,,81714
334,81716,4;33;9,5;21;8,7;26;0,5;26;0,81716
335,81987,,,,,81987
336,81990,11;32;11,1;31;10,-3;31;0,-1;34;-1,81990
337,82263,,,,,82263
338,82265,-3;31;4,0;32;4,-4;29;-6,-2;24;-2,82265
339,82546,,,,,82546
340,82549,3;30;-2,-9;28;7,-5;38;-20,7;26;0,82549
341,82813,,,,,82813
342,82816,8;5;9,-4;20;-8,-14;36;-3,-8;26;1,82816
343,83086,,,,,83086
344,83093,4;12;-17,1;8;5,0;6;12,-5;16;-2,83093
345,83364,,,,,83364
346,83367,0;15;-5,2;20;-5,-7;6;-8,-7;9;-6,83367
347,83639,,,,,83639
348,83642,4;12;1,0;8;-1,0;3;-7,0;0;-1,83642
349,83914,,,,,83914
350,83917,-7;0;-11,-3;2;0,-3;6;0,-8;2;-1,83917
351,84188,,,,,84188
352,84190,-10;6;-3,-7;7;-5,4;2;9,-4;-1;10,84190
353,84459,,,,,84459
354,84462,0;4;8,-1;-4;-6,-1;9;7,-7;0;-8,84462
355,84741,,,,,84741
356,84743,-6;-6;-14,-3;1;-3,-6;3;-2,-4;10;6,84743
357,85022,,,,,85022
358,85024,-1;6;-12,-6;-4;-4,0;-3;0,-1;-2;7,85024
359,85291,,,,,85291
360,85293,0;1;0,0;-2;-2,-2;0;4,-2;-2;3,85293
361,85553,,,,,85553
362,85562,-1;-7;-4,-1;-8;11,0;-3;-8,2;-7;-1,85562
363,85829,,,,,85829
364,85832,2;-4;-1,5;-7;5,-5;-6;0,-2;2;2,85832
365,86105,,,,,86105
366,86107,-4;2;4,3;-2;4,-4;-6;4,-2;-3;-8,86107
367,86393,,,,,86393
368,86395,4;-12;-1,1;-9;-3,0;-16;-9,-8;-9;5,86395
369,86667,,,,,86667
370,86670,0;-26;4,0;-25;-3,5;-10;-19,-2;-12;-12,86670
371,86948,,,,,86948
372,86950,11;-8;0,-2;-13;11,1;-19;2,1;-21;5,86950
373,87218,,,,,87218
374,87221,-3;-21;3,0;-23;12,1;-22;3,-2;-20;0,87221
375,87499,,,,,87499
376,87501,0;-27;4,0;-28;6,0;-26;-8,3;-17;4,87501
377,87768,,,,,87768
378,87771,3;-24;0,5;-33;-4,0;-27;-3,1;-30;0,87771
379,88043,,,,,88043
380,88050,0;-33;-1,4;-23;0,2;-26;-2,-2;-20;6,88050
381,88315,,,,,88315
382,88317,4;-25;4,1;-18;5,0;-23;3,2;-25;-3,88317
383,88584,,,,,88584
384,88587,6;-23;-1,-2;-22;0,-1;-26;3,-2;-21;7,88587
385,88864,,,,,88864
386,88867,0;-13;3,-3;-17;6,-5;-18;-6,-9;-18;-1,88867
387,89138,,,,,89138
388,89141,-6;-17;2,-2;-15;-4,-14;-16;-7,-5;-10;-4,89141
389,89415,,,,,89415
390,89418,-2;-15;-4,-4;-20;4,-2;-28;3,-8;-18;3,89418
391,89683,,,,,89683
392,89686,-10;-5;-14,-4;-26;-16,-3;-23;4,-6;-14;7,89686
393,89959,,,,,89959
394,89962,-10;-5;-10,-14;-22;-22,-5;-20;-4,-2;-19;-1,89962
395,90237,,,,,90237
396,90240,-3;-24;-5,0;-20;9,-2;-15;9,2;-14;5,90240
397,90508,,,,,90508
398,90515,-3;-14;2,-3;-11;6,-3;-9;-1,5;-15;0,90515
399,90785,,,,,90785
400,90787,-4;-19;3,5;-16;3,-5;-17;2,1;-11;0,90787
401,91054,,,,,91054
402,91063,-3;-17;-6,2;-3;0,-2;-18;-1,4;-8;-5,91063
403,91328,,,,,91328
404,91331,-1;-15;1,5;-10;0,2;-17;2,4;-14;-4,91331
405,91610,,,,,91610
406,91613,4;5;-11,0;-5;-12,4;-15;12,1;-8;6,91613
407,91894,,,,,91894
408,91896,14;-4;-2,19;-16;5,17;-8;2,12;-6;11,91896
409,92174,,,,,92174
410,92177,19;-24;11,21;-17;5,15;-17;7,16;-7;-3,92177
411,92449,,,,,92449
412,92452,22;-7;0,17;-15;3,18;-8;6,27;-18;6,92452
413,92723,,,,,92723
414,92726,20;2;10,27;1;0,21;-15;2,19;-17;-9,92726
415,92995,,,,,92995
416,93002,4;4;17,27;-1;1,19;0;10,18;-8;-1,93002
417,93266,,,,,93266
418,93270,20;-11;2,9;-12;12,16;-6;8,11;0;5,93270
419,93547,,,,,93547
420,93555,13;0;7,15;-8;3,7;-8;0,9;-11;-1,93555
421,93818,,,,,93818
422,93820,5;-4;0,7;-8;3,1;-6;7,4;-5;3,93820
423,94087,,,,,94087
424,94090,2;-5;3,0;-5;2,2;-4;0,3;-6;0,94090
425,94385,,,,,94385
426,94388,0;-5;2,0;-3;0,0;-10;4,1;-2;2,94388
427,94650,,,,,94650
428,94653,-1;-1;2,1;0;0,-3;6;0,2;4;1,94653
429,94930,,,,,94930
430,94934,4;8;1,-1;7;0,0;6;0,2;8;5,94934
431,95201,,,,,95201
432,95204,2;4;3,5;10;4,4;6;-1,2;7;0,95204
433,95470,,,,,95470
434,95477,4;14;0,5;12;7,7;19;1,3;17;0,95477
435,95753,,,,,95753
436,95756,3;17;6,8;11;0,7;16;3,7;15;1,95756
437,96026,,,,,96026
438,96028,8;11;-7,9;5;-14,0;30;34,11;32;7,96028
439,96302,,,,,96302
440,96305,11;12;6,13;10;0,15;8;-3,15;9;-6,96305
441,96574,,,,,96574
442,96577,20;18;5,19;19;6,12;20;6,10;19;6,96577
443,96851,,,,,96851
444,96855,15;9;2,17;9;8,16;14;5,13;16;1,96855
445,97115,,,,,97115
446,97118,15;12;-1,12;12;5,13;16;0,15;16;3,97118
447,97390,,,,,97390
448,97398,17;16;4,17;14;1,18;6;4,17;17;5,97398
449,97666,,,,,97666
450,97669,14;9;-2,14;10;8,11;10;8,15;12;8,97669
451,97941,,,,,97941
452,97948,16;9;7,19;3;2,17;5;6,19;8;2,97948
453,98215,,,,,98215
454,98219,18;4;1,18;7;4,18;9;4,12;7;2,98219
455,98493,,,,,98493
456,98495,10;5;0,8;2;0,5;5;3,5;8;0,98495
457,98776,,,,,98776
458,98779,3;7;1,4;9;0,4;6;0,3;4;-1,98779
459,99042,,,,,99042
460,99044,4;6;0,3;6;0,2;8;2,2;7;2,99044
461,99317,,,,,99317
462,99324,1;6;0,2;7;0,2;6;0,1;5;0,99324
463,99593,,,,,99593
464,99595,1;6;-1,1;6;0,-3;7;-2,-3;7;0,99595
465,99867,,,,,99867
466,99870,-2;5;0,-3;6;-2,-1;8;0,-3;5;-1,99870
467,100143,,,,,100143
468,100146,-2;7;0,-3;6;-1,-3;6;-1,-3;6;0,100146
469,100406,,,,,100406
470,100409,-5;7;1,-3;6;0,-4;7;0,-4;6;-1,100409
471,100684,,,,,100684
472,100687,-4;7;-1,-3;6;-3,-3;7;-1,-3;6;-1,100687
473,100954,,,,,100954
474,100957,-3;6;0,-2;5;0,-4;6;-2,-3;7;-2,100957
475,101231,,,,,101231
476,101234,-4;6;-1,-4;7;-3,-3;8;-2,-3;5;-1,101234
477,101507,,,,,101507
478,101509,-4;6;0,-3;5;0,-3;6;1,-4;5;-1,101509
479,101787,,,,,101787
480,101790,-2;7;0,-5;5;0,-4;8;-2,-4;5;-2,101790
481,102063,,,,,102063
482,102066,-4;7;-1,-5;5;-1,-4;7;0,-6;5;-3,102066
483,102336,,,,,102336
484,102344,-6;5;-3,-7;6;-2,-7;8;-4,-6;6;-1,102344
485,102607,,,,,102607
486,102609,-7;5;-2,-6;7;-1,-7;5;0,-8;7;-2,102609
487,102884,,,,,102884
488,102892,-5;7;0,-7;5;-4,-7;9;-2,-7;6;-3,102892
489,103164,,,,,103164
490,103166,-7;7;0,-7;7;0,-7;6;-4,-8;7;-1,103166
491,103427,,,,,103427
492,103430,-7;8;-2,-6;8;-1,-7;6;-4,-5;6;0,103430
493,103703,,,,,103703
494,103706,-6;7;-2,-7;7;-1,-8;7;-3,-7;7;-2,103706
495,103972,,,,,103972
496,103975,-7;6;-2,-7;6;-2,-7;7;-2,-8;7;0,103975
497,104259,,,,,104259
498,104262,-6;7;-3,-6;6;0,-6;8;-4,-7;8;-3,104262
499,104529,,,,,104529
500,104532,-7;8;-3,-6;6;-1,-7;7;0,-7;7;-2,104532
501,104810,,,,,104810
502,104813,-6;7;0,-8;6;-1,-7;9;-1,-7;6;-2,104813
503,105085,,,,,105085
504,105089,-9;9;-2,-9;7;-1,-7;8;-1,-9;8;0,105089
505,105366,,,,,105366
506,105369,-9;8;-2,-10;8;-3,-14;9;-4,-12;10;-3,105369
507,105643,,,,,105643
508,105646,-16;9;-3,-20;10;-6,-22;15;-7,-26;14;-9,105646
509,105913,,,,,105913
510,105921,-28;14;-7,-26;15;-6,-29;14;-9,-31;14;-8,105921
511,106186,,,,,106186
512,106189,-34;17;-9,-31;15;-8,-26;16;-10,-27;16;-11,106189
513,106463,,,,,106463
514,106470,-29;16;-4,-27;22;-5,-28;23;-3,-28;17;-8,106470
515,106737,,,,,106737
516,106740,-25;18;-11,-25;22;-6,-26;20;-4,-27;19;-7,106740
517,107006,,,,,107006
518,107016,-23;14;-6,-25;12;-4,-25;14;-2,-25;10;-5,107016
519,107285,,,,,107285
520,107288,-27;17;-6,-26;15;-13,-26;21;-10,-24;24;-8,107288
521,107552,,,,,107552
522,107559,-29;25;-9,-36;24;-12,-37;23;-5,-33;14;-7,107559
523,107838,,,,,107838
524,107841,-32;40;-10,-47;31;-16,-33;19;-20,-36;28;-16,107841
525,108108,,,,,108108
526,108118,-33;20;-4,-41;23;-11,-37;22;-16,-36;22;-11,108118
527,108386,,,,,108386
528,108388,-32;19;-12,-38;24;-14,-37;29;-15,-40;25;-12,108388
529,108652,,,,,108652
530,108660,-35;27;-8,-37;27;-20,-32;19;-4,-35;17;-4,108660
531,108940,,,,,108940
532,108942,-37;14;-12,-31;1;-12,-32;3;-9,-31;-3;-12,108942
533,109214,,,,,109214
534,109223,-30;-5;-7,-30;-2;-14,-32;0;-8,-26;-7;-7,109223
535,109491,,,,,109491
536,109493,-31;0;-14,-28;2;-8,-25;1;-4,-26;3;-4,109493
537,109765,,,,,109765
538,109768,-31;0;6,-40;-1;2,-24;0;-22,-31;2;-14,109768
539,110042,,,,,110042
540,110045,-22;3;-37,-29;-13;-17,-36;-13;6,-28;-1;-6,110045
541,110313,,,,,110313
542,110316,-32;3;-1,-27;6;-3,-32;10;-3,-26;1;-4,110316
543,110585,,,,,110585
544,110588,-31;11;-7,-28;-1;-9,-24;0;-7,-26;-3;-10,110588
545,110855,,,,,110855
546,110857,-23;5;-8,-27;0;-7,-31;12;-1,-29;10;-10,110857
547,111129,,,,,111129
548,111132,-32;8;-13,-24;-1;-9,-31;4;-6,-25;1;-5,111132
549,111405,,,,,111405
550,111408,-21;10;-6,-35;16;-17,-22;4;-4,-25;6;-3,111408
551,111679,,,,,111679
552,111682,-27;2;-7,-24;6;-3,-34;5;-5,-29;15;-1,111682
553,111942,,,,,111942
554,111945,-17;11;-7,-20;10;-15,-29;13;-6,-20;17;-8,111945
555,112218,,,,,112218
556,112220,-24;12;-3,-22;12;-10,-26;10;-6,-28;7;-4,112220
557,112488,,,,,112488
558,112491,-24;12;-7,-25;7;-10,-23;13;-4,-11;8;-7,112491
559,112788,,,,,112788
560,112791,-11;6;0,-12;5;0,-14;8;-1,-14;10;2,112791
561,113062,,,,,113062
562,113065,-8;4;10,-8;2;2,-15;8;-2,-10;6;0,113065
563,113338,,,,,113338
564,113341,-14;4;-8,-9;5;-6,-4;6;-7,-7;4;3,113341
565,113606,,,,,113606
566,113609,-8;11;0,-2;9;0,-8;9;-5,-9;5;2,113609
567,113888,,,,,113888
568,113891,-6;5;7,-4;12;-7,-4;8;3,-7;9;-10,113891
569,114157,,,,,114157
570,114160,-10;1;0,-8;9;-3,5;9;0,-2;7;0,114160
571,114426,,,,,114426
572,114434,0;9;-6,-6;15;-3,-7;13;-2,-5;7;0,114434
573,114695,,,,,114695
574,114698,-3;9;5,2;9;14,-5;1;-5,14;9;-2,114698
575,114965,,,,,114965
576,115002,-1;16;0,-12;9;-2,-3;4;-1,-2;0;-1,115002
577,115273,,,,,115273
