,rpm,speed,throt_pos,engine_load,bat_volt
93557,1463.0,24.233469,17,17,14.37
93818,1442.0,23.612098,17,17,14.4
94080,1446.0,22.990727,17,17,14.36
94356,1377.0,22.369356,17,18,14.34
94619,1327.0,21.747985,17,19,14.38
94885,1224.0,21.747985,17,19,14.38
95156,1174.0,21.126614,17,20,14.4
95419,1153.0,21.126614,17,20,14.4
95690,1144.0,20.505243,16,19,14.37
95958,1164.0,19.883872,16,19,14.34
96225,1157.0,18.64113,16,20,14.46
96495,1134.0,18.019759,16,19,14.32
96758,1205.0,16.777017,17,18,14.36
97029,1255.0,15.534275000000001,17,18,14.4
97296,1218.0,14.912904000000001,17,19,14.32
97563,1154.0,13.670162,17,21,14.4
97835,1126.0,12.42742,17,22,14.45
98103,1126.0,11.184678,18,25,14.25
98372,1040.0,10.563307,18,28,14.35
98646,1027.0,9.941936,18,28,14.33
98915,1015.0,9.320565,18,32,14.41
99185,902.0,8.699194,19,35,14.28
99450,931.0,8.077823,19,34,14.33
99724,968.0,8.077823,19,34,14.34
99986,1049.0,8.077823,26,59,14.42
100259,1126.0,8.077823,27,54,14.44
100524,1292.0,8.077823,27,47,14.41
100789,1416.0,8.077823,28,45,14.52
101056,1497.0,8.077823,28,46,14.45
101321,1508.0,8.077823,29,56,14.46
101594,1538.0,8.699194,31,58,14.5
101858,1743.0,9.320565,31,55,14.46
102127,1783.0,9.941936,32,61,14.46
102388,1815.0,10.563307,33,63,14.48
102659,1867.0,11.184678,33,63,14.49
102929,1901.0,11.806049,33,65,14.48
103189,1956.0,12.42742,33,63,14.48
103464,1999.0,13.048791,34,64,14.46
103729,2070.0,13.670162,34,67,14.48
103990,2154.0,14.291533,34,65,14.46
104265,2224.0,14.912904000000001,34,66,14.4
104528,2309.0,15.534275000000001,34,65,14.52
104797,2390.0,16.155646,34,62,14.48
105068,2448.0,16.777017,34,59,14.44
105333,2482.0,17.398388,34,61,14.34
105603,2527.0,18.019759,35,65,14.4
105868,2343.0,18.019759,35,83,14.44
106289,1845.0,19.262501,36,85,14.41
106561,1839.0,19.883872,35,84,14.48
106830,1841.0,20.505243,35,85,14.4
107094,1900.0,21.126614,35,83,14.46
107357,1926.0,22.369356,35,81,14.44
107624,1968.0,22.990727,34,70,14.42
107893,1928.0,23.612098,34,63,14.4
108162,1954.0,23.612098,34,63,14.4
108432,1985.0,24.233469,33,58,14.41
108700,1915.0,24.233469,32,68,14.5
108969,1649.0,24.85484,32,66,14.42
109233,1645.0,25.476211,31,57,14.4
109502,1623.0,25.476211,30,50,14.44
109764,1624.0,26.097582,29,47,14.42
110035,1659.0,26.718953,29,47,14.42
110303,1694.0,26.718953,29,45,14.45
110566,1722.0,26.718953,29,45,14.42
110834,1751.0,27.340324,29,45,14.44
111104,1747.0,27.340324,29,44,14.42
111373,1772.0,27.340324,29,45,14.42
111635,1779.0,27.961695,29,44,14.46
111904,1794.0,27.961695,29,44,14.46
112169,1795.0,28.583066,29,44,14.48
112436,1807.0,28.583066,29,44,14.4
112705,1813.0,28.583066,29,44,14.41
112973,1818.0,28.583066,29,44,14.48
113247,1824.0,29.204437,30,44,14.44
113511,1841.0,29.204437,30,44,14.46
113794,1843.0,29.204437,30,48,14.5
114058,1878.0,29.204437,31,50,14.41
114325,1891.0,29.204437,31,50,14.42
114594,1903.0,29.825808000000002,31,50,14.42
114863,1903.0,29.825808000000002,31,50,14.44
115134,1900.0,29.825808000000002,31,50,14.45
115401,1895.0,29.825808000000002,31,51,14.38
115667,1894.0,29.825808000000002,31,51,14.5
115939,1879.0,29.825808000000002,31,50,14.44
116202,1869.0,29.825808000000002,31,51,14.44
116471,1864.0,29.825808000000002,31,50,14.42
116741,1867.0,29.825808000000002,30,45,14.45
117007,1834.0,29.825808000000002,30,43,14.49
117278,1833.0,29.825808000000002,28,36,14.46
117547,1816.0,29.204437,22,21,14.42
117817,1802.0,29.204437,18,13,14.5
118078,1763.0,28.583066,22,23,14.5
118352,1776.0,28.583066,25,29,14.45
118617,1792.0,27.961695,25,28,14.48
118885,1783.0,27.961695,25,29,14.42
119154,1781.0,27.961695,21,21,14.48
119418,1718.0,27.340324,18,16,14.48
119689,1653.0,27.340324,18,16,14.44
119955,1649.0,27.340324,18,17,14.36
120224,1561.0,27.340324,18,18,14.39
120494,1512.0,27.340324,18,19,14.4
120761,1413.0,27.340324,18,20,14.42
121028,1313.0,26.718953,17,20,14.4
121294,1177.0,26.718953,16,20,14.34
121564,1064.0,26.718953,16,23,14.39
121828,991.0,26.097582,16,25,14.33
122095,927.0,26.097582,17,20,14.46
122358,1340.0,26.097582,17,16,14.49
122626,1372.0,26.097582,17,17,14.39
122898,1348.0,26.097582,17,17,14.4
123158,1310.0,26.097582,17,18,14.35
123433,1262.0,25.476211,17,18,14.44
123698,1251.0,25.476211,16,18,14.48
123970,1249.0,25.476211,16,18,14.39
124241,1245.0,24.85484,16,18,14.41
124593,1226.0,24.233469,16,18,14.5
124860,1197.0,23.612098,16,19,14.4
125128,1177.0,22.990727,16,20,14.35
125398,1129.0,22.369356,16,22,14.54
125661,1032.0,21.747985,16,23,14.36
125937,1006.0,21.126614,16,23,14.42
126198,959.0,20.505243,16,24,14.42
126468,949.0,19.883872,16,24,14.39
126737,932.0,19.262501,16,24,14.48
127004,929.0,18.64113,16,22,14.39
127276,981.0,17.398388,16,24,14.38
127544,949.0,16.777017,17,27,14.36
127821,956.0,15.534275000000001,18,27,14.34
128091,983.0,14.912904000000001,18,29,14.46
128365,935.0,14.291533,18,30,14.4
128630,936.0,13.048791,18,29,14.36
128907,987.0,12.42742,18,29,14.41
129179,978.0,11.806049,18,29,14.46
129459,963.0,11.806049,18,30,14.32
129725,959.0,11.184678,18,30,14.38
129998,978.0,11.184678,18,29,14.33
130270,956.0,11.184678,18,30,14.5
130543,959.0,10.563307,18,30,14.36
130819,947.0,10.563307,18,29,14.37
131089,980.0,9.941936,18,30,14.35
131362,953.0,9.320565,18,31,14.33
131633,948.0,8.699194,18,30,14.27
131912,954.0,8.077823,19,32,14.33
132183,943.0,7.4564520000000005,19,33,14.37
132464,940.0,7.4564520000000005,19,34,14.37
132733,935.0,7.4564520000000005,19,32,14.4
133014,948.0,7.4564520000000005,19,34,14.41
133283,935.0,7.4564520000000005,19,33,14.36
133564,944.0,7.4564520000000005,19,34,14.46
133834,950.0,7.4564520000000005,19,33,14.4
134110,946.0,7.4564520000000005,19,34,14.4
134384,1016.0,7.4564520000000005,26,58,14.37
134661,1177.0,7.4564520000000005,26,50,14.49
134935,1302.0,8.077823,26,42,14.5
135204,1416.0,8.077823,26,41,14.4
135481,1464.0,8.699194,27,41,14.32
135753,1472.0,9.320565,27,43,14.4
136029,1516.0,9.941936,28,45,14.4
136299,1568.0,9.941936,29,47,14.42
136573,1631.0,10.563307,29,47,14.41
136844,1677.0,11.184678,29,46,14.4
137125,1723.0,11.806049,30,45,14.42
137395,1778.0,11.806049,30,45,14.37
137668,1831.0,12.42742,30,44,14.34
137933,1902.0,13.048791,30,45,14.37
138208,1958.0,13.670162,30,44,14.44
138484,2033.0,14.291533,30,43,14.45
138764,2087.0,14.912904000000001,31,43,14.45
139039,2150.0,15.534275000000001,31,42,14.41
139318,2203.0,16.155646,31,41,14.5
139585,2252.0,16.155646,31,41,14.44
139859,2292.0,16.777017,32,46,14.41
140130,2325.0,16.777017,32,47,14.44
140399,2147.0,17.398388,32,65,14.44
140679,1789.0,17.398388,32,66,14.4
140951,1680.0,18.019759,33,68,14.49
141223,1656.0,18.64113,33,67,14.48
141489,1679.0,19.262501,33,67,14.44
141758,1708.0,19.262501,33,67,14.4
142020,1737.0,19.883872,33,67,14.42
142287,1758.0,20.505243,33,63,14.42
142558,1790.0,21.126614,32,61,14.39
142821,1799.0,21.747985,32,54,14.44
143102,1809.0,21.747985,31,50,14.45
143367,1826.0,22.369356,28,36,14.46
143642,1837.0,22.369356,28,36,14.44
143903,1825.0,22.369356,27,42,14.53
144172,1522.0,22.369356,27,45,14.46
144441,1464.0,22.990727,25,36,14.46
144706,1466.0,22.990727,23,32,14.44
144973,1416.0,22.990727,19,20,14.46
145242,1501.0,22.369356,17,15,14.45
145544,1473.0,22.369356,18,18,14.48
145806,1416.0,22.369356,18,20,14.48
146074,1373.0,22.369356,18,19,14.44
146343,1371.0,22.369356,18,19,14.5
146606,1351.0,21.747985,18,19,14.4
146882,1332.0,21.126614,18,20,14.38
147151,1302.0,20.505243,17,20,14.42
147424,1245.0,19.262501,17,19,14.53
147696,1188.0,18.019759,16,18,14.44
147962,1227.0,16.777017,17,19,14.4
148233,1257.0,14.912904000000001,17,20,14.48
148496,1224.0,14.291533,17,20,14.41
148767,1189.0,13.048791,17,18,14.33
149032,1268.0,12.42742,18,19,14.38
149302,1344.0,11.806049,18,19,14.28
149571,1394.0,11.184678,18,20,14.4
149846,1406.0,11.184678,18,20,14.42
150117,1384.0,10.563307,18,20,14.44
150386,1375.0,10.563307,24,36,14.49
150654,1430.0,10.563307,27,42,14.44
150917,1510.0,10.563307,27,44,14.42
151184,1553.0,10.563307,27,43,14.46
151455,1569.0,9.941936,28,46,14.42
151724,1572.0,9.941936,28,45,14.46
151987,1573.0,9.941936,28,44,14.48
152256,1579.0,9.320565,29,48,14.44
152525,1612.0,9.941936,29,47,14.46
152787,1622.0,9.941936,29,48,14.48
153057,1640.0,9.941936,29,49,14.46
153327,1635.0,9.941936,30,50,14.52
153592,1642.0,9.941936,30,54,14.44
153865,1699.0,10.563307,30,52,14.4
154132,1712.0,10.563307,30,52,14.44
154400,1718.0,11.184678,31,53,14.49
154665,1726.0,11.184678,29,43,14.44
154939,1722.0,11.806049,29,44,14.44
155202,1724.0,11.806049,29,44,14.46
155471,1723.0,11.806049,29,43,14.39
155753,1732.0,11.806049,29,43,14.42
156016,1738.0,11.806049,29,44,14.45
156285,1758.0,12.42742,30,46,14.45
156553,1771.0,12.42742,30,46,14.42
156821,1787.0,12.42742,30,46,14.48
157086,1795.0,12.42742,30,47,14.4
157360,1809.0,12.42742,30,46,14.44
157627,1813.0,12.42742,30,46,14.39
157892,1829.0,13.048791,29,41,14.44
158160,1820.0,13.048791,29,43,14.44
158430,1825.0,13.048791,29,41,14.42
158697,1816.0,13.048791,29,43,14.37
158961,1830.0,13.048791,29,41,14.48
159228,1826.0,13.048791,29,42,14.37
159502,1833.0,13.048791,28,34,14.46
159777,1812.0,13.670162,23,24,14.44
160057,1720.0,13.048791,21,23,14.44
160320,1692.0,13.048791,21,21,14.4
160587,1674.0,12.42742,20,19,14.48
160858,1624.0,12.42742,23,29,14.41
161121,1613.0,11.806049,27,39,14.42
161406,1652.0,11.806049,27,37,14.5
161679,1681.0,11.806049,27,38,14.42
161954,1662.0,11.806049,22,25,14.41
162222,1608.0,11.806049,21,23,14.39
162490,1548.0,11.184678,20,22,14.39
162754,1522.0,11.184678,19,20,14.45
163015,1476.0,10.563307,18,18,14.37
163286,1426.0,10.563307,18,18,14.41
163556,1375.0,10.563307,18,19,14.38
163845,1317.0,9.941936,17,19,14.33
164116,1270.0,9.320565,17,19,14.46
164385,1225.0,9.320565,17,19,14.44
164648,1174.0,8.699194,16,19,14.38
164912,1124.0,8.077823,17,22,14.44
165175,1076.0,8.077823,17,25,14.37
165437,1051.0,7.4564520000000005,18,27,14.33
165705,1014.0,6.835081,18,29,14.37
165976,992.0,6.21371,19,32,14.33
166242,932.0,5.592339,19,35,14.4
166514,927.0,4.970968,19,35,14.36
166776,929.0,4.349597,19,35,14.42
167050,928.0,3.7282260000000003,19,36,14.4
167314,911.0,3.7282260000000003,19,38,14.32
167581,869.0,3.106855,20,39,14.37
167852,888.0,3.106855,20,38,14.32
168115,881.0,2.485484,19,37,14.25
168386,880.0,2.485484,19,37,14.37
168652,894.0,2.485484,19,37,14.4
168920,879.0,2.485484,21,40,14.41
169186,1024.0,3.106855,25,53,14.38
169460,1131.0,3.106855,26,49,14.42
169729,1266.0,3.7282260000000003,26,43,14.54
169992,1389.0,3.7282260000000003,26,41,14.54
170260,1454.0,4.349597,26,37,14.46
170526,1470.0,4.970968,22,27,14.45
170798,1399.0,5.592339,21,26,14.52
171061,1363.0,5.592339,21,26,14.4
171327,1359.0,6.21371,21,27,14.42
171600,1347.0,6.21371,22,30,14.42
171868,1352.0,6.21371,23,34,14.42
172137,1390.0,6.21371,23,33,14.32
172406,1416.0,6.21371,19,19,14.44
172686,1396.0,6.21371,17,18,14.36
172956,1343.0,6.21371,18,19,14.35
173224,1311.0,6.21371,20,27,14.4
173494,1287.0,6.21371,23,34,14.44
173757,1321.0,6.21371,23,33,14.42
174035,1407.0,6.21371,23,30,14.5
174304,1425.0,6.21371,19,19,14.48
174599,1395.0,6.21371,17,17,14.5
174874,1359.0,6.21371,18,19,14.48
175149,1302.0,6.21371,18,20,14.37
175412,1242.0,6.21371,18,21,14.46
175687,1186.0,6.21371,18,22,14.42
175956,1143.0,6.21371,18,23,14.48
176233,1113.0,6.21371,18,25,14.4
176501,1056.0,6.21371,18,28,14.4
176776,993.0,6.21371,18,31,14.36
177049,945.0,5.592339,19,33,14.42
177313,911.0,5.592339,19,35,14.42
177589,906.0,5.592339,19,35,14.44
177858,918.0,5.592339,21,39,14.37
178132,1128.0,5.592339,22,34,14.41
178403,1284.0,5.592339,23,32,14.42
178683,1428.0,6.21371,23,30,14.4
178960,1451.0,6.21371,20,23,14.42
179239,1454.0,6.835081,20,23,14.53
179516,1456.0,6.835081,20,23,14.42
179795,1460.0,6.835081,20,24,14.42
180068,1459.0,6.835081,21,24,14.49
180341,1483.0,6.835081,18,16,14.44
180618,1483.0,6.835081,18,17,14.4
180892,1418.0,6.835081,18,18,14.46
181168,1348.0,7.4564520000000005,17,19,14.42
181437,1280.0,7.4564520000000005,17,19,14.44
181718,1231.0,7.4564520000000005,17,20,14.4
181994,1182.0,7.4564520000000005,17,20,14.46
182268,1135.0,7.4564520000000005,16,20,14.4
182544,1113.0,7.4564520000000005,17,22,14.38
182844,1083.0,7.4564520000000005,17,23,14.28
183119,1035.0,8.077823,18,27,14.39
183401,981.0,8.077823,18,30,14.39
183678,931.0,7.4564520000000005,18,33,14.39
183954,885.0,7.4564520000000005,18,32,14.4
184220,900.0,7.4564520000000005,18,31,14.41
184501,917.0,7.4564520000000005,18,32,14.36
184770,917.0,7.4564520000000005,18,32,14.4
185039,927.0,6.835081,18,32,14.36
185349,892.0,6.835081,19,33,14.29
185621,909.0,6.835081,19,34,14.4
185908,888.0,6.835081,19,33,14.42
186179,931.0,6.835081,19,33,14.44
186457,899.0,6.835081,19,34,14.33
186723,928.0,6.835081,19,34,14.42
187003,926.0,6.21371,19,34,14.39
187274,917.0,6.21371,19,35,14.38
187549,899.0,6.21371,19,35,14.5
187817,908.0,5.592339,19,36,14.46
188097,911.0,4.970968,19,36,14.44
188361,902.0,4.970968,19,36,14.49
188634,887.0,4.349597,19,36,14.39
188900,898.0,4.349597,19,35,14.45
189168,926.0,3.7282260000000003,19,36,14.5
189437,900.0,3.106855,19,36,14.46
189713,887.0,2.485484,19,36,14.41
189997,888.0,1.8641130000000001,19,37,14.41
190263,874.0,1.242742,19,38,14.33
190542,876.0,0.621371,19,37,14.32
190815,886.0,0.0,19,36,14.44
191091,902.0,0.0,19,38,14.46
191366,887.0,0.0,19,38,14.49
191640,881.0,0.0,20,38,14.4
191915,880.0,0.0,19,37,14.48
192178,905.0,0.0,19,32,14.42
192453,954.0,0.0,18,28,14.41
192715,922.0,0.0,17,27,14.46
192991,932.0,0.0,17,26,14.42
193265,915.0,0.0,17,26,14.41
193541,925.0,0.0,16,26,14.48
193806,911.0,0.0,17,26,14.45
194084,902.0,0.0,17,26,14.42
194355,904.0,0.0,16,25,14.48
194623,940.0,0.0,16,23,14.48
194892,958.0,0.0,16,23,14.46
195161,949.0,0.0,16,23,14.44
195428,937.0,0.0,16,23,14.45
195695,920.0,0.0,16,23,14.41
195976,920.0,0.0,16,24,14.48
196247,915.0,0.0,16,24,14.4
196532,905.0,0.0,16,24,14.41
196796,915.0,0.0,16,24,14.44
197071,914.0,0.0,16,23,14.46
197340,910.0,0.0,16,23,14.46
197612,906.0,0.0,16,24,14.46
197877,898.0,0.0,16,25,14.33
198157,901.0,0.0,16,27,14.36
198420,893.0,0.0,16,27,14.35
198690,894.0,0.0,16,27,14.32
198960,890.0,0.0,16,28,14.36
199234,874.0,0.0,16,27,14.36
199510,904.0,0.0,17,0,13.39
199779,779.0,0.0,17,0,12.95
200059,439.0,0.0,16,0,12.95
200325,205.0,0.0,15,0,12.92
200604,0.0,0.0,23,0,12.9
200873,0.0,0.0,23,0,12.86
201153,0.0,0.0,23,0,12.85
201424,0.0,0.0,23,0,12.84
201701,0.0,0.0,32,0,12.82
201974,0.0,0.0,32,0,12.81
202237,0.0,0.0,32,0,12.79
202518,0.0,0.0,32,0,12.78
202787,0.0,0.0,32,0,12.75
203064,0.0,0.0,32,0,12.75
203338,0.0,0.0,32,0,12.75
203624,0.0,0.0,32,0,12.74
203888,0.0,0.0,32,0,12.71
204163,0.0,0.0,32,0,12.71
204427,0.0,0.0,32,0,12.69
204702,0.0,0.0,32,0,12.69
204964,0.0,0.0,32,0,12.69
205228,0.0,0.0,32,0,12.67
205504,0.0,0.0,32,0,12.67
205778,0.0,0.0,32,0,12.66
206059,0.0,0.0,32,0,12.65
206328,0.0,0.0,32,0,12.63
206603,0.0,0.0,32,0,12.62
206866,0.0,0.0,32,0,12.62
207134,0.0,0.0,32,0,12.61
207398,0.0,0.0,32,0,12.61
207679,0.0,0.0,32,0,12.6
207947,0.0,0.0,32,0,12.59
208218,0.0,0.0,32,0,12.59
208494,0.0,0.0,32,0,12.6
208764,0.0,0.0,32,0,12.58
209037,0.0,0.0,32,0,12.57
209306,0.0,0.0,32,0,12.57
209580,0.0,0.0,32,0,12.57
209851,0.0,0.0,32,0,12.56
210125,0.0,0.0,32,0,12.55
210396,0.0,0.0,32,0,12.55
210665,0.0,0.0,32,0,12.53
210939,0.0,0.0,32,0,12.53
211205,0.0,0.0,32,0,12.53
211484,0.0,0.0,32,0,12.52
211758,0.0,0.0,32,0,12.53
212028,0.0,0.0,32,0,12.52
212297,0.0,0.0,32,0,12.52
212579,0.0,0.0,32,0,12.5
212847,0.0,0.0,32,0,12.5
213121,0.0,0.0,32,0,12.5
213385,0.0,0.0,32,0,12.5
213648,0.0,0.0,32,0,12.49
213924,0.0,0.0,32,0,12.46
214194,0.0,0.0,32,0,12.46
214464,0.0,0.0,32,0,12.46
214736,0.0,0.0,32,0,12.48
215019,0.0,0.0,32,0,12.3
215287,0.0,0.0,32,0,12.32
215569,0.0,0.0,32,0,12.23
215838,0.0,0.0,32,0,12.29
216119,0.0,0.0,32,0,12.38
216388,0.0,0.0,32,0,12.4
216657,0.0,0.0,32,0,12.4
216934,0.0,0.0,32,0,12.4
217205,0.0,0.0,32,0,12.4
217485,0.0,0.0,32,0,12.41
217754,0.0,0.0,32,0,12.4
218033,0.0,0.0,32,0,12.41
218305,0.0,0.0,32,0,12.41
218585,0.0,0.0,32,0,12.39
218854,0.0,0.0,32,0,12.4
219127,0.0,0.0,32,0,12.41
219398,0.0,0.0,32,0,12.42
219673,0.0,0.0,32,0,12.41
219954,0.0,0.0,32,0,12.41
220217,0.0,0.0,32,0,12.41
220498,0.0,0.0,32,0,12.41
220768,0.0,0.0,32,0,12.4
221113,0.0,0.0,32,0,12.4
221381,0.0,0.0,32,0,12.4
221655,0.0,0.0,32,0,12.39
221919,0.0,0.0,32,0,12.39
222199,0.0,0.0,32,0,12.39
222466,0.0,0.0,32,0,12.39
222733,0.0,0.0,32,0,12.39
223007,0.0,0.0,32,0,12.4
223276,0.0,0.0,32,0,12.38
223577,0.0,0.0,32,0,12.37
223840,0.0,0.0,32,0,12.38
224120,0.0,0.0,32,0,12.37
224384,0.0,0.0,32,0,12.37
224659,0.0,0.0,32,0,12.37
224922,0.0,0.0,32,0,12.37
225197,0.0,0.0,32,0,12.38
225472,0.0,0.0,32,0,12.37
225745,0.0,0.0,32,0,12.38
226017,0.0,0.0,32,0,12.38
226285,0.0,0.0,32,0,12.37
226568,0.0,0.0,32,0,12.37
226835,0.0,0.0,32,0,12.37
227104,0.0,0.0,32,0,12.37
227374,0.0,0.0,32,0,12.37
227641,0.0,0.0,32,0,12.37
227911,0.0,0.0,32,0,12.36
228174,0.0,0.0,32,0,12.36
228450,0.0,0.0,32,0,12.35
228712,0.0,0.0,32,0,12.37
228983,0.0,0.0,32,0,12.36
229251,0.0,0.0,32,0,12.36
229519,0.0,0.0,32,0,12.37
229788,0.0,0.0,32,0,12.39
230055,0.0,0.0,32,0,12.37
230327,0.0,0.0,32,0,12.38
230609,0.0,0.0,32,0,12.37
230878,0.0,0.0,32,0,12.39
231140,0.0,0.0,32,0,12.4
231409,0.0,0.0,32,0,12.39
231678,0.0,0.0,32,0,12.4
231953,0.0,0.0,32,0,12.41
232216,0.0,0.0,32,0,12.4
232489,0.0,0.0,32,0,12.4
232755,0.0,0.0,32,0,12.4
233029,0.0,0.0,32,0,12.41
233292,0.0,0.0,32,0,12.41
233562,0.0,0.0,32,0,12.41
233830,0.0,0.0,32,0,12.4
234093,0.0,0.0,32,0,12.41
234369,0.0,0.0,32,0,12.41
234631,0.0,0.0,32,0,12.41
234905,0.0,0.0,32,0,12.4
235169,0.0,0.0,32,0,12.39
235437,0.0,0.0,32,0,12.4
235700,0.0,0.0,32,0,12.39
235968,0.0,0.0,32,0,12.4
236232,0.0,0.0,32,0,12.4
236495,0.0,0.0,32,0,12.4
236764,0.0,0.0,32,0,12.44
237027,0.0,0.0,32,0,12.45
237296,0.0,0.0,32,0,12.45
237565,0.0,0.0,32,0,12.45
237834,0.0,0.0,32,0,12.46
238097,0.0,0.0,32,0,12.46
238370,0.0,0.0,32,0,12.48
238635,0.0,0.0,32,0,12.46
238910,0.0,0.0,32,0,12.48
239173,0.0,0.0,32,0,12.46
239435,0.0,0.0,32,0,12.46
239698,0.0,,,,
