,index,acc1,acc2,acc3,acc4,duration
353,111101,,,,,111101
354,111104,16;1;5,15;2;4,14;0;10,16;2;6,111104
355,111370,,,,,111370
356,111373,15;2;0,17;6;15,16;0;6,18;2;9,111373
357,111633,,,,,111633
358,111635,16;0;8,17;5;6,17;4;7,17;0;-4,111635
359,111897,,,,,111897
360,111904,18;0;6,15;0;4,19;-1;4,17;-2;7,111904
361,112167,,,,,112167
362,112169,16;-1;10,15;1;7,16;0;7,13;4;0,112169
363,112433,,,,,112433
364,112436,16;7;3,18;2;12,16;0;19,17;-2;11,112436
365,112703,,,,,112703
366,112705,18;2;13,15;3;8,17;1;4,16;3;8,112705
367,112971,,,,,112971
368,112973,19;1;5,18;0;9,17;-3;6,16;0;11,112973
369,113245,,,,,113245
370,113247,18;1;8,16;-2;9,15;0;7,18;0;14,113247
371,113509,,,,,113509
372,113511,15;0;10,17;0;4,15;4;11,12;1;4,113511
373,113785,,,,,113785
374,113794,15;-3;12,14;1;5,16;3;20,18;3;15,113794
375,114056,,,,,114056
376,114058,17;0;10,16;0;12,16;3;9,16;5;11,114058
377,114323,,,,,114323
378,114325,13;1;7,11;1;10,18;1;5,15;2;0,114325
379,114592,,,,,114592
380,114594,18;7;9,17;1;10,17;1;14,16;0;4,114594
381,114861,,,,,114861
382,114863,15;0;11,17;-5;16,19;5;10,12;0;9,114863
383,115132,,,,,115132
384,115134,14;0;6,17;0;9,15;0;6,15;-1;16,115134
385,115399,,,,,115399
386,115401,13;-1;8,15;0;15,14;-3;16,14;-1;14,115401
387,115661,,,,,115661
388,115667,16;0;14,16;4;8,11;4;4,17;1;3,115667
389,115937,,,,,115937
390,115939,15;4;5,15;0;4,14;0;2,12;7;8,115939
391,116200,,,,,116200
392,116202,15;8;6,15;6;3,16;1;6,14;3;3,116202
393,116469,,,,,116469
394,116471,14;9;0,14;8;0,15;4;2,15;3;4,116471
395,116738,,,,,116738
396,116741,14;-1;14,13;2;17,11;0;22,14;3;7,116741
397,117004,,,,,117004
398,117007,16;7;12,19;-1;17,15;2;14,16;2;8,117007
399,117276,,,,,117276
400,117278,17;4;11,14;4;4,17;8;9,18;2;11,117278
401,117537,,,,,117537
402,117547,17;0;14,17;4;12,17;0;3,20;5;6,117547
403,117815,,,,,117815
404,117817,21;1;4,21;5;1,20;4;8,20;1;15,117817
405,118076,,,,,118076
406,118078,23;1;6,22;0;8,22;3;11,23;3;8,118078
407,118349,,,,,118349
408,118352,21;4;14,19;6;14,18;1;13,19;5;6,118352
409,118615,,,,,118615
410,118617,20;7;1,23;2;-4,17;3;10,24;1;9,118617
411,118877,,,,,118877
412,118885,23;4;2,18;3;0,19;2;3,19;1;8,118885
413,119152,,,,,119152
414,119154,20;5;15,22;-1;4,20;5;-1,23;4;-1,119154
415,119415,,,,,119415
416,119418,20;1;13,23;0;9,19;1;3,20;-1;1,119418
417,119687,,,,,119687
418,119689,24;0;6,21;2;8,22;1;6,24;-3;3,119689
419,119953,,,,,119953
420,119955,23;0;13,21;1;9,24;-1;0,23;6;-2,119955
421,120221,,,,,120221
422,120224,18;3;9,23;0;4,23;-2;-2,22;-1;1,120224
423,120492,,,,,120492
424,120494,18;-4;5,23;-2;0,24;-3;6,25;-4;3,120494
425,120754,,,,,120754
426,120761,26;-4;6,22;0;4,27;1;7,23;-1;7,120761
427,121026,,,,,121026
428,121028,23;-2;8,27;-1;9,28;0;2,28;-1;8,121028
429,121291,,,,,121291
430,121294,29;-1;2,27;-2;-9,29;0;-9,26;0;0,121294
431,121562,,,,,121562
432,121564,30;4;-8,28;0;-6,31;-5;-6,30;1;-8,121564
433,121826,,,,,121826
434,121828,28;1;-11,32;2;-6,29;-1;-3,31;-3;-5,121828
435,122093,,,,,122093
436,122095,30;-4;-9,29;-5;-5,34;-5;-4,29;-1;-1,122095
437,122355,,,,,122355
438,122358,28;-4;-4,30;1;-12,26;-3;-11,29;-3;-12,122358
439,122617,,,,,122617
440,122626,31;0;-14,29;-1;-5,27;0;-5,30;-7;-7,122626
441,122896,,,,,122896
442,122898,32;-11;-10,32;-8;-6,33;-5;-5,34;-9;-11,122898
443,123156,,,,,123156
444,123158,37;-3;-9,30;-1;-18,32;-7;-11,36;-6;-4,123158
445,123431,,,,,123431
446,123433,38;-5;-12,37;-8;-15,33;-1;-17,33;-5;-13,123433
447,123696,,,,,123696
448,123698,34;-10;-12,34;-6;-16,38;-7;-7,38;-7;-3,123698
449,123968,,,,,123968
450,123970,37;-2;0,40;-6;-10,35;-2;-6,37;-1;-6,123970
451,124239,,,,,124239
452,124241,41;-6;-9,44;-6;3,42;1;-7,45;1;0,124241
453,124590,,,,,124590
454,124593,41;-4;-6,41;-8;-9,49;-3;0,46;-6;0,124593
455,124858,,,,,124858
456,124860,47;-7;-12,42;0;3,45;-3;4,43;0;2,124860
457,125120,,,,,125120
458,125128,44;-2;0,37;1;9,44;-1;1,42;2;-2,125128
459,125395,,,,,125395
460,125398,43;3;-1,45;3;1,44;4;0,45;4;0,125398
461,125659,,,,,125659
462,125661,45;0;1,44;-1;-2,42;1;-10,44;0;1,125661
463,125934,,,,,125934
464,125937,40;3;3,40;4;0,41;4;-1,39;0;-5,125937
465,126196,,,,,126196
466,126198,42;1;-3,42;0;3,43;4;1,43;2;2,126198
467,126466,,,,,126466
468,126468,41;0;1,44;1;-1,46;1;-6,44;-1;0,126468
469,126735,,,,,126735
470,126737,41;1;1,42;0;2,39;2;-2,38;1;2,126737
471,126997,,,,,126997
472,127004,44;-1;0,47;4;-1,40;0;-6,44;0;2,127004
473,127273,,,,,127273
474,127276,43;3;4,41;1;-3,42;-1;0,44;-3;8,127276
475,127542,,,,,127542
476,127544,41;3;15,42;3;16,42;2;17,45;2;6,127544
477,127818,,,,,127818
478,127821,44;3;1,41;3;4,41;1;6,42;-2;3,127821
479,128088,,,,,128088
480,128091,43;1;4,45;2;-3,43;0;-3,39;1;6,128091
481,128362,,,,,128362
482,128365,44;3;1,43;2;1,48;2;5,42;3;-2,128365
483,128627,,,,,128627
484,128630,45;6;4,44;3;3,44;3;-1,41;6;1,128630
485,128898,,,,,128898
486,128907,39;3;4,35;4;6,35;2;0,35;3;-3,128907
487,129177,,,,,129177
488,129179,31;2;2,33;2;-6,34;5;1,32;5;-3,129179
489,129452,,,,,129452
490,129459,33;1;0,32;3;-1,32;5;0,31;1;0,129459
491,129723,,,,,129723
492,129725,31;3;-3,32;0;-2,31;5;1,30;0;1,129725
493,129989,,,,,129989
494,129998,29;2;-3,30;2;0,30;2;-2,28;3;-1,129998
495,130267,,,,,130267
496,130270,29;2;1,30;0;-3,31;0;0,28;0;2,130270
497,130540,,,,,130540
498,130543,28;4;1,30;0;1,35;1;-1,35;2;-1,130543
499,130816,,,,,130816
500,130819,32;4;0,32;0;3,32;1;1,33;2;0,130819
501,131087,,,,,131087
502,131089,33;3;-1,30;0;1,33;2;0,36;3;-2,131089
503,131359,,,,,131359
504,131362,35;1;0,32;3;1,34;5;1,30;2;4,131362
505,131630,,,,,131630
506,131633,36;0;3,34;1;0,34;2;-2,32;0;3,131633
507,131909,,,,,131909
508,131912,32;4;-2,31;2;3,29;2;3,31;3;6,131912
509,132179,,,,,132179
510,132183,31;2;-2,26;0;-1,27;1;-2,25;2;0,132183
511,132455,,,,,132455
512,132464,25;4;0,22;3;2,24;1;-1,23;4;0,132464
513,132730,,,,,132730
514,132733,21;0;-3,21;0;-7,21;6;-1,21;2;-1,132733
515,133007,,,,,133007
516,133014,20;0;0,20;4;0,21;3;0,25;1;-1,133014
517,133280,,,,,133280
518,133283,19;1;1,24;3;-3,19;2;2,20;0;-2,133283
519,133556,,,,,133556
520,133564,21;1;-3,18;1;-1,21;2;-5,21;4;-6,133564
521,133831,,,,,133831
522,133834,21;4;0,19;3;1,22;1;0,20;2;0,133834
523,134107,,,,,134107
524,134110,21;2;-4,21;0;0,20;0;-1,20;0;0,134110
525,134381,,,,,134381
526,134384,21;2;0,20;-3;-2,22;-2;-3,19;0;-2,134384
527,134658,,,,,134658
528,134661,17;0;-2,18;0;0,19;-2;-3,13;0;0,134661
529,134932,,,,,134932
530,134935,14;-5;-3,11;-1;-1,13;-2;0,14;-4;1,134935
531,135201,,,,,135201
532,135204,15;-4;-4,11;-4;-4,15;-5;-10,13;-5;-2,135204
533,135479,,,,,135479
534,135481,15;-5;-3,14;-6;2,16;-7;-4,15;-8;1,135481
535,135750,,,,,135750
536,135753,15;-5;0,16;-11;-5,15;-10;-1,16;-10;-4,135753
537,136027,,,,,136027
538,136029,10;-7;5,15;-12;-5,13;-13;-2,11;-11;-5,136029
539,136296,,,,,136296
540,136299,17;-11;-1,11;-5;3,11;-8;0,12;-8;-2,136299
541,136571,,,,,136571
542,136573,13;-12;-11,13;-12;-1,13;-11;-4,14;-13;-3,136573
543,136841,,,,,136841
544,136844,12;-13;-2,12;-12;-1,17;-9;-4,13;-9;0,136844
545,137116,,,,,137116
546,137125,18;-8;-6,13;-19;-7,15;-11;-7,14;-11;0,137125
547,137392,,,,,137392
548,137395,15;-16;-8,14;-15;-4,11;-13;-5,14;-20;-4,137395
549,137661,,,,,137661
550,137668,16;-16;-2,13;-18;-2,15;-19;0,14;-14;-7,137668
551,137930,,,,,137930
552,137933,15;-18;0,15;-18;-1,15;-24;0,12;-19;-3,137933
553,138200,,,,,138200
554,138208,15;-19;-3,15;-22;-1,18;-21;-1,15;-22;0,138208
555,138481,,,,,138481
556,138484,12;-20;-4,12;-22;-2,14;-24;1,13;-21;2,138484
557,138757,,,,,138757
558,138764,14;-20;-2,15;-20;-5,13;-22;-6,15;-23;-2,138764
559,139036,,,,,139036
560,139039,16;-23;-6,16;-23;-6,16;-24;-2,12;-24;-2,139039
561,139309,,,,,139309
562,139318,15;-27;-1,14;-24;-2,16;-22;1,15;-25;2,139318
563,139582,,,,,139582
564,139585,15;-24;-2,17;-28;-2,14;-26;0,11;-22;1,139585
565,139856,,,,,139856
566,139859,16;-25;-1,18;-24;-2,15;-24;1,20;-24;0,139859
567,140128,,,,,140128
568,140130,17;-21;-4,14;-21;-5,18;-18;0,15;-18;4,140130
569,140396,,,,,140396
570,140399,16;-14;0,12;-17;-1,12;-12;-4,13;-8;0,140399
571,140676,,,,,140676
572,140679,12;-9;-1,9;-6;0,8;-5;-3,9;-6;0,140679
573,140948,,,,,140948
574,140951,13;-5;-2,10;-7;-9,10;-5;-5,8;-8;-5,140951
575,141220,,,,,141220
576,141223,10;0;-3,9;-3;-4,8;0;-8,7;-4;0,141223
577,141486,,,,,141486
578,141489,8;-1;-2,11;-4;0,12;2;-3,12;-4;-6,141489
579,141756,,,,,141756
580,141758,11;3;-2,9;2;-2,9;-2;4,8;-4;1,141758
581,142018,,,,,142018
582,142020,7;0;-8,12;-4;-8,9;-1;-3,9;2;-1,142020
583,142281,,,,,142281
584,142287,9;0;1,6;0;0,6;-3;-2,10;0;-4,142287
585,142556,,,,,142556
586,142558,10;-5;-6,10;-4;-1,10;-2;0,10;-6;-1,142558
587,142819,,,,,142819
588,142821,9;4;-4,8;2;-4,11;3;-3,11;0;-2,142821
589,143099,,,,,143099
590,143102,8;0;-3,12;1;-7,16;0;-5,9;-6;0,143102
