,index,acc1,acc2,acc3,acc4,duration
72,63826,1;0;1,0;0;0,0;0;0,0;0;0,63826
73,64093,,,,,64093
74,64096,0;0;0,0;0;0,0;0;0,0;0;-1,64096
75,64368,,,,,64368
76,64370,0;0;-1,0;0;-1,0;0;-2,-1;0;0,64370
77,64648,,,,,64648
78,64651,-1;0;1,0;0;-2,0;0;-1,0;0;0,64651
79,64911,,,,,64911
80,64914,0;0;-1,0;0;2,0;-1;0,0;-1;1,64914
81,65193,,,,,65193
82,65197,0;0;0,-1;0;2,0;0;0,0;1;1,65197
83,65468,,,,,65468
84,65471,1;0;0,0;0;0,0;0;0,0;1;2,65471
85,65741,,,,,65741
86,65748,0;0;0,0;1;-1,0;1;-1,0;-1;-1,65748
87,66012,,,,,66012
88,66015,0;0;0,0;-1;1,0;0;2,0;0;0,66015
89,66288,,,,,66288
90,66290,0;0;2,0;0;4,1;-1;0,-1;0;0,66290
91,66581,,,,,66581
92,66584,0;0;5,0;-1;1,-1;0;0,0;0;0,66584
93,66850,,,,,66850
94,66852,0;0;2,0;0;0,0;0;2,-1;1;0,66852
95,67113,,,,,67113
96,67121,0;0;4,0;0;4,0;0;2,0;0;1,67121
97,67388,,,,,67388
98,67391,0;0;1,-1;0;1,0;0;0,0;0;-1,67391
99,67651,,,,,67651
100,67653,0;-1;2,0;1;1,0;0;0,0;0;0,67653
101,67926,,,,,67926
102,67929,0;0;0,0;0;1,1;0;1,-5;0;3,67929
103,68189,,,,,68189
104,68192,0;1;1,1;1;1,0;0;0,0;0;0,68192
105,68455,,,,,68455
106,68458,0;2;1,0;0;2,0;1;1,0;0;2,68458
107,68721,,,,,68721
108,68723,-1;0;0,0;1;2,0;1;0,1;0;0,68723
109,68989,,,,,68989
110,68999,0;0;-2,-1;1;0,0;1;-1,0;0;0,68999
111,69272,,,,,69272
112,69274,0;1;1,0;0;0,0;1;0,0;0;0,69274
113,69547,,,,,69547
114,69550,0;0;2,0;0;-1,0;0;2,1;0;0,69550
115,69822,,,,,69822
116,69824,0;0;1,0;0;-1,0;0;4,0;0;0,69824
117,70091,,,,,70091
118,70093,0;0;0,0;0;0,-1;0;0,0;0;1,70093
119,70366,,,,,70366
120,70374,-1;0;0,0;-1;-2,0;0;0,0;0;0,70374
121,70641,,,,,70641
122,70643,0;0;0,0;0;1,-1;1;0,-1;0;0,70643
123,70917,,,,,70917
124,70920,1;0;3,-2;0;1,1;2;3,0;0;1,70920
125,71192,,,,,71192
126,71194,0;0;2,0;0;3,0;1;-1,0;0;0,71194
127,71457,,,,,71457
128,71459,0;1;1,-1;0;0,0;2;2,-4;0;4,71459
129,71736,,,,,71736
130,71738,0;0;1,0;0;-2,0;0;0,-1;0;-2,71738
131,72006,,,,,72006
132,72008,0;0;1,-1;-2;2,0;0;-1,-1;-1;0,72008
133,72276,,,,,72276
134,72284,1;0;3,1;0;1,1;-1;0,0;-1;-1,72284
135,72550,,,,,72550
136,72552,0;0;0,1;0;0,0;0;0,0;2;0,72552
137,72818,,,,,72818
138,72820,0;0;1,0;0;0,0;0;6,1;0;0,72820
139,73088,,,,,73088
140,73091,2;0;1,0;-5;-1,0;2;0,0;0;1,73091
141,73357,,,,,73357
142,73360,0;1;0,1;-1;1,-2;0;-1,0;0;0,73360
143,73630,,,,,73630
144,73632,0;0;2,0;0;2,0;0;0,0;0;0,73632
145,73896,,,,,73896
146,73900,0;0;4,1;0;2,0;0;2,0;2;0,73900
147,74170,,,,,74170
148,74172,1;0;0,0;0;0,0;-2;0,1;0;2,74172
149,74445,,,,,74445
150,74448,0;1;0,0;-2;1,0;0;-1,0;-1;1,74448
151,74717,,,,,74717
152,74720,0;1;1,0;0;4,0;-1;1,0;0;2,74720
153,74989,,,,,74989
154,74991,0;0;0,0;2;1,2;-1;2,0;0;2,74991
155,75257,,,,,75257
156,75260,0;0;-2,1;1;0,0;0;2,1;-1;3,75260
157,75521,,,,,75521
158,75529,-1;0;-2,0;0;-4,0;0;-5,-2;0;-3,75529
159,75796,,,,,75796
160,75798,-1;0;2,-2;1;-3,0;-1;1,1;0;0,75798
161,76071,,,,,76071
162,76075,0;0;4,0;1;-1,0;0;0,0;1;1,76075
163,76347,,,,,76347
164,76349,-2;0;-2,0;0;-2,-1;2;0,0;1;2,76349
165,76610,,,,,76610
166,76612,-1;0;-2,0;0;-3,1;0;-5,0;0;-1,76612
167,76893,,,,,76893
168,76895,1;-1;3,0;0;2,0;0;0,2;0;1,76895
169,77172,,,,,77172
170,77175,0;0;-3,-2;0;0,0;0;0,0;0;0,77175
171,77442,,,,,77442
172,77449,0;0;0,0;0;1,-1;0;3,-1;0;0,77449
173,77711,,,,,77711
174,77713,0;2;0,0;0;-4,1;-1;0,2;-1;3,77713
175,77986,,,,,77986
176,77989,0;0;1,2;0;2,0;0;3,2;0;2,77989
177,78261,,,,,78261
178,78264,0;0;2,3;0;3,2;-1;0,2;-1;2,78264
179,78539,,,,,78539
180,78542,0;0;0,0;0;2,3;0;1,4;0;1,78542
181,78812,,,,,78812
182,78819,0;0;1,0;0;1,4;-1;2,4;0;0,78819
183,79087,,,,,79087
184,79089,-1;0;2,-1;1;2,2;-1;2,1;0;0,79089
185,79350,,,,,79350
186,79358,2;0;0,2;1;3,4;-1;0,2;1;0,79358
187,79625,,,,,79625
188,79628,1;0;1,2;-2;1,4;-1;0,4;0;3,79628
189,79888,,,,,79888
190,79891,2;0;2,2;-1;0,1;0;2,3;-1;4,79891
191,80163,,,,,80163
192,80165,0;0;2,2;0;0,5;0;1,1;-2;1,80165
193,80432,,,,,80432
194,80435,0;-1;1,3;0;1,2;-1;3,4;0;2,80435
195,80702,,,,,80702
196,80710,5;0;-3,1;-1;2,3;-2;0,3;0;1,80710
197,80977,,,,,80977
198,80979,0;0;0,-1;2;0,2;3;1,2;1;0,80979
199,81246,,,,,81246
200,81249,0;-1;-1,3;-3;-4,2;-1;1,3;2;1,81249
201,81527,,,,,81527
202,81529,6;2;2,1;0;5,2;1;1,4;0;0,81529
203,81802,,,,,81802
204,81805,1;0;0,0;0;2,1;1;0,0;0;0,81805
205,82076,,,,,82076
206,82079,-2;1;1,-2;1;0,-1;2;-2,-1;1;0,82079
207,82341,,,,,82341
208,82343,-2;0;-1,-1;1;-3,-1;2;-1,-2;1;0,82343
209,82616,,,,,82616
210,82623,0;0;3,0;0;0,0;0;2,4;0;1,82623
211,82891,,,,,82891
212,82893,2;2;0,1;1;5,-1;3;0,0;3;-1,82893
213,83167,,,,,83167
214,83170,0;2;3,-1;1;2,0;1;1,0;0;0,83170
215,83442,,,,,83442
216,83444,2;-1;-1,8;-2;0,4;2;-2,2;3;5,83444
217,83714,,,,,83714
218,83717,2;4;5,0;5;5,-5;3;6,1;1;2,83717
219,83984,,,,,83984
220,83987,2;-5;-3,2;-4;-3,4;0;-2,3;2;0,83987
221,84257,,,,,84257
222,84259,4;3;0,1;-3;1,1;-2;2,1;-1;0,84259
223,84530,,,,,84530
224,84538,5;2;-3,2;3;2,3;3;1,4;0;1,84538
225,84806,,,,,84806
226,84808,2;0;0,3;2;0,1;0;3,0;2;1,84808
227,85075,,,,,85075
228,85079,1;4;0,2;3;0,4;0;2,1;2;2,85079
229,85357,,,,,85357
230,85359,4;2;0,2;1;2,6;-1;1,2;0;1,85359
231,85630,,,,,85630
232,85634,4;1;0,5;-2;0,3;1;2,6;0;2,85634
233,85903,,,,,85903
234,85905,2;1;4,2;-1;2,1;2;2,6;-1;0,85905
235,86169,,,,,86169
236,86171,4;-3;-2,5;0;-1,7;-2;-2,4;0;0,86171
237,86432,,,,,86432
238,86467,5;3;2,3;2;2,3;0;0,2;1;2,86467
239,86732,,,,,86732
240,86735,1;0;2,3;0;4,4;-1;0,2;0;2,86735
241,87008,,,,,87008
242,87011,9;0;0,2;0;2,4;-1;0,4;0;1,87011
243,87290,,,,,87290
244,87293,3;-1;2,4;-3;-1,5;0;1,3;0;2,87293
245,87558,,,,,87558
246,87561,3;0;4,2;-1;0,2;0;3,4;0;0,87561
247,87821,,,,,87821
248,87828,2;1;0,2;0;1,3;0;0,2;0;2,87828
249,88091,,,,,88091
250,88093,2;3;0,3;1;1,1;1;2,6;0;-1,88093
251,88368,,,,,88368
252,88377,5;0;0,3;1;0,4;0;2,4;-1;0,88377
253,88647,,,,,88647
254,88649,3;1;3,6;1;0,2;3;1,3;0;1,88649
255,88920,,,,,88920
256,88923,5;-1;-2,1;0;0,4;0;0,4;1;-1,88923
257,89192,,,,,89192
258,89194,1;2;2,5;-1;0,8;0;0,3;1;5,89194
259,89459,,,,,89459
260,89462,7;-1;0,3;-4;1,2;0;1,5;-4;3,89462
261,89729,,,,,89729
262,89737,1;0;2,1;-2;-2,0;0;-2,2;0;0,89737
263,89998,,,,,89998
264,90000,1;0;-1,0;2;1,1;0;-1,0;0;0,90000
265,90275,,,,,90275
266,90278,3;-2;1,-1;1;-2,-1;1;0,-4;-1;-2,90278
267,90549,,,,,90549
268,90552,4;-1;2,3;-3;2,-1;0;1,-2;0;-3,90552
269,90824,,,,,90824
270,90827,0;0;4,-1;2;-2,-2;1;-3,0;1;3,90827
271,91112,,,,,91112
272,91114,-2;0;0,3;-1;-1,3;0;1,3;0;1,91114
273,91386,,,,,91386
274,91389,5;0;0,3;2;3,5;-3;0,3;0;1,91389
275,91662,,,,,91662
276,91669,6;-3;1,6;-2;0,4;-2;1,4;-1;1,91669
277,91945,,,,,91945
278,91949,2;0;0,1;-1;1,2;-1;2,5;-1;0,91949
279,92213,,,,,92213
280,92215,2;-1;0,7;-3;1,4;-3;0,3;0;0,92215
281,92487,,,,,92487
282,92490,0;0;3,1;-1;1,2;0;2,4;-3;0,92490
283,92750,,,,,92750
284,92753,0;-2;-1,-1;-3;0,4;-3;3,0;-1;-1,92753
285,93033,,,,,93033
286,93035,1;-1;3,3;0;2,3;-1;2,3;-1;1,93035
287,93307,,,,,93307
288,93310,-1;-2;-3,1;-1;-1,-2;-1;-5,-3;-2;-2,93310
289,93577,,,,,93577
290,93585,2;-2;0,0;1;-1,0;1;0,0;-1;0,93585
291,93851,,,,,93851
292,93854,1;0;1,6;-2;0,5;0;1,9;-3;0,93854
293,94121,,,,,94121
294,94125,8;-2;-1,9;0;0,10;0;5,9;1;2,94125
295,94402,,,,,94402
296,94405,14;1;2,14;0;0,9;-3;5,8;-5;2,94405
297,94672,,,,,94672
298,94675,1;-3;3,-13;1;3,-11;-1;5,-11;-7;1,94675
299,94948,,,,,94948
300,94950,-2;-11;-6,5;-5;-8,7;-2;-4,7;0;-1,94950
301,95216,,,,,95216
302,95219,2;4;3,4;0;5,3;-4;5,3;-7;3,95219
303,95492,,,,,95492
304,95499,2;-5;4,3;-6;1,4;-4;0,1;-1;1,95499
305,95766,,,,,95766
306,95769,0;-1;0,1;-2;0,0;-4;0,-1;-4;-1,95769
307,96040,,,,,96040
308,96145,-1;-1;3,-1;0;-1,-3;0;2,-4;1;2,96145
309,96425,,,,,96425
310,96429,-3;-1;-3,-3;-3;-2,-1;-3;-1,-1;-3;0,96429
311,96693,,,,,96693
312,96695,1;-2;-8,3;-5;-4,3;-3;-3,5;-1;0,96695
313,96976,,,,,96976
314,96979,3;3;6,4;5;10,0;9;8,-18;28;17,96979
315,97243,,,,,97243
316,97246,-13;14;30,0;0;9,3;-16;-19,3;-27;-29,97246
317,97523,,,,,97523
318,97526,-8;-29;-16,-12;-7;-6,-15;3;6,-12;9;3,97526
319,97797,,,,,97797
320,97799,-2;11;11,0;7;4,0;1;-2,-1;-2;-5,97799
321,98068,,,,,98068
322,98076,-4;-5;-6,-3;-6;0,-1;-2;0,-1;0;1,98076
323,98344,,,,,98344
324,98348,-1;0;1,-4;-2;0,-2;-1;0,-3;-2;-1,98348
325,98619,,,,,98619
326,98622,0;-1;2,-1;-1;0,-1;0;3,-1;0;1,98622
327,98896,,,,,98896
328,98899,-3;0;-3,-3;1;-3,-2;0;-2,-3;1;-3,98899
329,99170,,,,,99170
330,99172,-2;0;1,-1;0;0,-2;0;2,-1;2;1,99172
331,99448,,,,,99448
332,99451,-2;0;-3,-2;0;-3,-2;0;-2,-1;-1;-3,99451
333,99721,,,,,99721
334,99723,-2;2;2,0;1;2,-4;2;0,-10;4;-1,99723
335,99989,,,,,99989
336,99998,-11;5;-3,-12;5;-6,-14;9;-6,-16;10;-4,99998
337,100271,,,,,100271
338,100274,-15;10;0,-17;10;-3,-15;6;0,-12;5;-3,100274
339,100546,,,,,100546
340,100554,-17;6;-6,-19;3;-1,-15;11;-4,-16;4;-5,100554
341,100829,,,,,100829
342,100831,-14;5;-2,-14;3;-2,-20;5;-4,-16;5;-3,100831
343,101102,,,,,101102
344,101105,-15;4;-5,-6;0;3,-5;0;0,-6;0;0,101105
345,101378,,,,,101378
346,101381,-5;1;0,-4;0;-3,-7;2;-2,-8;0;-3,101381
347,101647,,,,,101647
348,101650,-11;1;0,-11;1;-3,-12;0;-3,-13;0;-2,101650
349,101921,,,,,101921
350,101924,-13;1;-5,-10;0;-1,-12;0;-1,-11;0;-1,101924
351,102192,,,,,102192
352,102194,-12;0;-3,-12;0;-2,-12;0;-2,-10;-1;-4,102194
353,102467,,,,,102467
354,102470,-10;-2;-1,-11;-3;-2,-13;0;-3,-8;-3;-1,102470
355,102743,,,,,102743
356,102745,-10;-1;-2,-10;-2;-2,-9;-3;-3,-2;-7;-6,102745
357,103015,,,,,103015
358,103018,-14;-5;-1,-13;-3;-6,-12;-3;-1,-11;-3;-1,103018
359,103286,,,,,103286
360,103289,-11;-4;0,-16;-2;-2,-12;-4;-3,-13;-12;-1,103289
361,103564,,,,,103564
362,103567,-14;-12;0,-13;-8;-4,-14;-8;-2,-14;-5;-4,103567
363,103831,,,,,103831
364,103834,-13;0;-5,-13;-7;-6,-15;3;-11,-12;-12;0,103834
365,104107,,,,,104107
366,104114,-13;-9;1,-14;-8;-3,-17;-4;-5,-15;-7;-1,104114
367,104376,,,,,104376
368,104378,-14;-7;-6,-12;-8;2,-13;-7;0,-15;0;0,104378
369,104645,,,,,104645
370,104653,-15;-1;-7,-16;-7;-3,-17;-5;-5,-16;-6;0,104653
371,104925,,,,,104925
372,104928,-15;0;1,-18;-1;-8,-18;0;-10,-15;2;1,104928
373,105200,,,,,105200
374,105207,-18;1;-6,-16;0;-4,-14;-1;0,-15;4;-7,105207
375,105469,,,,,105469
376,105473,-14;4;-7,-17;4;-4,-17;6;-6,-15;2;-6,105473
377,105740,,,,,105740
378,105749,-16;4;-5,-17;3;-2,-15;7;-4,-16;3;-10,105749
379,106016,,,,,106016
380,106019,-14;2;-1,-17;2;-4,-18;2;0,-17;0;0,106019
381,106287,,,,,106287
382,106289,-18;-1;-2,-16;0;-4,-15;6;-1,-17;5;0,106289
383,106564,,,,,106564
384,106567,-14;3;-5,-17;5;-1,-13;3;-6,-15;1;-3,106567
385,106840,,,,,106840
386,106842,-12;1;-7,-11;-2;-6,-17;4;-2,-9;7;-2,106842
387,107116,,,,,107116
388,107119,-13;9;-3,-15;8;0,-16;8;-6,-18;6;-3,107119
389,107387,,,,,107387
390,107389,-12;3;-7,-14;4;-5,-15;6;-6,-18;4;-3,107389
391,107655,,,,,107655
392,107658,-16;5;-2,-16;2;-6,-16;7;0,-15;5;-1,107658
393,107928,,,,,107928
394,107931,-13;3;-4,-11;4;-5,-14;4;-1,-11;5;-4,107931
395,108210,,,,,108210
396,108213,-11;5;-2,-12;3;-4,-15;3;-2,-8;6;-2,108213
397,108478,,,,,108478
398,108481,-11;6;-1,-11;2;-2,-10;4;0,-11;8;-6,108481
399,108760,,,,,108760
400,108763,-10;6;3,-10;5;-2,-12;0;-6,-18;3;-2,108763
401,109029,,,,,109029
402,109032,-12;5;-3,-14;6;-8,-14;4;-4,-12;1;0,109032
403,109323,,,,,109323
404,109326,-17;3;-2,-12;4;-3,-8;0;-3,-10;5;-6,109326
405,109592,,,,,109592
406,109595,-13;0;-1,-11;0;-4,-13;6;-3,-14;1;-2,109595
407,109868,,,,,109868
408,109876,-14;8;-7,-15;2;-2,-14;4;-7,-11;2;0,109876
409,110144,,,,,110144
410,110147,-12;5;0,-12;3;0,-14;4;-4,-12;7;2,110147
411,110412,,,,,110412
412,110430,-11;1;-6,-13;6;0,-12;3;-2,-14;3;-4,110430
413,110697,,,,,110697
414,110700,-10;3;-6,-12;5;0,-12;8;0,-11;5;0,110700
415,110969,,,,,110969
416,110977,-14;2;-10,-12;5;-3,-11;9;2,-9;12;0,110977
417,111246,,,,,111246
418,111249,-2;4;0,-5;3;-3,-6;6;-4,-5;12;-6,111249
419,111516,,,,,111516
420,111524,-4;3;0,-9;6;-3,-8;7;-1,-6;7;-8,111524
421,111789,,,,,111789
422,111792,-2;1;0,-4;4;-4,-4;5;-4,-7;3;-1,111792
423,112057,,,,,112057
424,112060,1;6;-3,-3;5;4,-2;2;0,-6;3;-5,112060
425,112337,,,,,112337
426,112339,-4;0;-6,1;2;-3,-7;4;2,-7;3;1,112339
427,112608,,,,,112608
428,112611,-2;6;-3,-2;1;-2,3;1;-4,0;4;-3,112611
429,112885,,,,,112885
430,112887,0;2;0,0;0;-1,0;3;1,0;1;-4,112887
431,113152,,,,,113152
432,113155,1;3;0,0;1;-3,0;0;0,5;-11;-8,113155
433,113451,,,,,113451
434,113453,0;4;-2,1;0;0,3;-3;-3,2;6;-4,113453
435,113721,,,,,113721
436,113724,2;0;2,0;2;-2,0;3;-2,0;0;-2,113724
437,113993,,,,,113993
438,114001,-2;-3;3,0;-2;1,-1;0;0,0;-2;0,114001
439,114267,,,,,114267
440,114270,0;1;-1,4;2;-1,0;3;-5,0;0;0,114270
441,114537,,,,,114537
442,114544,4;-3;0,0;-1;6,0;0;0,1;4;-1,114544
443,114809,,,,,114809
444,114812,7;1;0,8;1;2,12;-6;3,8;-2;6,114812
445,115085,,,,,115085
446,115094,11;-1;3,13;1;4,12;-2;6,12;-1;3,115094
447,115375,,,,,115375
448,115378,12;-5;0,5;-3;3,10;0;3,12;-3;1,115378
449,115646,,,,,115646
450,115649,13;0;7,15;1;1,13;-2;5,13;0;2,115649
451,115923,,,,,115923
452,115927,8;-1;2,14;3;0,15;6;1,11;-4;3,115927
453,116197,,,,,116197
454,116200,14;-4;3,16;-1;2,13;3;4,15;-6;4,116200
455,116480,,,,,116480
456,116483,10;1;2,11;-3;1,15;0;1,13;-2;3,116483
457,116749,,,,,116749
458,116752,16;-6;3,18;0;4,22;7;2,11;-1;0,116752
459,117016,,,,,117016
460,117019,10;-1;4,13;-1;-1,13;1;5,16;-3;1,117019
461,117286,,,,,117286
462,117289,19;-4;2,21;-2;4,20;0;6,23;-2;6,117289
463,117569,,,,,117569
464,117572,22;0;7,21;-1;7,21;-2;6,18;-1;7,117572
465,117837,,,,,117837
466,117840,21;-2;4,25;-3;2,25;-2;6,27;-1;5,117840
467,118107,,,,,118107
468,118114,25;-2;3,24;-1;2,20;-2;6,21;0;6,118114
469,118376,,,,,118376
470,118379,17;-2;3,16;-2;2,16;-3;3,15;-1;4,118379
471,118647,,,,,118647
472,118657,14;-3;3,12;-1;2,10;0;3,7;-1;3,118657
473,118927,,,,,118927
474,118930,10;1;4,9;0;4,8;0;4,8;-2;1,118930
475,119201,,,,,119201
476,119204,9;-3;-1,7;0;0,7;-1;-1,6;-2;1,119204
477,119477,,,,,119477
478,119480,6;-2;1,3;0;3,5;-3;2,6;-2;0,119480
479,119751,,,,,119751
480,119754,9;0;0,8;-3;3,8;-2;1,9;-2;3,119754
481,120038,,,,,120038
482,120040,10;-2;4,8;0;2,10;-1;1,10;0;0,120040
483,120303,,,,,120303
484,120306,12;-1;4,14;-2;4,13;0;3,12;0;5,120306
485,120583,,,,,120583
486,120586,11;0;1,12;-2;0,9;-2;3,4;-2;1,120586
487,120849,,,,,120849
488,120851,-7;-1;0,-5;-2;-2,-4;-1;-4,-4;-2;-3,120851
489,121116,,,,,121116
490,121125,-7;-2;-1,-4;-4;0,-5;-5;1,-8;-3;1,121125
491,121392,,,,,121392
492,121395,-9;-2;0,-8;-3;-2,-6;-6;0,-8;-4;-2,121395
493,121666,,,,,121666
494,121674,-8;-11;0,-8;-7;-3,-6;-14;1,-11;-11;2,121674
495,121942,,,,,121942
496,121945,-9;-3;5,-11;-9;8,-9;-14;-4,-8;-18;-7,121945
497,122218,,,,,122218
498,122226,-2;-14;-15,1;-21;-4,0;-35;-3,-3;-11;6,122226
499,122494,,,,,122494
500,122498,-9;-4;4,-11;-13;9,-6;-7;6,-1;-18;0,122498
501,122768,,,,,122768
502,122775,0;-22;-3,-4;-25;-3,-4;-25;-4,-5;-25;0,122775
503,123043,,,,,123043
504,123046,-5;-21;-3,-3;-31;-8,-6;-30;4,-12;-24;3,123046
505,123319,,,,,123319
506,123321,-7;-15;6,-8;-22;0,-9;-21;0,-5;-26;-2,123321
507,123594,,,,,123594
508,123597,-9;-20;0,-14;-20;0,-14;-17;0,-15;-12;-2,123597
509,123869,,,,,123869
510,123872,-15;-20;-3,-18;-16;0,-11;-14;-3,-15;-14;-1,123872
511,124143,,,,,124143
512,124146,-14;-10;-2,-21;-10;-1,-18;-13;0,-16;-12;-3,124146
513,124420,,,,,124420
514,124423,-15;-15;1,-12;-15;-5,-14;-17;-4,-13;-12;0,124423
515,124701,,,,,124701
516,124704,-12;-16;-4,-10;-14;-2,-16;-9;0,-12;-12;-5,124704
517,124969,,,,,124969
518,124973,-12;-15;-3,-17;-14;-10,-17;-20;-1,-15;-10;-3,124973
519,125245,,,,,125245
520,125247,-16;-13;-1,-17;-18;0,-18;-20;-7,-14;-13;-7,125247
521,125507,,,,,125507
522,125510,-16;-10;-5,-17;-12;-4,-15;-8;-6,-23;-7;0,125510
523,125785,,,,,125785
524,125788,-19;-4;-4,-24;-1;-6,-19;1;-3,-21;2;-3,125788
525,126056,,,,,126056
526,126058,-25;3;-4,-18;2;-4,-19;1;-2,-19;-1;-2,126058
527,126327,,,,,126327
528,126330,-18;2;-1,-17;-1;-4,-19;3;-1,-18;4;-5,126330
529,126597,,,,,126597
530,126600,-21;4;-2,-18;1;-5,-17;2;-5,-16;0;-6,126600
531,126871,,,,,126871
532,126874,-20;0;-3,-16;4;-7,-19;1;-1,-12;6;-2,126874
533,127147,,,,,127147
534,127150,-19;2;-4,-14;0;-7,-14;1;0,-17;3;-7,127150
535,127414,,,,,127414
536,127417,-17;-2;-1,-21;-1;-3,-21;4;-15,-15;-2;-6,127417
537,127679,,,,,127679
538,127682,-17;-2;-2,-15;-1;-2,-17;-1;-1,-12;0;-6,127682
539,127966,,,,,127966
540,127969,-14;7;-2,-16;1;0,-18;0;0,-10;4;0,127969
541,128241,,,,,128241
542,128244,-11;0;-2,-9;-3;-1,-17;0;-1,-11;2;1,128244
543,128510,,,,,128510
544,128518,-8;0;0,-14;3;1,-18;6;-2,-16;0;-5,128518
545,128786,,,,,128786
546,128789,-18;0;-3,-22;-2;-1,-15;-4;-5,-13;-4;-2,128789
547,129061,,,,,129061
548,129070,-19;3;-9,-19;3;-7,-17;-1;-6,-15;3;-4,129070
549,129345,,,,,129345
550,129348,-17;2;-3,-16;-1;-2,-16;4;-3,-18;0;-6,129348
551,129613,,,,,129613
552,129620,-14;3;0,-20;0;2,-18;1;-2,-13;3;-3,129620
553,129888,,,,,129888
554,129890,-14;7;-8,-19;0;-8,-14;5;-3,-15;-1;-2,129890
555,130157,,,,,130157
556,130160,-19;0;-7,-13;7;-1,-13;1;-2,-16;8;0,130160
557,130444,,,,,130444
558,130447,-13;3;-5,-17;6;0,-17;4;1,-16;3;-7,130447
559,130713,,,,,130713
560,130716,-22;0;-2,-17;3;0,-17;7;-1,-11;1;-3,130716
561,130989,,,,,130989
562,130992,-16;0;-2,-11;2;-2,-14;3;2,-23;2;4,130992
563,131263,,,,,131263
564,131266,-16;1;4,-9;2;-3,-20;12;0,-16;-6;-10,131266
565,131552,,,,,131552
566,131554,-18;-10;8,-19;1;0,-17;6;-14,-17;-1;-3,131554
567,131826,,,,,131826
568,131829,-17;0;-5,-24;0;-4,-20;-1;0,-7;-2;-10,131829
569,132103,,,,,132103
570,132105,-16;1;-6,-16;3;-10,-18;5;-9,-8;-8;-6,132105
571,132370,,,,,132370
572,132373,-12;-2;-9,-16;-2;1,-13;-4;8,-10;-5;-3,132373
573,132646,,,,,132646
574,132649,-6;-4;-5,-10;3;-10,-10;0;-5,-12;4;0,132649
575,132916,,,,,132916
