,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
70,0;0;1,0;0;1,-1;0;1,0;0;1,13665,2,2021-10-25
71,,,,,13939,2,2021-10-25
72,0;0;0,0;0;1,-1;0;0,0;0;1,13942,2,2021-10-25
73,,,,,14209,2,2021-10-25
74,0;-1;0,0;0;0,0;0;0,-1;0;-1,14211,2,2021-10-25
75,,,,,14494,2,2021-10-25
76,0;1;0,0;0;0,0;0;0,-2;0;0,14497,2,2021-10-25
77,,,,,14764,2,2021-10-25
78,0;0;0,0;0;1,0;0;0,-1;0;0,14766,2,2021-10-25
79,,,,,15037,2,2021-10-25
80,0;-1;0,0;0;-2,0;0;-2,0;0;-1,15053,2,2021-10-25
81,,,,,15321,2,2021-10-25
82,0;1;1,0;0;0,0;0;-2,0;0;0,15323,2,2021-10-25
83,,,,,15583,2,2021-10-25
84,0;0;1,0;0;0,0;-1;0,0;0;-1,15592,2,2021-10-25
85,,,,,15858,2,2021-10-25
86,0;0;0,0;0;0,0;0;0,0;1;-1,15861,2,2021-10-25
87,,,,,16121,2,2021-10-25
88,0;0;0,0;0;0,0;0;0,0;0;0,16123,2,2021-10-25
89,,,,,16392,2,2021-10-25
90,1;0;-1,0;-1;0,0;0;0,0;0;1,16409,2,2021-10-25
91,,,,,16671,2,2021-10-25
92,-1;-1;0,-2;0;0,-1;0;0,0;0;0,16673,2,2021-10-25
93,,,,,16934,2,2021-10-25
94,0;0;0,0;1;0,-1;0;0,0;0;0,16943,2,2021-10-25
95,,,,,17209,2,2021-10-25
96,0;0;0,0;0;0,0;0;1,-1;1;0,17212,2,2021-10-25
97,,,,,17472,2,2021-10-25
98,0;0;0,0;0;0,1;0;1,-2;1;1,17475,2,2021-10-25
99,,,,,17748,2,2021-10-25
100,-1;1;1,0;0;0,0;0;0,0;0;1,17765,2,2021-10-25
101,,,,,18035,2,2021-10-25
102,0;0;0,0;0;0,0;0;1,0;-1;0,18038,2,2021-10-25
103,,,,,18304,2,2021-10-25
104,0;1;0,0;0;0,0;0;0,-1;0;-1,18307,2,2021-10-25
105,,,,,18588,2,2021-10-25
106,0;-1;0,0;0;0,0;0;0,0;-1;0,18591,2,2021-10-25
107,,,,,18861,2,2021-10-25
108,0;0;0,0;0;0,-1;1;0,-1;0;-1,18883,2,2021-10-25
109,,,,,19149,2,2021-10-25
110,0;0;0,0;0;0,0;0;0,-1;0;0,19152,2,2021-10-25
111,,,,,19411,2,2021-10-25
112,-1;0;0,0;0;0,0;0;0,0;0;0,19414,2,2021-10-25
113,,,,,19688,2,2021-10-25
114,1;0;0,0;0;0,0;0;-1,0;0;0,19691,2,2021-10-25
115,,,,,19962,2,2021-10-25
116,0;1;0,0;-1;0,1;0;0,0;0;-1,19964,2,2021-10-25
117,,,,,20231,2,2021-10-25
118,0;0;0,0;0;-1,0;0;-1,0;0;-1,20252,2,2021-10-25
119,,,,,20530,2,2021-10-25
120,0;0;1,0;0;0,0;0;2,0;0;0,20533,2,2021-10-25
121,,,,,20800,2,2021-10-25
122,0;0;1,0;1;1,-1;1;2,-1;0;1,20803,2,2021-10-25
123,,,,,21078,2,2021-10-25
124,0;0;0,0;0;0,-1;1;0,0;0;0,21081,2,2021-10-25
125,,,,,21351,2,2021-10-25
126,0;0;0,0;0;0,-1;0;1,0;0;0,21354,2,2021-10-25
127,,,,,21634,2,2021-10-25
128,0;1;0,0;0;1,0;0;0,0;0;-1,21650,2,2021-10-25
129,,,,,21929,2,2021-10-25
130,-1;0;3,0;0;2,0;0;1,0;1;0,21932,2,2021-10-25
131,,,,,22202,2,2021-10-25
132,0;0;0,1;0;-1,0;0;1,0;0;0,22210,2,2021-10-25
133,,,,,22478,2,2021-10-25
134,-1;0;0,0;-1;0,0;1;0,0;0;0,22480,2,2021-10-25
135,,,,,22749,2,2021-10-25
136,0;-2;-1,0;0;0,0;0;-1,0;0;0,22752,2,2021-10-25
137,,,,,23015,2,2021-10-25
138,0;1;1,0;1;2,-1;0;0,0;0;1,23032,2,2021-10-25
139,,,,,23301,2,2021-10-25
140,0;-1;0,0;0;0,0;1;1,0;0;0,23304,2,2021-10-25
141,,,,,23578,2,2021-10-25
142,-1;0;0,0;0;-1,1;0;0,0;0;1,23586,2,2021-10-25
143,,,,,23851,2,2021-10-25
144,0;0;0,0;0;0,0;0;-1,0;0;0,23854,2,2021-10-25
145,,,,,24123,2,2021-10-25
146,0;0;0,1;0;0,0;0;0,0;1;0,24144,2,2021-10-25
147,,,,,24417,2,2021-10-25
148,0;0;-1,0;0;-1,0;0;0,0;0;2,24420,2,2021-10-25
149,,,,,24680,2,2021-10-25
150,0;0;0,1;0;0,0;0;0,0;0;0,24683,2,2021-10-25
151,,,,,24954,2,2021-10-25
152,-1;0;0,0;0;0,0;0;0,0;0;0,24957,2,2021-10-25
153,,,,,25224,2,2021-10-25
154,0;0;0,1;0;0,1;0;1,0;0;0,25227,2,2021-10-25
155,,,,,25500,2,2021-10-25
156,0;0;0,0;0;1,1;0;0,-1;0;-2,25522,2,2021-10-25
157,,,,,25788,2,2021-10-25
158,0;0;0,0;1;0,0;0;1,-1;0;0,25791,2,2021-10-25
159,,,,,26057,2,2021-10-25
160,0;0;0,0;0;-1,0;0;0,-1;-1;0,26059,2,2021-10-25
161,,,,,26331,2,2021-10-25
162,0;1;2,0;1;3,0;-1;0,0;0;0,26334,2,2021-10-25
163,,,,,26607,2,2021-10-25
164,0;0;0,0;0;0,0;1;1,0;0;0,26609,2,2021-10-25
165,,,,,26887,2,2021-10-25
166,0;0;0,0;0;0,0;0;0,0;0;-1,26903,2,2021-10-25
167,,,,,27177,2,2021-10-25
168,0;0;0,0;1;0,1;0;0,0;0;0,27181,2,2021-10-25
169,,,,,27445,2,2021-10-25
170,0;0;0,0;1;-1,1;1;1,0;0;0,27454,2,2021-10-25
171,,,,,27720,2,2021-10-25
172,0;0;1,0;0;0,0;0;0,0;-1;3,27722,2,2021-10-25
173,,,,,27982,2,2021-10-25
174,0;0;0,0;1;0,0;0;0,0;0;0,27985,2,2021-10-25
175,,,,,28252,2,2021-10-25
176,0;-1;3,0;0;1,0;0;1,0;0;0,28269,2,2021-10-25
177,,,,,28538,2,2021-10-25
178,0;0;0,0;0;0,0;0;1,0;0;1,28541,2,2021-10-25
179,,,,,28808,2,2021-10-25
180,-1;1;0,0;0;0,0;0;-1,-1;0;2,28816,2,2021-10-25
181,,,,,29080,2,2021-10-25
182,0;0;-2,0;0;2,0;0;0,0;0;2,29082,2,2021-10-25
183,,,,,29347,2,2021-10-25
184,0;-1;-1,0;1;0,0;0;0,0;-1;0,29350,2,2021-10-25
185,,,,,29622,2,2021-10-25
186,1;1;0,0;0;0,0;1;-1,-1;1;-1,29638,2,2021-10-25
187,,,,,29910,2,2021-10-25
188,1;0;-1,0;0;0,0;0;0,-1;0;0,29913,2,2021-10-25
189,,,,,30179,2,2021-10-25
190,1;0;-2,1;0;0,0;0;0,0;1;1,30181,2,2021-10-25
191,,,,,30454,2,2021-10-25
192,0;-1;0,0;0;0,-1;0;2,0;0;0,30457,2,2021-10-25
193,,,,,30723,2,2021-10-25
194,0;0;1,0;0;1,0;0;1,0;1;1,30744,2,2021-10-25
195,,,,,31010,2,2021-10-25
196,0;0;0,0;0;0,0;0;1,-1;0;0,31013,2,2021-10-25
197,,,,,31280,2,2021-10-25
198,0;0;0,1;0;1,0;0;0,0;1;1,31283,2,2021-10-25
199,,,,,31557,2,2021-10-25
200,0;0;-1,-1;0;1,0;0;0,0;0;0,31559,2,2021-10-25
201,,,,,31823,2,2021-10-25
202,0;0;0,0;0;0,0;1;0,0;0;0,31826,2,2021-10-25
203,,,,,32088,2,2021-10-25
204,1;0;0,0;-1;0,0;0;0,0;0;0,32109,2,2021-10-25
205,,,,,32374,2,2021-10-25
206,0;-1;0,0;0;1,0;1;0,0;0;0,32377,2,2021-10-25
207,,,,,32644,2,2021-10-25
208,-1;0;-1,0;0;0,-1;0;-1,1;0;0,32647,2,2021-10-25
209,,,,,32918,2,2021-10-25
210,-2;0;-1,-1;0;0,0;0;0,1;0;0,32921,2,2021-10-25
211,,,,,33187,2,2021-10-25
212,0;0;1,0;0;0,0;0;1,0;1;0,33190,2,2021-10-25
213,,,,,33455,2,2021-10-25
214,0;0;0,0;0;0,0;0;0,0;0;-1,33472,2,2021-10-25
215,,,,,33737,2,2021-10-25
216,-1;0;1,0;1;0,0;0;0,-1;0;0,33740,2,2021-10-25
217,,,,,34000,2,2021-10-25
218,-1;0;0,0;1;0,0;0;0,-1;0;0,34009,2,2021-10-25
219,,,,,34278,2,2021-10-25
220,0;1;1,0;1;1,-1;0;0,0;0;0,34280,2,2021-10-25
221,,,,,34547,2,2021-10-25
222,-1;-1;0,0;0;0,0;0;0,0;0;1,34550,2,2021-10-25
223,,,,,34814,2,2021-10-25
224,0;0;1,0;0;1,1;0;0,-1;0;0,34832,2,2021-10-25
225,,,,,35102,2,2021-10-25
226,0;0;0,0;0;1,0;1;0,0;0;0,35105,2,2021-10-25
227,,,,,35371,2,2021-10-25
228,0;0;-1,0;0;0,0;0;1,1;1;2,35379,2,2021-10-25
229,,,,,35640,2,2021-10-25
230,0;1;-1,-1;0;2,0;0;0,0;0;0,35642,2,2021-10-25
231,,,,,35902,2,2021-10-25
232,0;0;0,0;0;1,0;0;0,0;0;0,35905,2,2021-10-25
233,,,,,36167,2,2021-10-25
234,2;0;0,0;0;0,0;0;-2,0;0;0,36185,2,2021-10-25
235,,,,,36454,2,2021-10-25
236,0;0;1,-1;-2;-1,0;0;0,0;0;0,36456,2,2021-10-25
237,,,,,36728,2,2021-10-25
238,0;0;0,-1;0;-2,0;0;0,0;0;-1,36731,2,2021-10-25
239,,,,,36998,2,2021-10-25
240,-1;1;0,0;0;0,0;0;0,0;0;0,37001,2,2021-10-25
241,,,,,37261,2,2021-10-25
242,-1;0;0,0;0;0,0;0;1,-1;0;1,37282,2,2021-10-25
243,,,,,37541,2,2021-10-25
244,2;0;0,-1;-1;1,0;0;1,0;2;0,37544,2,2021-10-25
245,,,,,37807,2,2021-10-25
246,0;0;0,0;0;2,0;0;1,0;0;1,37809,2,2021-10-25
247,,,,,38088,2,2021-10-25
248,0;0;1,-1;1;1,0;0;2,0;0;0,38091,2,2021-10-25
249,,,,,38355,2,2021-10-25
250,-1;-1;0,-1;0;0,0;-1;0,0;0;0,38359,2,2021-10-25
251,,,,,38629,2,2021-10-25
252,0;0;0,1;1;0,1;1;0,1;1;0,38646,2,2021-10-25
253,,,,,38906,2,2021-10-25
254,0;0;0,1;0;0,0;1;0,0;0;1,38909,2,2021-10-25
255,,,,,39178,2,2021-10-25
256,0;0;0,0;0;0,1;0;0,0;0;1,39186,2,2021-10-25
257,,,,,39456,2,2021-10-25
258,0;0;0,0;0;0,0;0;1,0;0;0,39459,2,2021-10-25
259,,,,,39719,2,2021-10-25
260,0;0;-1,0;0;0,1;0;0,1;1;0,39723,2,2021-10-25
261,,,,,39994,2,2021-10-25
262,-1;0;1,0;1;1,0;0;0,-1;1;0,40011,2,2021-10-25
263,,,,,40283,2,2021-10-25
264,0;0;0,0;0;0,0;0;1,0;0;1,40285,2,2021-10-25
265,,,,,40547,2,2021-10-25
266,0;0;0,0;0;0,0;0;-1,0;0;2,40556,2,2021-10-25
267,,,,,40820,2,2021-10-25
268,0;1;0,-1;0;1,1;-2;0,0;0;0,40823,2,2021-10-25
269,,,,,41096,2,2021-10-25
270,0;0;0,0;0;0,0;0;0,0;0;-1,41098,2,2021-10-25
271,,,,,41367,2,2021-10-25
272,1;0;1,0;0;0,1;0;0,0;0;0,41384,2,2021-10-25
273,,,,,41647,2,2021-10-25
274,0;1;1,0;0;0,0;0;0,0;1;0,41650,2,2021-10-25
275,,,,,41927,2,2021-10-25
276,0;0;0,0;0;0,0;1;0,0;0;0,41930,2,2021-10-25
277,,,,,42196,2,2021-10-25
278,-1;0;0,-1;0;-2,0;0;0,1;1;0,42200,2,2021-10-25
279,,,,,42460,2,2021-10-25
280,0;0;0,-1;0;1,-1;1;1,0;1;0,42481,2,2021-10-25
281,,,,,42754,2,2021-10-25
282,0;-1;0,0;0;0,0;0;0,0;0;1,42756,2,2021-10-25
283,,,,,43022,2,2021-10-25
284,0;0;0,0;0;2,0;1;1,0;0;1,43025,2,2021-10-25
285,,,,,43291,2,2021-10-25
286,-1;0;0,-1;0;0,0;0;0,0;0;0,43294,2,2021-10-25
287,,,,,43560,2,2021-10-25
288,-1;0;0,0;0;0,0;0;1,0;-1;1,43564,2,2021-10-25
289,,,,,43836,2,2021-10-25
290,0;-1;1,0;-1;0,0;0;2,0;1;1,43857,2,2021-10-25
291,,,,,44123,2,2021-10-25
292,2;1;-1,0;0;0,0;0;-2,0;0;0,44126,2,2021-10-25
293,,,,,44387,2,2021-10-25
294,0;0;0,1;0;0,0;0;-1,0;0;0,44390,2,2021-10-25
295,,,,,44672,2,2021-10-25
296,0;1;1,-1;0;0,0;0;-1,0;0;0,44674,2,2021-10-25
297,,,,,44936,2,2021-10-25
298,0;0;1,0;0;0,-1;0;0,0;0;0,44939,2,2021-10-25
299,,,,,45204,2,2021-10-25
300,0;0;0,0;0;1,0;0;0,-1;0;2,45220,2,2021-10-25
301,,,,,45487,2,2021-10-25
302,0;0;1,-2;1;1,0;0;0,1;1;1,45490,2,2021-10-25
303,,,,,45750,2,2021-10-25
304,0;0;0,0;0;0,0;0;1,0;0;2,45759,2,2021-10-25
305,,,,,46021,2,2021-10-25
306,0;0;0,1;0;0,0;0;0,1;0;2,46024,2,2021-10-25
307,,,,,46288,2,2021-10-25
308,0;0;0,0;0;1,1;0;1,0;0;0,46290,2,2021-10-25
309,,,,,46571,2,2021-10-25
310,0;0;0,0;0;1,1;1;0,0;0;0,46588,2,2021-10-25
311,,,,,46851,2,2021-10-25
312,0;0;0,0;0;0,0;0;-3,1;0;0,46854,2,2021-10-25
313,,,,,47122,2,2021-10-25
314,0;1;0,0;0;-1,0;0;-2,1;0;0,47131,2,2021-10-25
315,,,,,47397,2,2021-10-25
316,0;0;1,0;0;1,0;0;0,0;0;0,47399,2,2021-10-25
317,,,,,47666,2,2021-10-25
318,0;0;2,-1;0;0,0;0;1,0;0;0,47669,2,2021-10-25
319,,,,,47939,2,2021-10-25
