,index,rpm,speed,throt_pos,engine_load,bat_volt,duration
64,21650,893.0,0.0,17,29,14.25,21650
65,21932,904.0,0.0,17,29,14.31,21932
66,22210,904.0,0.0,17,29,14.33,22210
67,22480,902.0,0.0,17,29,14.33,22480
68,22752,897.0,0.0,17,30,14.33,22752
69,23032,904.0,0.0,17,29,14.29,23032
70,23304,897.0,0.0,17,29,14.27,23304
71,23586,898.0,0.0,17,29,14.33,23586
72,23854,903.0,0.0,17,29,14.33,23854
73,24144,900.0,0.0,17,29,14.31,24144
74,24420,906.0,0.0,17,29,14.35,24420
75,24683,909.0,0.0,17,29,14.34,24683
76,24957,907.0,0.0,17,29,14.32,24957
77,25227,897.0,0.0,17,29,14.29,25227
78,25522,897.0,0.0,17,29,14.32,25522
79,25791,890.0,0.0,17,29,14.35,25791
80,26059,893.0,0.0,17,30,14.32,26059
81,26334,895.0,0.0,17,30,14.29,26334
82,26609,899.0,0.0,17,29,14.31,26609
83,26903,900.0,0.0,17,29,14.31,26903
84,27181,897.0,0.0,17,30,14.29,27181
85,27454,901.0,0.0,17,29,14.25,27454
86,27722,901.0,0.0,17,29,14.32,27722
87,27985,902.0,0.0,17,29,14.34,27985
88,28269,909.0,0.0,17,29,14.28,28269
89,28541,904.0,0.0,17,29,14.31,28541
90,28816,903.0,0.0,17,29,14.34,28816
91,29082,894.0,0.0,17,29,14.32,29082
92,29350,892.0,0.0,17,29,14.32,29350
93,29638,882.0,0.0,17,29,14.29,29638
94,29913,888.0,0.0,17,29,14.29,29913
95,30181,891.0,0.0,17,30,14.35,30181
96,30457,891.0,0.0,17,30,14.34,30457
97,30744,910.0,0.0,17,29,14.27,30744
98,31013,901.0,0.0,17,29,14.31,31013
99,31283,894.0,0.0,17,29,14.29,31283
100,31559,905.0,0.0,17,29,14.34,31559
101,31826,905.0,0.0,17,29,14.33,31826
102,32109,915.0,0.0,17,29,14.33,32109
103,32377,895.0,0.0,17,29,14.31,32377
104,32647,893.0,0.0,17,29,14.28,32647
105,32921,896.0,0.0,17,30,14.35,32921
106,33190,890.0,0.0,17,29,14.31,33190
107,33472,893.0,0.0,17,30,14.32,33472
108,33740,898.0,0.0,17,29,14.34,33740
109,34009,898.0,0.0,17,29,14.31,34009
110,34280,907.0,0.0,17,29,14.27,34280
111,34550,907.0,0.0,17,29,14.28,34550
112,34832,899.0,0.0,17,29,14.29,34832
113,35105,899.0,0.0,17,28,14.32,35105
114,35379,893.0,0.0,17,29,14.27,35379
115,35642,897.0,0.0,17,30,14.29,35642
116,35905,894.0,0.0,17,30,14.34,35905
117,36185,903.0,0.0,17,30,14.32,36185
118,36456,894.0,0.0,17,29,14.31,36456
119,36731,904.0,0.0,17,29,14.29,36731
120,37001,908.0,0.0,17,29,14.32,37001
121,37282,910.0,0.0,17,29,14.25,37282
122,37544,909.0,0.0,17,29,14.32,37544
123,37809,901.0,0.0,17,29,14.33,37809
124,38091,888.0,0.0,17,29,14.25,38091
125,38359,908.0,0.0,17,29,14.32,38359
126,38646,903.0,0.0,17,30,14.29,38646
127,38909,890.0,0.0,17,29,14.32,38909
128,39186,883.0,0.0,17,29,14.31,39186
129,39459,888.0,0.0,17,29,14.32,39459
130,39723,908.0,0.0,17,29,14.32,39723
131,40011,914.0,0.0,17,29,14.32,40011
132,40285,908.0,0.0,17,29,14.27,40285
133,40556,907.0,0.0,17,29,14.33,40556
134,40823,905.0,0.0,18,30,14.29,40823
135,41098,899.0,0.0,18,31,14.32,41098
136,41384,887.0,0.0,18,30,14.32,41384
137,41650,901.0,0.0,17,29,14.29,41650
138,41930,910.0,0.0,17,29,14.35,41930
139,42200,898.0,0.0,17,29,14.29,42200
140,42481,910.0,0.0,17,29,14.27,42481
141,42756,907.0,0.0,17,29,14.25,42756
142,43025,907.0,0.0,17,29,14.29,43025
143,43294,902.0,0.0,17,30,14.31,43294
144,43564,894.0,0.0,18,30,14.32,43564
145,43857,895.0,0.0,17,30,14.27,43857
146,44126,907.0,0.0,17,29,14.32,44126
147,44390,903.0,0.0,17,29,14.32,44390
148,44674,898.0,0.0,17,29,14.34,44674
149,44939,900.0,0.0,17,29,14.33,44939
150,45220,902.0,0.0,17,30,14.29,45220
151,45490,902.0,0.0,17,29,14.31,45490
152,45759,904.0,0.0,17,29,14.27,45759
153,46024,907.0,0.0,17,29,14.31,46024
154,46290,901.0,0.0,17,29,14.31,46290
155,46588,904.0,0.0,17,29,14.29,46588
156,46854,901.0,0.0,17,29,14.31,46854
157,47131,895.0,0.0,17,29,14.36,47131
158,47399,881.0,0.0,17,30,14.35,47399
159,47669,886.0,0.0,17,29,14.32,47669
